Estado_final_de_caso,Nom_upgd,Pais_ocurrencia,Departamento_ocurrencia,Municipio_ocurrencia,idx
4,MEDICINA ALTA COMPLEJIDAD,COLOMBIA,ATLANTICO,BARRANQUILLA,MEDICINA ALTA COMPLEJIDAD_ATLANTICO_BARRANQUILLA
4,MEDICINA INTEGRAL IPS SA CLINICA LA ERMITA DE CAR,COLOMBIA,BOLIVAR,CARTAGENA,MEDICINA INTEGRAL IPS SA CLINICA LA ERMITA DE CAR_BOLIVAR_CARTAGENA
3,ESE HOSPITAL EMIRO QUINTERO CAÑIZAREZ,COLOMBIA,NORTE SANTANDER,TEORAMA,ESE HOSPITAL EMIRO QUINTERO CAÑIZAREZ_NORTE SANTANDER_TEORAMA
3,EMPRESA SOCIAL DEL ESTADO HOSPITAL UNIVERSITARIO E,COLOMBIA,NORTE SANTANDER,CUCUTA,EMPRESA SOCIAL DEL ESTADO HOSPITAL UNIVERSITARIO E_NORTE SANTANDER_CUCUTA
4,EPS SANITAS UAP ASUNCION PUENTE ARANDA,COLOMBIA,CUNDINAMARCA,GIRARDOT,EPS SANITAS UAP ASUNCION PUENTE ARANDA_CUNDINAMARCA_GIRARDOT
4,CENTRO DE SALUD MORRO,COLOMBIA,CASANARE,YOPAL,CENTRO DE SALUD MORRO_CASANARE_YOPAL
4,CLINIA MEDILASER SA,COLOMBIA,CAQUETA,FLORENCIA,CLINIA MEDILASER SA_CAQUETA_FLORENCIA
4,CLINICA GENERAL DEL NORTE,COLOMBIA,CESAR,AGUACHICA,CLINICA GENERAL DEL NORTE_CESAR_AGUACHICA
4,ESE RED DE PRIMER NIVEL EL RETORNO,COLOMBIA,GUAVIARE,EL RETORNO,ESE RED DE PRIMER NIVEL EL RETORNO_GUAVIARE_EL RETORNO
4,CENTRO DE SALUD PARAISO,COLOMBIA,ATLANTICO,SABANALARGA,CENTRO DE SALUD PARAISO_ATLANTICO_SABANALARGA
3,IPS UNIVERSITARIA SEDE PASO CHINITA,COLOMBIA,ATLANTICO,SOLEDAD,IPS UNIVERSITARIA SEDE PASO CHINITA_ATLANTICO_SOLEDAD
4,CLINICA MARIANGEL DUMIAN MEDICAL,COLOMBIA,VALLE,TULUA,CLINICA MARIANGEL DUMIAN MEDICAL_VALLE_TULUA
4,CENTRO MEDICO PORTAL NORTE COLSUBSIDIO - SUBA,COLOMBIA,CORDOBA,MONTERIA,CENTRO MEDICO PORTAL NORTE COLSUBSIDIO - SUBA_CORDOBA_MONTERIA
4,CLINICA SOMA,COLOMBIA,ANTIOQUIA,BELLO,CLINICA SOMA_ANTIOQUIA_BELLO
4,UCI DEL CARIBE,COLOMBIA,SUCRE,SAN MARCOS,UCI DEL CARIBE_SUCRE_SAN MARCOS
4,ASISTENCIA MÉDICA SAS,COLOMBIA,SANTANDER,FLORIDABLANCA,ASISTENCIA MÉDICA SAS_SANTANDER_FLORIDABLANCA
4,CLINICA SAN JOSE DE CUCUTA SA,COLOMBIA,NORTE SANTANDER,CUCUTA,CLINICA SAN JOSE DE CUCUTA SA_NORTE SANTANDER_CUCUTA
4,ESE HOSPITAL UNIVERSITARIO DE SANTANDER,COLOMBIA,SANTANDER,SAN VICENTE DE CHUCURI,ESE HOSPITAL UNIVERSITARIO DE SANTANDER_SANTANDER_SAN VICENTE DE CHUCURI
4,HOSPITAL UNIVERSITARIO SAN JORGE DE PEREIRA,COLOMBIA,CALDAS,CHINCHINA,HOSPITAL UNIVERSITARIO SAN JORGE DE PEREIRA_CALDAS_CHINCHINA
4,KATZWEINGORT Y CIA LTDA CLINICA LA MERCED,COLOMBIA,BOLIVAR,CARTAGENA,KATZWEINGORT Y CIA LTDA CLINICA LA MERCED_BOLIVAR_CARTAGENA
4,CENTRO DE SALUD HATO COROZAL,COLOMBIA,CASANARE,HATO COROZAL,CENTRO DE SALUD HATO COROZAL_CASANARE_HATO COROZAL
4,HOSPITAL UNIVERSITARIO SAN JORGE DE PEREIRA,COLOMBIA,RISARALDA,PEREIRA,HOSPITAL UNIVERSITARIO SAN JORGE DE PEREIRA_RISARALDA_PEREIRA
4,CLINIA MEDILASER SA,COLOMBIA,CAQUETA,CURILLO,CLINIA MEDILASER SA_CAQUETA_CURILLO
4,CLINICA MEDICOS SA,COLOMBIA,CESAR,AGUACHICA,CLINICA MEDICOS SA_CESAR_AGUACHICA
4,CLINICA LOS NOGALES SAS,COLOMBIA,TOLIMA,MELGAR,CLINICA LOS NOGALES SAS_TOLIMA_MELGAR
4,CLINICA MATERNO INFANTEL SAN LUIS SA,COLOMBIA,SANTANDER,FLORIDABLANCA,CLINICA MATERNO INFANTEL SAN LUIS SA_SANTANDER_FLORIDABLANCA
4,HOSPITAL DEPARTAMENTAL SAN VICENTE DE PAUL,COLOMBIA,HUILA,GARZON,HOSPITAL DEPARTAMENTAL SAN VICENTE DE PAUL_HUILA_GARZON
4,VIRREY SOLIS UUBC SAN DIEGO,COLOMBIA,ANTIOQUIA,MEDELLIN,VIRREY SOLIS UUBC SAN DIEGO_ANTIOQUIA_MEDELLIN
4,IPS PUNTO DE SALUD SALUD SURA CL 100,COLOMBIA,META,VILLAVICENCIO,IPS PUNTO DE SALUD SALUD SURA CL 100_META_VILLAVICENCIO
4,ESE HOSPITAL LOCAL DE PIEDECUESTA,COLOMBIA,SANTANDER,PIEDECUESTA,ESE HOSPITAL LOCAL DE PIEDECUESTA_SANTANDER_PIEDECUESTA
4,HOSPITAL UNIVERSITARIO NACIONAL DE COLOMBIA,COLOMBIA,ANTIOQUIA,BARBOSA,HOSPITAL UNIVERSITARIO NACIONAL DE COLOMBIA_ANTIOQUIA_BARBOSA
4,HEAD- SAN MARTIN,COLOMBIA,CESAR,VALLEDUPAR,HEAD- SAN MARTIN_CESAR_VALLEDUPAR
4,CLINICA ESIMED CAÑAVERAL,COLOMBIA,SANTANDER,PIEDECUESTA,CLINICA ESIMED CAÑAVERAL_SANTANDER_PIEDECUESTA
4,FUNDACION VALLE DEL LILI,COLOMBIA,VALLE,CALI,FUNDACION VALLE DEL LILI_VALLE_CALI
4,ESE ALEJANDRO PROSPERO REVEREND,COLOMBIA,MAGDALENA,SANTA MARTHA,ESE ALEJANDRO PROSPERO REVEREND_MAGDALENA_SANTA MARTHA
4,SOCIEDAD CLINICA BOYACA LIMITADA,COLOMBIA,CASANARE,YOPAL,SOCIEDAD CLINICA BOYACA LIMITADA_CASANARE_YOPAL
4,SANIDAD POLICIA NACIONAL,COLOMBIA,NORTE SANTANDER,VILLA DEL ROSARIO,SANIDAD POLICIA NACIONAL_NORTE SANTANDER_VILLA DEL ROSARIO
4,SERVISALUD QCL IMEF,COLOMBIA,CUNDINAMARCA,GIRARDOT,SERVISALUD QCL IMEF_CUNDINAMARCA_GIRARDOT
4,FUNDACION HOSPITAL UNIVERSITARIO METROPOLITANO,COLOMBIA,ATLANTICO,SOLEDAD,FUNDACION HOSPITAL UNIVERSITARIO METROPOLITANO_ATLANTICO_SOLEDAD
4,ESE HOSPITAL SAN JOSE,COLOMBIA,SANTANDER,VALLE DE SAN JOSE,ESE HOSPITAL SAN JOSE_SANTANDER_VALLE DE SAN JOSE
4,IPS PUNTO DE SALUD SALUD SURA CL 100,COLOMBIA,HUILA,NEIVA,IPS PUNTO DE SALUD SALUD SURA CL 100_HUILA_NEIVA
4,IPS PUNTO DE SALUD,COLOMBIA,SANTANDER,PIEDECUESTA,IPS PUNTO DE SALUD_SANTANDER_PIEDECUESTA
4,EMERGENCIA MEDICA INTEGRAL EMI SA,COLOMBIA,ANTIOQUIA,MEDELLIN,EMERGENCIA MEDICA INTEGRAL EMI SA_ANTIOQUIA_MEDELLIN
4,HOSPITAL REGIONAL DEL LIBANO,COLOMBIA,TOLIMA,LIBANO,HOSPITAL REGIONAL DEL LIBANO_TOLIMA_LIBANO
4,SAN GABRIEL,COLOMBIA,CAQUETA,FLORENCIA,SAN GABRIEL_CAQUETA_FLORENCIA
4,UBA TEORAMA,COLOMBIA,NORTE SANTANDER,TEORAMA,UBA TEORAMA_NORTE SANTANDER_TEORAMA
4,HOSPITAL UNIVERSITARIO SAN IGNACIO,COLOMBIA,CUNDINAMARCA,VILLETA,HOSPITAL UNIVERSITARIO SAN IGNACIO_CUNDINAMARCA_VILLETA
4,IPS SURAMERICANA AMI ATENCION MATERNO INFANTIL,COLOMBIA,VALLE,CALI,IPS SURAMERICANA AMI ATENCION MATERNO INFANTIL_VALLE_CALI
4,ESE HOSPITAL SANTA MÓNICA,COLOMBIA,RISARALDA,DOSQUEBRADAS,ESE HOSPITAL SANTA MÓNICA_RISARALDA_DOSQUEBRADAS
4,CLINICA CHICAMOCHA SA,COLOMBIA,SANTANDER,GIRON,CLINICA CHICAMOCHA SA_SANTANDER_GIRON
4,ESTUDIOS E INVERSIONES MEDICAS SA ESIMED - USAQUE,COLOMBIA,META,VILLAVICENCIO,ESTUDIOS E INVERSIONES MEDICAS SA ESIMED - USAQUE_META_VILLAVICENCIO
4,ESE HOSPITAL UNIVERSITARIO DE SANTANDER,COLOMBIA,NORTE SANTANDER,OCAÑA,ESE HOSPITAL UNIVERSITARIO DE SANTANDER_NORTE SANTANDER_OCAÑA
4,ESE HOSPITAL UNIVERSITARIO DE SANTANDER,COLOMBIA,SANTANDER,SAN GIL,ESE HOSPITAL UNIVERSITARIO DE SANTANDER_SANTANDER_SAN GIL
4,HOSPITAL UNIVERSITARIO SAN IGNACIO,COLOMBIA,CASANARE,YOPAL,HOSPITAL UNIVERSITARIO SAN IGNACIO_CASANARE_YOPAL
4,CENTRO MEDICO COLMEDICA MEDICINA PREPAGADA SANTA B,COLOMBIA,CUNDINAMARCA,VILLETA,CENTRO MEDICO COLMEDICA MEDICINA PREPAGADA SANTA B_CUNDINAMARCA_VILLETA
4,ESE RED SALUD CASANARE NUNCHIA,COLOMBIA,CASANARE,NUNCHIA,ESE RED SALUD CASANARE NUNCHIA_CASANARE_NUNCHIA
4,CLINICA DE OCCIDENTE SA,COLOMBIA,VALLE,CALI,CLINICA DE OCCIDENTE SA_VALLE_CALI
4,COMFAMILIAR RISARALDA CLINICA COMFAMILIAR,COLOMBIA,RISARALDA,PEREIRA,COMFAMILIAR RISARALDA CLINICA COMFAMILIAR_RISARALDA_PEREIRA
4,SALUD TOTAL EPS UUBC,COLOMBIA,SANTANDER,FLORIDABLANCA,SALUD TOTAL EPS UUBC_SANTANDER_FLORIDABLANCA
4,CLINICA ESIMED CAÑAVERAL,COLOMBIA,SANTANDER,GIRON,CLINICA ESIMED CAÑAVERAL_SANTANDER_GIRON
4,ESE HOSPITAL UNIVERSITARIO DE SANTANDER,COLOMBIA,CESAR,AGUACHICA,ESE HOSPITAL UNIVERSITARIO DE SANTANDER_CESAR_AGUACHICA
4,CLINICA COMFENALCO,COLOMBIA,VALLE,CALI,CLINICA COMFENALCO_VALLE_CALI
4,COMFANDI IPS MORICHAL,COLOMBIA,VALLE,CALI,COMFANDI IPS MORICHAL_VALLE_CALI
4,CONGREGACION DE HERMANAS DE LA CA - TEUSAQUILLO,COLOMBIA,META,ACACIAS,CONGREGACION DE HERMANAS DE LA CA - TEUSAQUILLO_META_ACACIAS
4,FUNDACION MEDICO PREVENTIVA PARA EL BIENESTAR SOCI,COLOMBIA,SANTANDER,PIEDECUESTA,FUNDACION MEDICO PREVENTIVA PARA EL BIENESTAR SOCI_SANTANDER_PIEDECUESTA
4,CENTRO MEDICO COLMEDICA MEDICINA PREPAGADA - FONTI,COLOMBIA,CUNDINAMARCA,GIRARDOT,CENTRO MEDICO COLMEDICA MEDICINA PREPAGADA - FONTI_CUNDINAMARCA_GIRARDOT
4,CLINICA MEDELLIN SA OCCIDENTE,COLOMBIA,ANTIOQUIA,PUERTO BERRIO,CLINICA MEDELLIN SA OCCIDENTE_ANTIOQUIA_PUERTO BERRIO
4,CLINICA ESIMED CAÑAVERAL,COLOMBIA,SANTANDER,OCAMONTE,CLINICA ESIMED CAÑAVERAL_SANTANDER_OCAMONTE
4,ESE HOSPITAL UNIVERSITARIO DE SANTANDER,COLOMBIA,BOLIVAR,SANTA ROSA DEL SUR,ESE HOSPITAL UNIVERSITARIO DE SANTANDER_BOLIVAR_SANTA ROSA DEL SUR
4,CLINICA INTEGRAL DE EMERGENCIAS LAURA DANIELA,COLOMBIA,CESAR,BECERRIL,CLINICA INTEGRAL DE EMERGENCIAS LAURA DANIELA_CESAR_BECERRIL
4,RED DE SALUD DE LADERA ESE CS MELENDEZ,COLOMBIA,VALLE,CALI,RED DE SALUD DE LADERA ESE CS MELENDEZ_VALLE_CALI
4,RED DE SALUD DE LADERA ESE CS SILOE,COLOMBIA,VALLE,CALI,RED DE SALUD DE LADERA ESE CS SILOE_VALLE_CALI
3,SECRETARIA DE SALUD MUNICIPAL DE IBAGUE,COLOMBIA,TOLIMA,IBAGUE,SECRETARIA DE SALUD MUNICIPAL DE IBAGUE_TOLIMA_IBAGUE
4,ADMINISTRADORA CLINICA LA COLINA,COLOMBIA,CUNDINAMARCA,GIRARDOT,ADMINISTRADORA CLINICA LA COLINA_CUNDINAMARCA_GIRARDOT
4,EMPRESA SOCIAL DEL ESTADO HORACIO MUÑOZ SUESCUN,COLOMBIA,ANTIOQUIA,SOPETRAN,EMPRESA SOCIAL DEL ESTADO HORACIO MUÑOZ SUESCUN_ANTIOQUIA_SOPETRAN
3,ESE HOSPITAL UNIVERSITARIO DEL CARIBE,COLOMBIA,BOLIVAR,CARTAGENA,ESE HOSPITAL UNIVERSITARIO DEL CARIBE_BOLIVAR_CARTAGENA
4,ESE HOSPITAL SAN JOSE DEL GUAVIARE,COLOMBIA,GUAVIARE,SAN JOSE DEL GUAVIARE,ESE HOSPITAL SAN JOSE DEL GUAVIARE_GUAVIARE_SAN JOSE DEL GUAVIARE
4,ESE HOSPITAL UNIVERSITARIO DE SANTANDER,COLOMBIA,SANTANDER,BARRANCABERMEJA,ESE HOSPITAL UNIVERSITARIO DE SANTANDER_SANTANDER_BARRANCABERMEJA
4,FUNDACION OFTALMOLOGICA DE SDER FOSCAL SEDE 36,COLOMBIA,SANTANDER,BUCARAMANGA,FUNDACION OFTALMOLOGICA DE SDER FOSCAL SEDE 36_SANTANDER_BUCARAMANGA
4,ESE HOSPITAL UNIVERSITARIO DE SANTANDER,COLOMBIA,SANTANDER,PIEDECUESTA,ESE HOSPITAL UNIVERSITARIO DE SANTANDER_SANTANDER_PIEDECUESTA
4,SANAMEDIC SAS,COLOMBIA,NORTE SANTANDER,OCAÑA,SANAMEDIC SAS_NORTE SANTANDER_OCAÑA
4,CLINICA INTEGRAL DE EMERGENCIAS LAURA DANIELA,COLOMBIA,CESAR,ASTREA,CLINICA INTEGRAL DE EMERGENCIAS LAURA DANIELA_CESAR_ASTREA
4,CAJA DE COMPENSACION FAMILIAR DEL VALLE IPS COMFAN,COLOMBIA,VALLE,BUGA,CAJA DE COMPENSACION FAMILIAR DEL VALLE IPS COMFAN_VALLE_BUGA
4,CORPORACION IPS NORTE DE SANTANDER,COLOMBIA,ARAUCA,ARAUCA,CORPORACION IPS NORTE DE SANTANDER_ARAUCA_ARAUCA
4,CLINICA MATERNO INFANTEL SAN LUIS SA,COLOMBIA,ATLANTICO,BARRANQUILLA,CLINICA MATERNO INFANTEL SAN LUIS SA_ATLANTICO_BARRANQUILLA
4,POLICLINICO EJESALUD SAS,COLOMBIA,VALLE,CALI,POLICLINICO EJESALUD SAS_VALLE_CALI
4,HOSPITAL UNIVERSITARIO DEL VALLE EVARISTO GARCIA,COLOMBIA,VALLE,BUENAVENTURA,HOSPITAL UNIVERSITARIO DEL VALLE EVARISTO GARCIA_VALLE_BUENAVENTURA
4,HOSPITAL SAN JUAN DE DIOS CALI,COLOMBIA,VALLE,CALI,HOSPITAL SAN JUAN DE DIOS CALI_VALLE_CALI
4,CLINICA INTEGRAL DE EMERGENCIAS LAURA DANIELA,COLOMBIA,BOLIVAR,MORALES,CLINICA INTEGRAL DE EMERGENCIAS LAURA DANIELA_BOLIVAR_MORALES
4,CLINICA CHICAMOCHA SA,COLOMBIA,SANTANDER,EL CARMEN DE CHUCURI,CLINICA CHICAMOCHA SA_SANTANDER_EL CARMEN DE CHUCURI
4,IPS COOMULTRASAN SEDE CAÑAVERAL,COLOMBIA,SANTANDER,FLORIDABLANCA,IPS COOMULTRASAN SEDE CAÑAVERAL_SANTANDER_FLORIDABLANCA
4,ORGANIZACION CLINICA GENERAL DEL NORTE PUERTO COLO,COLOMBIA,ATLANTICO,PUERTO COLOMBIA,ORGANIZACION CLINICA GENERAL DEL NORTE PUERTO COLO_ATLANTICO_PUERTO COLOMBIA
4,HOSPITAL UNIVERSITARIO HERNANDO MONCALEANO PERDOMO,COLOMBIA,HUILA,PALERMO,HOSPITAL UNIVERSITARIO HERNANDO MONCALEANO PERDOMO_HUILA_PALERMO
4,JAVESALUD ALLIANZ SALITRE,COLOMBIA,MAGDALENA,SANTA MARTHA,JAVESALUD ALLIANZ SALITRE_MAGDALENA_SANTA MARTHA
4,CENTRO DE ATENCION EN SALUD CAFAM CLINICA,COLOMBIA,META,CABUYARO,CENTRO DE ATENCION EN SALUD CAFAM CLINICA_META_CABUYARO
4,CONGREGACION DE HERMANAS DE LA CA - TEUSAQUILLO,COLOMBIA,CAUCA,GUAPI,CONGREGACION DE HERMANAS DE LA CA - TEUSAQUILLO_CAUCA_GUAPI
4,HOSPITAL DPTAL TOMAS URIBE URIBE,COLOMBIA,VALLE,CALI,HOSPITAL DPTAL TOMAS URIBE URIBE_VALLE_CALI
4,CONSULTORIO MEDICO DR GERMAN HERRERA LEON,COLOMBIA,CUNDINAMARCA,EL PEÑON,CONSULTORIO MEDICO DR GERMAN HERRERA LEON_CUNDINAMARCA_EL PEÑON
4,HOSPITAL DEPARTAMENTAL DE VILLAVICENCIO,COLOMBIA,META,VILLAVICENCIO,HOSPITAL DEPARTAMENTAL DE VILLAVICENCIO_META_VILLAVICENCIO
4,UNIDAD DE ATENCION PRIMARIA BUCARAMANGA,COLOMBIA,SANTANDER,BUCARAMANGA,UNIDAD DE ATENCION PRIMARIA BUCARAMANGA_SANTANDER_BUCARAMANGA
3,EMPRESA SOCIAL DEL ESTADO HOSPITAL REGIONAL NORTE,COLOMBIA,NORTE SANTANDER,TIBU,EMPRESA SOCIAL DEL ESTADO HOSPITAL REGIONAL NORTE_NORTE SANTANDER_TIBU
4,ESE HOSPITAL DEL SARARE,COLOMBIA,ARAUCA,SARAVENA,ESE HOSPITAL DEL SARARE_ARAUCA_SARAVENA
4,CLINICA ORIENTE TULUA,COLOMBIA,VALLE,TULUA,CLINICA ORIENTE TULUA_VALLE_TULUA
4,SECCION SERVICIOS INTEGRALES DE SALUD Y DESARROLLO,COLOMBIA,SANTANDER,PIEDECUESTA,SECCION SERVICIOS INTEGRALES DE SALUD Y DESARROLLO_SANTANDER_PIEDECUESTA
4,FUNDACION OFTALMOLOGICA DE SDER FOSCAL,COLOMBIA,SANTANDER,PIEDECUESTA,FUNDACION OFTALMOLOGICA DE SDER FOSCAL_SANTANDER_PIEDECUESTA
4,CENTROS HOSPITALARIOS DEL CARIBE SAS,COLOMBIA,MAGDALENA,SANTA MARTHA,CENTROS HOSPITALARIOS DEL CARIBE SAS_MAGDALENA_SANTA MARTHA
4,CLINICA COLSUBSIDIO CIUDAD ROMA-KENNEDY,COLOMBIA,TOLIMA,NATAGAIMA,CLINICA COLSUBSIDIO CIUDAD ROMA-KENNEDY_TOLIMA_NATAGAIMA
4,CENTRAL MEDICA LAS NIEVES EU,COLOMBIA,SANTANDER,GIRON,CENTRAL MEDICA LAS NIEVES EU_SANTANDER_GIRON
4,COMPAÑIA SURAMERICANA DE SERVICIOS DE SALUD IPS P,COLOMBIA,VALLE,CALI,COMPAÑIA SURAMERICANA DE SERVICIOS DE SALUD IPS P_VALLE_CALI
4,MEDICOS ASOCIADOS,COLOMBIA,CUNDINAMARCA,GIRARDOT,MEDICOS ASOCIADOS_CUNDINAMARCA_GIRARDOT
4,MEDICINA INTEGRAL - SEDE MONTELÍBANO,COLOMBIA,CORDOBA,MONTELIBANO,MEDICINA INTEGRAL - SEDE MONTELÍBANO_CORDOBA_MONTELIBANO
4,IPS SURA CHAPINERO 2,COLOMBIA,TOLIMA,ORTEGA,IPS SURA CHAPINERO 2_TOLIMA_ORTEGA
4,CORPORACION IPS SANTANDER,COLOMBIA,NORTE SANTANDER,OCAÑA,CORPORACION IPS SANTANDER_NORTE SANTANDER_OCAÑA
4,CORPORACION IPS HUILA - IPS GIGANTE,COLOMBIA,HUILA,GIGANTE,CORPORACION IPS HUILA - IPS GIGANTE_HUILA_GIGANTE
4,CLINICA CHICAMOCHA SA,COLOMBIA,HUILA,NEIVA,CLINICA CHICAMOCHA SA_HUILA_NEIVA
4,CAIMED SA AGUAZUL,COLOMBIA,CASANARE,AGUAZUL,CAIMED SA AGUAZUL_CASANARE_AGUAZUL
4,ATENCION BASICA BUCARAMANGA,COLOMBIA,SANTANDER,BUCARAMANGA,ATENCION BASICA BUCARAMANGA_SANTANDER_BUCARAMANGA
4,CLINICA DESA SAS CALI,COLOMBIA,VALLE,CALI,CLINICA DESA SAS CALI_VALLE_CALI
4,IPS PUNTO DE SALUD SALUD SURA CL 100,COLOMBIA,SANTANDER,BARICHARA,IPS PUNTO DE SALUD SALUD SURA CL 100_SANTANDER_BARICHARA
3,ADMINISTRADORA COUNTRY SA,FRANCIA METROPOLITANA,EXTERIOR,FRANCIA,ADMINISTRADORA COUNTRY SA_EXTERIOR_FRANCIA
4,CONGREGACION DE HERMANAS DE LA CA - TEUSAQUILLO,COLOMBIA,CALDAS,LA DORADA,CONGREGACION DE HERMANAS DE LA CA - TEUSAQUILLO_CALDAS_LA DORADA
4,CLINICA GENERAL DEL NORTE,COLOMBIA,ATLANTICO,SOLEDAD,CLINICA GENERAL DEL NORTE_ATLANTICO_SOLEDAD
4,CONGREGACION DE HERMANAS DE LA CA - TEUSAQUILLO,COLOMBIA,HUILA,CAMPOALEGRE,CONGREGACION DE HERMANAS DE LA CA - TEUSAQUILLO_HUILA_CAMPOALEGRE
4,UNIDAD CLINICA SAN NICOLAS,COLOMBIA,SANTANDER,BARRANCABERMEJA,UNIDAD CLINICA SAN NICOLAS_SANTANDER_BARRANCABERMEJA
4,SERVICIOS DE SALUD IPS SURAMERICANA SA,COLOMBIA,VALLE,CALI,SERVICIOS DE SALUD IPS SURAMERICANA SA_VALLE_CALI
4,CLINICA UNIVERSITARIA COLOMBIA-TEUSAQUILLO,COLOMBIA,TOLIMA,FLANDES,CLINICA UNIVERSITARIA COLOMBIA-TEUSAQUILLO_TOLIMA_FLANDES
4,SINERGIA SALUD ATENCION BASICA AV 68,COLOMBIA,BOLIVAR,CARTAGENA,SINERGIA SALUD ATENCION BASICA AV 68_BOLIVAR_CARTAGENA
4,EMPRESA SOCIAL DEL ESTADO SAN ANTONIO RIONEGRO SAN,COLOMBIA,SANTANDER,RIONEGRO,EMPRESA SOCIAL DEL ESTADO SAN ANTONIO RIONEGRO SAN_SANTANDER_RIONEGRO
4,IPS PROSVISALUD EU,COLOMBIA,PUTUMAYO,VILLAGARZON,IPS PROSVISALUD EU_PUTUMAYO_VILLAGARZON
4,HOSPITAL FEDERICO LLERAS ACOSTA ESE SEDE LA FRANC,COLOMBIA,TOLIMA,CAJAMARCA,HOSPITAL FEDERICO LLERAS ACOSTA ESE SEDE LA FRANC_TOLIMA_CAJAMARCA
4,CAJA DE COMPENSACION FAMILIAR COMPENSAR - FONTIBON,COLOMBIA,TOLIMA,IBAGUE,CAJA DE COMPENSACION FAMILIAR COMPENSAR - FONTIBON_TOLIMA_IBAGUE
4,HOSPITAL DEPARTAMENTAL SAN VICENTE DE PAUL,COLOMBIA,HUILA,ACEVEDO,HOSPITAL DEPARTAMENTAL SAN VICENTE DE PAUL_HUILA_ACEVEDO
4,HOSPITAL GENERAL DE MEDELLIN - LUZ CASTRO DE GUTIE,COLOMBIA,ANTIOQUIA,MEDELLIN,HOSPITAL GENERAL DE MEDELLIN - LUZ CASTRO DE GUTIE_ANTIOQUIA_MEDELLIN
4,HOSPITAL UNIVERSITARIO DEL VALLE EVARISTO GARCIA,COLOMBIA,CAUCA,PUERTO TEJADA,HOSPITAL UNIVERSITARIO DEL VALLE EVARISTO GARCIA_CAUCA_PUERTO TEJADA
4,CLINICA COMFANDI PALMIRA,COLOMBIA,VALLE,PRADERA,CLINICA COMFANDI PALMIRA_VALLE_PRADERA
4,KATZWEINGORT Y CIA LTDA CLINICA LA MERCED,COLOMBIA,ATLANTICO,BARRANQUILLA,KATZWEINGORT Y CIA LTDA CLINICA LA MERCED_ATLANTICO_BARRANQUILLA
4,ESE MARIA AUXILIADORA,COLOMBIA,CUNDINAMARCA,LA MESA,ESE MARIA AUXILIADORA_CUNDINAMARCA_LA MESA
4,COMFANDI IPS CALIPSO,COLOMBIA,VALLE,JAMUNDI,COMFANDI IPS CALIPSO_VALLE_JAMUNDI
4,IPS CONVENCION,COLOMBIA,NORTE SANTANDER,CONVENCION,IPS CONVENCION_NORTE SANTANDER_CONVENCION
4,UNIDAD MEDICA VILLA DE SAN DIEGO ORLUZ LTDA,COLOMBIA,HUILA,NEIVA,UNIDAD MEDICA VILLA DE SAN DIEGO ORLUZ LTDA_HUILA_NEIVA
4,IPS PUNTO DE SALUD SALUD SURA CL 100,COLOMBIA,SANTANDER,BUCARAMANGA,IPS PUNTO DE SALUD SALUD SURA CL 100_SANTANDER_BUCARAMANGA
4,CLINICA DE LA POLICIA REGIONAL CARIBE,COLOMBIA,ATLANTICO,BARRANQUILLA,CLINICA DE LA POLICIA REGIONAL CARIBE_ATLANTICO_BARRANQUILLA
4,SINERGIA GLOBAL EN SALUD  ATENCION BASICA SANTA CA,COLOMBIA,VALLE,CALI,SINERGIA GLOBAL EN SALUD  ATENCION BASICA SANTA CA_VALLE_CALI
4,LOS COMUNEROS HOSPITAL UNIVERSITARIO DE BUCARAMANG,COLOMBIA,SANTANDER,BUCARAMANGA,LOS COMUNEROS HOSPITAL UNIVERSITARIO DE BUCARAMANG_SANTANDER_BUCARAMANGA
4,EPS SANITAS UAP SUBA,COLOMBIA,CUNDINAMARCA,RICAURTE,EPS SANITAS UAP SUBA_CUNDINAMARCA_RICAURTE
4,SERVICIOS ESPECIALES DE SALUD,COLOMBIA,ANTIOQUIA,MEDELLIN,SERVICIOS ESPECIALES DE SALUD_ANTIOQUIA_MEDELLIN
4,IPS PUNTO DE SALUD SALUD SURA CL 100,COLOMBIA,NORTE SANTANDER,CUCUTA,IPS PUNTO DE SALUD SALUD SURA CL 100_NORTE SANTANDER_CUCUTA
4,CLINICA ESIMED JORGE PIÑEROS CORPAS,COLOMBIA,SANTANDER,BUCARAMANGA,CLINICA ESIMED JORGE PIÑEROS CORPAS_SANTANDER_BUCARAMANGA
4,FUNDACION CARDIOINFANTIL INSTITUTO DE CARDIOLOGIA,COLOMBIA,CUNDINAMARCA,LA MESA,FUNDACION CARDIOINFANTIL INSTITUTO DE CARDIOLOGIA_CUNDINAMARCA_LA MESA
4,CLINICA LOS FARALLONES SA SEDE CARRERA 44,COLOMBIA,CAUCA,PUERTO TEJADA,CLINICA LOS FARALLONES SA SEDE CARRERA 44_CAUCA_PUERTO TEJADA
4,UCI DEL CARIBE,COLOMBIA,SUCRE,COLOSO (RICAURTE),UCI DEL CARIBE_SUCRE_COLOSO (RICAURTE)
4,HOSPITAL UNIVERSITARIO DE SINCELEJO ESE,COLOMBIA,SUCRE,SAMPUES,HOSPITAL UNIVERSITARIO DE SINCELEJO ESE_SUCRE_SAMPUES
