Estado_final_de_caso,Nom_upgd,Pais_ocurrencia,Departamento_ocurrencia,Municipio_ocurrencia,idx
4,FUNDACION VALLE DEL LILI,COLOMBIA,CAUCA,CALOTO,FUNDACION VALLE DEL LILI_CAUCA_CALOTO
4,IPS SALUDCOOP CLINICA SANTA BIBIANA - USAQUEN,COLOMBIA,NORTE SANTANDER,CUCUTA,IPS SALUDCOOP CLINICA SANTA BIBIANA - USAQUEN_NORTE SANTANDER_CUCUTA
4,CLINICA JUAN N CORPAS LTDA,COLOMBIA,HUILA,RIVERA,CLINICA JUAN N CORPAS LTDA_HUILA_RIVERA
4,CLINICA COLSUBSIDIO CIUDAD ROMA-KENNEDY,COLOMBIA,QUINDIO,ARMENIA,CLINICA COLSUBSIDIO CIUDAD ROMA-KENNEDY_QUINDIO_ARMENIA
4,ESE HOSPITAL SAN ANTONIO DE MANZANARES CALDAS,COLOMBIA,VALLE,EL CERRITO,ESE HOSPITAL SAN ANTONIO DE MANZANARES CALDAS_VALLE_EL CERRITO
4,COSMITET LTDA CORPORACION DE SERVICIOS MEDICOS INT,COLOMBIA,NARIÑO,TUMACO,COSMITET LTDA CORPORACION DE SERVICIOS MEDICOS INT_NARIÑO_TUMACO
4,ESTUDIOS E INVERSIONES MEDICAS S A - ESIMED S A,COLOMBIA,CASANARE,TRINIDAD,ESTUDIOS E INVERSIONES MEDICAS S A - ESIMED S A_CASANARE_TRINIDAD
4,CENTRO MEDICO COLMEDICA MEDICINA PREPAGADA SANTA B,COLOMBIA,HUILA,NEIVA,CENTRO MEDICO COLMEDICA MEDICINA PREPAGADA SANTA B_HUILA_NEIVA
4,CLINICA DE MARLY SA,COLOMBIA,BOLIVAR,CARTAGENA,CLINICA DE MARLY SA_BOLIVAR_CARTAGENA
4,SIRAD SAS UCI,COLOMBIA,VALLE,CALI,SIRAD SAS UCI_VALLE_CALI
4,COORPORACION COSTA ATLANTICA IPS,COLOMBIA,MAGDALENA,ZONA BANANERA,COORPORACION COSTA ATLANTICA IPS_MAGDALENA_ZONA BANANERA
3,CLINICA COLSANITAS SA,COLOMBIA,META,VILLAVICENCIO,CLINICA COLSANITAS SA_META_VILLAVICENCIO
3,CORPORACION IPS NORTE DE SANTANDER CUCUTA ESTE,COLOMBIA,NORTE SANTANDER,VILLA DEL ROSARIO,CORPORACION IPS NORTE DE SANTANDER CUCUTA ESTE_NORTE SANTANDER_VILLA DEL ROSARIO
3,CENTRAL DE URGENCIAS ESPINAL CORPORACION IPS SALUD,COLOMBIA,TOLIMA,ATACO,CENTRAL DE URGENCIAS ESPINAL CORPORACION IPS SALUD_TOLIMA_ATACO
4,CENTRO DE REHABILITACION BASAN PUENTE ARANDA,COLOMBIA,META,GRANADA,CENTRO DE REHABILITACION BASAN PUENTE ARANDA_META_GRANADA
4,CENTRO DE ATENCIONEN SALUD CAFAM CALLE48,COLOMBIA,CUNDINAMARCA,SASAIMA,CENTRO DE ATENCIONEN SALUD CAFAM CALLE48_CUNDINAMARCA_SASAIMA
4,CLINICA COLSUBSIDIO CIUDAD ROMA-KENNEDY,COLOMBIA,CUNDINAMARCA,RICAURTE,CLINICA COLSUBSIDIO CIUDAD ROMA-KENNEDY_CUNDINAMARCA_RICAURTE
4,UNIDAD DE ATENCION PRIMARIA MORATO SANITAS,COLOMBIA,CORDOBA,MONTERIA,UNIDAD DE ATENCION PRIMARIA MORATO SANITAS_CORDOBA_MONTERIA
4,CAP CENTRO DE ATENCION PRIORITARI,COLOMBIA,TOLIMA,FLANDES,CAP CENTRO DE ATENCION PRIORITARI_TOLIMA_FLANDES
4,CAP CENTRO DE ATENCION PRIORITARI,COLOMBIA,META,VILLAVICENCIO,CAP CENTRO DE ATENCION PRIORITARI_META_VILLAVICENCIO
4,ESE HOSPITAL SIMON BOLIVAR III NIVEL,COLOMBIA,META,VILLAVICENCIO,ESE HOSPITAL SIMON BOLIVAR III NIVEL_META_VILLAVICENCIO
4,CENTRO MEDICO INTEGRAL SERVICIOS DE SALUD CMI SA,COLOMBIA,NORTE SANTANDER,LOS PATIOS,CENTRO MEDICO INTEGRAL SERVICIOS DE SALUD CMI SA_NORTE SANTANDER_LOS PATIOS
3,ESTUDIOS E INVERSIONES MEDICAS S A - ESIMED S A,COLOMBIA,CHOCO,QUIBDO,ESTUDIOS E INVERSIONES MEDICAS S A - ESIMED S A_CHOCO_QUIBDO
4,CENTRO DE ATENCIONEN SALUD CAFAM CALLE48,COLOMBIA,CUNDINAMARCA,FUSAGASUGA,CENTRO DE ATENCIONEN SALUD CAFAM CALLE48_CUNDINAMARCA_FUSAGASUGA
4,COLSALUD IPS SA,COLOMBIA,QUINDIO,CALARCA,COLSALUD IPS SA_QUINDIO_CALARCA
4,UNIDAD MEDICO ASISTENCIAL DEL PUTUMAYO EMPRESA UNI,COLOMBIA,PUTUMAYO,PUERTO ASIS,UNIDAD MEDICO ASISTENCIAL DEL PUTUMAYO EMPRESA UNI_PUTUMAYO_PUERTO ASIS
4,VIRREY SOLIS IPS CL 98 - B UNIDOS,COLOMBIA,CUNDINAMARCA,VIOTA,VIRREY SOLIS IPS CL 98 - B UNIDOS_CUNDINAMARCA_VIOTA
4,ESE HOSPITAL LOCAL PIJIÑO DEL CARMEN,COLOMBIA,MAGDALENA,PIJIÑO DEL CARMEN (PIJIÑO),ESE HOSPITAL LOCAL PIJIÑO DEL CARMEN_MAGDALENA_PIJIÑO DEL CARMEN (PIJIÑO)
4,CENTRO MEDICO COLSUBSIDIO TIERRA GRATA,COLOMBIA,SANTANDER,BUCARAMANGA,CENTRO MEDICO COLSUBSIDIO TIERRA GRATA_SANTANDER_BUCARAMANGA
4,VIRREY SOLIS IPS CL 98 - B UNIDOS,COLOMBIA,QUINDIO,ARMENIA,VIRREY SOLIS IPS CL 98 - B UNIDOS_QUINDIO_ARMENIA
4,ESE HOSPITAL SIMON BOLIVAR III NIVEL,COLOMBIA,TOLIMA,MARIQUITA,ESE HOSPITAL SIMON BOLIVAR III NIVEL_TOLIMA_MARIQUITA
3,ORGANIZACION CLINICA BONNADONA PREVENIR SA,COLOMBIA,ATLANTICO,BARRANQUILLA,ORGANIZACION CLINICA BONNADONA PREVENIR SA_ATLANTICO_BARRANQUILLA
4,IPS CAJA DE COMPENSACION FAMILIAR DE LA GUAJIRA,COLOMBIA,GUAJIRA,ALBANIA,IPS CAJA DE COMPENSACION FAMILIAR DE LA GUAJIRA_GUAJIRA_ALBANIA
4,CENTRO DE ATENCIONEN SALUD CAFAM CALLE48,COLOMBIA,BOYACA,MONIQUIRA,CENTRO DE ATENCIONEN SALUD CAFAM CALLE48_BOYACA_MONIQUIRA
4,CAFI COOMULTRASAN,COLOMBIA,SANTANDER,RIONEGRO,CAFI COOMULTRASAN_SANTANDER_RIONEGRO
4,IPS UNIVERSITARIA SEDE PASO SAN SALVADOR,COLOMBIA,ATLANTICO,BARRANQUILLA,IPS UNIVERSITARIA SEDE PASO SAN SALVADOR_ATLANTICO_BARRANQUILLA
4,CRUZ ROJA COLOMBIANA SCB SEDE NORTE - USAQUEN,COLOMBIA,CUNDINAMARCA,FUSAGASUGA,CRUZ ROJA COLOMBIANA SCB SEDE NORTE - USAQUEN_CUNDINAMARCA_FUSAGASUGA
4,PS PETECUY III ESE NORTE,COLOMBIA,VALLE,CALI,PS PETECUY III ESE NORTE_VALLE_CALI
4,CAJA DE COMPENSACION FAMILIAR COMPENSAR CL 67,COLOMBIA,CUNDINAMARCA,QUIPILE,CAJA DE COMPENSACION FAMILIAR COMPENSAR CL 67_CUNDINAMARCA_QUIPILE
4,CENTRO MEDICO COLMEDICA SEDE ALTO PRADO,COLOMBIA,ATLANTICO,BARRANQUILLA,CENTRO MEDICO COLMEDICA SEDE ALTO PRADO_ATLANTICO_BARRANQUILLA
4,ESTUDIOS E INVERSIONES MEDICAS S A - ESIMED S A,COLOMBIA,CUNDINAMARCA,SASAIMA,ESTUDIOS E INVERSIONES MEDICAS S A - ESIMED S A_CUNDINAMARCA_SASAIMA
4,ESE CENTRO DE SALUD SAN MATEO,COLOMBIA,NORTE SANTANDER,CUCUTA,ESE CENTRO DE SALUD SAN MATEO_NORTE SANTANDER_CUCUTA
3,HOSPITAL INFANTIL NAPOLEON FRANCO PAREJA,COLOMBIA,BOLIVAR,CARTAGENA,HOSPITAL INFANTIL NAPOLEON FRANCO PAREJA_BOLIVAR_CARTAGENA
3,CENTRO MEDICO Y ODONTOLOGICO DE LA VIRGINIA,COLOMBIA,RISARALDA,LA VIRGINIA,CENTRO MEDICO Y ODONTOLOGICO DE LA VIRGINIA_RISARALDA_LA VIRGINIA
4,CORPORACION IPS SALUDCOOP COODONTOLOGOS USAQUEN,COLOMBIA,CUNDINAMARCA,GIRARDOT,CORPORACION IPS SALUDCOOP COODONTOLOGOS USAQUEN_CUNDINAMARCA_GIRARDOT
4,IPS SALUDCOOP CLINICA SANTA BIBIANA - USAQUEN,COLOMBIA,CUNDINAMARCA,GIRARDOT,IPS SALUDCOOP CLINICA SANTA BIBIANA - USAQUEN_CUNDINAMARCA_GIRARDOT
4,HOSPITAL PABLO VI BOSA ESE - UPA CABAÑAS,COLOMBIA,SUCRE,COROZAL,HOSPITAL PABLO VI BOSA ESE - UPA CABAÑAS_SUCRE_COROZAL
4,CORPORACION IPS TOLIMA,COLOMBIA,CALDAS,LA DORADA,CORPORACION IPS TOLIMA_CALDAS_LA DORADA
3,IPS ESSALUD YAGUARA,COLOMBIA,TOLIMA,CHAPARRAL,IPS ESSALUD YAGUARA_TOLIMA_CHAPARRAL
4,CORPORACION IPS SALUDCOOP CJEML,COLOMBIA,ATLANTICO,MALAMBO,CORPORACION IPS SALUDCOOP CJEML_ATLANTICO_MALAMBO
4,VIRREY SOLIS IPS CL 98 - B UNIDOS,COLOMBIA,TOLIMA,* TOLIMA. MUNICIPIO DESCONOCIDO,VIRREY SOLIS IPS CL 98 - B UNIDOS_TOLIMA_* TOLIMA. MUNICIPIO DESCONOCIDO
4,EMPRESA SOCIAL DEL ESTADO -CARDALES,COLOMBIA,SANTANDER,BARRANCABERMEJA,EMPRESA SOCIAL DEL ESTADO -CARDALES_SANTANDER_BARRANCABERMEJA
4,UBA COOMEVA MUSHAISA,COLOMBIA,GUAJIRA,HATONUEVO,UBA COOMEVA MUSHAISA_GUAJIRA_HATONUEVO
4,CAFESALUD SAN JUAN,COLOMBIA,ANTIOQUIA,TARAZA,CAFESALUD SAN JUAN_ANTIOQUIA_TARAZA
4,CENTRAL DE URGENCIAS Y ESPECIALISTAS CAU AV 68,COLOMBIA,BOLIVAR,MAGANGUE,CENTRAL DE URGENCIAS Y ESPECIALISTAS CAU AV 68_BOLIVAR_MAGANGUE
4,CLINICA MINA,COLOMBIA,CORDOBA,MONTELIBANO,CLINICA MINA_CORDOBA_MONTELIBANO
4,CDFI MOTENEGRO,COLOMBIA,QUINDIO,MONTENEGRO,CDFI MOTENEGRO_QUINDIO_MONTENEGRO
4,VIRREY SOLIS IPS SA SAN JOSE INFANTIL,COLOMBIA,TOLIMA,IBAGUE,VIRREY SOLIS IPS SA SAN JOSE INFANTIL_TOLIMA_IBAGUE
4,CENTRO DE REHABILITACION BASAN PUENTE ARANDA,COLOMBIA,CUNDINAMARCA,TOCAIMA,CENTRO DE REHABILITACION BASAN PUENTE ARANDA_CUNDINAMARCA_TOCAIMA
4,HOSPITAL CENTRAL POLICIA,COLOMBIA,TOLIMA,ATACO,HOSPITAL CENTRAL POLICIA_TOLIMA_ATACO
4,COMPENSAR AV 1 DE MAYO CAJA DE COMPENSACION FAMILI,COLOMBIA,ANTIOQUIA,MEDELLIN,COMPENSAR AV 1 DE MAYO CAJA DE COMPENSACION FAMILI_ANTIOQUIA_MEDELLIN
4,UBA COOMEVA DEL SINU LTDA - CERETE,COLOMBIA,CORDOBA,CERETE,UBA COOMEVA DEL SINU LTDA - CERETE_CORDOBA_CERETE
4,HOSPITAL CENTRAL POLICIA,COLOMBIA,SANTANDER,* SANTANDER. MUNICIPIO DESCONOCIDO,HOSPITAL CENTRAL POLICIA_SANTANDER_* SANTANDER. MUNICIPIO DESCONOCIDO
4,CORPORACION IPS SALUDCOOP HUILA,COLOMBIA,HUILA,GIGANTE,CORPORACION IPS SALUDCOOP HUILA_HUILA_GIGANTE
4,ESE HOSPITAL REGIONAL SEGUNDO NIVEL DE ATENCION VA,COLOMBIA,CUNDINAMARCA,ANAPOIMA,ESE HOSPITAL REGIONAL SEGUNDO NIVEL DE ATENCION VA_CUNDINAMARCA_ANAPOIMA
4,HOSPITAL JOSE DAVID PADILLA VILLAFAÑE ESE,COLOMBIA,BOLIVAR,SANTA ROSA DEL SUR,HOSPITAL JOSE DAVID PADILLA VILLAFAÑE ESE_BOLIVAR_SANTA ROSA DEL SUR
4,CENTRO DE REHABILITACION BASAN PUENTE ARANDA,COLOMBIA,VALLE,TULUA,CENTRO DE REHABILITACION BASAN PUENTE ARANDA_VALLE_TULUA
4,CORPORACION IPS CORVESALUD COODONTOLOGOS CMF PEPE,COLOMBIA,TOLIMA,ARMERO (GUAYABAL),CORPORACION IPS CORVESALUD COODONTOLOGOS CMF PEPE_TOLIMA_ARMERO (GUAYABAL)
4,CORPORACION IPS SANTANDER,COLOMBIA,CESAR,PELAYA,CORPORACION IPS SANTANDER_CESAR_PELAYA
4,CAP CENTRO DE ATENCION PRIORITARI,COLOMBIA,CUNDINAMARCA,SILVANIA,CAP CENTRO DE ATENCION PRIORITARI_CUNDINAMARCA_SILVANIA
4,SINERGIA GLOBAL EN SALUD SAS,COLOMBIA,ANTIOQUIA,* ANTIOQUIA. MUNICIPIO DESCONOCIDO,SINERGIA GLOBAL EN SALUD SAS_ANTIOQUIA_* ANTIOQUIA. MUNICIPIO DESCONOCIDO
4,CENTRAL DE URGENCIAS Y ESPECIALISTAS CAU AV 68,COLOMBIA,NORTE SANTANDER,SARDINATA,CENTRAL DE URGENCIAS Y ESPECIALISTAS CAU AV 68_NORTE SANTANDER_SARDINATA
4,FUNDACION MEDICO PREVENTIVA PARA EL BIENESTAR SOCI,COLOMBIA,CESAR,RIO DE ORO,FUNDACION MEDICO PREVENTIVA PARA EL BIENESTAR SOCI_CESAR_RIO DE ORO
4,CLINICA SANTA ISABEL LD,COLOMBIA,GUAJIRA,MAICAO,CLINICA SANTA ISABEL LD_GUAJIRA_MAICAO
4,HOSPITAL MEISSEN II NIVEL ESE,COLOMBIA,META,ACACIAS,HOSPITAL MEISSEN II NIVEL ESE_META_ACACIAS
4,CLINICA SANTA ANA SA,COLOMBIA,NORTE SANTANDER,CHINACOTA,CLINICA SANTA ANA SA_NORTE SANTANDER_CHINACOTA
4,UNIDAD DE ATENCION PRIMARIA MORATO SANITAS,COLOMBIA,TOLIMA,MELGAR,UNIDAD DE ATENCION PRIMARIA MORATO SANITAS_TOLIMA_MELGAR
4,PROVIDA FARMACEUTICA SAS,COLOMBIA,VALLE,CALI,PROVIDA FARMACEUTICA SAS_VALLE_CALI
4,CORPORACION IPS SALUDCOOP CLINICA POLICARCA,COLOMBIA,TOLIMA,PURIFICACION,CORPORACION IPS SALUDCOOP CLINICA POLICARCA_TOLIMA_PURIFICACION
4,CAP CENTRO DE ATENCION PRIORITARI,COLOMBIA,TOLIMA,PRADO,CAP CENTRO DE ATENCION PRIORITARI_TOLIMA_PRADO
4,ESE HOSPITAL SAN ANTONIO,COLOMBIA,TOLIMA,PURIFICACION,ESE HOSPITAL SAN ANTONIO_TOLIMA_PURIFICACION
4,IPS UNIPAMPLONA,COLOMBIA,NORTE SANTANDER,CUCUTA,IPS UNIPAMPLONA_NORTE SANTANDER_CUCUTA
4,CLINISANITAS COLINA CAMPESTRE,COLOMBIA,VALLE,CALI,CLINISANITAS COLINA CAMPESTRE_VALLE_CALI
4,HOSPITAL DEL SUR CAMI PATIO BONITO,COLOMBIA,TOLIMA,* TOLIMA. MUNICIPIO DESCONOCIDO,HOSPITAL DEL SUR CAMI PATIO BONITO_TOLIMA_* TOLIMA. MUNICIPIO DESCONOCIDO
4,CLINICA UNIVERSITARIA COLOMBIA-TEUSAQUILLO,COLOMBIA,HUILA,NEIVA,CLINICA UNIVERSITARIA COLOMBIA-TEUSAQUILLO_HUILA_NEIVA
4,LUZ HELENA GIL BOTERO,COLOMBIA,QUINDIO,ARMENIA,LUZ HELENA GIL BOTERO_QUINDIO_ARMENIA
4,CORPORACION IPS NORTE DE SANTANDER IPS CAOBOS,COLOMBIA,NORTE SANTANDER,CUCUTILLA,CORPORACION IPS NORTE DE SANTANDER IPS CAOBOS_NORTE SANTANDER_CUCUTILLA
4,SEDE ASISTENCIAL JORGE ELIECER GAITAN,COLOMBIA,META,ACACIAS,SEDE ASISTENCIAL JORGE ELIECER GAITAN_META_ACACIAS
4,HOSPITAL UNIVERSITARIO MAYOR MEDERI MARTIRES,COLOMBIA,META,VILLAVICENCIO,HOSPITAL UNIVERSITARIO MAYOR MEDERI MARTIRES_META_VILLAVICENCIO
4,CENTRO POLICLINICO DE OLAYA - RAFAEL URIBE,COLOMBIA,VALLE,* VALLE. MUNICIPIO DESCONOCIDO,CENTRO POLICLINICO DE OLAYA - RAFAEL URIBE_VALLE_* VALLE. MUNICIPIO DESCONOCIDO
4,CLINISANITAS COLINA CAMPESTRE,COLOMBIA,BOLIVAR,CARTAGENA,CLINISANITAS COLINA CAMPESTRE_BOLIVAR_CARTAGENA
4,HOSPITAL CENTRAL POLICIA,COLOMBIA,TOLIMA,HONDA,HOSPITAL CENTRAL POLICIA_TOLIMA_HONDA
4,IPS PUNTO DE SALUD SALUD SURA CL 100,COLOMBIA,CUNDINAMARCA,LA MESA,IPS PUNTO DE SALUD SALUD SURA CL 100_CUNDINAMARCA_LA MESA
4,SECCIONAL SANIDAD RISARALDA POLICIA NACIONAL,COLOMBIA,CUNDINAMARCA,GIRARDOT,SECCIONAL SANIDAD RISARALDA POLICIA NACIONAL_CUNDINAMARCA_GIRARDOT
4,CENTRO MEDICO N° 1,COLOMBIA,RISARALDA,LA VIRGINIA,CENTRO MEDICO N° 1_RISARALDA_LA VIRGINIA
4,CENTRO MEDICO COLMEDICA MEDICINA PREPAGADA COLINA,COLOMBIA,HUILA,NEIVA,CENTRO MEDICO COLMEDICA MEDICINA PREPAGADA COLINA_HUILA_NEIVA
4,SERVICIOS DE SALUD IPS SURAMERICANA MONTERREY,COLOMBIA,ANTIOQUIA,COPACABANA,SERVICIOS DE SALUD IPS SURAMERICANA MONTERREY_ANTIOQUIA_COPACABANA
4,CENTRO MEDICO COLMEDICA MEDICINA PREPAGADA CL 90,COLOMBIA,NORTE SANTANDER,* NORTE DE SANTANDER. MUNICIPIO DESCONOCIDO,CENTRO MEDICO COLMEDICA MEDICINA PREPAGADA CL 90_NORTE SANTANDER_* NORTE DE SANTANDER. MUNICIPIO DESCONOCIDO
4,INSTITUTO MEDICO ESPECIALISTAS FUNDADORES TEUSAQ,COLOMBIA,CUNDINAMARCA,CAQUEZA,INSTITUTO MEDICO ESPECIALISTAS FUNDADORES TEUSAQ_CUNDINAMARCA_CAQUEZA
4,MEDIC HOME SAS,COLOMBIA,TOLIMA,COELLO,MEDIC HOME SAS_TOLIMA_COELLO
4,CENTRO MEDICO LA SAMARITANA,COLOMBIA,NORTE SANTANDER,BOCHALEMA,CENTRO MEDICO LA SAMARITANA_NORTE SANTANDER_BOCHALEMA
4,CENTRO MEDICO COLSUBSIDIO TIERRA GRATA,COLOMBIA,CUNDINAMARCA,ARBELAEZ,CENTRO MEDICO COLSUBSIDIO TIERRA GRATA_CUNDINAMARCA_ARBELAEZ
4,HOSPITAL JOSE DAVID PADILLA VILLAFAÑE ESE,COLOMBIA,CESAR,GAMARRA,HOSPITAL JOSE DAVID PADILLA VILLAFAÑE ESE_CESAR_GAMARRA
4,IPS CORVESALUD COODONTOLOGOS CMF AMERICAS PTA,COLOMBIA,TOLIMA,IBAGUE,IPS CORVESALUD COODONTOLOGOS CMF AMERICAS PTA_TOLIMA_IBAGUE
4,CRUZ ROJA COLOMBIANA SCB SEDE NORTE - USAQUEN,COLOMBIA,TOLIMA,GUAMO,CRUZ ROJA COLOMBIANA SCB SEDE NORTE - USAQUEN_TOLIMA_GUAMO
3,HOSPITAL SAN VICENTE DE PAUL ESE,COLOMBIA,TOLIMA,FRESNO,HOSPITAL SAN VICENTE DE PAUL ESE_TOLIMA_FRESNO
4,CLINICA CHIA SA,COLOMBIA,VALLE,CALI,CLINICA CHIA SA_VALLE_CALI
4,OBSTETRICIA Y GINECOLOGIA  LTDA SIGLA OG,COLOMBIA,CUNDINAMARCA,EL COLEGIO,OBSTETRICIA Y GINECOLOGIA  LTDA SIGLA OG_CUNDINAMARCA_EL COLEGIO
4,UPSS CAMU CANTA CLARO - EL AMPARO,COLOMBIA,CORDOBA,SAN CARLOS,UPSS CAMU CANTA CLARO - EL AMPARO_CORDOBA_SAN CARLOS
4,FUNDACION FOSUNAB,COLOMBIA,SANTANDER,BUCARAMANGA,FUNDACION FOSUNAB_SANTANDER_BUCARAMANGA
4,CLINICA SANTA ANA S.A,COLOMBIA,NORTE SANTANDER,VILLA DEL ROSARIO,CLINICA SANTA ANA S.A_NORTE SANTANDER_VILLA DEL ROSARIO
3,CLINICA LA SAGRADA FAMILIA COMFENALCO QUINDIO,COLOMBIA,QUINDIO,ARMENIA,CLINICA LA SAGRADA FAMILIA COMFENALCO QUINDIO_QUINDIO_ARMENIA
4,CLINICA ESIMED MATERNO INFANTIL,COLOMBIA,TOLIMA,ESPINAL,CLINICA ESIMED MATERNO INFANTIL_TOLIMA_ESPINAL
3,SALUD CON CALIDAD LITDA,COLOMBIA,SANTANDER,BARBOSA,SALUD CON CALIDAD LITDA_SANTANDER_BARBOSA
4,CLINICA LAS PEÑITAS SAS SEDE HOSPITALARIA,COLOMBIA,CORDOBA,MONTERIA,CLINICA LAS PEÑITAS SAS SEDE HOSPITALARIA_CORDOBA_MONTERIA
4,HOSPITAL UNIVERSITARIO HERNANDO MONCALEANO PERDOMO,COLOMBIA,HUILA,GARZON,HOSPITAL UNIVERSITARIO HERNANDO MONCALEANO PERDOMO_HUILA_GARZON
3,HOSPITAL LA BUENA ESPERANZA ESE,COLOMBIA,VALLE,CALI,HOSPITAL LA BUENA ESPERANZA ESE_VALLE_CALI
3,UNIDAD DE ATENCION PRIMARIA MORATO SANITAS,MÉXICO,EXTERIOR,EXTERIOR_MÉXICO,UNIDAD DE ATENCION PRIMARIA MORATO SANITAS_EXTERIOR_EXTERIOR_MÉXICO
3,SOCIEDAD DE CIRUGIA DE BOGOTA HOSPITAL DE SAN JOSE,COLOMBIA,GUAINIA,PUERTO INIRIDA,SOCIEDAD DE CIRUGIA DE BOGOTA HOSPITAL DE SAN JOSE_GUAINIA_PUERTO INIRIDA
4,CLINICA REGIONAL VALLE DE ABURRA,COLOMBIA,HUILA,NEIVA,CLINICA REGIONAL VALLE DE ABURRA_HUILA_NEIVA
4,ADMINISTRADORA CLINICA LA COLINA,COLOMBIA,ATLANTICO,BARRANQUILLA,ADMINISTRADORA CLINICA LA COLINA_ATLANTICO_BARRANQUILLA
3,FUNDACION OFTALMOLOGICA DE SDER FOSCAL SEDE 36,COLOMBIA,SANTANDER,BUCARAMANGA,FUNDACION OFTALMOLOGICA DE SDER FOSCAL SEDE 36_SANTANDER_BUCARAMANGA
4,HOSPITAL CARDIOVASCULAR DEL NIÑO DE CUNDINAMARCA,COLOMBIA,TOLIMA,CARMEN DE APICALA,HOSPITAL CARDIOVASCULAR DEL NIÑO DE CUNDINAMARCA_TOLIMA_CARMEN DE APICALA
3,KATZWEINGORT Y CIA LTDA CLINICA LA MERCED,COLOMBIA,ATLANTICO,SOLEDAD,KATZWEINGORT Y CIA LTDA CLINICA LA MERCED_ATLANTICO_SOLEDAD
3,ESE HOSPITAL SANTA ANA DE LOS CABALLEROS,COLOMBIA,VALLE,ANSERMANUEVO,ESE HOSPITAL SANTA ANA DE LOS CABALLEROS_VALLE_ANSERMANUEVO
4,IPS SURA CHAPINERO,COLOMBIA,ATLANTICO,BARRANQUILLA,IPS SURA CHAPINERO_ATLANTICO_BARRANQUILLA
3,CLINICA SAN FRANCISCO SA,COLOMBIA,VALLE,BUGALAGRANDE,CLINICA SAN FRANCISCO SA_VALLE_BUGALAGRANDE
3,IPS TOLUSALUD LTDA,COLOMBIA,SUCRE,TOLU,IPS TOLUSALUD LTDA_SUCRE_TOLU
4,PROMEDAN IPS CAREPA,COLOMBIA,ANTIOQUIA,CAREPA,PROMEDAN IPS CAREPA_ANTIOQUIA_CAREPA
4,ESE HOSPITAL SIMON BOLIVAR III NIVEL,COLOMBIA,HUILA,NEIVA,ESE HOSPITAL SIMON BOLIVAR III NIVEL_HUILA_NEIVA
4,ESE HOSPITAL REGIONAL MANUELA BELTRAN DEL SOCORRO,COLOMBIA,SANTANDER,SAN GIL,ESE HOSPITAL REGIONAL MANUELA BELTRAN DEL SOCORRO_SANTANDER_SAN GIL
4,ÁREA DE SANIDAD GUAVIARE - DEGUV,COLOMBIA,CORDOBA,MONTERIA,ÁREA DE SANIDAD GUAVIARE - DEGUV_CORDOBA_MONTERIA
4,CENTRO MEDICO COLMEDICA MEDICINA PREPAGADA CEDRITO,COLOMBIA,TOLIMA,MARIQUITA,CENTRO MEDICO COLMEDICA MEDICINA PREPAGADA CEDRITO_TOLIMA_MARIQUITA
4,ESE HOSPITAL SANTA ANA,COLOMBIA,RISARALDA,PEREIRA,ESE HOSPITAL SANTA ANA_RISARALDA_PEREIRA
4,CONGREGACION DE HERMANAS DE LA CA - TEUSAQUILLO,COLOMBIA,VALLE,CALI,CONGREGACION DE HERMANAS DE LA CA - TEUSAQUILLO_VALLE_CALI
4,CRUZ ROJA COLOMBIANA BTA SEDE ALQUERIA-KENNEDY,COLOMBIA,CUNDINAMARCA,LA PALMA,CRUZ ROJA COLOMBIANA BTA SEDE ALQUERIA-KENNEDY_CUNDINAMARCA_LA PALMA
4,SINERGIA GLOBAL EN SALUD SAS PUNTO BARRANQUILLA,COLOMBIA,ATLANTICO,BARRANQUILLA,SINERGIA GLOBAL EN SALUD SAS PUNTO BARRANQUILLA_ATLANTICO_BARRANQUILLA
4,UNIDAD MEDICA ADVENTISTA,COLOMBIA,SANTANDER,BUCARAMANGA,UNIDAD MEDICA ADVENTISTA_SANTANDER_BUCARAMANGA
4,HOSPITAL SAN RAFAEL,COLOMBIA,MAGDALENA,FUNDACION,HOSPITAL SAN RAFAEL_MAGDALENA_FUNDACION
4,UNIDAD MEDICA SANTA LUCIA LTDA,COLOMBIA,TOLIMA,IBAGUE,UNIDAD MEDICA SANTA LUCIA LTDA_TOLIMA_IBAGUE
4,CLINICA LA MILAGROSA SA,COLOMBIA,MAGDALENA,FUNDACION,CLINICA LA MILAGROSA SA_MAGDALENA_FUNDACION
4,ASISTIR SALUD LTDA FONTIBON,COLOMBIA,TOLIMA,* TOLIMA. MUNICIPIO DESCONOCIDO,ASISTIR SALUD LTDA FONTIBON_TOLIMA_* TOLIMA. MUNICIPIO DESCONOCIDO
4,GESTIONAR BIENESTAR BARRANCABERMEJA,COLOMBIA,SANTANDER,BARRANCABERMEJA,GESTIONAR BIENESTAR BARRANCABERMEJA_SANTANDER_BARRANCABERMEJA
4,MEJIA FLOREZ CARLOS ALBERTO,COLOMBIA,VALLE,TULUA,MEJIA FLOREZ CARLOS ALBERTO_VALLE_TULUA
4,BATALLON DE ASPC NO 6 FRANCISCO ANTONIO ZEA,COLOMBIA,TOLIMA,SAN LUIS,BATALLON DE ASPC NO 6 FRANCISCO ANTONIO ZEA_TOLIMA_SAN LUIS
