Estado_final_de_caso,Nom_upgd,Pais_ocurrencia,Departamento_ocurrencia,Municipio_ocurrencia,idx
4,CORPORACIÓN HOSPITAL INFANTIL CONCEJO DE MEDELLÍN,COLOMBIA,ANTIOQUIA,BELLO,CORPORACIÓN HOSPITAL INFANTIL CONCEJO DE MEDELLÍN_ANTIOQUIA_BELLO
4,CLINICA FORPRESALUD EU,COLOMBIA,SANTANDER,LEBRIJA,CLINICA FORPRESALUD EU_SANTANDER_LEBRIJA
3,CIS COMFAMA - CAJA DE COMPENSACION FAMILIAR COMFAM,COLOMBIA,ANTIOQUIA,BELLO,CIS COMFAMA - CAJA DE COMPENSACION FAMILIAR COMFAM_ANTIOQUIA_BELLO
4,CLINICA JERUSALEN,COLOMBIA,CORDOBA,PUEBLO NUEVO,CLINICA JERUSALEN_CORDOBA_PUEBLO NUEVO
4,CORPORACION IPS SALUDCOOP CLINICA POLICARCA,COLOMBIA,ATLANTICO,SABANALARGA,CORPORACION IPS SALUDCOOP CLINICA POLICARCA_ATLANTICO_SABANALARGA
4,HOSPITAL CENTRAL POLICIA,COLOMBIA,TOLIMA,MELGAR,HOSPITAL CENTRAL POLICIA_TOLIMA_MELGAR
4,H UNIVERSITARIO CLINICA SAN RAFAEL - SAN CRISTOBA,COLOMBIA,SUCRE,COVEÑAS,H UNIVERSITARIO CLINICA SAN RAFAEL - SAN CRISTOBA_SUCRE_COVEÑAS
3,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN PEDRO Y SAN,COLOMBIA,RISARALDA,LA VIRGINIA,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN PEDRO Y SAN_RISARALDA_LA VIRGINIA
3,HOSPITAL LOCAL MARIALABAJA,COLOMBIA,BOLIVAR,MARIA LA BAJA,HOSPITAL LOCAL MARIALABAJA_BOLIVAR_MARIA LA BAJA
4,IPS UNIVERSITARIA SEDE CAMINO SALUD METROPOLITANA,COLOMBIA,ATLANTICO,BARANOA,IPS UNIVERSITARIA SEDE CAMINO SALUD METROPOLITANA_ATLANTICO_BARANOA
4,IPS UNIVERSITARIA SEDE CAMINO SALUD METROPOLITANA,COLOMBIA,ATLANTICO,SOLEDAD,IPS UNIVERSITARIA SEDE CAMINO SALUD METROPOLITANA_ATLANTICO_SOLEDAD
4,UNIDAD MEIDIA SOLIDARIA IPS LTDA,COLOMBIA,BOLIVAR,ACHI,UNIDAD MEIDIA SOLIDARIA IPS LTDA_BOLIVAR_ACHI
4,CENTRO DE SALUD DE GUACAMAYO,COLOMBIA,BOLIVAR,ACHI,CENTRO DE SALUD DE GUACAMAYO_BOLIVAR_ACHI
4,ESE HOSPITAL LA DIVINA MISERICORDIA,COLOMBIA,BOLIVAR,ACHI,ESE HOSPITAL LA DIVINA MISERICORDIA_BOLIVAR_ACHI
4,CENTRO DESALUD VILLA ROSA,COLOMBIA,ATLANTICO,REPELON,CENTRO DESALUD VILLA ROSA_ATLANTICO_REPELON
4,CLINICA UNIVERSITARIA COLOMBIA-TEUSAQUILLO,COLOMBIA,CUNDINAMARCA,SAN JUAN DE RIO SECO,CLINICA UNIVERSITARIA COLOMBIA-TEUSAQUILLO_CUNDINAMARCA_SAN JUAN DE RIO SECO
4,HEROSAN LTDA CLINICA SAN JOAQUIN,COLOMBIA,ATLANTICO,REPELON,HEROSAN LTDA CLINICA SAN JOAQUIN_ATLANTICO_REPELON
4,KATZWEINGORT Y CIA LTDA CLINICA LA MERCED,COLOMBIA,ATLANTICO,BARRANQUILLA,KATZWEINGORT Y CIA LTDA CLINICA LA MERCED_ATLANTICO_BARRANQUILLA
4,HOSPITAL SAN VICENTE DE PAUL,COLOMBIA,NORTE SANTANDER,CUCUTA,HOSPITAL SAN VICENTE DE PAUL_NORTE SANTANDER_CUCUTA
4,ESE CENTRO DE SALUD DE POLONUEVO,COLOMBIA,BOLIVAR,TURBACO,ESE CENTRO DE SALUD DE POLONUEVO_BOLIVAR_TURBACO
4,BRIGADA DE INFANTERIA DE MARINA,COLOMBIA,BOLIVAR,CARTAGENA,BRIGADA DE INFANTERIA DE MARINA_BOLIVAR_CARTAGENA
4,CLINICA HIGEA,COLOMBIA,BOLIVAR,CORDOBA,CLINICA HIGEA_BOLIVAR_CORDOBA
4,GESTION SALUD,COLOMBIA,BOLIVAR,* BOLIVAR. MUNICIPIO DESCONOCIDO,GESTION SALUD_BOLIVAR_* BOLIVAR. MUNICIPIO DESCONOCIDO
3,SANATORIO DE AGUA DE DIOS ESE,COLOMBIA,CUNDINAMARCA,AGUA DE DIOS,SANATORIO DE AGUA DE DIOS ESE_CUNDINAMARCA_AGUA DE DIOS
3,IPS COMFABOY DUITAMA,COLOMBIA,BOYACA,DUITAMA,IPS COMFABOY DUITAMA_BOYACA_DUITAMA
4,INSTITUTO DE ORTOPEDIA INFANTIL ROOSEVELT,COLOMBIA,BOLIVAR,CARTAGENA,INSTITUTO DE ORTOPEDIA INFANTIL ROOSEVELT_BOLIVAR_CARTAGENA
4,IPS UNIVERSITARIA SEDE CAMINO METROPOLITANO,COLOMBIA,ATLANTICO,TUBARA,IPS UNIVERSITARIA SEDE CAMINO METROPOLITANO_ATLANTICO_TUBARA
4,CLINICA INTEGRAL DE EMERGENCIAS LAURA DANIELA,COLOMBIA,CESAR,BOSCONIA,CLINICA INTEGRAL DE EMERGENCIAS LAURA DANIELA_CESAR_BOSCONIA
4,ESE HOSPITAL LOCAL ARJONA,COLOMBIA,BOLIVAR,TURBANA,ESE HOSPITAL LOCAL ARJONA_BOLIVAR_TURBANA
4,CLINICA GENERAL DEL NORTE,COLOMBIA,ATLANTICO,BARRANQUILLA,CLINICA GENERAL DEL NORTE_ATLANTICO_BARRANQUILLA
4,IPS UNIVERSITARIA SEDE CAMINO BOSQUE DE MARIA,COLOMBIA,ATLANTICO,SOLEDAD,IPS UNIVERSITARIA SEDE CAMINO BOSQUE DE MARIA_ATLANTICO_SOLEDAD
4,HOSPITAL PABLO TOBON URIBE,COLOMBIA,BOLIVAR,CORDOBA,HOSPITAL PABLO TOBON URIBE_BOLIVAR_CORDOBA
4,ESE HOSPITAL SAN FELIX LA DORADA,COLOMBIA,ANTIOQUIA,ARGELIA,ESE HOSPITAL SAN FELIX LA DORADA_ANTIOQUIA_ARGELIA
4,FUNDACION UCI DOÑA PILAR,COLOMBIA,BOLIVAR,TURBACO,FUNDACION UCI DOÑA PILAR_BOLIVAR_TURBACO
4,ESE HOSPITAL CESAR UIRBE PIEDRAHITA,COLOMBIA,BOLIVAR,CARTAGENA,ESE HOSPITAL CESAR UIRBE PIEDRAHITA_BOLIVAR_CARTAGENA
4,CLINICA LA SAGRADA FAMILIA COMFENALCO QUINDIO,COLOMBIA,QUINDIO,CORDOBA,CLINICA LA SAGRADA FAMILIA COMFENALCO QUINDIO_QUINDIO_CORDOBA
3,EMPRESA SOCIAL DEL ESTADO HOSPITAL UNIVERSITARIO E,COLOMBIA,NORTE SANTANDER,SANTIAGO,EMPRESA SOCIAL DEL ESTADO HOSPITAL UNIVERSITARIO E_NORTE SANTANDER_SANTIAGO
4,BIENESTAR IPS SAS PEDRO DE HEREDIA,COLOMBIA,BOLIVAR,TURBACO,BIENESTAR IPS SAS PEDRO DE HEREDIA_BOLIVAR_TURBACO
4,HOSPITAL DEPARTAMENTAL DE VILLAVICENCIO,COLOMBIA,BOLIVAR,CARTAGENA,HOSPITAL DEPARTAMENTAL DE VILLAVICENCIO_BOLIVAR_CARTAGENA
3,UNIDAD MEDICA Y DE DIAGNOSTICO DE LA COSTA IPS LTD,COLOMBIA,BOLIVAR,SAN JACINTO,UNIDAD MEDICA Y DE DIAGNOSTICO DE LA COSTA IPS LTD_BOLIVAR_SAN JACINTO
3,ESE UNIDAD LOCAL DE SALUD DE SUAN,COLOMBIA,ATLANTICO,SABANAGRANDE,ESE UNIDAD LOCAL DE SALUD DE SUAN_ATLANTICO_SABANAGRANDE
4,IPS UNIVERSITARIA SEDE CAMINO BOSQUE DE MARIA,COLOMBIA,ATLANTICO,SUAN,IPS UNIVERSITARIA SEDE CAMINO BOSQUE DE MARIA_ATLANTICO_SUAN
3,SOMEDYT IPS EU,COLOMBIA,BOLIVAR,CARTAGENA,SOMEDYT IPS EU_BOLIVAR_CARTAGENA
4,CLINICA ANTIOQUIA SEDE NORTE,COLOMBIA,ANTIOQUIA,MEDELLIN,CLINICA ANTIOQUIA SEDE NORTE_ANTIOQUIA_MEDELLIN
3,HOSPITAL LOCAL TURBANA,COLOMBIA,BOLIVAR,TURBANA,HOSPITAL LOCAL TURBANA_BOLIVAR_TURBANA
3,ESE HOSPITAL EMIRO QUINTERO CAÑIZAREZ,COLOMBIA,NORTE SANTANDER,* NORTE DE SANTANDER. MUNICIPIO DESCONOCIDO,ESE HOSPITAL EMIRO QUINTERO CAÑIZAREZ_NORTE SANTANDER_* NORTE DE SANTANDER. MUNICIPIO DESCONOCIDO
4,COSMITET LTDA CORPORACION DE SERVICIOS MEDICOS INT,COLOMBIA,QUINDIO,ARMENIA,COSMITET LTDA CORPORACION DE SERVICIOS MEDICOS INT_QUINDIO_ARMENIA
4,VITAL MEDICAL CARE VIMEC SAS,COLOMBIA,NORTE SANTANDER,OCAÑA,VITAL MEDICAL CARE VIMEC SAS_NORTE SANTANDER_OCAÑA
4,BATALLÓN DE ASPC NO8 CACIQUE CALARCA,COLOMBIA,QUINDIO,ARMENIA,BATALLÓN DE ASPC NO8 CACIQUE CALARCA_QUINDIO_ARMENIA
4,FUNDACION POLICLICA CIENAGA,COLOMBIA,MAGDALENA,ZONA BANANERA,FUNDACION POLICLICA CIENAGA_MAGDALENA_ZONA BANANERA
4,ESE UNIDAD LOCAL DE SALUD DE SUAN,COLOMBIA,ATLANTICO,BARRANQUILLA,ESE UNIDAD LOCAL DE SALUD DE SUAN_ATLANTICO_BARRANQUILLA
4,BIENESTAR IPS SAS PEDRO DE HEREDIA,COLOMBIA,BOLIVAR,MONTECRISTO,BIENESTAR IPS SAS PEDRO DE HEREDIA_BOLIVAR_MONTECRISTO
3,HOSPITAL INFANTIL NAPOLEON FRANCO PAREJA,COLOMBIA,BOLIVAR,CARTAGENA,HOSPITAL INFANTIL NAPOLEON FRANCO PAREJA_BOLIVAR_CARTAGENA
4,GESTION SALUD,COLOMBIA,BOLIVAR,VILLANUEVA,GESTION SALUD_BOLIVAR_VILLANUEVA
4,HOSPITAL NAVAL DE CARTAGENA,COLOMBIA,BOLIVAR,SANTA ROSA,HOSPITAL NAVAL DE CARTAGENA_BOLIVAR_SANTA ROSA
4,CLINICA UNIVERSITARIA COLOMBIA-TEUSAQUILLO,COLOMBIA,BOLIVAR,SAN JUAN NEPOMUCENO,CLINICA UNIVERSITARIA COLOMBIA-TEUSAQUILLO_BOLIVAR_SAN JUAN NEPOMUCENO
4,SINERGIA GLOBAL EN SALUD SAS UPREC LA CANDELARIA,COLOMBIA,BOLIVAR,TURBACO,SINERGIA GLOBAL EN SALUD SAS UPREC LA CANDELARIA_BOLIVAR_TURBACO
4,CLINICA CRECER,COLOMBIA,BOLIVAR,TURBACO,CLINICA CRECER_BOLIVAR_TURBACO
3,SECRETARIA DE SALUD DE EL ZULIA,COLOMBIA,NORTE SANTANDER,EL ZULIA,SECRETARIA DE SALUD DE EL ZULIA_NORTE SANTANDER_EL ZULIA
4,HOSPITAL NAVAL DE CARTAGENA,COLOMBIA,ATLANTICO,LURUACO,HOSPITAL NAVAL DE CARTAGENA_ATLANTICO_LURUACO
4,SINERGIA GLOBAL EN SALUD SAS ATENCION BASICA BELEN,COLOMBIA,ANTIOQUIA,MEDELLIN,SINERGIA GLOBAL EN SALUD SAS ATENCION BASICA BELEN_ANTIOQUIA_MEDELLIN
4,SERVICIOS DE SALUD IPS SURAMERICANA MONTERREY,COLOMBIA,ANTIOQUIA,MEDELLIN,SERVICIOS DE SALUD IPS SURAMERICANA MONTERREY_ANTIOQUIA_MEDELLIN
4,UBA COOMEVA BARRANCABERMEJA,COLOMBIA,ANTIOQUIA,APARTADO,UBA COOMEVA BARRANCABERMEJA_ANTIOQUIA_APARTADO
4,CLINICA CHIA SA,COLOMBIA,BOLIVAR,CARTAGENA,CLINICA CHIA SA_BOLIVAR_CARTAGENA
3,ESE HOSPITAL LA MERCED,COLOMBIA,ANTIOQUIA,BOLIVAR,ESE HOSPITAL LA MERCED_ANTIOQUIA_BOLIVAR
4,ESE HOSPITAL SAN JUAN DE DIOS YARUMAL,COLOMBIA,ANTIOQUIA,VALDIVIA,ESE HOSPITAL SAN JUAN DE DIOS YARUMAL_ANTIOQUIA_VALDIVIA
4,IPS UNIVERSITARIA APARTADO,COLOMBIA,ANTIOQUIA,MEDELLIN,IPS UNIVERSITARIA APARTADO_ANTIOQUIA_MEDELLIN
3,ESE HOSPITAL DEL SUR GABRIEL JARAMILLO PIEDRAHITA,COLOMBIA,NORTE SANTANDER,CUCUTA,ESE HOSPITAL DEL SUR GABRIEL JARAMILLO PIEDRAHITA_NORTE SANTANDER_CUCUTA
3,PROMOTORA MEDICA LAS AMERICAS SA,COLOMBIA,ANTIOQUIA,MEDELLIN,PROMOTORA MEDICA LAS AMERICAS SA_ANTIOQUIA_MEDELLIN
4,IPS SURA SAMAN MEDELLIN,COLOMBIA,ANTIOQUIA,MEDELLIN,IPS SURA SAMAN MEDELLIN_ANTIOQUIA_MEDELLIN
4,CORPORACION IPS COMFAMILIAR CAMACOL COODAN IPS ITA,COLOMBIA,ANTIOQUIA,ITAGUI,CORPORACION IPS COMFAMILIAR CAMACOL COODAN IPS ITA_ANTIOQUIA_ITAGUI
4,ESE HOSPITAL OCTAVIO OLIVARES,COLOMBIA,ANTIOQUIA,PUERTO NARE (LA MAGDALENA ),ESE HOSPITAL OCTAVIO OLIVARES_ANTIOQUIA_PUERTO NARE (LA MAGDALENA )
4,BATALLÓN DE INFANTERÍA NO 13 GENERAL CUSTODIO GAR,COLOMBIA,TOLIMA,SALDAÑA,BATALLÓN DE INFANTERÍA NO 13 GENERAL CUSTODIO GAR_TOLIMA_SALDAÑA
4,ESE HOSPITAL MARCO FIDEL SUAREZ SEDE NIQUIA,COLOMBIA,ANTIOQUIA,BELLO,ESE HOSPITAL MARCO FIDEL SUAREZ SEDE NIQUIA_ANTIOQUIA_BELLO
4,COORPORACION COSTA ATLANTICA IPS SABANALARGA,COLOMBIA,ATLANTICO,SABANALARGA,COORPORACION COSTA ATLANTICA IPS SABANALARGA_ATLANTICO_SABANALARGA
3,SECRETARIA DE SALUD DE LURUACO,COLOMBIA,ATLANTICO,LURUACO,SECRETARIA DE SALUD DE LURUACO_ATLANTICO_LURUACO
3,ESE HOSPITAL ARMANDO PABON LÓPEZ,COLOMBIA,GUAJIRA,MANAURE,ESE HOSPITAL ARMANDO PABON LÓPEZ_GUAJIRA_MANAURE
4,SALUDCOOP EPS,COLOMBIA,ANTIOQUIA,BELLO,SALUDCOOP EPS_ANTIOQUIA_BELLO
4,ESE HOSPITAL SAN VICENTE DE PAUL DE CALDAS,COLOMBIA,ANTIOQUIA,ITAGUI,ESE HOSPITAL SAN VICENTE DE PAUL DE CALDAS_ANTIOQUIA_ITAGUI
4,PROMEDAN IPS PROMOTORA MEDICA Y ODONTOLOGICA DE AN,COLOMBIA,ANTIOQUIA,SANTUARIO,PROMEDAN IPS PROMOTORA MEDICA Y ODONTOLOGICA DE AN_ANTIOQUIA_SANTUARIO
4,VIRREY SOLIS IPS SA SAN JOSE INFANTIL,COLOMBIA,QUINDIO,CORDOBA,VIRREY SOLIS IPS SA SAN JOSE INFANTIL_QUINDIO_CORDOBA
4,CLINICA MARYBAU,COLOMBIA,CESAR,EL PASO,CLINICA MARYBAU_CESAR_EL PASO
4,CLINICA UNIVERSITARIA COLOMBIA-TEUSAQUILLO,COLOMBIA,BOLIVAR,CARTAGENA,CLINICA UNIVERSITARIA COLOMBIA-TEUSAQUILLO_BOLIVAR_CARTAGENA
4,ESE HOSPITAL PBRO LUIS FELIPE ARBELAEZ,COLOMBIA,GUAJIRA,RIOHACHA,ESE HOSPITAL PBRO LUIS FELIPE ARBELAEZ_GUAJIRA_RIOHACHA
4,CLINICA URGENCIAS PEDIATRICAS URPEDIAN,COLOMBIA,ANTIOQUIA,ANTIOQUIA,CLINICA URGENCIAS PEDIATRICAS URPEDIAN_ANTIOQUIA_ANTIOQUIA
3,FUNDACION CLINICA SHAIO,COLOMBIA,TOLIMA,ARMERO (GUAYABAL),FUNDACION CLINICA SHAIO_TOLIMA_ARMERO (GUAYABAL)
4,BATALLON DE FUSILEROS DE INFANTERIA DE MARINA NO,COLOMBIA,BOLIVAR,ARJONA,BATALLON DE FUSILEROS DE INFANTERIA DE MARINA NO_BOLIVAR_ARJONA
4,CLINICA GENERAL DEL CARIBE SA,COLOMBIA,BOLIVAR,ARJONA,CLINICA GENERAL DEL CARIBE SA_BOLIVAR_ARJONA
4,CLINICA COLSANITA SA,COLOMBIA,BOLIVAR,ARROYOHONDO,CLINICA COLSANITA SA_BOLIVAR_ARROYOHONDO
4,SERVICIOS MEDICOS INTEGRALES DEL NORTE SAS IPS,COLOMBIA,ATLANTICO,PIOJO,SERVICIOS MEDICOS INTEGRALES DEL NORTE SAS IPS_ATLANTICO_PIOJO
4,PROMOTORA MEDICA Y ODONTOLOGICA DE ANTIOQUIA SA,COLOMBIA,ANTIOQUIA,ITAGUI,PROMOTORA MEDICA Y ODONTOLOGICA DE ANTIOQUIA SA_ANTIOQUIA_ITAGUI
4,MEDICAUCA,COLOMBIA,ANTIOQUIA,ZARAGOZA,MEDICAUCA_ANTIOQUIA_ZARAGOZA
4,PUNTO VERDE COOMEVA,COLOMBIA,SANTANDER,BUCARAMANGA,PUNTO VERDE COOMEVA_SANTANDER_BUCARAMANGA
4,SANIDAD POLICIA NACIONAL,COLOMBIA,NORTE SANTANDER,CUCUTA,SANIDAD POLICIA NACIONAL_NORTE SANTANDER_CUCUTA
4,CLINICA REGIONAL VALLE DE ABURRA,COLOMBIA,NORTE SANTANDER,CUCUTA,CLINICA REGIONAL VALLE DE ABURRA_NORTE SANTANDER_CUCUTA
4,SALADO,COLOMBIA,NORTE SANTANDER,CUCUTA,SALADO_NORTE SANTANDER_CUCUTA
4,IPS SALUDCOOP EL BAGRE,COLOMBIA,ANTIOQUIA,ZARAGOZA,IPS SALUDCOOP EL BAGRE_ANTIOQUIA_ZARAGOZA
3,PROMOTORA MEDICA LAS AMERICAS SA,COLOMBIA,ANTIOQUIA,SABANETA,PROMOTORA MEDICA LAS AMERICAS SA_ANTIOQUIA_SABANETA
4,SANIDAD POLICIA NACIONAL BARRANCABERMEJA,COLOMBIA,SANTANDER,BARRANCABERMEJA,SANIDAD POLICIA NACIONAL BARRANCABERMEJA_SANTANDER_BARRANCABERMEJA
4,FUNDACION MEDICO PREVENTIVA PARA EL BIENESTAR SOCI,COLOMBIA,NORTE SANTANDER,CUCUTA,FUNDACION MEDICO PREVENTIVA PARA EL BIENESTAR SOCI_NORTE SANTANDER_CUCUTA
3,CORPORACION IPS NORTE,COLOMBIA,NORTE SANTANDER,LOS PATIOS,CORPORACION IPS NORTE_NORTE SANTANDER_LOS PATIOS
3,FUNDACION MEDICO PREVENTIVA PARA EL BIENESTAR SOCI,COLOMBIA,NORTE SANTANDER,LOS PATIOS,FUNDACION MEDICO PREVENTIVA PARA EL BIENESTAR SOCI_NORTE SANTANDER_LOS PATIOS
4,ESE HOSPITAL SAN JUAN DE DIOS DE PAMPLONA,COLOMBIA,NORTE SANTANDER,CUCUTA,ESE HOSPITAL SAN JUAN DE DIOS DE PAMPLONA_NORTE SANTANDER_CUCUTA
4,CLINICA URGENCIAS LA MERCED SAS,COLOMBIA,NORTE SANTANDER,CUCUTA,CLINICA URGENCIAS LA MERCED SAS_NORTE SANTANDER_CUCUTA
3,INSTITUCIÓN SIN ESPECIFICAR,COLOMBIA,TOLIMA,ESPINAL,INSTITUCIÓN SIN ESPECIFICAR_TOLIMA_ESPINAL
3,CLINICA NORTE SA,COLOMBIA,NORTE SANTANDER,LOS PATIOS,CLINICA NORTE SA_NORTE SANTANDER_LOS PATIOS
4,CLINICA MADRE BERNARDA COMUNIDAD DE HERMANAS FRANC,COLOMBIA,BOLIVAR,MARIA LA BAJA,CLINICA MADRE BERNARDA COMUNIDAD DE HERMANAS FRANC_BOLIVAR_MARIA LA BAJA
3,CLINICA PEDIATRICA NIÑO JESUS LTDA,COLOMBIA,SUCRE,SAMPUES,CLINICA PEDIATRICA NIÑO JESUS LTDA_SUCRE_SAMPUES
4,SECRETARIA DE SALUD MUNICIPAL DE SINCELEJO,COLOMBIA,SUCRE,SINCELEJO,SECRETARIA DE SALUD MUNICIPAL DE SINCELEJO_SUCRE_SINCELEJO
3,HOSPITAL UNIVERSITARIO DE SINCELEJO ESE,COLOMBIA,SUCRE,SINCELEJO,HOSPITAL UNIVERSITARIO DE SINCELEJO ESE_SUCRE_SINCELEJO
4,IPS UNIVERSITARIA SEDE CAMINO BOSQUE DE MARIA,COLOMBIA,ATLANTICO,MANATI,IPS UNIVERSITARIA SEDE CAMINO BOSQUE DE MARIA_ATLANTICO_MANATI
3,ALIADOS EN SALUD SA,COLOMBIA,NORTE SANTANDER,CUCUTA,ALIADOS EN SALUD SA_NORTE SANTANDER_CUCUTA
4,UNIDAD BASICA LA LIBERTAD,COLOMBIA,NORTE SANTANDER,VILLA DEL ROSARIO,UNIDAD BASICA LA LIBERTAD_NORTE SANTANDER_VILLA DEL ROSARIO
3,CLNICA BLAS DE LEZO SEDE 2,COLOMBIA,BOLIVAR,CARTAGENA,CLNICA BLAS DE LEZO SEDE 2_BOLIVAR_CARTAGENA
3,HOSPITAL UNIVERSITARIO DE SINCELEJO ESE,COLOMBIA,SUCRE,CHALAN,HOSPITAL UNIVERSITARIO DE SINCELEJO ESE_SUCRE_CHALAN
4,SERVICIOS DE SALUD IPS SURAMERICANA MONTERREY,COLOMBIA,ATLANTICO,BARRANQUILLA,SERVICIOS DE SALUD IPS SURAMERICANA MONTERREY_ATLANTICO_BARRANQUILLA
4,COOPERATIVA ANTIOQUEÑA DE SALUD COOPSANA,COLOMBIA,CESAR,AGUACHICA,COOPERATIVA ANTIOQUEÑA DE SALUD COOPSANA_CESAR_AGUACHICA
4,HOSPITAL INFANTIL NAPOLEON FRANCO PAREJA,COLOMBIA,SUCRE,SINCELEJO,HOSPITAL INFANTIL NAPOLEON FRANCO PAREJA_SUCRE_SINCELEJO
4,ESE UNIDAD LOCAL DE SALUD DE SUAN,COLOMBIA,ATLANTICO,MALAMBO,ESE UNIDAD LOCAL DE SALUD DE SUAN_ATLANTICO_MALAMBO
4,UAB PEDRO DE HEREDIA SALUD TOTALEPS CARTAGENA,COLOMBIA,BOLIVAR,TURBACO,UAB PEDRO DE HEREDIA SALUD TOTALEPS CARTAGENA_BOLIVAR_TURBACO
3,CLINICA CRECER,COLOMBIA,BOLIVAR,TURBACO,CLINICA CRECER_BOLIVAR_TURBACO
4,SECRETARÍA DE SALUD DE CIENAGA DE ORO,COLOMBIA,CORDOBA,CIENAGA DE ORO,SECRETARÍA DE SALUD DE CIENAGA DE ORO_CORDOBA_CIENAGA DE ORO
4,IPS SURA CENTRO MEDELLIN,COLOMBIA,ANTIOQUIA,MEDELLIN,IPS SURA CENTRO MEDELLIN_ANTIOQUIA_MEDELLIN
4,HOSPITAL LOCAL DE AGUACHICA SEDE BARAHOJA,COLOMBIA,CESAR,RIO DE ORO,HOSPITAL LOCAL DE AGUACHICA SEDE BARAHOJA_CESAR_RIO DE ORO
4,CLINICA ZAYMA LTDA,COLOMBIA,CORDOBA,MONTELIBANO,CLINICA ZAYMA LTDA_CORDOBA_MONTELIBANO
4,ESE CAMU EL AMPARO,COLOMBIA,CORDOBA,SAN PELAYO,ESE CAMU EL AMPARO_CORDOBA_SAN PELAYO
4,CLINICA REGIONAL VALLE DE ABURRA,COLOMBIA,ANTIOQUIA,ENVIGADO,CLINICA REGIONAL VALLE DE ABURRA_ANTIOQUIA_ENVIGADO
4,CENTRO DE SALUD ROTINET,COLOMBIA,ATLANTICO,REPELON,CENTRO DE SALUD ROTINET_ATLANTICO_REPELON
3,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN PEDRO Y SAN,COLOMBIA,RISARALDA,PEREIRA,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN PEDRO Y SAN_RISARALDA_PEREIRA
4,HOSPITAL INFANTIL NAPOLEON FRANCO PAREJA,COLOMBIA,BOLIVAR,TURBACO,HOSPITAL INFANTIL NAPOLEON FRANCO PAREJA_BOLIVAR_TURBACO
4,UCI DEL CARIBE,COLOMBIA,BOLIVAR,TURBACO,UCI DEL CARIBE_BOLIVAR_TURBACO
4,HOSPITAL NAVAL DE CARTAGENA,COLOMBIA,BOLIVAR,SAN JUAN NEPOMUCENO,HOSPITAL NAVAL DE CARTAGENA_BOLIVAR_SAN JUAN NEPOMUCENO
4,VICTOR RAFAEL LOMBANA JIMENEZ,COLOMBIA,BOLIVAR,TURBANA,VICTOR RAFAEL LOMBANA JIMENEZ_BOLIVAR_TURBANA
4,EMPRESA SOCIAL DEL ESTADO CLINICA MATERNIDAD RAFAE,COLOMBIA,BOLIVAR,TURBACO,EMPRESA SOCIAL DEL ESTADO CLINICA MATERNIDAD RAFAE_BOLIVAR_TURBACO
4,ESE HOSPITAL LOCAL ARJONA CAB EL GUAMO,COLOMBIA,HUILA,COLOMBIA,ESE HOSPITAL LOCAL ARJONA CAB EL GUAMO_HUILA_COLOMBIA
4,CLNICA BLAS DE LEZO SEDE 2,COLOMBIA,BOLIVAR,TURBANA,CLNICA BLAS DE LEZO SEDE 2_BOLIVAR_TURBANA
4,CLINICA GENERAL DEL CARIBE SA,COLOMBIA,BOLIVAR,TURBACO,CLINICA GENERAL DEL CARIBE SA_BOLIVAR_TURBACO
3,CLINICA MADRE BERNARDA COMUNIDAD DE HERMANAS FRANC,COLOMBIA,BOLIVAR,TURBACO,CLINICA MADRE BERNARDA COMUNIDAD DE HERMANAS FRANC_BOLIVAR_TURBACO
3,MEDIHELP SERVICES COLOMBIA,COLOMBIA,BOLIVAR,TURBACO,MEDIHELP SERVICES COLOMBIA_BOLIVAR_TURBACO
4,EMPRESA SOCIAL DEL ESTADO CLINICA MATERNIDAD RAFAE,COLOMBIA,BOLIVAR,TURBANA,EMPRESA SOCIAL DEL ESTADO CLINICA MATERNIDAD RAFAE_BOLIVAR_TURBANA
4,IPS UNIVERSITARIA HOSPITAL GENERAL DE BARRANQUILLA,COLOMBIA,BOLIVAR,MAGANGUE,IPS UNIVERSITARIA HOSPITAL GENERAL DE BARRANQUILLA_BOLIVAR_MAGANGUE
4,COOMEVA EPS PUNTO DE ATENCION PUERTO BOLIVAR,COLOMBIA,ATLANTICO,BARRANQUILLA,COOMEVA EPS PUNTO DE ATENCION PUERTO BOLIVAR_ATLANTICO_BARRANQUILLA
4,IPS CLINICA REINA CATALINA & CIA LTDA,COLOMBIA,ATLANTICO,GALAPA,IPS CLINICA REINA CATALINA & CIA LTDA_ATLANTICO_GALAPA
3,CLINICA SAN MARTIN BARRANQUILLA,COLOMBIA,BOLIVAR,CORDOBA,CLINICA SAN MARTIN BARRANQUILLA_BOLIVAR_CORDOBA
4,OFICINA DE SALUD DISTRITAL DE SALUD PUBLICA,COLOMBIA,BOLIVAR,EL CARMEN DE BOLIVAR,OFICINA DE SALUD DISTRITAL DE SALUD PUBLICA_BOLIVAR_EL CARMEN DE BOLIVAR
4,CLINICA BAUTISTA,COLOMBIA,ATLANTICO,BARRANQUILLA,CLINICA BAUTISTA_ATLANTICO_BARRANQUILLA
