ds,Dengue,Zika,Chikungunya,Varicela
2008-06-23,26265.510986785368,,,53436.51767070155
2008-06-30,26692.141781350983,,,54524.60172813755
2008-07-07,27147.392467982674,,,55555.767346808854
2008-07-14,27569.706549687577,,,56638.45786529301
2008-07-21,27883.723302778988,,,57961.24198369207
2008-07-28,28065.592598941053,,,59610.43040270214
2008-08-04,28177.07499371458,,,61451.59122296957
2008-08-11,28325.751385428568,,,63224.02104734748
2008-08-18,28579.00618239356,,,64770.61806249619
2008-08-25,28911.79808566833,,,66169.66617658273
2008-09-01,29240.133404364937,,,67633.71238319075
2008-09-08,29505.995351164842,,,69289.27167456802
2008-09-15,29726.750497634574,,,71071.43920004606
2008-09-22,29962.52209161848,,,72828.65967868328
2008-09-29,30244.888795199484,,,74648.919960712
2008-10-06,30548.488208094368,,,76460.89045893426
2008-10-13,30831.588199116533,,,78364.69521191687
2008-10-20,31089.395699424855,,,80353.21021982061
2008-10-27,31352.413811742677,,,82317.87389996804
2008-11-03,31633.798097497656,,,84165.09088075231
2008-11-10,31896.286954078154,,,85892.05268327697
2008-11-17,32088.276739634024,,,87535.42570561612
2008-11-24,32213.260386649803,,,89069.95011264784
2008-12-01,32349.901802651333,,,90394.24132294847
2008-12-08,32590.80297981121,,,91431.98470997276
2008-12-15,32960.14224041698,,,
2008-12-22,33397.07189798907,,,92979.38037751707
2008-12-29,33821.33126543704,,,93833.45145963335
2008-12-29,33821.33126543704,,,93833.45145963335
2008-12-29,33821.33126543704,,,93833.45145963335
2008-12-29,33821.33126543704,,,93833.45145963335
2009-01-05,34209.90304744184,,,94862.02371978367
2009-01-12,34606.419434255964,,,96011.7506360749
2009-01-19,35062.039904251484,,,97190.53748786512
2009-01-26,35577.72578246587,,,98346.6194413597
2009-02-02,36106.68736006488,,,99491.52807665532
2009-02-09,36603.64024735764,,,100675.09465779645
2009-02-16,37060.56241213701,,,101947.73826187516
2009-02-23,37494.6318557678,,,103330.47334119499
2009-03-02,37952.85355779979,,,104800.61202333005
2009-03-09,38381.20994208603,,,106304.35362454677
2009-03-16,38765.5382833931,,,107797.20267818654
2009-03-23,39116.50525543186,,,109281.13775165
2009-03-30,39465.62362884843,,,110796.30878750236
2009-04-06,39838.036935809345,,,112368.31535096325
2009-04-13,40233.23992352687,,,113969.13146154131
2009-04-20,40632.58682145635,,,115543.28333161863
2009-04-27,41021.96120289184,,,117073.58307760637
2009-05-04,41405.34047893711,,,118603.62131936775
2009-05-11,41798.95180078497,,,120178.9294611687
2009-05-18,42215.22894049912,,,121772.08786886458
2009-05-25,42651.39492003241,,,123289.30217774342
2009-06-01,43090.759366998485,,,124663.46953472373
2009-06-08,43516.23043364828,,,125927.0224343889
2009-06-15,43927.82826807957,,,127171.87662772332
2009-06-22,44348.82173512952,,,128440.68265072886
2009-06-29,44807.27016655812,,,129688.26204347606
2009-07-06,45300.28507960846,,,130874.97661783776
2009-07-13,45774.060364253666,,,132083.9961765205
2009-07-20,46151.07767606047,,,133501.20365843992
2009-07-27,46394.030670257074,,,135244.62384096006
2009-08-03,46550.081707554345,,,137218.9016073483
2009-08-10,47261.428626957524,,,139170.1460558459
2009-08-17,48071.62828892975,,,140607.65124299622
2009-08-24,48972.237088235874,,,141868.01645097794
2009-08-31,49883.97070007285,,,143155.63584470624
2009-09-07,50738.43604896379,,,144626.07607268853
2009-09-14,51539.64127699099,,,146246.32279816034
2009-09-21,52345.309680274215,,,147866.38444196768
2009-09-28,53196.30279201213,,,149399.90277206077
2009-10-05,54076.074298673884,,,150904.91322066967
2009-10-12,54941.16720185393,,,152489.30012081633
2009-10-19,55778.24235404351,,,154169.40810889754
2009-10-26,56614.61828557475,,,155847.7096186954
2009-11-02,57470.58303885028,,,157419.18898224845
2009-11-09,58317.276562767685,,,158865.05290042536
2009-11-16,59100.45223202234,,,160222.8836630496
2009-11-23,59809.91586958732,,,161483.3652593342
2009-11-30,60513.37786806977,,,162553.71778815615
2009-12-07,61307.66788278699,,,163343.5808789614
2009-12-14,62233.10589521745,,,163879.70872385136
2009-12-21,63241.02022281286,,,164319.6189661721
2010-01-04,65217.690287524936,,,165544.83701576307
2010-01-11,66184.77820345953,,,166380.26601524273
2010-01-18,67204.47152464245,,,167259.92510102325
2010-01-25,68288.53020973338,,,168157.96246665678
2010-02-01,69395.71444416244,,,169038.88245056727
2010-02-08,70476.67795670233,,,169948.47756398958
2010-02-15,71516.26805913018,,,170939.59786719357
2010-02-22,72529.72886117929,,,172040.1300096723
2010-03-01,73528.18082356441,,,173235.19508340923
2010-03-08,74500.23453461671,,,174474.1774234759
2010-03-15,75429.40241080301,,,175707.4696048746
2010-03-22,76321.21365121756,,,176927.68167912494
2010-03-29,77205.1443929904,,,178171.2589247251
2010-04-05,78109.53296171657,,,179470.62351465548
2010-04-12,79038.6855079404,,,180807.48462054002
2010-04-19,79975.63926285172,,,182126.59955703968
2010-04-26,80903.94724653305,,,183399.99576333968
2010-05-03,81824.25973122532,,,184662.67693007085
2010-05-10,82751.70833094859,,,185966.31951282956
2010-05-17,83700.53505560372,,,187299.251294324
2010-05-24,84670.98769200445,,,188574.22908609628
2010-05-31,85648.15934190438,,,189711.70258349975
2010-06-07,86613.69188264731,,,190725.6744667452
2010-06-14,87563.54012788694,,,191705.11978973428
2010-06-21,88517.3970207152,,,192708.06978513903
2010-06-28,89302.18814622043,,,193701.47813045434
2010-07-05,90125.73078631342,,,194865.897447033
2010-07-12,90942.86068952864,,,196027.14442319513
2010-07-19,91676.10593780917,,,197362.44694786644
2010-07-26,92276.27132569626,,,199016.36394809512
2010-08-02,92775.04535476769,,,200934.4608283419
2010-08-09,93272.58108924107,,,202877.38798295145
2010-08-16,93860.164474844,,,204625.76461484938
2010-08-23,94546.57889815263,,,206173.2137764205
2010-08-30,95260.10864048278,,,207708.37841515505
2010-09-06,95924.12709430471,,,209411.0150201286
2010-09-13,96528.60085488443,,,211282.60219585148
2010-09-20,97126.3522203243,,,213181.10955046592
2010-09-27,97766.10836996273,,,214997.73647788682
2010-10-04,98441.25058513565,,,216767.3618832337
2010-10-11,99108.64110318427,,,218600.6135059128
2010-10-18,99746.76709699612,,,220536.57122772152
2010-10-25,100378.04421716293,,,222492.57533081245
2010-11-01,101028.36200965117,,,224355.5180539572
2010-11-08,101678.07967866413,,,226089.5093128025
2010-11-15,102272.77115631683,,,227729.31940136832
2010-11-22,102789.78051885107,,,229280.24008230356
2010-11-29,103284.17078646066,,,230661.12439037522
