date,Chile,Colombia,Italy,Mexico,US
2020-03-23,21856.744936528383,4994.552668268094,115960.26615454303,28986.0736637963,399968.35904634
2020-03-30,19861.37460970576,8746.56031706836,53484.980089246295,17453.068011265947,383479.9500864316
2020-04-06,9843.653214398073,6000.420033697039,31460.71043251874,9963.522759406129,289231.66870130785
2020-04-13,-2033.645903767203,-12114.793365509715,7040.12114049634,-5372.881190355634,232801.71225049347
2020-04-20,-3104.4563135018107,-10561.17462170287,17551.844019872136,839.5946781446692,244655.53951477446
2020-04-27,8214.06404126517,-5550.163993844064,14399.770736960694,1403.4934027118143,172586.44856533967
2020-05-04,26169.190692141652,-1278.5243218867108,-12954.554943520576,3435.395226589637,151203.9958139602
2020-05-11,37678.31809461396,5237.057942429325,-8775.0736226663,12943.118454508483,142524.8342198003
2020-05-18,48107.85855672043,4149.451554439263,-29494.885199167766,16648.814642230747,130971.31443591788
2020-05-25,43783.67353473161,6866.449106514687,-45438.897767165676,13724.099593930412,142816.07072789967
2020-06-01,40682.282611094415,12361.063705929555,-32536.70617052866,35719.572121285135,123480.78748468868
2020-06-08,36764.061352777295,12343.84485890693,-32324.766658355016,33704.216802285286,136418.01417580247
2020-06-15,30065.483982368372,31406.370209872723,-48441.054744878784,37128.0158659264,240280.42432452366
2020-06-22,27406.434541393537,34573.295595425414,-33603.95087881526,53990.904533138266,380459.9494259637
2020-06-29,18571.438252930762,51442.11910895421,-16802.84237888828,68935.30551648117,441660.50659126043
2020-07-06,10963.525132409995,72770.22876092745,-37035.52140641399,76160.10873417277,478045.39182135835
2020-07-13,6291.981234660838,61920.173615062144,-46623.325462951325,61608.170862889616,446809.6860191338
2020-07-20,1134.7719038443174,70259.57195842476,-38558.22014488932,47656.42097328487,463097.9950678088
2020-07-27,-2511.2675601008814,72162.323007141,-33261.82123036543,56630.067532164976,433289.8731279094
2020-08-03,-1488.259014002746,53500.57301989244,532.6572681269608,40647.374371533515,363524.52537392266
2020-08-10,3106.6655558121856,72185.43244763673,33172.25229614461,37181.397036283044,362094.3623087015
2020-08-17,6939.286648690933,60916.617854766315,62323.851610496175,24094.453127037967,286298.2305603735
2020-08-24,1942.6304646003991,55775.62244665134,41560.13232431002,27938.79391121352,296608.9721489437
2020-08-31,7240.271686074091,44376.144868019735,25740.84833813645,24429.47495874716,308145.142329175
2020-09-07,14077.998687478947,37320.22648221557,8209.413969520945,19069.271009987453,330146.28275927715
2020-09-14,19983.7389085202,38073.17941179057,-6312.817870743107,17474.02703205892,345763.13934017904
2020-09-21,13971.8088229415,44072.386546896305,17565.09580815956,20455.081145629054,357935.9055767227
