,Dengue,Varicela,Chikungunya,Zika
3/20/2017,347038.6611,905034.1472,76100.51424,73958.1511
3/27/2017,347167.1854,907476.9162,76125.20046,73984.09648
4/3/2017,347296.7967,909812.5515,76144.0927,74048.60297
4/10/2017,347420.4691,911656.7714,76159.27221,74074.37795
4/17/2017,347538.0362,913524.5238,76171.15729,74111.24925
4/24/2017,347668.078,916102.027,76210.46256,74180.07553
5/1/2017,347814.784,917819.4366,76222.08947,74208.84464
5/8/2017,347951.8859,920142.2968,76244.22024,74218.08369
5/15/2017,348087.0861,921925.2095,76269.13941,74265.65221
5/22/2017,348248.4984,923906.7873,76287.38107,74300.20671
5/29/2017,348355.4171,925773.2573,76288.61195,74332.82884
6/5/2017,348549.1063,927427.4645,76311.08387,74346.81567
6/12/2017,348703.82,929034.3758,76322.77931,74384.4911
6/19/2017,348812.688,930292.9242,76338.52933,74396.26224
6/26/2017,348932.7473,931231.2153,76355.05205,74421.68593
7/3/2017,349126.7491,932918.4408,76372.10544,74447.13714
7/10/2017,349280.1712,934300.7377,76398.13062,74468.80679
7/17/2017,349425.8944,935748.7494,76411.35845,74536.67228
7/24/2017,349560.1372,937058.6691,76420.2126,74542.93065
7/31/2017,349687.5106,938495.0342,76434.75338,74581.29086
8/7/2017,349824.2416,940026.1504,76449.15789,74588.48875
8/14/2017,350002.9614,941620.6252,76478.01477,74620.15081
8/21/2017,350115.2363,943311.0654,76492.18334,74642.81112
8/28/2017,350210.6447,945012.9681,76499.6845,74673.65017
9/4/2017,350358.3552,946891.6188,76511.31251,74689.02268
9/11/2017,350480.148,948482.1879,76528.46838,74707.21691
9/18/2017,350588.5782,950392.4494,76542.45087,74716.56843
9/25/2017,350817.5709,952204.1186,76557.60084,74739.25632
10/2/2017,350942.4831,953858.6117,76592.15036,74774.97464
10/9/2017,351038.0486,955628.5536,76588.31225,74772.78571
10/16/2017,351147.2174,957229.7398,76604.85658,74797.24493
10/23/2017,351251.8446,959507.3387,76621.48274,74812.84095
10/30/2017,351371.9063,961303.1039,76627.3823,74821.00289
11/6/2017,351529.5451,962786.9474,76639.39545,74854.81407
11/13/2017,351620.9231,964830.9433,76644.07839,74859.9182
11/20/2017,351781.2495,966342.0537,76661.39722,74880.1305
11/27/2017,351865.2252,967988.6678,76677.27538,74897.04136
12/4/2017,352024.8252,969387.1933,76685.15526,74898.35638
12/11/2017,352140.0443,970263.0415,76692.12164,74913.95244
12/18/2017,352337.3616,971413.6732,76708.48005,74959.53506
12/25/2017,352502.0088,972111.902,76712.88547,74957.28026
1/1/2018,352597.8576,972819.5457,76711.8752,74966.74493
1/8/2018,352885.2133,974116.1856,76738.75367,75013.15237
1/15/2018,353187.8176,975326.2131,76762.46635,75017.869
1/22/2018,353468.6333,976406.5741,76780.70144,75047.82493
1/29/2018,353634.1346,977555.392,76792.63321,75068.02477
2/5/2018,353870.3555,978905.7233,76802.81565,75063.16774
2/12/2018,354007.1632,980369.8064,76816.11802,75095.23246
2/19/2018,354212.0862,981634.6582,76821.36652,75124.57398
2/26/2018,354377.984,983041.9996,76829.76535,75156.44554
3/5/2018,354554.4683,984651.5138,76837.26074,75145.43465
3/12/2018,354759.983,986494.2523,76850.50152,75167.81674
3/19/2018,354957.2279,988362.3258,76858.54017,75171.75854
3/26/2018,355130.2808,990355.8603,76862.87522,75193.78992
4/2/2018,355282.883,991833.1229,76871.96937,75194.83029
4/9/2018,355495.4319,994265.9044,76895.13546,75229.23272
4/16/2018,355688.5644,996178.9149,76908.77452,75232.05088
4/23/2018,355938.7059,998395.4484,76934.73052,75247.93587
4/30/2018,356156.3395,1000304.567,76957.81273,75248.55962
5/7/2018,356423.9275,1002352.018,76971.81125,75270.96356
5/14/2018,356668.2517,1004148.41,76978.78395,75277.59535
5/21/2018,357052.2527,1006149.143,76981.94019,75284.3984
5/28/2018,357268.6466,1008174.705,77014.60154,75300.51936
6/4/2018,357748.8816,1010014.441,77024.66893,75336.76804
6/11/2018,358084.8287,1011475.644,77045.37895,75331.03716
6/18/2018,358439.7908,1013071.029,77061.36936,75350.08795
6/25/2018,358810.0298,1013980.588,77065.67593,75366.26455
7/2/2018,359055.5834,1015106.574,77073.42851,75385.5572
7/9/2018,359519.9053,1016514.47,77085.50463,75415.59665
7/16/2018,359958.8483,1017875.991,77095.42766,75417.37594
7/23/2018,360481.1828,1019050.056,77099.05777,75414.59188
7/30/2018,360828.9469,1020227.663,77117.2999,75431.1835
8/6/2018,361352.4749,1021595.022,77120.11132,75441.05816
8/13/2018,361875.7816,1022927.931,77130.95697,75442.07173
8/20/2018,362221.0844,1024344.43,77136.99931,75439.7591
8/27/2018,362804.1837,1025729.895,77149.91817,75460.50013
9/3/2018,363342.9705,1027295.635,77170.25052,75471.71211
9/10/2018,363722.3108,1028736.58,77188.61858,75471.04231
9/17/2018,364288.7056,1030226.274,77198.68626,75491.11654
9/24/2018,364791.1539,1031866.052,77227.56598,75504.59054
10/1/2018,365334.2473,1033460.241,77236.80221,75503.7671
10/8/2018,366020.7788,1034911.064,77242.17777,75511.60926
10/15/2018,366627.5114,1036272.893,77245.07899,75516.63949
10/22/2018,367514.9702,1038242.716,77260.64612,75527.35909
10/29/2018,368259.6955,1039625.97,77257.86143,75526.1671
11/5/2018,368973.0386,1041029.523,77265.36623,75532.97271
11/12/2018,369838.4511,1042403.791,77271.26698,75535.75467
11/19/2018,370586.0145,1043736.109,77293.08368,75533.21222
11/26/2018,371575.9925,1045049.421,77299.88994,75552.64374
12/3/2018,372498.4351,1045994.07,77313.34798,75542.62754
12/10/2018,373538.8731,1046733.88,77321.49971,75566.93179
12/17/2018,374672.1485,1047813.927,77329.92936,75585.55894
12/24/2018,375524.5568,1048382.757,77341.68542,75595.02072
12/31/2018,376582.1061,1049105.88,77339.2243,75608.00657
1/7/2019,377802.0025,1049974.931,77359.86173,75612.05538
1/14/2019,379048.7086,1051234.437,77374.72872,75617.22727
1/21/2019,380201.0394,1052364.395,77388.42295,75622.51842
1/28/2019,381383.5059,1053529.619,77393.92202,75651.21413
2/4/2019,382537.9238,1054618.767,77407.07816,75645.57164
2/11/2019,383663.4473,1055719.96,77424.36913,75660.25734
2/18/2019,384689.1552,1056994.37,77435.8742,75656.6615
2/25/2019,385923.4748,1058438.328,77456.63846,75688.4159
3/4/2019,387107.3381,1059710.592,77453.44717,75675.92556
3/11/2019,388311.7305,1061369.995,77457.07352,75683.57922
3/18/2019,389460.0761,1062965.988,77479.70898,75688.86664
3/25/2019,390496.4466,1064419.866,77492.29683,75702.90444
4/1/2019,391744.7218,1066140.356,77516.14686,75700.10326
4/8/2019,393066.5336,1067913.36,77521.43034,75706.95247
4/15/2019,393943.8921,1069176.559,77531.97377,75718.69497
4/22/2019,395301.5071,1070671.027,77553.21492,75712.8002
4/29/2019,396989.9118,1072301.787,77568.86241,75735.74983
5/6/2019,398607.0523,1073790.043,77564.3038,75738.84455
5/13/2019,400168.5256,1075609.868,77572.83375,75753.66076
5/20/2019,401886.9842,1077187.944,77580.85716,75755.26271
5/27/2019,403664.2384,1078922.726,77588.34073,75765.00301
6/3/2019,405312.2335,1080587.645,77597.42207,75768.5276
6/10/2019,407133.2321,1082112.017,77614.1772,75777.08696
6/17/2019,409111.9424,1083412.261,77619.07936,75781.79088
6/24/2019,410806.1281,1084518.381,77627.19847,75787.93372
7/1/2019,412556.1999,1085464.814,77637.51314,75814.10908
7/8/2019,415208.2023,1087113.894,77640.00304,75807.53835
7/15/2019,416789.406,1088385.28,77666.78234,75814.53676
7/22/2019,418561.541,1089617.625,77668.77422,75818.61651
7/29/2019,420095.5018,1090997.499,77675.75362,75817.16843
8/5/2019,421415.8334,1092166.885,77684.90845,75824.2098
8/12/2019,423027.1045,1093501.906,77689.52892,75823.59314
8/19/2019,424163.6761,1094677.111,77708.63847,75834.81776
8/26/2019,425564.3223,1095807.844,77709.00509,75838.0225
9/2/2019,426961.7279,1097101.979,77711.46706,75840.77045
9/9/2019,428469.1586,1098439.825,77724.89911,75847.16393
9/16/2019,429725.5545,1099923.606,77730.28563,75847.5786
9/23/2019,431070.2386,1101332.455,77744.37507,75853.10312
9/30/2019,431992.695,1102538.79,77743.17372,75859.26936
10/7/2019,433371.3818,1103882.111,77752.80651,75861.84869
10/14/2019,434726.675,1105077.232,77753.31667,75874.89875
10/21/2019,436105.6882,1106481.431,77769.27291,75882.28484
10/28/2019,437550.2219,1107691.165,77779.32673,75887.8536
11/4/2019,439007.7194,1109013.736,77776.70322,75888.24357
11/11/2019,440648.205,1110401.15,77788.74792,75897.23362
11/18/2019,441934.3493,1111708.295,77793.38242,75896.36401
11/25/2019,443393.2304,1112671.302,77798.75517,75910.98182
12/2/2019,444678.4397,1113502.416,77808.9357,75913.83781
12/9/2019,446354.4397,1114535.784,77820.82013,75917.71192
12/16/2019,448099.2153,1115410.75,77819.77827,75927.38205
12/23/2019,449689.8843,1116149.851,77818.72279,75927.41106
12/30/2019,451193.2271,1116850.671,77828.7354,75934.05002
1/6/2020,453470.6352,1117584.267,77848.39577,75941.25253
1/13/2020,455944.2062,1118650.473,77869.94476,75949.31671
1/20/2020,458448.419,1119441.26,77898.37225,75962.8104
1/27/2020,460502.2836,1120304.27,77903.50708,75965.54681
2/3/2020,462751.6058,1121287.869,77908.36672,75979.5664
2/10/2020,464975.1931,1122221.595,77906.17906,75986.94283
2/17/2020,466788.5865,1123272.848,77911.02413,75984.7985
2/24/2020,468669.8233,1124465.939,77911.95631,75996.32924
3/2/2020,470435.0502,1125686.645,77923.72465,75991.92097
3/9/2020,472190.4968,1126904.544,77926.25856,75996.8947
3/16/2020,473561.4352,1128240.752,77928.19427,75997.72995
3/23/2020,473984.0938,1128403.578,77929.73687,75997.67774
3/30/2020,474889.596,1128278.9,77928.63877,76003.37122
4/6/2020,475881.8306,1128573.743,77935.8997,76001.6443
4/13/2020,476693.2803,1128709.107,NA,76007.36062
4/20/2020,477621.003,1128823.491,77936.28525,76005.64094
4/27/2020,478509.0488,1129094.159,77939.70686,NA
5/4/2020,479229.8896,1129168.795,77939.4087,76011.35955
5/11/2020,480057.6161,1129432.849,77943.51731,76011.87728
5/18/2020,480885.1046,1129583.544,77945.41954,76016.19778
5/25/2020,481625.5093,1129784.099,77944.84193,NA
6/1/2020,482176.883,1129904.711,77951.76964,76014.58933
6/8/2020,482901.4116,1130073.462,77950.47903,76020.3432
6/15/2020,483301.4555,1130229.5,77950.69332,76020.87209
6/22/2020,483843.8724,1130352.921,77952.19634,76022.95946
6/29/2020,484299.9593,1130460.518,NA,76024.98715
7/6/2020,484823.6145,1130578.658,NA,76024.75925
7/13/2020,485201.1898,1130737.252,77954.76379,76025.9237
7/20/2020,485457.0592,1130851.833,77955.26174,76029.21249
7/27/2020,485796.0162,1130963.758,77955.83243,76033.30402
8/3/2020,486042.0095,1131070.584,77957.10728,76033.85968
8/10/2020,486318.3222,1131247.265,77957.93132,76033.71885
8/17/2020,486591.671,1131460.203,77960.93345,76034.9109
8/24/2020,486857.615,1131693.743,NA,NA
8/31/2020,487123.5589,1131956.41,77961.15312,NA
9/7/2020,487389.5028,1132240.121,77961.90197,76035.97176
9/14/2020,487655.4467,1132545.222,77964.95224,NA
9/21/2020,487921.3906,1132872.243,77965.14109,76039.22773
9/28/2020,488187.3345,1133214.48,NA,NA
10/5/2020,488453.2785,1133578.079,NA,NA
10/12/2020,488719.2224,1133953.416,NA,NA
10/19/2020,488985.1663,1134347.539,NA,76038.8355
10/26/2020,489251.1102,1134752.434,NA,76044.42122
11/2/2020,489517.0541,1135172.157,77965.90967,76044.89682
11/9/2020,489782.998,1135603.071,NA,NA
11/16/2020,490048.9419,1136044.713,77967.05783,76044.73062
11/23/2020,490314.8859,1136498.007,77967.96298,76045.91463
11/30/2020,490580.8298,1136958.91,77972.80266,NA
12/7/2020,490846.7737,1137431.039,NA,76046.97294
12/14/2020,491112.7176,1137909.153,77972.34737,76047.99142
12/21/2020,491378.6615,1138396.976,77972.77761,76053.47063
12/28/2020,491644.6054,1138890.454,NA,76051.67581
1/4/2021,491910.5494,1139391.459,77977.92134,76055.13393
1/11/2021,492176.4933,1139898.426,NA,76057.04245
1/18/2021,492442.4372,1140410.76,NA,NA
1/25/2021,492708.3811,1140929.283,NA,NA
2/1/2021,492974.325,1141451.614,NA,NA
2/8/2021,493240.2689,1141979.831,NA,NA
2/15/2021,493506.2129,1142511.113,77977.2714,76056.77678
2/22/2021,493772.1568,1143047.398,77979.71573,76057.92925
3/1/2021,494038.1007,1143586.666,77980.29251,76061.21425
3/8/2021,494304.0446,1144129.741,77982.70222,NA
3/15/2021,494569.9885,1144675.998,NA,NA
3/22/2021,494835.9324,1145224.932,77983.30116,76060.83123
3/29/2021,495101.8763,1145777.153,77983.8072,76061.94651
4/5/2021,495367.8203,1146331.279,77987.01291,NA
4/12/2021,495633.7642,1146888.485,NA,NA
4/19/2021,495899.7081,1147447.269,77987.10225,NA
4/26/2021,496165.652,1148008.623,77987.93454,76062.98305
5/3/2021,496431.5959,1148571.556,77990.93139,NA
5/10/2021,496697.5398,1149136.408,77991.15444,76063.95671
5/17/2021,496963.4838,1149702.961,NA,NA
5/24/2021,497229.4277,1150270.846,77993.79061,NA
5/31/2021,497495.3716,1150840.474,NA,NA
6/7/2021,497761.3155,1151411.057,77994.24457,76064.92518
6/14/2021,498027.2594,1151983.249,77994.84342,76065.89077
6/21/2021,498293.2033,1152556.255,77996.10024,NA
6/28/2021,498559.1473,1153130.579,77996.93583,76066.85477
7/5/2021,498825.0912,1153705.741,77998.04108,NA
7/12/2021,499091.0351,1154281.868,NA,76067.81789
7/19/2021,499356.979,1154858.904,77999.05133,76068.78051
7/26/2021,499622.9229,1155436.602,78000.08472,76069.74287
8/2/2021,499888.8668,1156015.222,78001.10074,NA
8/9/2021,500154.8107,1156594.323,78002.1298,76070.70508
8/16/2021,500420.7547,1157174.261,78003.14907,NA
8/23/2021,500686.6986,1157754.622,NA,76071.66721
8/30/2021,500952.6425,1158335.656,78004.17569,76072.62929
9/6/2021,501218.5864,1158917.138,NA,NA
9/13/2021,501484.5303,1159499.102,NA,76073.59135
9/20/2021,501750.4742,1160081.552,NA,76074.55339
9/27/2021,502016.4182,1160664.331,78005.19679,NA
10/4/2021,502282.3621,1161247.597,78006.22203,76075.51542
10/11/2021,502548.306,1161831.106,NA,76076.47745
10/18/2021,502814.2499,1162415.049,78007.24416,NA
10/25/2021,503080.1938,1162999.213,NA,76077.43948
11/1/2021,503346.1377,1163583.72,78008.26863,76078.4015
11/8/2021,503612.0817,1164168.466,NA,76079.36353
11/15/2021,503878.0256,1164753.453,78009.29135,76080.32555
11/22/2021,504143.9695,1165338.699,NA,76081.28758
11/29/2021,504409.9134,1165924.109,78010.31538,76082.2496
12/6/2021,504675.8573,1166509.776,78011.33842,76083.21163
12/13/2021,504941.8012,1167095.565,78012.36221,76084.17365
12/20/2021,505207.7452,1167681.579,NA,76085.13568
12/27/2021,505473.6891,1168267.71,NA,NA
1/3/2022,505739.633,1168854.014,78013.38544,NA
1/10/2022,506005.5769,1169440.446,78014.40908,76086.0977
1/17/2022,506271.5208,1170026.998,78015.43242,NA
1/24/2022,506537.4647,1170613.689,NA,NA
1/31/2022,506803.4086,1171200.461,NA,76087.05972
2/7/2022,507069.3526,1171787.367,78016.45598,NA
2/14/2022,507335.2965,1172374.337,78017.47938,NA
2/21/2022,507601.2404,1172961.422,NA,NA
2/28/2022,507867.1843,1173548.569,78018.5029,NA
3/7/2022,508133.1282,1174135.803,78019.52632,NA
3/14/2022,508399.0721,1174723.107,78020.54982,NA
3/21/2022,508665.0161,1175310.469,78021.57327,76088.02175
3/28/2022,508930.96,1175897.906,78022.59675,76088.98377
4/4/2022,509196.9039,1176485.383,78023.62021,76089.9458
4/11/2022,509462.8478,1177072.931,78024.64368,NA
4/18/2022,509728.7917,1177660.51,78025.66714,NA
4/25/2022,509994.7356,1178248.15,NA,76090.90782
5/2/2022,510260.6796,1178835.822,78026.69062,NA
5/9/2022,510526.6235,1179423.538,78027.71408,76091.86984
5/16/2022,510792.5674,1180011.291,NA,NA
5/23/2022,511058.5113,1180599.074,78028.73755,76092.83187
5/30/2022,511324.4552,1181186.896,78029.76102,76093.79389
6/6/2022,511590.3991,1181774.738,78030.78448,NA
6/13/2022,511856.343,1182362.617,78031.80795,76094.75592
6/20/2022,512122.287,1182950.512,78032.83142,76095.71794
6/27/2022,512388.2309,1183538.438,NA,76096.67997
7/4/2022,512654.1748,1184126.382,NA,76097.64199
7/11/2022,512920.1187,1184714.347,78033.85488,NA
7/18/2022,513186.0626,1185302.333,NA,76098.60401
7/25/2022,513452.0065,1185890.333,78034.87835,76099.56604
8/1/2022,513717.9505,1186478.354,78035.90182,76100.52806
8/8/2022,513983.8944,1187066.384,78036.92529,NA
8/15/2022,514249.8383,1187654.435,78037.94875,NA
8/22/2022,514515.7822,1188242.493,78038.97222,NA
8/29/2022,514781.7261,1188830.568,78039.99569,NA
9/5/2022,515047.67,1189418.651,78041.01916,NA
9/12/2022,515313.614,1190006.746,78042.04262,76101.49009
9/19/2022,515579.5579,1190594.851,78043.06609,76102.45211
9/26/2022,515845.5018,1191182.964,78044.08956,NA
10/3/2022,516111.4457,1191771.088,78045.11303,76103.41413
10/10/2022,516377.3896,1192359.216,78046.13649,76104.37616
10/17/2022,516643.3335,1192947.355,NA,NA
10/24/2022,516909.2774,1193535.498,78047.15996,NA
10/31/2022,517175.2214,1194123.649,78048.18343,NA
11/7/2022,517441.1653,1194711.805,78049.20689,NA
11/14/2022,517707.1092,1195299.967,NA,76105.33818
11/21/2022,517973.0531,1195888.134,78050.23036,76106.30021
11/28/2022,518238.997,1196476.305,78051.25383,NA
12/5/2022,518504.9409,1197064.482,NA,76107.26223
12/12/2022,518770.8849,1197652.661,78052.2773,NA
12/19/2022,519036.8288,1198240.846,78053.30076,76108.22426
12/26/2022,519302.7727,1198829.033,78054.32423,76109.18628
1/2/2023,519568.7166,1199417.223,78055.3477,NA
1/9/2023,519834.6605,1200005.417,78056.37117,76110.1483
1/16/2023,520100.6044,1200593.613,NA,NA
1/23/2023,520366.5484,1201181.813,78057.39463,NA
1/30/2023,520632.4923,1201770.014,NA,NA
2/6/2023,520898.4362,1202358.218,NA,NA
2/13/2023,521164.3801,1202946.423,NA,NA
2/20/2023,521430.324,1203534.632,NA,76111.11033
2/27/2023,521696.2679,1204122.841,78058.4181,NA
3/6/2023,521962.2118,1204711.052,NA,76112.07235
3/13/2023,522228.1558,1205299.265,NA,NA
3/20/2023,522494.0997,1205887.479,78059.44157,NA
3/27/2023,522760.0436,1206475.695,78060.46503,NA
4/3/2023,523025.9875,1207063.912,NA,NA
4/10/2023,523291.9314,1207652.13,NA,NA
4/17/2023,523557.8753,1208240.349,78061.4885,76113.03438
4/24/2023,523823.8193,1208828.57,NA,NA
5/1/2023,524089.7632,1209416.791,78062.51197,NA
5/8/2023,524355.7071,1210005.013,78063.53544,NA
5/15/2023,524621.651,1210593.236,78064.5589,76113.9964
5/22/2023,524887.5949,1211181.459,NA,NA
5/29/2023,525153.5388,1211769.684,NA,NA
6/5/2023,525419.4828,1212357.908,78065.58237,NA
6/12/2023,525685.4267,1212946.134,78066.60584,NA
6/19/2023,525951.3706,1213534.36,78067.62931,NA
6/26/2023,526217.3145,1214122.587,78068.65277,NA
7/3/2023,526483.2584,1214710.814,78069.67624,76114.95842
7/10/2023,526749.2023,1215299.041,NA,NA
7/17/2023,527015.1463,1215887.269,NA,NA
7/24/2023,527281.0902,1216475.498,NA,NA
7/31/2023,527547.0341,1217063.727,78070.69971,76115.92045
8/7/2023,527812.978,1217651.956,NA,76116.88247
8/14/2023,528078.9219,1218240.185,NA,76117.8445
8/21/2023,528344.8658,1218828.415,78071.72317,76118.80652
8/28/2023,528610.8097,1219416.645,78072.74664,76119.76854
9/4/2023,528876.7537,1220004.875,NA,76120.73057
9/11/2023,529142.6976,1220593.105,78073.77011,76121.69259
9/18/2023,529408.6415,1221181.336,78074.79358,NA
9/25/2023,529674.5854,1221769.567,78075.81704,NA
10/2/2023,529940.5293,1222357.798,NA,76122.65462
10/9/2023,530206.4732,1222946.029,NA,NA
10/16/2023,530472.4172,1223534.26,78076.84051,76123.61664
10/23/2023,530738.3611,1224122.492,78077.86398,NA
10/30/2023,531004.305,1224710.724,78078.88745,76124.57867
11/6/2023,531270.2489,1225298.955,78079.91091,76125.54069
11/13/2023,531536.1928,1225887.187,78080.93438,NA
11/20/2023,531802.1367,1226475.419,78081.95785,76126.50271
11/27/2023,532068.0807,1227063.651,78082.98131,NA
12/4/2023,532334.0246,1227651.884,78084.00478,NA
12/11/2023,532599.9685,1228240.116,78085.02825,76127.46474
12/18/2023,532865.9124,1228828.348,78086.05172,76128.42676
12/25/2023,533131.8563,1229416.581,NA,76129.38879
