DATE,Dengue,Zika,Varicella,Chikungunya
2/15/2021,480814.5257,76056.13555,1178295.159,77969.43995
2/22/2021,481506.5899,76057.15964,1179237.477,77972.55455
3/1/2021,482198.5595,76059.68738,1180170.813,77971.85187
3/8/2021,482890.4356,NA,1181126.409,77974.90342
3/15/2021,483582.2196,NA,1181922.919,NA
3/22/2021,484273.9125,76060.05066,1182650.933,77975.25394
3/29/2021,484965.5157,76061.39831,1183363.136,77975.58782
4/5/2021,485657.0304,NA,1184065.841,77978.41963
4/12/2021,486348.4579,NA,1184760.7,NA
4/19/2021,487039.7993,NA,1185449.026,77979.52413
4/26/2021,487731.056,76062.08088,1186132.264,77980.19071
5/3/2021,488422.2291,NA,1186804.981,77982.01893
5/10/2021,489113.3198,76061.66293,1187483.365,77981.9117
5/17/2021,489804.3295,NA,1188148.241,NA
5/24/2021,490495.2594,NA,1188809.35,77984.48736
5/31/2021,491186.1106,NA,1189467.989,NA
6/7/2021,491876.8844,76061.08033,1190130.377,77984.68037
6/14/2021,492567.5821,76060.35647,1190793.229,77987.07664
6/21/2021,493258.2048,NA,1191452.169,77987.81329
6/28/2021,493948.7539,76059.70495,1192097.977,77988.91518
7/5/2021,494639.2304,NA,1192748.033,77989.24053
7/12/2021,495329.6358,76059.29777,1193392.958,NA
7/19/2021,496019.9711,76059.14807,1194029.928,77975.4902
7/26/2021,496710.2377,76059.23128,1194669.821,77955.83304
8/2/2021,497400.4366,NA,1195687.988,77932.92088
8/9/2021,498090.5693,76059.4882,1197337.753,77907.34383
8/16/2021,498780.6368,NA,1199451.352,77880.52938
8/23/2021,499470.6405,76059.81954,1201474.626,NA
8/30/2021,500160.5814,76060.13271,1202998.474,77853.23692
9/6/2021,500850.461,NA,1204046.449,NA
9/13/2021,501540.2803,76060.36321,1204875.02,NA
9/20/2021,502230.0406,76060.47666,1205700.028,NA
9/27/2021,502919.743,NA,1206521.482,77825.86938
10/4/2021,503609.389,76060.47231,1207339.393,77799.69825
10/11/2021,504298.9795,76060.37706,1208153.772,NA
10/18/2021,504988.5159,NA,1208964.628,77774.97623
10/25/2021,505677.9994,76060.23211,1209771.973,NA
11/1/2021,506367.4311,76060.08075,1210575.817,77752.47151
11/8/2021,507056.8123,76059.95854,1211376.17,NA
11/15/2021,507746.1442,76059.88671,1212173.044,77732.05035
11/22/2021,508435.428,76059.8705,1212966.448,NA
11/29/2021,509124.665,76059.90151,1213756.393,77714.2567
12/6/2021,509813.8562,76059.96252,1214542.891,77699.24255
12/13/2021,510503.0029,76060.03328,1215325.951,77686.48177
12/20/2021,511192.1064,76060.09572,1216105.584,NA
12/27/2021,511881.1677,NA,1216881.8,NA
1/3/2022,512570.1882,NA,1217654.612,77676.71498
1/10/2022,513259.169,76060.13758,1218424.028,77669.40978
1/17/2022,513948.1113,NA,1219190.06,77664.42629
1/24/2022,514637.0163,NA,1219952.719,NA
1/31/2022,515325.8852,76060.15389,1220712.015,NA
2/7/2022,516014.7192,NA,1221467.959,77661.40227
2/14/2022,516703.5194,NA,1222220.561,77660.38145
2/21/2022,517392.2871,NA,1222969.833,NA
2/28/2022,518081.0235,NA,1223715.784,77660.96291
3/7/2022,518769.7297,NA,1224458.427,77662.90939
3/14/2022,519458.4069,NA,1225197.77,77665.94474
3/21/2022,520147.0564,76060.14651,1225933.827,77669.71076
3/28/2022,520835.6792,76060.12225,1226666.605,77674.20992
4/4/2022,521524.2765,76060.09022,1227396.118,77679.11307
4/11/2022,522212.8496,NA,1228122.375,77684.08448
4/18/2022,522901.3997,NA,1228845.387,77689.21811
4/25/2022,523589.9277,76060.05934,1229565.166,NA
5/2/2022,524278.4351,NA,1230281.721,77694.22886
5/9/2022,524966.9229,76060.03631,1230995.063,77699.00508
5/16/2022,525655.3922,NA,1231705.204,NA
5/23/2022,526343.8444,76060.02461,1232412.153,77703.44025
5/30/2022,527032.2804,76060.02443,1233115.922,77707.21593
6/6/2022,527720.7016,NA,1233816.522,77710.78032
6/13/2022,528409.1089,76060.03332,1234513.963,77713.85611
6/20/2022,529097.5037,76060.04729,1235208.256,77716.17037
6/27/2022,529785.8871,76060.06211,1235899.412,NA
7/4/2022,530474.2602,76060.07424,1236587.442,NA
7/11/2022,531162.6241,NA,1237272.355,77718.23931
7/18/2022,531850.98,76060.08154,1237954.164,NA
7/25/2022,532539.3292,76060.08341,1238632.878,77719.69338
8/1/2022,533227.6726,76060.08061,1239308.509,77720.8184
8/8/2022,533916.0115,NA,1239981.068,77721.39191
8/15/2022,534604.347,NA,1240650.564,77721.71368
8/22/2022,535292.6803,NA,1241317.009,77721.69921
8/29/2022,535981.0124,NA,1241980.413,77721.27359
9/5/2022,536669.3445,NA,1242640.788,77720.73624
9/12/2022,537357.6778,76060.07477,1243298.143,77720.01144
9/19/2022,538046.0134,76060.06788,1243952.49,77719.01581
9/26/2022,538734.3525,NA,1244603.84,77718.04855
10/3/2022,539422.696,76060.06171,1245252.202,77716.89315
10/10/2022,540111.0452,76060.0575,1245897.588,77715.8404
10/17/2022,540799.4013,NA,1246540.009,NA
10/24/2022,541487.7652,NA,1247179.474,77714.79211
10/31/2022,542176.1382,NA,1247815.995,77713.77576
11/7/2022,542864.5214,NA,1248449.583,77712.8108
11/14/2022,543552.9158,76060.05578,1249080.247,NA
11/21/2022,544241.3226,76060.05638,1249707.999,77711.91506
11/28/2022,544929.7429,NA,1250332.85,77712.21002
12/5/2022,545618.1779,76060.05867,1250954.809,NA
12/12/2022,546306.6285,NA,1251573.888,77713.35377
12/19/2022,546995.0959,76060.06178,1252190.097,77715.33887
12/26/2022,547683.5813,76060.06481,1252803.446,77717.83114
1/2/2023,548372.0857,NA,1253413.947,77720.75312
1/9/2023,549060.6102,76060.06711,1254021.61,77723.92061
1/16/2023,549749.156,NA,1254626.445,NA
1/23/2023,550437.724,NA,1255228.463,77727.23069
1/30/2023,551126.3155,NA,1255827.674,NA
2/6/2023,551814.9314,NA,1256424.089,NA
2/13/2023,552503.5729,NA,1257017.719,NA
2/20/2023,553192.2411,76060.06832,1257608.574,NA
2/27/2023,553880.937,NA,1258196.664,77730.62567
3/6/2023,554569.6618,76060.06839,1258781.999,NA
3/13/2023,555258.4164,NA,1259364.592,NA
3/20/2023,555947.202,NA,1259944.451,77733.93537
3/27/2023,556636.0197,NA,1260521.587,77737.11943
4/3/2023,557324.8704,NA,1261096.01,NA
4/10/2023,558013.7554,NA,1261667.732,NA
4/17/2023,558702.6756,76060.06757,1262236.762,77740.07068
4/24/2023,559391.6321,NA,1262803.11,NA
5/1/2023,560080.626,NA,1263366.788,77742.7974
5/8/2023,560769.6583,NA,1263927.805,77745.22122
5/15/2023,561458.7301,76060.06622,1264486.171,77747.31484
5/22/2023,562147.8424,NA,1265041.898,NA
5/29/2023,562836.9963,NA,1265594.994,NA
6/5/2023,563526.1929,NA,1266145.471,77749.13677
6/12/2023,564215.4331,NA,1266693.339,77750.58638
6/19/2023,564904.7181,NA,1267238.607,77751.72465
6/26/2023,565594.0488,NA,1267781.287,77752.56425
7/3/2023,566283.4264,76060.06477,1268321.388,77753.14643
7/10/2023,566972.8518,NA,1268858.921,NA
7/17/2023,567662.326,NA,1269393.895,NA
7/24/2023,568351.8502,NA,1269926.32,NA
7/31/2023,569041.4253,76060.06357,1270456.208,77753.46232
8/7/2023,569731.0523,76060.06283,1270983.568,NA
8/14/2023,570420.7323,76060.06262,1271508.409,NA
8/21/2023,571110.4664,76060.06287,1272030.743,77753.55985
8/28/2023,571800.2554,76060.06342,1272550.578,77753.46742
9/4/2023,572490.1005,76060.0641,1273067.926,NA
9/11/2023,573180.0027,76060.0647,1273582.796,77753.21869
9/18/2023,573869.9629,NA,1274095.198,77752.85874
9/25/2023,574559.9821,NA,1274605.142,77752.3872
10/2/2023,575250.0615,76060.06513,1275112.637,NA
10/9/2023,575940.2019,NA,1275617.695,NA
10/16/2023,576630.4044,76060.06531,1276120.324,77751.84647
10/23/2023,577320.6699,NA,1276620.535,77751.27998
10/30/2023,578010.9996,76060.06526,1277118.337,77750.67717
11/6/2023,578701.3943,76060.06505,1277613.741,77750.07559
11/13/2023,579391.855,NA,1278106.756,77749.49117
11/20/2023,580082.3828,76060.06474,1278597.391,77748.93904
11/27/2023,580772.9786,NA,1279085.657,77748.46145
12/4/2023,581463.6434,NA,1279571.564,77748.00323
12/11/2023,582154.3782,76060.06445,1280055.12,77747.60128
12/18/2023,582845.1839,76060.06422,1280536.337,77747.29172
12/25/2023,583536.0616,76060.06409,1281015.222,NA
