date,Chile,Colombia,Italy,Mexico,US
2021-01-25,26435.797900530044,62259.68733333327,83706.0,73341.1195833331,906761.5325
2021-02-01,24409.87121140664,35105.20447222213,85141.0,60679.07250000001,735081.7075
2021-02-08,25322.211128142695,32271.88838888891,87367.0,69903.20395833362,528815.14
2021-02-15,25838.88828003941,26422.894472222146,116019.0,43849.72783333336,447464.255
2021-02-22,28836.476355741466,26422.894472222146,142221.0,48220.10341666669,428789.425
2021-03-01,36262.14418258477,26629.19072222215,155656.0,36017.408916666674,391713.8525
2021-03-08,39738.03558969154,28749.590666666547,153234.0,34202.76462500003,389918.11
2021-03-15,44085.209267388855,49706.71904166717,155681.0,32120.546583333307,431637.31
2021-03-22,53091.2612667749,54896.55283333413,136207.0,24196.641083333358,445822.39
2021-03-29,54969.12688726553,101075.45054166697,101550.0,28722.74374999998,464855.4575
2021-04-05,50981.37978273809,113224.13706944595,100317.0,23674.841916666694,505353.7625
2021-04-12,45686.791422619055,115817.55905555599,92543.0,24012.626916666686,415693.8625
2021-04-19,41498.83073500111,123188.36688888882,82088.0,21209.459000000094,375276.605
2021-04-26,37681.269481438685,101556.24149999952,66448.0,16911.066083333335,310351.2175
2021-05-03,35805.79794349746,128049.89406944481,47912.0,16876.703208333358,250599.6425
2021-05-10,41476.15140877525,116407.54900000033,33061.0,15236.91437500001,213664.8525
2021-05-17,45528.46864132397,128743.37856944471,23820.0,15579.84499999999,153657.8025
2021-05-24,49078.83602931101,158997.2033333329,16425.0,20105.571833333306,119516.645
2021-05-31,49152.66208721144,194150.72672222377,12444.0,18843.393250000037,102472.6525
2021-06-07,45390.28531358225,194176.83227777932,8104.0,21374.88933333342,89363.305
2021-06-14,36335.918653606794,200638.44283333074,5093.0,29044.308916666632,92511.7175
2021-06-21,24875.85832178935,192399.7911666643,5248.0,32632.61199999996,102578.6175
2021-06-28,20033.264835352147,152249.92555555556,7959.0,73556.18345833362,128167.5825
2021-07-05,15697.343598526464,152223.3577777778,16182.0,56196.264916666674,191240.255
2021-07-12,12096.496714091469,92801.87933333336,29957.0,97251.92324999979,314305.515
2021-07-19,8856.994371572873,68321.42222222223,37933.0,98602.78737499983,497539.795
2021-07-26,8305.451098755411,48494.52933333351,41069.0,118283.88416666689,698282.98
2021-08-02,6648.468573863639,38133.27227777814,44252.0,125110.1275000003,851861.635
2021-08-09,5785.653228896108,17852.481111111185,43944.0,118301.60937500022,1024145.115
2021-08-16,5303.911147095964,17842.52388888896,45633.0,108997.23166666663,1082034.885
2021-08-23,4161.094175955991,11886.35272222233,41194.0,104745.63270833336,1110854.92
2021-08-30,3522.4287362914874,13974.739541666588,34973.0,73234.91049999978,1046845.3525
2021-09-06,3345.2137630772013,10736.542430555459,29698.0,60618.361333333356,999754.9225
2021-09-13,3691.430025162338,10644.754930555458,24203.0,55834.74133333334,908372.23
2021-09-20,5303.748621212127,10488.83090277769,21720.0,57612.39616666667,799327.71
2021-09-27,5569.599153409096,10012.610486111207,18282.0,46706.139875000015,684217.0675
2021-10-04,6660.171443813137,9700.018263888953,17583.0,34350.68758333317,579015.4725
2021-10-11,9929.000690205628,9672.466138888949,23286.0,21031.98375,538267.6875
2021-10-18,12253.514010246703,11745.410416666831,30780.0,21677.73920833343,539608.675
2021-10-25,13557.675518946337,11830.297222222398,36082.0,21302.535250000095,550125.3525
2021-11-01,16603.882729069548,16990.23365277781,52014.0,17032.156083333335,615359.3225
2021-11-08,16793.96586199911,16480.32547222223,65627.0,18683.143208333342,636961.745
2021-11-15,14977.32866566073,15073.327083333312,82130.0,19493.57150000002,586271.7525
2021-11-22,14853.139617181436,15087.061527777749,101264.0,18687.871125000034,749902.5225
2021-11-29,11875.01386875625,11914.766902777881,116435.0,16963.692791666672,887628.015
2021-12-06,10023.687906836225,14213.057124999941,163638.0,15348.39754166667,965860.66
2021-12-13,9170.643953192644,17094.520666666696,258158.0,27905.99683333335,1341885.62
2021-12-20,10203.894681457432,37723.68066666674,680763.0,35460.80937499995,2415179.1525
2021-12-27,14467.036308621937,104676.51916666722,1108863.0,76858.83825000032,3736983.69
2022-01-03,33481.28578243284,196966.78944444677,1269976.0,252026.2773749997,5134627.325
2022-01-10,68893.97448845598,201581.18783333074,1216763.0,252026.2773749997,4588615.7025
2022-01-17,142574.84949981957,152249.92555555556,1001807.0,252026.2773749997,3825830.7025
2022-01-24,190585.84074936877,93280.736,696251.0,251167.50487499972,2668111.3575
2022-01-31,195915.6554686148,68303.68583333335,483939.0,145055.97883333353,1575052.9825
2022-02-07,193995.30989718623,31946.18250000003,364300.0,121366.81833333347,1028100.2925
2022-02-14,184166.10893605693,17892.308194444515,294583.0,110384.27270833352,557140.8875
2022-02-21,163855.0537417027,11429.509152777864,261554.0,61378.30208333336,380275.205
2022-02-28,144301.96949116167,7994.776291666671,347095.0,35159.3142916665,261335.4
2022-03-07,116481.69329734847,5122.087638888942,488536.0,33354.992916666524,227423.52
2022-03-14,103869.94755167745,3770.965694444445,502980.0,23465.793625000137,208201.5825
2022-03-21,57715.579333784204,1890.899055555571,481092.0,25051.434916666654,199963.9225
2022-03-28,36218.67820072983,1808.5283611111352,446233.0,35485.77837499996,230480.3375
2022-04-04,21499.6757164849,1796.5302361111362,420040.0,20754.169583333336,259430.555
2022-04-11,19049.115134011794,1850.8454444444626,423969.0,6080.239375000001,310817.9325
2022-04-18,16278.534670947109,1790.0502361111367,368734.0,6349.6455,400507.755
2022-04-25,16034.602202415641,1404.8573194444443,294207.0,1863.2612500000002,481866.345
2022-05-02,20627.442290195926,1449.9832916666664,258875.0,6012.739583333334,630724.8075
2022-05-09,33120.08135882175,3136.152638888843,189679.0,7471.673833333345,744822.7475
2022-05-16,47993.79373566019,3794.785972222221,141325.0,7538.221333333347,754785.8
2022-05-23,55916.657857954546,5169.244722222277,117096.0,35485.77837499996,744829.5125
2022-05-30,59387.37821455626,8013.656986111114,147402.0,20921.91791666667,753937.48
2022-06-06,66235.6407548701,9268.752180555579,143588.92,21059.593083333337,750914.9975
2022-06-13,102391.15502561323,16926.476305555578,234972.6175,27223.989166666648,751038.215
2022-06-20,60170.948911616135,21878.67955555569,426977.42375,92308.4127916665,745344.2975
2022-06-27,57496.86949449852,21876.216777777914,438612.56625,117422.99195833351,781806.5925
