date,Chile,Colombia,Italy,Mexico,US
2022-04-04,24656643.54321047,42624225.8034325,108698490.31599721,40081347.506378405,564708475.2461096
2022-04-11,24772020.487546943,42634740.56826927,111505367.19541812,40116006.01467065,566814971.5319201
2022-04-18,24878657.81298644,42645233.3645582,114355582.85606486,40164275.75647808,569452649.6685237
2022-04-25,24986902.604016755,42651493.0659504,116684871.52634332,40179091.68721495,572709100.4389883
2022-05-02,25140944.66026961,42663907.09108784,118704263.28271778,40217632.18814127,576835961.0669253
2022-05-09,25372188.50343445,42683853.54365251,120186663.76399413,40263532.43001345,582006265.4927936
2022-05-16,25673664.226762284,42710081.219955325,121306103.68044151,40318844.505410284,587220143.8744607
2022-05-23,26052220.90520658,42747635.23102323,122180141.63815415,40473428.10395974,592298069.9338578
2022-05-30,26499153.392995838,42797000.82990626,123105536.22326973,40652170.762608126,597720334.7428784
2022-06-06,27012764.548378106,42880584.73600937,124421130.33536394,40934540.97760712,602824904.8093781
2022-06-13,27489319.761194523,43000845.89547822,126483280.1844516,41412222.997546636,607701265.8230847
2022-06-20,27949646.319449864,43153453.72894584,129625831.18291944,42184930.622862555,613253297.5474128
2022-06-27,28391200.709953804,43321566.5116564,134006926.36030228,43247959.82411713,618457195.8267516
2022-07-04,28788956.028428726,43489497.230065554,139039058.55532563,44571664.14846936,624831081.8299873
2022-07-11,28561171.932851575,43420518.05568309,136955715.1841537,44111093.362639375,624137675.1908772
2022-07-18,28494102.78002408,43378209.805582464,134103603.44438073,44265980.15092637,624126834.8479402
2022-07-25,28492556.595730994,43342657.7075833,136758364.93877217,44255711.23611819,624177958.3776776
2022-08-01,28490619.05359772,43399578.54886248,137063566.77721804,43948933.44224153,623947065.47707
2022-08-08,28676214.512261577,43354274.56305386,137634311.5555121,44303707.28999198,622544810.1882704
2022-08-15,28695598.01012819,43436132.29838303,138006520.10623288,43917908.353043154,622747692.1336281
2022-08-22,28660181.74298017,43321556.3684845,137535710.28873765,43939347.04947122,622777139.5020674
2022-08-29,28652721.795707855,43346524.947360106,137547530.9726682,44379803.35182499,622769271.2303433
2022-09-05,28510010.819115892,43381029.95916073,136955098.87732157,44303528.12695134,617142192.4156859
2022-09-12,28284765.115635443,43366564.77373546,136952281.58619517,44420042.692614704,616160808.1986519
