date,chikungunya_1,dengue_1,varicella_1,zika_1
2020-03-23,2.7325034647033664,963.5244559335714,275.4042106759413,1.2701720808630503
2020-03-30,2.444813905278978,940.8243032986393,211.45429432804332,2.577439826229257
2020-04-06,1.338208351737329,883.1928607250227,186.19723577300516,1.213641617745922
2020-04-13,2.466130702056314,894.5677888211408,195.54148252035372,2.6753870805918467
2020-04-20,1.3642861257658303,839.076086877625,172.01229234676447,0.646718222682504
2020-04-27,2.2968410237100447,797.0611974606785,186.07980271558705,1.8173537326731215
2020-05-04,1.4527990648576723,790.3932865144376,193.75977172129083,2.447234571746663
2020-05-11,1.5627110793601238,790.7398650087604,177.63954196660242,1.0031748050034224
2020-05-18,1.9517179921613357,685.6733006856621,162.13163133601125,0.8918106525529855
2020-05-25,1.8643074024601265,632.141494091015,161.29580842660343,2.234992764084554
2020-06-01,1.0492705264393458,580.9330523932256,159.30216243487288,1.7621437240901374
2020-06-08,0.9615198281254652,542.5196114588184,143.6854162711968,1.890904240022435
2020-06-15,1.1433388945562382,515.2390847611181,120.48956914931219,1.8176036565535314
2020-06-22,0.298722355000924,470.7280194510695,131.42344955108916,1.3841655468891843
2020-06-29,0.7340217749737135,454.38155465068473,135.59677103660314,1.4533143579878136
2020-07-06,1.1556144723047994,356.8719370880057,127.55141535605671,1.8393980348549381
2020-07-13,0.6169667281228032,337.3067132048182,120.30269218330237,2.7234045477069024
2020-07-20,0.8788956301704524,316.12106749543824,114.85164446181984,1.470317285276174
2020-07-27,0.9325482414274557,299.4763247815667,108.25699775185572,1.0867892637619478
2020-08-03,0.9095942406900593,288.4756122889779,130.53895503953703,0.8906931780413935
2020-08-10,0.6458361087724375,270.1779870253178,138.5039919153919,0.8992589897868217
2020-08-17,0.8218435423761791,298.43358192694706,125.26569925701237,0.3601567468613992
2020-08-24,0.8286711323805108,277.5250797683744,140.96681593844625,0.5580492413345608
2020-08-31,0.8286711323805108,297.5574241114493,141.89683145183875,1.3299997997702357
2020-09-07,1.210853575285899,287.775969482878,155.59470246820771,0.5098692160858543
2020-09-14,0.9966282008636975,296.08772616294283,159.75449820763941,0.8302866592788667
2020-09-21,0.5364422077605897,303.7373388757784,158.33087176781407,0.17802932712605882
2020-09-28,0.5022116384847075,307.945112659554,160.53839626003895,0.8287919789186832
2020-10-05,0.5364422077605897,310.1306583799143,165.3944877617379,0.3472064026481087
2020-10-12,0.5022116384847075,324.599359065092,184.4008781835114,1.617714026481255
2020-10-19,0.3268111340340518,281.9227689017666,160.57906348872308,1.8112788717717851
2020-10-26,1.048298355673539,293.7388401086498,168.43967034455653,0.8898797470425748
2020-11-02,1.048298355673539,288.7768489033372,162.66341218619897,0.3604184591857394
2020-11-09,1.0361867815203538,290.12126781041223,155.86579321911657,0.690452426788719
2020-11-16,1.4049582765623145,276.17280179424193,153.76318716592266,1.0666890688940325
2020-11-23,1.066833565383619,296.60284931161203,151.52817967720227,0.5231694070619468
2020-11-30,0.5764474440999897,298.7885978798507,148.8856840324723,0.9749832976023097
2020-12-07,1.1417094996120571,299.6392201541383,143.40061570837733,2.5291372045829283
2020-12-14,1.1130036231716975,316.6464180935295,138.81648453556792,1.1686370274492464
2020-12-21,1.0131809541266152,326.6576610818498,119.39460647301087,1.6422246557402163
2020-12-28,1.1549582699041112,357.550537338019,161.07358256447912,1.9137215280525564
2021-01-04,0.6181513307792368,416.61088476110336,166.98573602380398,0.9922752630032403
2021-01-11,0.3711949005013641,396.2981137970539,168.8919150729559,0.3818400578710218
2021-01-18,1.066316080044429,387.99390096443153,158.13387162746565,0.24494130490152421
2021-01-25,1.066316080044429,411.0777525399461,185.63063621866615,0.27674723462940787
2021-02-01,0.3943686583539976,421.76254983915794,162.81942670982562,0.5937316379853222
2021-02-08,1.352133788926969,448.4565697334896,197.11201047151638,1.137720529729956
2021-02-15,1.293983021620551,442.8983285337067,160.26594550438068,1.550255368985868
2021-02-22,1.0058026085656104,469.03644631908674,182.67167353301974,0.8464279918028478
2021-03-01,1.129714407154848,438.4876327395253,185.5067439075794,0.41342194360673223
2021-03-08,0.8693912509880042,360.6660200994385,188.05698831179203,0.14606821040915674
2021-03-15,1.0673129960782868,312.02550529991777,174.80299234972705,0.7566196983312181
2021-03-22,1.0854016669615243,325.28977996988544,164.45770036353082,0.7035111354189871
2021-03-29,0.6982280323579044,297.9500286767137,235.54215182487397,0.05277865775921993
2021-04-05,0.6714724828786118,284.08878674703385,177.31504661258745,0.24708680386602386
2021-04-12,0.8020521286066163,300.7627373578308,188.40528402770917,0.05619042296149592
2021-04-19,1.132089210088793,294.51994175553983,158.8517373838658,0.8221857910229365
2021-04-26,1.228063771688464,282.7529077907378,158.44487705731137,0.6168852980301626
2021-05-03,1.2657429020938644,324.23812621631515,152.60753706808947,0.7017221156832631
