"date","Dengue","Zika","Chicungunya","Varicela"
2018-04-02,378979.423372478,75143.7891463012,76874.3468156385,580473.30743709
2018-04-09,379674.824250263,75143.7894449062,76874.8845942196,580473.30743709
2018-04-16,380368.896963721,75143.7896993405,76875.3928358819,580473.30743709
2018-04-23,381061.636590115,75143.789916138,76875.8731625815,580473.30743709
2018-04-30,381753.038259146,75143.790100866,76876.3271072435,580473.30743709
2018-05-07,382443.097152972,75143.7902582684,76876.7561186447,580473.30743709
2018-05-14,383131.808506237,75143.7903923873,76877.1615660301,580473.30743709
2018-05-21,383819.167606083,75143.7905066669,76877.5447434758,580473.30743709
2018-05-28,384505.169792167,75143.7906040418,76877.9068740124,580473.30743709
2018-06-04,385189.810456668,75143.7906870127,76878.2491135239,580473.30743709
2018-06-11,385873.085044295,75143.7907577102,76878.5725544313,580473.30743709
2018-06-18,386554.989052291,75143.7908179499,76878.8782291755,580473.30743709
2018-06-25,387235.518030426,75143.7908692787,76879.1671135088,580473.30743709
2018-07-02,387914.667580999,75143.7909130148,76879.440129606,580473.30743709
2018-07-09,388592.433358822,75143.7909502813,76879.6981490046,580473.30743709
2018-07-16,389268.811071215,75143.7909820352,76879.9419953847,580473.30743709
2018-07-23,389943.796477982,75143.791009092,76880.1724471955,580473.30743709
2018-07-30,390617.385391398,75143.7910321464,76880.390240138,580473.30743709
2018-08-06,391289.573676181,75143.7910517905,76880.5960695119,580473.30743709
2018-08-13,391960.357249466,75143.7910685289,76880.7905924335,580473.30743709
2018-08-20,392629.732080776,75143.7910827912,76880.9744299315,580473.30743709
2018-08-27,393297.694191987,75143.7910949438,76881.1481689287,580473.30743709
2018-09-03,393964.239657289,75143.7911052987,76881.3123641143,580473.30743709
2018-09-10,394629.364603147,75143.7911141219,76881.4675397137,580473.30743709
2018-09-17,395293.065208254,75143.7911216399,76881.6141911612,580473.30743709
2018-09-24,395955.337703486,75143.7911280458,76881.7527866807,580473.30743709
2018-10-01,396616.178371847,75143.7911335042,76881.8837687799,580473.30743709
2018-10-08,397275.583548416,75143.7911381551,76882.0075556624,580473.30743709
2018-10-15,397933.549620289,75143.7911421181,76882.1245425625,580473.30743709
2018-10-22,398590.073026517,75143.7911454948,76882.2351030059,580473.30743709
2018-10-29,399245.15025804,75143.791148372,76882.3395900027,580473.30743709
2018-11-05,399898.777857621,75143.7911508237,76882.4383371732,580473.30743709
2018-11-12,400550.952419772,75143.7911529127,76882.5316598132,580473.30743709
2018-11-19,401201.670590682,75143.7911546926,76882.6198559003,580473.30743709
2018-11-26,401850.929068136,75143.7911562093,76882.7032070448,580473.30743709
2018-12-03,402498.724601435,75143.7911575016,76882.7819793888,580473.30743709
2018-12-10,403145.053991315,75143.7911586027,76882.8564244558,580473.30743709
2018-12-17,403789.914089854,75143.791159541,76882.926779953,580473.30743709
2018-12-24,404433.301800386,75143.7911603405,76882.993270531,580473.30743709
2018-12-31,405075.214077404,75143.7911610217,76883.0561085,580473.30743709
2019-01-07,405715.647926466,75143.7911616021,76883.1154945085,580473.30743709
2019-01-14,406354.600404095,75143.7911620967,76883.1716181829,580473.30743709
2019-01-21,406992.068617677,75143.7911625181,76883.2246587337,580473.30743709
2019-01-28,407628.04972535,75143.7911628772,76883.2747855269,580473.30743709
2019-02-04,408262.540935905,75143.7911631832,76883.3221586253,580473.30743709
2019-02-11,408895.539508665,75143.7911634439,76883.3669292992,580473.30743709
2019-02-18,409527.04275338,75143.791163666,76883.4092405092,580473.30743709
2019-02-25,410157.048030101,75143.7911638553,76883.449227363,580473.30743709
2019-03-04,410785.552749067,75143.7911640166,76883.4870175465,580473.30743709
2019-03-11,411412.554370578,75143.791164154,76883.5227317317,580473.30743709
2019-03-18,412038.050404872,75143.7911642711,76883.5564839615,580473.30743709
2019-03-25,412662.038411996,75143.7911643709,76883.5883820142,580473.30743709
2019-04-01,413284.516001676,75143.7911644559,76883.6185277479,580473.30743709
2019-04-08,413905.480833182,75143.7911645284,76883.6470174249,580473.30743709
2019-04-15,414524.930615194,75143.7911645901,76883.6739420198,580473.30743709
2019-04-22,415142.863105661,75143.7911646427,76883.6993875094,580473.30743709
2019-04-29,415759.276111661,75143.7911646875,76883.7234351477,580473.30743709
2019-05-06,416374.167489259,75143.7911647257,76883.7461617252,580473.30743709
2019-05-13,416987.535143356,75143.7911647582,76883.767639814,580473.30743709
2019-05-20,417599.377027546,75143.791164786,76883.7879379993,580473.30743709
2019-05-27,418209.691143961,75143.7911648096,76883.8071210988,580473.30743709
2019-06-03,418818.475543118,75143.7911648297,76883.8252503697,580473.30743709
2019-06-10,419425.728323764,75143.7911648469,76883.8423837039,580473.30743709
2019-06-17,420031.447632718,75143.7911648615,76883.8585758131,580473.30743709
2019-06-24,420635.631664709,75143.7911648739,76883.8738784033,580473.30743709
2019-07-01,421238.278662214,75143.7911648845,76883.8883403405,580473.30743709
2019-07-08,421839.386915292,75143.7911648936,76883.9020078057,580473.30743709
2019-07-15,422438.954761418,75143.7911649013,76883.9149244435,580473.30743709
2019-07-22,423036.980585314,75143.7911649078,76883.9271315006,580473.30743709
2019-07-29,423633.462818775,75143.7911649134,76883.938667958,580473.30743709
2019-08-05,424228.399940495,75143.7911649182,76883.949570655,580473.30743709
2019-08-12,424821.790475895,75143.7911649223,76883.9598744075,580473.30743709
2019-08-19,425413.632996941,75143.7911649257,76883.9696121187,580473.30743709
2019-08-26,426003.926121965,75143.7911649287,76883.9788148841,580473.30743709
2019-09-02,426592.668515487,75143.7911649312,76883.9875120911,580473.30743709
2019-09-09,427179.858888023,75143.7911649333,76883.9957315128,580473.30743709
2019-09-16,427765.495995907,75143.7911649351,76884.0034993963,580473.30743709
2019-09-23,428349.578641099,75143.7911649367,76884.0108405472,580473.30743709
2019-09-30,428932.105670995,75143.791164938,76884.0177784081,580473.30743709
2019-10-07,429513.075978239,75143.7911649391,76884.024335134,580473.30743709
2019-10-14,430092.488500526,75143.7911649401,76884.0305316625,580473.30743709
2019-10-21,430670.34222041,75143.7911649409,76884.0363877814,580473.30743709
2019-10-28,431246.636165104,75143.7911649416,76884.0419221911,580473.30743709
2019-11-04,431821.369406285,75143.7911649422,76884.0471525649,580473.30743709
2019-11-11,432394.54105989,75143.7911649427,76884.0520956051,580473.30743709
2019-11-18,432966.150285917,75143.7911649432,76884.0567670966,580473.30743709
2019-11-25,433536.196288222,75143.7911649435,76884.0611819569,580473.30743709
2019-12-02,434104.67831431,75143.7911649438,76884.0653542843,580473.30743709
2019-12-09,434671.595655132,75143.7911649441,76884.0692974025,580473.30743709
