date,Chile,Colombia,Italy,Mexico,US
2021-02-15,5694183.623561861,15722715.139729194,19981779.09964764,14428383.868083978,200102661.5988895
2021-02-22,5881338.136645394,15833215.01378642,20753795.401846457,14732439.588572768,202972364.72876993
2021-03-01,6133415.667202631,16039881.001138441,21939209.838483736,15038952.087576263,205829290.35601723
2021-03-08,6396224.355299607,16258353.681576278,23053248.05389868,15261285.523431161,208769220.40969884
2021-03-15,6697983.6329836305,16527385.40156717,24115138.653275132,15424564.626923937,211755539.34926516
2021-03-22,7026264.25190153,16893160.40385138,25260326.38187167,15623067.957832983,215350754.5206105
2021-03-29,7380540.918110954,17401927.30947078,26235843.555463202,15825577.407783568,217521180.28692728
2021-04-05,7737059.034198507,18187829.621225365,26719438.670509074,16114252.267507277,220782306.13471502
2021-04-12,8047704.931674274,19102002.201573547,27486577.98260808,16254512.591918513,224497833.90870577
2021-04-19,8341717.680609846,19890865.59604602,28181781.957968995,16321966.629316973,227511158.45954937
2021-04-26,8609648.743089685,20709510.416836232,28633276.38733983,16510831.919362929,228820023.0917042
2021-05-03,8865820.705513075,21504978.505747914,28975655.699467573,16593026.695171129,230596799.92519966
2021-05-10,9188541.672997706,22350890.667654205,29291924.630856045,16769488.482949847,231277523.8540671
2021-05-17,9487036.749607008,23113032.180898923,29459134.41243226,16898357.302016236,232589810.12227604
2021-05-24,9820981.332636833,24338262.731137354,29642095.69697996,17000358.520895455,233951674.60504135
2021-05-31,10159838.988538299,25769385.2304152,29801840.857937586,17162836.118648417,234618547.51632586
2021-06-07,10496755.369700467,26983226.188293945,29852565.753992066,17297856.930851724,235707797.38273254
2021-06-14,10744792.652038217,28327607.550133556,29795986.771898538,17500062.98890219,235325587.36626583
2021-06-21,10915848.470427709,29892056.42656889,29695141.09426995,17746149.562046964,235917842.11820966
2021-06-28,11060304.366282983,31086669.96192907,30034241.720976755,18046762.424727067,236858874.83870247
2021-07-05,11179823.26185248,32148235.11164879,30159110.43481939,18477667.119593184,239728149.29847455
2021-07-12,11241823.775865553,32855976.164234452,30207128.84572344,18995873.693209473,241559743.415896
2021-07-19,11287045.119802436,33308484.084490754,30319719.49200899,19701084.245067246,245195554.30789384
2021-07-26,11337461.143699361,33710420.46348511,30634281.37886291,20512892.27842649,250040880.94003856
2021-08-02,11390483.257716632,33951558.11688298,31030371.691926084,21326240.454662587,255860396.48045325
2021-08-09,11420680.243310288,34149071.78223509,31377232.82030689,22165008.815411493,262955510.63204816
2021-08-16,11433633.764339384,34294883.266259804,31598259.36162523,23063279.864263404,270164740.9044712
2021-08-23,11473668.763072487,34383195.937552534,31848728.94905616,23695463.7375644,277769078.78163236
2021-08-30,11496375.350235466,34452934.17914472,32103224.37037904,24309464.262435563,286540085.10697246
2021-09-06,11533746.872231824,34518271.58535617,32332538.903724555,24856966.24396112,292888953.0154554
2021-09-13,11555790.578181671,34562661.68132295,32458336.777052686,25167891.730232343,300684411.49357057
2021-09-20,11568058.842482544,34691970.12064549,32615271.714297466,25614298.972976148,304877115.237379
2021-09-27,11596461.690265208,34728883.14351611,32878708.7306711,25883466.644861512,309892994.1260558
2021-10-04,11659315.919674562,34873842.383130275,32976584.576589048,26217022.0280016,315186560.77728456
2021-10-11,11754058.14765823,34922564.12515082,33052832.025892384,26455523.514056414,318113199.7257545
2021-10-18,11843487.781996185,34957216.502992466,33271097.698264934,26499308.20228186,321177779.6323912
2021-10-25,11948711.124733873,35072023.85433801,33556640.00321737,26711833.60273857,325843997.76929915
2021-11-01,12040915.919237055,35185113.59139489,33810708.98232263,26869981.644566342,329667931.656664
2021-11-08,12164816.22724507,35285493.68721454,34356694.05956851,27011283.306527372,334262761.6766285
2021-11-15,12273214.129513051,35357854.12992399,34838864.577018626,27158653.838209245,338617204.57314134
2021-11-22,12373515.953513447,35560930.54491063,35435778.88106954,27326852.276766345,341977070.17954624
2021-11-29,12446340.904175922,35622072.787274346,36250477.26641288,27415458.373480506,348198232.0440858
2021-12-06,12512669.35038967,35739330.055873826,37123410.855052456,27539028.156543985,355740102.1311871
2021-12-13,12580658.341920607,35879352.92696074,39046937.40174457,27650665.60386657,363370609.75566846
2021-12-20,12661873.346001655,36054940.68372418,41945132.100743145,27844774.94657876,375496981.8790902
2021-12-27,12751702.6487589,36695282.94994928,48113221.61358884,28286941.300173774,403508657.7541653
2022-01-03,13022100.581566794,37964302.927790225,56846232.24423887,29724619.167750068,448581434.4996655
2022-01-10,13492971.348547086,39601102.24338303,65752193.60403146,31620939.230390303,487014727.23176044
2022-01-17,14239992.493728083,40821287.429037526,73791649.21265906,33740203.227095224,516758406.19603586
2022-01-24,15772745.874519315,41466808.71939929,79814840.64539286,35339353.132741235,535373162.33862627
2022-01-31,17555446.6754256,42001677.51825668,83554395.50288367,36669820.14526911,542778179.195008
2022-02-07,19258918.18594765,42252555.5697766,86261094.73129961,37244100.12661355,549314175.5534587
2022-02-14,20738024.3966269,42329417.53571407,88364165.77989116,38254576.66283412,551584376.7342465
2022-02-21,21867009.646590177,42410215.11454146,90290254.35341331,38767424.834357694,553979878.4803581
2022-02-28,22736309.461074684,42449432.032310724,92247340.8434264,39073407.741925105,556198229.6965997
2022-03-07,23437786.351315316,42536426.053569406,95034091.8505772,39356040.255319774,557684070.5856302
2022-03-14,24008822.570039142,42575559.92984756,99102731.24819654,39506998.59238616,558861040.6107124
2022-03-21,24274410.967701644,42581263.67836673,102356054.11331801,39613956.342578374,560695695.2734532
2022-03-28,24481002.20070968,42587085.873458564,105684130.96201012,39743540.53144069,562325667.4584
2022-04-04,24652272.134033754,42650122.33063948,108653717.97752205,40271057.8132706,564457965.2058836
2022-04-11,24765355.899511866,42615505.199184954,111627903.48146906,40108260.31396335,566658825.8827438
2022-04-18,24870688.930865612,42648005.13904927,114370871.70720941,40186427.444219574,569667052.240798
2022-04-25,24967180.844659053,42669882.12870178,116671778.45231295,40236384.499696486,572816831.9517084
2022-05-02,25112408.152429506,42697202.61042744,118715351.80170113,40217029.08761023,577694303.0323048
2022-05-09,25401166.80614701,42742153.09827264,120487507.95359462,40320422.333240114,581474359.4707658
2022-05-16,25669086.373616852,42779410.53873025,121545802.28879124,40321497.24900526,587504138.6017008
2022-05-23,26049509.76821564,42771825.28488338,122369801.63201201,40416860.5275498,590947620.1995066
2022-05-30,26460062.3358533,42807327.63234089,123174559.40771466,40759736.6727581,597902298.5216861
2022-06-06,27034854.52487252,42910084.900030494,124351069.88785312,40947411.47268166,602961323.9391103
2022-06-13,27534480.952049613,43008532.17543821,126429514.34360185,41354226.61434509,606921409.5690835
2022-06-20,27926105.41093321,43179152.057403475,129296417.86354083,42063698.26386532,613768714.4958911
2022-06-27,28374106.872405402,43370411.24544902,133730233.6676442,43087909.097104296,620142488.1888769
2022-07-04,28798207.561179273,43565591.98127857,138867052.73691982,44414876.3437313,624971129.2897222
2022-07-11,29143566.032823153,43785544.378248826,143963170.22591114,45772432.91101211,632535920.9912276
2022-07-18,29457340.72065071,43938637.92281696,146649983.8596988,46916748.344517455,637681378.7960229
2022-07-25,29871689.68304102,44027949.54403104,148818626.7443579,47177985.67289555,644802560.0637163
2022-08-01,30387285.282473728,44175320.17769337,150339215.2042679,48566526.55692131,649101673.1361532
2022-08-08,30916329.601634376,44185436.58519606,151366174.9982673,48595539.41355864,654487359.3625274
2022-08-15,31292308.13941692,44209586.701471604,152179125.13294262,48608980.52024671,658384877.4844246
2022-08-22,31606994.112219274,44254117.66501921,153187085.12545353,49309994.60694456,663718557.4786177
2022-08-29,31822112.84776377,44280604.08482574,154049853.84416184,49216152.63250283,666774372.6016498
2022-09-05,32040721.0375083,44378145.68688518,154633983.21051168,49327991.09657036,670739965.3302103
2022-09-12,31978694.00819657,44351592.313522585,155460233.68670455,49401602.290042415,673892362.2275891
2022-09-19,32430158.433825783,44377815.65749016,156658993.34647077,49409904.729768775,676740435.44486
2022-09-26,32444091.153737888,44390978.94440047,158633266.97399706,49560836.44563374,678748116.2444055
2022-10-03,32641998.87034204,44396974.841893494,160785199.033107,49642074.73338604,680430684.9744607
2022-10-10,32837249.64165903,44392699.16806027,162751282.43114847,49668899.50259692,682212531.7092239
2022-10-17,33130254.005156644,44374168.13940355,164299885.8779564,49695372.761011206,682422615.5404031
2022-10-24,33436944.253830373,44328724.00967992,165312440.7211344,49700042.190585144,684806267.9650791
2022-10-31,33659048.31555658,44347660.72264224,165728308.19216365,49781710.191980354,687610030.6655173
2022-11-07,34021781.01182669,44426326.04086648,167383573.1195412,49843862.8128262,690913307.7574123
2022-11-14,34237059.549858525,44415675.40089011,168747134.8891137,49858471.17243411,692472683.6963619
2022-11-21,34433157.330554,44394397.19437991,170412334.87841463,49948570.96493155,692846405.7957039
2022-11-28,34603065.453945465,44401628.35938579,172090266.2232404,49955710.445736334,698443981.0822055
2022-12-05,34750090.19557276,44468984.73730156,173812356.61050496,50219770.30477752,701511206.5730169
2022-12-12,34942766.73571222,44494924.29671049,174959994.59243342,50474602.8816013,705789485.6994557
2022-12-19,35127147.71656247,44588078.6458496,175977954.32893926,50668129.176582,708758906.8831075
