date,dengue_no_split,zika,varicela,chicunguya
4/2/2018,374174.4244,76304.94799,993522.5672,76420.54507
4/9/2018,374951.0329,76331.21365,994721.5265,76434.042
4/16/2018,375727.3452,76356.50675,995913.6067,76447.12781
4/23/2018,376503.3566,76380.86306,997098.8291,76459.81492
4/30/2018,377279.0627,76404.31703,998277.215,76472.11542
5/7/2018,378054.4587,76426.90187,999448.7861,76484.041
5/14/2018,378829.5402,76448.64957,1000613.564,76495.60304
5/21/2018,379604.3025,76469.59097,1001771.571,76506.81255
5/28/2018,380378.7412,76489.75578,1002922.829,76517.68021
6/4/2018,381152.8517,76509.17265,1004067.361,76528.21641
6/11/2018,381926.6294,76527.86916,1005205.188,76538.43119
6/18/2018,382700.0698,76545.87188,1006336.334,76548.33431
6/25/2018,383473.1684,76563.20643,1007460.821,76557.93524
7/2/2018,384245.9207,76579.89749,1008578.672,76567.24315
7/9/2018,385018.3222,76595.96884,1009689.911,76576.26695
7/16/2018,385790.3684,76611.44337,1010794.56,76585.01526
7/23/2018,386562.0547,76626.34315,1011892.643,76593.49646
7/30/2018,387333.3767,76640.68943,1012984.184,76601.71868
8/6/2018,388104.33,76654.5027,1014069.206,76609.68979
8/13/2018,388874.9101,76667.80267,1015147.734,76617.41743
8/20/2018,389645.1125,76680.60835,1016219.79,76624.90901
8/27/2018,390414.9328,76692.93803,1017285.4,76632.17171
9/3/2018,391184.3665,76704.80936,1018344.586,76639.2125
9/10/2018,391953.4093,76716.23931,1019397.375,76646.03814
9/17/2018,392722.0566,76727.24425,1020443.789,76652.65517
9/24/2018,393490.3042,76737.83993,1021483.854,76659.06996
10/1/2018,394258.1475,76748.04152,1022517.595,76665.28867
10/8/2018,395025.5823,76757.86364,1023545.035,76671.31727
10/15/2018,395792.6041,76767.32035,1024566.2,76677.16155
10/22/2018,396559.2086,76776.42523,1025581.115,76682.82715
10/29/2018,397325.3914,76785.19131,1026589.805,76688.31949
11/5/2018,398091.1482,76793.63119,1027592.294,76693.64387
11/12/2018,398856.4746,76801.75697,1028588.609,76698.80541
11/19/2018,399621.3663,76809.58032,1029578.774,76703.80908
11/26/2018,400385.819,76817.11245,1030562.815,76708.6597
12/3/2018,401149.8284,76824.3642,1031540.757,76713.36193
12/10/2018,401913.3901,76831.34597,1032512.626,76717.9203
12/17/2018,402676.4999,76838.0678,1033478.448,76722.33921
12/24/2018,403439.1536,76844.53934,1034438.248,76726.62292
12/31/2018,404201.3468,76850.76991,1035392.051,76730.77554
1/7/2019,404963.0754,76856.76845,1036339.884,76734.80109
1/14/2019,405724.335,76862.54359,1037281.772,76738.70345
1/21/2019,406485.1214,76868.10365,1038217.742,76742.48637
1/28/2019,407245.4305,76873.45661,1039147.819,76746.15351
2/4/2019,408005.2579,76878.61017,1040072.03,76749.70841
2/11/2019,408764.5996,76883.57177,1040990.399,76753.15448
2/18/2019,409523.4513,76888.34853,1041902.955,76756.49507
2/25/2019,410281.8088,76892.94733,1042809.721,76759.73339
3/4/2019,411039.668,76897.37479,1043710.726,76762.87257
3/11/2019,411797.0248,76901.6373,1044605.995,76765.91564
3/18/2019,412553.8749,76905.74098,1045495.553,76768.86553
3/25/2019,413310.2143,76909.69175,1046379.428,76771.72511
4/1/2019,414066.0388,76913.4953,1047257.646,76774.49712
4/8/2019,414821.3444,76917.15711,1048130.233,76777.18424
4/15/2019,415576.1269,76920.68246,1048997.216,76779.78908
4/22/2019,416330.3824,76924.07642,1049858.62,76782.31415
4/29/2019,417084.1066,76927.3439,1050714.472,76784.76188
5/6/2019,417837.2956,76930.48959,1051564.799,76787.13465
5/13/2019,418589.9453,76933.51804,1052409.627,76789.43475
5/20/2019,419342.0516,76936.4336,1053248.982,76791.66439
5/27/2019,420093.6106,76939.24049,1054082.891,76793.82575
6/3/2019,420844.6183,76941.94275,1054911.38,76795.92089
6/10/2019,421595.0706,76944.54428,1055734.476,76797.95186
6/17/2019,422344.9636,76947.04883,1056552.205,76799.92062
6/24/2019,423094.2934,76949.46001,1057364.594,76801.82906
7/1/2019,423843.0558,76951.78131,1058171.668,76803.67904
7/8/2019,424591.2471,76954.01606,1058973.454,76805.47234
7/15/2019,425338.8633,76956.1675,1059769.98,76807.21071
7/22/2019,426085.9005,76958.23873,1060561.27,76808.89581
7/29/2019,426832.3548,76960.23273,1061347.352,76810.52929
8/5/2019,427578.2222,76962.15239,1062128.251,76812.11271
8/12/2019,428323.499,76964.00048,1062903.995,76813.64762
8/19/2019,429068.1812,76965.77966,1063674.61,76815.13551
8/26/2019,429812.265,76967.4925,1064440.121,76816.5778
9/2/2019,430555.7465,76969.14147,1065200.555,76817.97589
9/9/2019,431298.622,76970.72896,1065955.939,76819.33115
9/16/2019,432040.8877,76972.25725,1066706.298,76820.64487
9/23/2019,432782.5397,76973.72855,1067451.659,76821.91834
9/30/2019,433523.5742,76975.14499,1068192.049,76823.15279
10/7/2019,434263.9876,76976.5086,1068927.492,76824.3494
10/14/2019,435003.776,76977.82137,1069658.015,76825.50935
10/21/2019,435742.9357,76979.08518,1070383.645,76826.63374
10/28/2019,436481.4631,76980.30186,1071104.407,76827.72368
11/4/2019,437219.3543,76981.47317,1071820.328,76828.78021
11/11/2019,437956.6057,76982.6008,1072531.432,76829.80437
11/18/2019,438693.2136,76983.68637,1073237.747,76830.79714
11/25/2019,439429.1743,76984.73146,1073939.298,76831.75947
12/2/2019,440164.4842,76985.73758,1074636.111,76832.69232
12/9/2019,440899.1396,76986.70617,1075328.212,76833.59657
12/16/2019,441633.137,76987.63863,1076015.626,76834.47311
12/23/2019,442366.4727,76988.53632,1076698.379,76835.32278
12/30/2019,443099.1431,76989.40054,1077376.497,76836.14641
1/6/2020,443831.1446,76990.23251,1078050.005,76836.9448
1/13/2020,444562.4738,76991.03346,1078718.929,76837.71871
1/20/2020,445293.127,76991.80454,1079383.294,76838.4689
1/27/2020,446023.1006,76992.54685,1080043.126,76839.1961
2/3/2020,446752.3913,76993.26149,1080698.45,76839.901
2/10/2020,447480.9955,76993.94946,1081349.292,76840.5843
2/17/2020,448208.9096,76994.61178,1081995.676,76841.24665
2/24/2020,448936.1302,76995.24939,1082637.628,76841.8887
3/2/2020,449662.6538,76995.86322,1083275.173,76842.51107
3/9/2020,450388.4771,76996.45416,1083908.335,76843.11436
3/16/2020,451113.5965,76997.02305,1084537.141,76843.69916
3/23/2020,451838.0087,76997.57073,1085161.614,76844.26603
3/30/2020,452561.7103,76998.09797,1085781.781,76844.81552
4/6/2020,453284.6979,76998.60555,1086397.664,76845.34817
4/13/2020,454006.968,76999.0942,1087009.29,
4/20/2020,454728.5175,76999.56462,1087616.683,76845.86449
4/27/2020,455449.3429,,1088219.867,76846.36498
5/4/2020,456169.4409,77000.0175,1088818.867,76846.85012
5/11/2020,456888.8082,77000.45348,1089413.707,76847.3204
5/18/2020,457607.4416,77000.8732,1090004.412,76847.77626
5/25/2020,458325.3377,,1090591.006,76848.21814
6/1/2020,459042.4932,77001.27726,1091173.514,76848.64648
6/8/2020,459758.905,77001.66625,1091751.958,76849.06169
6/15/2020,460474.5698,77002.04074,1092326.364,76849.46416
6/22/2020,461189.4844,77002.40125,1092896.756,76849.8543
6/29/2020,461903.6456,77002.74831,1093463.156,
7/6/2020,462617.0503,77003.08243,1094025.59,
7/13/2020,463329.6952,77003.40409,1094584.08,76850.23248
7/20/2020,464041.5773,77003.71375,1095138.651,76850.59906
7/27/2020,464752.6934,77004.01186,1095689.325,76850.95441
8/3/2020,465463.0403,77004.29884,1096236.127,76851.29886
8/10/2020,466172.6151,77004.57512,1096779.081,76851.63275
8/17/2020,466881.4146,77004.8411,1097318.208,76851.9564
8/24/2020,467589.4358,,1097853.533,
8/31/2020,468296.6755,,1098385.078,76852.27013
9/7/2020,469003.1308,77005.09715,1098912.867,76852.57425
9/14/2020,469708.7986,,1099436.923,76852.86903
9/21/2020,470413.676,77005.34366,1099957.268,76853.15479
9/28/2020,471117.7599,,1100473.925,
10/5/2020,471821.0474,,1100986.918,
10/12/2020,472523.5356,,1101496.269,
10/19/2020,473225.2215,77005.58096,1102001.999,
10/26/2020,473926.1022,77005.80942,1102504.133,
11/2/2020,474626.1749,77006.02935,1103002.691,76853.43178
11/9/2020,475325.4365,,1103497.697,
11/16/2020,476023.8843,77006.24108,1103989.172,76853.70027
11/23/2020,476721.5155,77006.44491,1104477.139,76853.96054
11/30/2020,477418.3271,,1104961.619,76854.21283
12/7/2020,478114.3163,77006.64113,1105442.635,
12/14/2020,478809.4803,77006.83004,1105920.208,76854.45738
12/21/2020,479503.8164,77007.0119,1106394.36,76854.69443
12/28/2020,480197.3218,77007.18698,1106865.113,
1/4/2021,480889.9938,77007.35552,1107332.488,76854.92422
1/11/2021,481581.8296,77007.51778,1107796.506,
1/18/2021,482272.8265,,1108257.19,
1/25/2021,482962.9818,,1108714.56,
2/1/2021,483652.2928,,1109168.637,
2/8/2021,484340.7569,,1109619.443,
2/15/2021,485028.3714,77007.67399,1110066.998,76855.14695
2/22/2021,485715.1337,77007.82437,1110511.323,76855.36287
3/1/2021,486401.0412,77007.96914,1110952.44,76855.57216
3/8/2021,487086.0913,,1111390.368,76855.77503
3/15/2021,487770.2812,,1111825.129,
3/22/2021,488453.6086,77008.10851,1112256.742,76855.97168
3/29/2021,489136.0709,77008.24268,1112685.229,76856.16231
4/5/2021,489817.6656,,1113110.609,76856.34709
4/12/2021,490498.39,,1113532.903,
4/19/2021,491178.2418,,1113952.131,76856.5262
4/26/2021,491857.2185,77008.37184,1114368.313,76856.69983
5/3/2021,492535.3176,,1114781.468,76856.86813
5/10/2021,493212.5366,77008.49619,1115191.618,76857.03126
5/17/2021,493888.8732,,1115598.78,
5/24/2021,494564.325,,1116002.976,76857.1894
5/31/2021,495238.8894,,1116404.224,
6/7/2021,495912.5643,77008.6159,1116802.544,76857.34269
6/14/2021,496585.3471,77008.73114,1117197.955,76857.49128
6/21/2021,497257.2355,,1117590.476,76857.63531
6/28/2021,497928.2272,77008.84208,1117980.128,76857.77493
7/5/2021,498598.32,,1118366.928,76857.91026
7/12/2021,499267.5115,77008.94889,1118750.896,
7/19/2021,499935.7995,77009.05171,1119132.05,76858.04145
7/26/2021,500603.1817,77009.15069,1119510.409,76858.16861
8/2/2021,501269.6558,,1119885.993,76858.29188
8/9/2021,501935.2198,77009.24598,1120258.819,76858.41136
8/16/2021,502599.8713,,1120628.905,76858.52719
8/23/2021,503263.6081,77009.33772,1120996.272,
8/30/2021,503926.4282,77009.42604,1121360.935,76858.63946
9/6/2021,504588.3294,,1121722.915,
9/13/2021,505249.3095,77009.51106,1122082.228,
9/20/2021,505909.3664,77009.59291,1122438.894,
9/27/2021,506568.498,,1122792.929,76858.74828
10/4/2021,507226.7023,77009.6717,1123144.351,76858.85377
10/11/2021,507883.977,77009.74756,1123493.179,
10/18/2021,508540.3202,,1123839.43,76858.95603
10/25/2021,509195.7299,77009.82059,1124183.12,
11/1/2021,509850.204,77009.89089,1124524.269,76859.05515
11/8/2021,510503.7406,77009.95857,1124862.893,
11/15/2021,511156.3377,77010.02372,1125199.009,76859.15123
11/22/2021,511807.9933,77010.08645,1125532.634,
11/29/2021,512458.7055,77010.14683,1125863.786,76859.24437
12/6/2021,513108.4724,77010.20496,1126192.482,76859.33465
12/13/2021,513757.2921,77010.26092,1126518.737,76859.42216
12/20/2021,514405.1626,77010.3148,1126842.569,
12/27/2021,515052.0821,,1127163.996,
1/3/2022,515698.0487,,1127483.032,76859.50699
1/10/2022,516343.0607,77010.36666,1127799.695,76859.58922
1/17/2022,516987.1161,,1128114.001,76859.66892
1/24/2022,517630.2132,,1128425.966,
1/31/2022,518272.3502,77010.41659,1128735.607,
2/7/2022,518913.5251,,1129042.939,76859.74619
2/14/2022,519553.7364,,1129347.979,76859.82108
2/21/2022,520192.9823,,1129650.743,
2/28/2022,520831.261,,1129951.245,76859.89368
3/7/2022,521468.5709,,1130249.503,76859.96405
3/14/2022,522104.9103,,1130545.532,76860.03226
3/21/2022,522740.2775,77010.46466,1130839.346,76860.09838
3/28/2022,523374.6709,77010.51094,1131130.963,76860.16248
4/4/2022,524008.0888,77010.55548,1131420.396,76860.22461
4/11/2022,524640.5296,,1131707.662,76860.28483
4/18/2022,525271.9918,,1131992.775,76860.34321
4/25/2022,525902.4736,77010.59837,1132275.751,
5/2/2022,526531.9737,,1132556.604,76860.3998
5/9/2022,527160.4903,77010.63966,1132835.35,76860.45465
5/16/2022,527788.0221,,1133112.003,
5/23/2022,528414.5674,77010.6794,1133386.578,76860.50782
5/30/2022,529040.1248,77010.71767,1133659.09,76860.55936
6/6/2022,529664.6926,,1133929.553,76860.60932
6/13/2022,530288.2695,77010.7545,1134197.981,76860.65775
6/20/2022,530910.854,77010.78997,1134464.39,76860.70469
6/27/2022,531532.4448,77010.8241,1134728.793,
7/4/2022,532153.0404,77010.85697,1134991.205,
7/11/2022,532772.6393,,1135251.639,76860.7502
7/18/2022,533391.2403,77010.88861,1135510.111,
7/25/2022,534008.8419,77010.91907,1135766.632,76860.7943
8/1/2022,534625.4428,77010.94839,1136021.219,76860.83706
8/8/2022,535241.0417,,1136273.883,76860.87851
8/15/2022,535855.6373,,1136524.64,76860.91868
8/22/2022,536469.2282,,1136773.502,76860.95762
8/29/2022,537081.8132,,1137020.484,76860.99537
9/5/2022,537693.391,,1137265.598,76861.03196
9/12/2022,538303.9604,77010.97662,1137508.857,76861.06743
9/19/2022,538913.5201,77011.0038,1137750.276,76861.10181
9/26/2022,539522.0688,,1137989.868,76861.13514
10/3/2022,540129.6055,77011.02996,1138227.645,76861.16744
10/10/2022,540736.1288,77011.05515,1138463.62,76861.19876
10/17/2022,541341.6377,,1138697.807,
10/24/2022,541946.131,,1138930.218,76861.22911
10/31/2022,542549.6075,,1139160.866,76861.25854
11/7/2022,543152.0661,,1139389.764,76861.28706
11/14/2022,543753.5058,77011.07939,1139616.924,
11/21/2022,544353.9255,77011.10274,1139842.359,76861.31471
11/28/2022,544953.324,,1140066.081,76861.34151
12/5/2022,545551.7003,77011.12521,1140288.103,
12/12/2022,546149.0535,,1140508.438,76861.36748
12/19/2022,546745.3824,77011.14684,1140727.096,76861.39266
12/26/2022,547340.686,77011.16767,1140944.09,76861.41707
1/2/2023,547934.9634,,1141159.434,76861.44073
1/9/2023,548528.2135,77011.18772,1141373.137,76861.46367
1/16/2023,549120.4355,,1141585.213,
1/23/2023,549711.6284,,1141795.673,76861.4859
1/30/2023,550301.7912,,1142004.528,
2/6/2023,550890.923,,1142211.791,
2/13/2023,551479.0231,,1142417.474,
2/20/2023,552066.0903,77011.20702,1142621.587,
2/27/2023,552652.124,,1142824.142,76861.50745
3/6/2023,553237.1233,77011.2256,1143025.15,
3/13/2023,553821.0872,,1143224.623,
3/20/2023,554404.0151,,1143422.573,76861.52834
3/27/2023,554985.9061,,1143619.009,76861.54859
4/3/2023,555566.7594,,1143813.943,
4/10/2023,556146.5742,,1144007.387,
4/17/2023,556725.3499,77011.24349,1144199.35,76861.56822
4/24/2023,557303.0855,,1144389.845,
5/1/2023,557879.7806,,1144578.881,76861.58724
5/8/2023,558455.4342,,1144766.47,76861.60569
5/15/2023,559030.0458,77011.26071,1144952.622,76861.62356
5/22/2023,559603.6146,,1145137.347,
5/29/2023,560176.14,,1145320.656,
6/5/2023,560747.6214,,1145502.56,76861.64089
6/12/2023,561318.058,,1145683.069,76861.65769
6/19/2023,561887.4494,,1145862.193,76861.67397
6/26/2023,562455.7949,,1146039.943,76861.68975
7/3/2023,563023.0938,77011.27729,1146216.328,76861.70505
7/10/2023,563589.3457,,1146391.358,
7/17/2023,564154.55,,1146565.045,
7/24/2023,564718.706,,1146737.396,
7/31/2023,565281.8134,77011.29325,1146908.424,76861.71988
8/7/2023,565843.8716,77011.30861,1147078.136,
8/14/2023,566404.88,77011.3234,1147246.543,
8/21/2023,566964.8383,77011.33764,1147413.655,76861.73426
8/28/2023,567523.7459,77011.35135,1147579.482,76861.74819
9/4/2023,568081.6024,77011.36455,1147744.032,
9/11/2023,568638.4074,77011.37725,1147907.315,76861.7617
9/18/2023,569194.1604,,1148069.341,76861.77479
9/25/2023,569748.861,,1148230.119,76861.78748
10/2/2023,570302.5088,77011.38949,1148389.659,
10/9/2023,570855.1034,,1148547.969,
10/16/2023,571406.6445,77011.40126,1148705.058,76861.79979
10/23/2023,571957.1317,,1148860.936,76861.81171
10/30/2023,572506.5647,77011.4126,1149015.613,76861.82327
11/6/2023,573054.9431,77011.42351,1149169.096,76861.83447
11/13/2023,573602.2667,,1149321.394,76861.84534
11/20/2023,574148.5351,77011.43401,1149472.517,76861.85586
11/27/2023,574693.7481,,1149622.474,76861.86607
12/4/2023,575237.9054,,1149771.272,76861.87596
12/11/2023,575781.0067,77011.44413,1149918.921,76861.88555
12/18/2023,576323.0518,77011.45386,1150065.429,76861.89485
12/25/2023,576864.0405,77011.46323,1150210.806,
