SEMANA,ANO,idx,count,DATE
23,2014,CLINICA SAN FRANCISCO SA_VALLE_TULUA,1,2014-06-02
23,2014,IPS UNIVERSITARIA HOSPITAL GENERAL DE BARRANQUILLA_ATLANTICO_BARRANQUILLA,2,2014-06-02
23,2014,IPS UNIVERSITARIA SEDE CAMINO SALUD METROPOLITANA_ATLANTICO_BARRANQUILLA,1,2014-06-02
23,2014,IPS UNIVERSITARIA SEDE CAMINO SIMON BOLIVAR_ATLANTICO_BARRANQUILLA,8,2014-06-02
23,2014,IPS UNIVERSITARIA SEDE PASO LAS FLORES_ATLANTICO_BARRANQUILLA,1,2014-06-02
24,2014,HOSPITAL UNIVERSITARIO FUNDACION SANTA FE - USAQU_EXTERIOR_EXTERIOR_REPÚBLICA DOMINICANA,1,2014-06-09
24,2014,IPS UNIVERSITARIA HOSPITAL GENERAL DE BARRANQUILLA_ATLANTICO_BARRANQUILLA,1,2014-06-09
24,2014,IPS UNIVERSITARIA SEDE CAMINO BOSQUE DE MARIA_ATLANTICO_BARRANQUILLA,1,2014-06-09
24,2014,IPS UNIVERSITARIA SEDE CAMINO METROPOLITANO_ATLANTICO_BARRANQUILLA,1,2014-06-09
24,2014,IPS UNIVERSITARIA SEDE CAMINO SALUD METROPOLITANA_ATLANTICO_BARRANQUILLA,1,2014-06-09
24,2014,IPS UNIVERSITARIA SEDE CAMINO SIMON BOLIVAR_ATLANTICO_BARRANQUILLA,3,2014-06-09
24,2014,IPS UNIVERSITARIA SEDE CAMINO SUROCCIDENTE_ATLANTICO_BARRANQUILLA,1,2014-06-09
24,2014,IPS UNIVERSITARIA SEDE HOSPITAL NAZARETH_ATLANTICO_BARRANQUILLA,1,2014-06-09
25,2014,IPS UNIVERSITARIA SEDE PASO LAS FLORES_ATLANTICO_BARRANQUILLA,1,2014-06-16
25,2014,IPS UNIVERSITARIA SEDE CAMINO SUROCCIDENTE_ATLANTICO_BARRANQUILLA,3,2014-06-16
25,2014,IPS UNIVERSITARIA SEDE HOSPITAL NAZARETH_ATLANTICO_BARRANQUILLA,1,2014-06-16
25,2014,IPS UNIVERSITARIA SEDE CAMINO SIMON BOLIVAR_ATLANTICO_BARRANQUILLA,1,2014-06-16
25,2014,IPS UNIVERSITARIA HOSPITAL GENERAL DE BARRANQUILLA_ATLANTICO_BARRANQUILLA,1,2014-06-16
25,2014,IPS UNIVERSITARIA SEDE CAMINO SIMON BOLIVAR_ATLANTICO_SOLEDAD,1,2014-06-16
26,2014,IPS UNIVERSITARIA SEDE CAMINO BOSQUE DE MARIA_BOLIVAR_SAN JUAN NEPOMUCENO,1,2014-06-23
26,2014,IPS UNIVERSITARIA SEDE CAMINO SALUD METROPOLITANA_ATLANTICO_BARRANQUILLA,1,2014-06-23
26,2014,IPS UNIVERSITARIA SEDE CAMINO SIMON BOLIVAR_ATLANTICO_BARRANQUILLA,1,2014-06-23
26,2014,IPS UNIVERSITARIA SEDE CAMINO SUROCCIDENTE_ATLANTICO_BARRANQUILLA,2,2014-06-23
26,2014,SECRETARIA DE SALUD DE SAN JUAN NEPOMUCENO_BOLIVAR_SAN JUAN NEPOMUCENO,1,2014-06-23
27,2014,SERVICIO MEDICO UNIVALLE CAMBULOS_EXTERIOR_* EXTERIOR. PAÍS DESCONOCIDO,1,2014-06-30
27,2014,IPS UNIVERSITARIA SEDE PASO LAS FLORES_ATLANTICO_BARRANQUILLA,2,2014-06-30
27,2014,IPS UNIVERSITARIA SEDE CAMINO SUROCCIDENTE_ATLANTICO_BARRANQUILLA,1,2014-06-30
27,2014,IPS UNIVERSITARIA HOSPITAL GENERAL DE BARRANQUILLA_ATLANTICO_BARRANQUILLA,1,2014-06-30
27,2014,IPS UNIVERSITARIA SEDE CAMINO METROPOLITANO_ATLANTICO_BARRANQUILLA,1,2014-06-30
27,2014,ASISTENCIA EN SERVICIOS DE SALUD INTEGRALES SA_VALLE_TULUA,1,2014-06-30
27,2014,IPS UNIVERSITARIA SEDE CAMINO METROPOLITANO_ATLANTICO_MALAMBO,1,2014-06-30
28,2014,IPS UNVERSITARIA SEDE HOSPITAL LA MANGA_ATLANTICO_BARRANQUILLA,1,2014-07-07
28,2014,SECRETARIA DISTRITAL DE SALUD_EXTERIOR_* EXTERIOR. PAÍS DESCONOCIDO,1,2014-07-07
28,2014,SECRETARIA DE SALUD DE BOGOTA-USAQUEN-LOS CEDROS_VALLE_BUGALAGRANDE,1,2014-07-07
28,2014,IPS UNIVERSITARIA SEDE CAMINO SALUD METROPOLITANA_ATLANTICO_BARRANQUILLA,1,2014-07-07
28,2014,IPS UNIVERSITARIA HOSPITAL GENERAL DE BARRANQUILLA_ATLANTICO_BARRANQUILLA,2,2014-07-07
28,2014,IPS UNIVERSITARIA SEDE CAMINO BOSQUE DE MARIA_BOLIVAR_SAN JUAN NEPOMUCENO,2,2014-07-07
28,2014,IPS UNIVERSITARIA SEDE CAMINO BOSQUE DE MARIA_ATLANTICO_BARRANQUILLA,1,2014-07-07
28,2014,IPS UNIVERSITARIA SEDE CAMINO METROPOLITANO_ATLANTICO_BARRANQUILLA,1,2014-07-07
28,2014,ESE HOSPITAL LOCAL MAHATES_BOLIVAR_MAHATES,1,2014-07-07
29,2014,IPS UNVERSITARIA SEDE HOSPITAL LA MANGA_ATLANTICO_BARRANQUILLA,1,2014-07-14
29,2014,IPS UNIVERSITARIA SEDE CAMINO SUROCCIDENTE_ATLANTICO_BARRANQUILLA,1,2014-07-14
29,2014,IPS UNIVERSITARIA SEDE CAMINO SIMON BOLIVAR_ATLANTICO_BARRANQUILLA,1,2014-07-14
29,2014,IPS UNIVERSITARIA SEDE CAMINO SALUD METROPOLITANA_ATLANTICO_BARRANQUILLA,1,2014-07-14
29,2014,IPS UNIVERSITARIA SEDE CAMINO METROPOLITANO_ATLANTICO_BARRANQUILLA,2,2014-07-14
29,2014,IPS UNIVERSITARIA HOSPITAL GENERAL DE BARRANQUILLA_ATLANTICO_BARRANQUILLA,3,2014-07-14
29,2014,ESE UNIDAD DE SALUD SAN FRANCISCO DE ASIS_SUCRE_SINCELEJO,1,2014-07-14
29,2014,ESE HOSPITAL NIÑO JESUS DE BARRANQUILLA_ATLANTICO_SOLEDAD,1,2014-07-14
29,2014,CENTRO SALUD SAN JOAQUIN_BOLIVAR_MAHATES,1,2014-07-14
29,2014,IPS UNIVERSITARIA SEDE CAMINO BOSQUE DE MARIA_ATLANTICO_BARRANQUILLA,2,2014-07-14
30,2014,IPS UNIVERSITARIA SEDE CAMINO METROPOLITANO_ATLANTICO_BARRANQUILLA,1,2014-07-21
30,2014,IPS UNIVERSITARIA SEDE CAMINO SUROCCIDENTE_ATLANTICO_BARRANQUILLA,2,2014-07-21
30,2014,IPS UNIVERSITARIA SEDE CAMINO SIMON BOLIVAR_MAGDALENA_SITIO NUEVO,1,2014-07-21
30,2014,IPS UNIVERSITARIA SEDE CAMINO SIMON BOLIVAR_ATLANTICO_BARRANQUILLA,1,2014-07-21
30,2014,IPS UNIVERSITARIA SEDE CAMINO BOSQUE DE MARIA_ATLANTICO_BARRANQUILLA,1,2014-07-21
30,2014,CENTRO SALUD SAN JOAQUIN_BOLIVAR_MAHATES,1,2014-07-21
30,2014,IPS UNIVERSITARIA HOSPITAL GENERAL DE BARRANQUILLA_ATLANTICO_BARRANQUILLA,1,2014-07-21
30,2014,HOSPITAL PABLO TOBON URIBE_BOLIVAR_CORDOBA,1,2014-07-21
30,2014,ESE UNIDAD LOCAL DE SALUD DE SUAN_ATLANTICO_SUAN,1,2014-07-21
30,2014,CLINICA VERSALLES SA_VALLE_CALI,1,2014-07-21
30,2014,IPS UNIVERSITARIA SEDE CAMINO ADELITA DE CHAR_ATLANTICO_BARRANQUILLA,1,2014-07-21
31,2014,IPS UNIVERSITARIA SEDE CAMINO SIMON BOLIVAR_ATLANTICO_BARRANQUILLA,2,2014-07-28
31,2014,IPS UNVERSITARIA SEDE HOSPITAL LA MANGA_ATLANTICO_BARRANQUILLA,1,2014-07-28
31,2014,IPS UNIVERSITARIA SEDE CAMINO SUROCCIDENTE_ATLANTICO_BARRANQUILLA,3,2014-07-28
31,2014,IPS UNIVERSITARIA SEDE CAMINO BOSQUE DE MARIA_ATLANTICO_BARRANQUILLA,2,2014-07-28
31,2014,ESE CENTRO DE ATENCION Y REHABILITAICON INTEGRAL E_GUAJIRA_RIOHACHA,1,2014-07-28
31,2014,IPS UNIVERSITARIA HOSPITAL GENERAL DE BARRANQUILLA_ATLANTICO_BARRANQUILLA,2,2014-07-28
31,2014,IPS UNIVERSITARIA SEDE CAMINO ADELITA DE CHAR_ATLANTICO_BARRANQUILLA,1,2014-07-28
31,2014,CENTRO SALUD SAN JOAQUIN_BOLIVAR_MAHATES,2,2014-07-28
32,2014,UUBC SANTA LUCIA SALUD TOTAL EPS CARTAGENA_BOLIVAR_CARTAGENA,1,2014-08-04
32,2014,IPS UNIVERSITARIA SEDE HOSPITAL NAZARETH_ATLANTICO_BARRANQUILLA,1,2014-08-04
32,2014,IPS UNIVERSITARIA SEDE CAMINO SUROCCIDENTE_ATLANTICO_BARRANQUILLA,1,2014-08-04
32,2014,IPS UNIVERSITARIA SEDE CAMINO SIMON BOLIVAR_ATLANTICO_BARRANQUILLA,2,2014-08-04
32,2014,IPS UNIVERSITARIA SEDE CAMINO SALUD METROPOLITANA_ATLANTICO_BARRANQUILLA,1,2014-08-04
32,2014,IPS UNIVERSITARIA SEDE CAMINO BOSQUE DE MARIA_ATLANTICO_BARRANQUILLA,2,2014-08-04
32,2014,HOSPITAL DE AGUAZUL JUAN HERNANDO URREGO ESE_CASANARE_AGUAZUL,1,2014-08-04
32,2014,HOSPITAL REGIONAL II NIVEL DE ATENCION VALLE DE TE_BOYACA_CHINAVITA,1,2014-08-04
32,2014,ESE UNIDAD DE SALUD SAN FRANCISCO DE ASIS_SUCRE_SINCELEJO,1,2014-08-04
32,2014,CORPORACION IPS SALUDCOOP NARIÑO_PUTUMAYO_PUERTO ASIS,1,2014-08-04
32,2014,CORPORACION COSTA IPS EL CARMEN DE BOLIVAR_BOLIVAR_EL CARMEN DE BOLIVAR,1,2014-08-04
32,2014,CLINICA DE OCCIDENTE SA_VALLE_CALI,1,2014-08-04
32,2014,CENTRO SALUD SAN JOAQUIN_BOLIVAR_MAHATES,3,2014-08-04
32,2014,CENTRO DE SALUD MERIDIANO 70_EXTERIOR_EXTERIOR_VENEZUELA,1,2014-08-04
32,2014,BATALLÓN DE INFANTERÍA DE SELVA NO 49 JUAN BAUTIS_PUTUMAYO_PUERTO LEGUIZAMO,1,2014-08-04
32,2014,ESE UNIDAD LOCAL DE SALUD DE SUAN_ATLANTICO_SUAN,1,2014-08-04
33,2014,IPS UNIVERSITARIA SEDE CAMINO METROPOLITANO_ATLANTICO_BARRANQUILLA,1,2014-08-11
33,2014,IPS UNVERSITARIA SEDE HOSPITAL LA MANGA_ATLANTICO_BARRANQUILLA,1,2014-08-11
33,2014,IPS UNIVERSITARIA SEDE HOSPITAL AMOR DE PATRIA SAN_SAN ANDRES_SAN ANDRES,1,2014-08-11
33,2014,IPS UNIVERSITARIA SEDE CAMINO SUROCCIDENTE_ATLANTICO_SABANAGRANDE,1,2014-08-11
33,2014,PALMASALUD IPS_MAGDALENA_ZONA BANANERA,1,2014-08-11
33,2014,IPS UNIVERSITARIA SEDE CAMINO METROPOLITANO_ATLANTICO_CAMPO DE LA CRUZ,1,2014-08-11
33,2014,HOSPITAL JOSE DAVID PADILLA VILLAFAÑE ESE_CESAR_AGUACHICA,1,2014-08-11
33,2014,IPS UNIVERSITARIA SEDE CAMINO SUROCCIDENTE_ATLANTICO_BARRANQUILLA,1,2014-08-11
33,2014,ESE HOSPITAL LOCAL SAN JUAN NEPOMUCENO_BOLIVAR_SAN JUAN NEPOMUCENO,1,2014-08-11
33,2014,ESE HOSPITAL LOCAL MAHATES_BOLIVAR_MAHATES,2,2014-08-11
33,2014,EDWIN ARMANDO CALVO RAMOS_BOLIVAR_SAN JUAN NEPOMUCENO,2,2014-08-11
33,2014,CLNICA BLAS DE LEZO SEDE 2_BOLIVAR_CARTAGENA,1,2014-08-11
33,2014,CENTRO SALUD SAN JOAQUIN_BOLIVAR_MAHATES,8,2014-08-11
33,2014,BIENESTAR IPS SAS   SEDE   ARCENAL_BOLIVAR_CARTAGENA,1,2014-08-11
33,2014,ESE HOSPITAL NUESTRA SEÑORA DEL CARMEN_BOLIVAR_EL CARMEN DE BOLIVAR,1,2014-08-11
34,2014,SECRETARIA DE SALUD DEPARTAMENTAL DEL CESAR_GUAJIRA_BARRANCAS,1,2014-08-18
34,2014,SECRETARIA DE SALUD DE MAHATES_BOLIVAR_MAHATES,1,2014-08-18
34,2014,SECRETARIA DE DESARROLLO SOCIAL Y COMUNITARIO COVE_SUCRE_COVEÑAS,1,2014-08-18
34,2014,OFICINA DE SALUD DISTRITAL DE SALUD PUBLICA_EXTERIOR_EXTERIOR_VENEZUELA,2,2014-08-18
34,2014,IPS UNIVERSITARIA SEDE CAMINO SUROCCIDENTE_ATLANTICO_BARRANQUILLA,2,2014-08-18
34,2014,IPS UNIVERSITARIA SEDE CAMINO BOSQUE DE MARIA_ATLANTICO_BARRANQUILLA,1,2014-08-18
34,2014,ESE HOSPITAL SAN MARCOS_CALDAS_CHINCHINA,1,2014-08-18
34,2014,IPS UNIVERSITARIA SEDE CAMINO SIMON BOLIVAR_ATLANTICO_BARRANQUILLA,1,2014-08-18
34,2014,ESE CENTRO DE SALUD SAN ANTONIO DE PALMITO_SUCRE_PALMITO,1,2014-08-18
34,2014,CLINICA UNIVERSITARIA COLOMBIA-TEUSAQUILLO_EXTERIOR_EXTERIOR_VENEZUELA,1,2014-08-18
34,2014,CLINICA SAN JOSE SAS_BOLIVAR_MAHATES,2,2014-08-18
34,2014,CLINICA BAUTISTA_ATLANTICO_SOLEDAD,1,2014-08-18
34,2014,CENTRO SALUD SAN JOAQUIN_BOLIVAR_MAHATES,26,2014-08-18
34,2014,CENTRO SALUD PALENQUE_BOLIVAR_MAHATES,1,2014-08-18
34,2014,ESE HOSPITAL SAN ANTONIO DE SOATA_BOYACA_EL ESPINO,1,2014-08-18
35,2014,ESTUDIOS EINVERSIONES MEDICAS SALUDCOOP_BOLIVAR_CARTAGENA,1,2014-08-25
35,2014,FUNDACION CLINICA INTEGRAL SINCELEJO_SUCRE_SINCELEJO,1,2014-08-25
35,2014,IPS UNIVERSITARIA SEDE CAMINO SIMON BOLIVAR_ATLANTICO_BARRANQUILLA,1,2014-08-25
35,2014,IPS UNIVERSITARIA SEDE CAMINO SUROCCIDENTE_ATLANTICO_BARRANQUILLA,1,2014-08-25
35,2014,UAB PLAZA COLON SALUD TOTALEPS CARTAGENA_BOLIVAR_CARTAGENA,1,2014-08-25
35,2014,SECRETARIA DE SALUD DE SAN JOSE DE CUCUTA_NORTE SANTANDER_CUCUTA,1,2014-08-25
35,2014,SOCIEDAD CARDIOVASCULAR DEL CARIBE COLOMBIANO SA_SUCRE_OVEJAS,1,2014-08-25
35,2014,UNIDAD MEDICA CARTAGENA DE INDIAS_BOLIVAR_CARTAGENA,1,2014-08-25
35,2014,ESE UNIDAD LOCAL DE SALUD DE SUAN_EXTERIOR_EXTERIOR_VENEZUELA,1,2014-08-25
35,2014,SECRETARIA DE SALUD DE MAHATES_BOLIVAR_MAHATES,2,2014-08-25
35,2014,ESE HOSPITAL SAN FRANCISCO DE SAN LUIS DE GACENO_BOYACA_SAN LUIS DE GACENO,1,2014-08-25
35,2014,MEDIHELP SERVICES COLOMBIA_BOLIVAR_TURBACO,1,2014-08-25
35,2014,ESE HOSPITAL LOCAL SAN JUAN NEPOMUCENO_BOLIVAR_SAN JUAN NEPOMUCENO,3,2014-08-25
35,2014,ESE HOSPITAL SAGRADO CORAZON DE JESUS_PUTUMAYO_VALLE DEL GUAMUEZ,2,2014-08-25
35,2014,CENTRO DE SALUD MATERNO INFANTIL_CASANARE_YOPAL,2,2014-08-25
35,2014,CENTRO SALUD SAN JOAQUIN_BOLIVAR_MAHATES,45,2014-08-25
35,2014,CLINICA BAUTISTA_ATLANTICO_SOLEDAD,1,2014-08-25
35,2014,CLINICA MEDELLIN SA OCCIDENTE_EXTERIOR_EXTERIOR_PUERTO RICO,1,2014-08-25
35,2014,CLINICA MEDELLIN SA CENTRO_EXTERIOR_EXTERIOR_PUERTO RICO,1,2014-08-25
35,2014,CONGREGACION DE HNAS FRANCISCANAS MISIONERAS DE MA_ATLANTICO_BARRANQUILLA,1,2014-08-25
35,2014,DEPARTAMENTO ADMINISTRATIVO DE SALUD DADIS_BOLIVAR_CARTAGENA,5,2014-08-25
35,2014,DIAGNOSTICO Y ASISTENCIA MEDICA SA IPS DE SALUD_ANTIOQUIA_ENVIGADO,1,2014-08-25
35,2014,EDWIN ARMANDO CALVO RAMOS_BOLIVAR_SAN JUAN NEPOMUCENO,6,2014-08-25
35,2014,ESE HOSPITAL LOCAL MAHATES_BOLIVAR_MAHATES,5,2014-08-25
36,2014,IPS UNIVERSITARIA HOSPITAL GENERAL DE BARRANQUILLA_ATLANTICO_BARRANQUILLA,1,2014-09-01
36,2014,IPS UNIVERSITARIA SEDE CAMINO SIMON BOLIVAR_ATLANTICO_BARRANQUILLA,2,2014-09-01
36,2014,IPS UNIVERSITARIA SEDE CAMINO METROPOLITANO_ATLANTICO_BARRANQUILLA,1,2014-09-01
36,2014,IPS UNIVERSITARIA SEDE CAMINO BOSQUE DE MARIA_ATLANTICO_BARRANQUILLA,1,2014-09-01
36,2014,IPS UNIVERSITARIA SEDE CAMINO SUROCCIDENTE_ATLANTICO_BARRANQUILLA,2,2014-09-01
36,2014,IPS PEREZ RADIOLOGOS_ATLANTICO_SOLEDAD,1,2014-09-01
36,2014,FUNDACION FOSUNAB_SANTANDER_BUCARAMANGA,1,2014-09-01
36,2014,HOSPITAL SAN RAFAEL NIVEL II_GUAJIRA_DISTRACCION,1,2014-09-01
36,2014,HOSPITAL SAN FRANCISCO ESE_AMAZONAS_* AMAZONAS. MUNICIPIO DESCONOCIDO,1,2014-09-01
36,2014,HOSPITAL JOSE DAVID PADILLA VILLAFAÑE ESE_CESAR_AGUACHICA,2,2014-09-01
36,2014,IPS UNIVERSITARIA SEDE HOSPITAL AMOR DE PATRIA SAN_SAN ANDRES_SAN ANDRES,1,2014-09-01
36,2014,ESE UNIDAD DE SALUD SAN FRANCISCO DE ASIS_SUCRE_SINCELEJO,2,2014-09-01
36,2014,IPS CLINICA DEL CARIBE_CORDOBA_MONTERIA,1,2014-09-01
36,2014,IPS UNIVERSITARIA SEDE HOSPITAL NAZARETH_ATLANTICO_BARRANQUILLA,1,2014-09-01
36,2014,OFICINA DE SALUD DISTRITAL DE SALUD PUBLICA_ATLANTICO_SOLEDAD,1,2014-09-01
36,2014,IPS UNVERSITARIA SEDE HOSPITAL LA MANGA_ATLANTICO_BARRANQUILLA,1,2014-09-01
36,2014,MEDERI CENTER IPS SAS_PUTUMAYO_ORITO,1,2014-09-01
36,2014,MEDISAN LTDA_BOLIVAR_SAN JUAN NEPOMUCENO,6,2014-09-01
36,2014,OFICINA DE SALUD DISTRITAL DE SALUD PUBLICA_ATLANTICO_BARRANQUILLA,1,2014-09-01
36,2014,ESE HOSPITAL SAN FRANCISCO DE SAN LUIS DE GACENO_BOYACA_SAN LUIS DE GACENO,3,2014-09-01
36,2014,PUESTO DE SALUD DE LAS PIEDRAS_BOLIVAR_SAN ESTANISLAO,1,2014-09-01
36,2014,SECRETARIA DE SALUD DE MAHATES_BOLIVAR_MAHATES,3,2014-09-01
36,2014,SECRETARIA DE SALUD DE SAN JOSE DE CUCUTA_NORTE SANTANDER_CUCUTA,2,2014-09-01
36,2014,SECRETARIA DE SALUD DE SILVIA_CAUCA_SILVIA,1,2014-09-01
36,2014,SINERGIA GLOBAL EN SALUD SAS UPREC LA CANDELARIA_BOLIVAR_CARTAGENA,1,2014-09-01
36,2014,SOMEDYT IPS EU_BOLIVAR_CARTAGENA,1,2014-09-01
36,2014,UAB SANTA LUCIA SALUD TOTAL EPS CARTAGENA_BOLIVAR_CARTAGENA,1,2014-09-01
36,2014,UNIDAD DE CUIDADOS INTENSIVOS RENACER_GUAJIRA_RIOHACHA,1,2014-09-01
36,2014,IPS UNIVERSITARIA SEDE HOSPITAL NAZARETH_ATLANTICO_GALAPA,1,2014-09-01
36,2014,ESE HOSPITAL NUESTRA SEÑORA DE LOS REMEDIOS_GUAJIRA_RIOHACHA,3,2014-09-01
36,2014,SECRETARIA DE SALUD MUNICIPAL DE MAICAO_GUAJIRA_MAICAO,1,2014-09-01
36,2014,ESE HOSPITAL LOCAL SAN JUAN NEPOMUCENO_BOLIVAR_SAN JUAN NEPOMUCENO,39,2014-09-01
36,2014,ESE HOSPITAL LOCAL TURBACO_BOLIVAR_TURBACO,11,2014-09-01
36,2014,ASOCIACION MEDICA HUMANA EAT_SUCRE_OVEJAS,2,2014-09-01
36,2014,CAP BLAS DE LEZO_BOLIVAR_CARTAGENA,2,2014-09-01
36,2014,CAP POZON_BOLIVAR_CARTAGENA,2,2014-09-01
36,2014,CENTRO MEDICO DANIEL PERALTA SA CLINICA BUCARAMNAG_SANTANDER_GIRON,1,2014-09-01
36,2014,CENTRO SALUD MALAGANA_BOLIVAR_MAHATES,2,2014-09-01
36,2014,CENTRO SALUD SAN JOAQUIN_BOLIVAR_MAHATES,53,2014-09-01
36,2014,CLINICA AMIGA_VALLE_CALI,1,2014-09-01
36,2014,CLINICA DE LA POLICIA REGIONAL CARIBE_ATLANTICO_BARRANQUILLA,1,2014-09-01
36,2014,CLINICA MADRE BERNARDA COMUNIDAD DE HERMANAS FRANC_BOLIVAR_TURBACO,1,2014-09-01
36,2014,CLINICA MARTHA SA_META_VILLAVICENCIO,1,2014-09-01
36,2014,CLINICA PEDIATRICA NIÑO JESUS LTDA_BOLIVAR_MAGANGUE,1,2014-09-01
36,2014,CLINICA SAN GABRIEL LTDA_BOLIVAR_SAN JUAN NEPOMUCENO,1,2014-09-01
36,2014,CLINICA SAN JOSE DE CUCUTA SA_EXTERIOR_EXTERIOR_VENEZUELA,1,2014-09-01
36,2014,CLINICA DE ESPECIALISTAS TURBACO CIA LTDA_BOLIVAR_TURBACO,4,2014-09-01
36,2014,CLINICA ZAYMA LTDA_CORDOBA_MONTERIA,1,2014-09-01
36,2014,CLINICA VERSALLES SA_VALLE_YUMBO,1,2014-09-01
36,2014,ESE HOSPITAL LOCAL DE SALAMINA_MAGDALENA_SALAMINA,1,2014-09-01
36,2014,ESE HOSPITAL LOCAL DE PUERTO ASIS_PUTUMAYO_PUERTO ASIS,1,2014-09-01
36,2014,ESE CENTRO DE ATENCION Y REHABILITAICON INTEGRAL E_SUCRE_COROZAL,1,2014-09-01
36,2014,ESE CAMU DE MOÑITOS_CORDOBA_MOÑITOS,1,2014-09-01
36,2014,EDWIN ARMANDO CALVO RAMOS_BOLIVAR_SAN JUAN NEPOMUCENO,14,2014-09-01
36,2014,EMPRESA SOCIAL DEL ESTADO CLINICA MATERNIDAD RAFAE_BOLIVAR_CARTAGENA,3,2014-09-01
36,2014,ESE HOSPITAL LOCAL MAHATES_BOLIVAR_MAHATES,6,2014-09-01
36,2014,DEPARTAMENTO ADMINISTRATIVO DE SALUD DADIS_BOLIVAR_CARTAGENA,6,2014-09-01
36,2014,CORPORACION COMFENALCO VALLE UNIVERSIDAD LIBRE_VALLE_CALI,1,2014-09-01
36,2014,COOMEVA IPS TURBACO_BOLIVAR_TURBACO,1,2014-09-01
36,2014,COOMEVA IPS TURBACO_BOLIVAR_CARTAGENA,1,2014-09-01
36,2014,CLNICA BLAS DE LEZO SEDE 2_BOLIVAR_CARTAGENA,2,2014-09-01
36,2014,DIACORSA SEDE INSTITUTO DEL CORAZON DE IBAGUE_BOLIVAR_CARTAGENA,1,2014-09-01
37,2014,HOSPITAL UNIVERSITARIO DE SINCELEJO ESE_SUCRE_SAMPUES,2,2014-09-08
37,2014,HOSPITAL NAVAL DE CARTAGENA_BOLIVAR_TURBACO,1,2014-09-08
37,2014,HOSPITAL SAN RAFAEL NIVEL II_GUAJIRA_SAN JUAN DEL CESAR,1,2014-09-08
37,2014,HOSPITAL UNIVERSITARIO DE SINCELEJO ESE_SUCRE_COVEÑAS,1,2014-09-08
37,2014,HOSPITAL UNIVERSITARIO DE SINCELEJO ESE_SUCRE_SAN BENITO ABAD,1,2014-09-08
37,2014,IPS TOLUSALUD LTDA_SUCRE_COVEÑAS,1,2014-09-08
37,2014,HOSPITAL YOPAL ESE_BOLIVAR_CARTAGENA,1,2014-09-08
37,2014,IPS FUNDARVIR SAS_BOLIVAR_SAN JACINTO,2,2014-09-08
37,2014,IPS JOSE MARIA TORRES BELTRAN LTDA_BOLIVAR_MARIA LA BAJA,1,2014-09-08
37,2014,IPS SALUD DEL CARIBE SANTA LUCIA_BOLIVAR_CARTAGENA,3,2014-09-08
37,2014,IPS SALUD DEL CARIBE SANTA LUCIA_BOLIVAR_TURBACO,1,2014-09-08
37,2014,HOSPITAL LOCAL MARIALABAJA_BOLIVAR_MARIA LA BAJA,8,2014-09-08
37,2014,HOSPITAL UNIVERSITARIO DEPARTAMENTAL DE NARIÑO_PUTUMAYO_MOCOA,1,2014-09-08
37,2014,HOSPITAL JOSE DAVID PADILLA VILLAFAÑE ESE_CESAR_AGUACHICA,1,2014-09-08
37,2014,ESE HOSPITAL SAN MARCOS_CALDAS_CHINCHINA,1,2014-09-08
37,2014,HOSPITAL DEPARTAMENTAL JUAN DOMINGUEZ ROMERO ESE_BOLIVAR_SAN JUAN NEPOMUCENO,1,2014-09-08
37,2014,ESE HOSPITAL SAGRADO CORAZON DE JESUS_PUTUMAYO_VALLE DEL GUAMUEZ,1,2014-09-08
37,2014,IPS UNIVERSITARIA HOSPITAL GENERAL DE BARRANQUILLA_ATLANTICO_BARRANQUILLA,2,2014-09-08
37,2014,ESE HOSPITAL TULIA DURAN DE BORRERO DE BARAYA_HUILA_BARAYA,1,2014-09-08
37,2014,ESE HOSPITAL UNIVERSITARIO DEL CARIBE_BOLIVAR_CARTAGENA,1,2014-09-08
37,2014,ESE IMSALUD_NORTE SANTANDER_CUCUTA,1,2014-09-08
37,2014,ESE UNIDAD DE SALUD SAN FRANCISCO DE ASIS_SUCRE_SINCELEJO,4,2014-09-08
37,2014,HOSPITAL INFANTIL NAPOLEON FRANCO PAREJA_BOLIVAR_CARTAGENA,1,2014-09-08
37,2014,ESTUDIOS EINVERSIONES MEDICAS SALUDCOOP_BOLIVAR_CARTAGENA,1,2014-09-08
37,2014,FUNDACION OFTALMOLOGICA DE SDER FOSCAL_SANTANDER_PIEDECUESTA,1,2014-09-08
37,2014,FUNDACION VALLE DEL LILI_VALLE_CALI,1,2014-09-08
37,2014,FUNDACIÓN CENTRO MATERNO INFANTIL NUESTRA SEÑORA D_EXTERIOR_EXTERIOR_VENEZUELA,1,2014-09-08
37,2014,GESTION SALUD_BOLIVAR_* BOLIVAR. MUNICIPIO DESCONOCIDO,1,2014-09-08
37,2014,GESTION SALUD_BOLIVAR_CARTAGENA,4,2014-09-08
37,2014,GESTION SALUD_BOLIVAR_TURBACO,1,2014-09-08
37,2014,FUNDACION FOSUNAB_SANTANDER_BUCARAMANGA,1,2014-09-08
37,2014,IPS UNIVERSITARIA SEDE CAMINO METROPOLITANO_ATLANTICO_BARRANQUILLA,1,2014-09-08
37,2014,SECRETARIA DE SALUD DE ARROYOHONDO_BOLIVAR_ARROYOHONDO,1,2014-09-08
37,2014,IPS UNIVERSITARIA SEDE CAMINO SUROCCIDENTE_ATLANTICO_BARRANQUILLA,1,2014-09-08
