week,google_physician,google_hospital,google_pharmacy,google_symptom,country
2022-02-07,26,22,1,37,DEU
2022-02-14,26,21,1,34,DEU
2022-02-21,24,20,1,33,DEU
2022-02-28,25,20,1,35,DEU
2022-03-07,25,22,1,38,DEU
2022-03-14,25,20,1,38,DEU
2022-03-21,26,20,1,36,DEU
2022-03-28,26,22,1,36,DEU
2022-04-04,22,19,1,35,DEU
2022-04-11,24,20,1,34,DEU
2022-04-18,25,20,1,33,DEU
2022-04-25,23,21,1,32,DEU
2022-05-02,25,20,1,32,DEU
2022-05-09,25,19,1,34,DEU
2022-05-16,22,20,1,32,DEU
2022-05-23,24,20,1,32,DEU
2022-05-30,24,20,1,35,DEU
2022-06-06,25,21,1,34,DEU
2022-06-13,27,21,1,35,DEU
2022-06-20,27,21,1,35,DEU
2022-06-27,27,23,1,38,DEU
2022-07-04,27,23,1,38,DEU
2022-07-11,26,22,1,37,DEU
2022-07-18,26,22,1,37,DEU
2022-07-25,27,21,1,33,DEU
2022-08-01,26,22,1,32,DEU
2022-08-08,25,21,1,31,DEU
2022-08-15,26,22,1,33,DEU
2022-08-22,26,21,1,32,DEU
2022-08-29,25,20,1,29,DEU
2022-09-05,24,21,1,30,DEU
2022-09-12,25,21,1,29,DEU
2022-09-19,26,21,1,31,DEU
2022-09-26,26,22,1,33,DEU
2022-10-03,29,22,1,36,DEU
2022-10-10,26,22,1,35,DEU
2022-10-17,28,23,1,33,DEU
2022-10-24,25,19,1,32,DEU
2022-10-31,26,22,1,31,DEU
2022-11-07,26,24,1,33,DEU
2022-11-14,25,21,1,31,DEU
2022-11-21,25,20,1,36,DEU
2022-11-28,26,20,1,36,DEU
2022-12-05,28,28,1,34,DEU
2022-12-12,26,31,1,35,DEU
2022-12-19,23,30,1,33,DEU
2022-12-26,28,41,1,34,DEU
2023-01-02,28,41,1,33,DEU
2023-01-09,26,41,1,32,DEU
2023-01-16,27,41,1,32,DEU
2023-01-23,26,41,1,33,DEU
2023-01-30,28,41,1,33,DEU
2023-02-06,27,41,1,33,DEU
2023-02-13,29,41,1,36,DEU
2023-02-20,27,42,1,37,DEU
2023-02-27,29,39,1,35,DEU
2023-03-06,31,39,1,36,DEU
2023-03-13,29,37,1,36,DEU
2023-03-20,30,38,1,35,DEU
2023-03-27,27,34,1,31,DEU
2023-04-03,27,33,1,33,DEU
2023-04-10,31,36,1,33,DEU
2023-04-17,28,36,1,34,DEU
2023-04-24,28,33,1,33,DEU
2023-05-01,29,35,1,32,DEU
2023-05-08,27,34,1,32,DEU
2023-05-15,30,37,1,32,DEU
2023-05-22,28,33,1,31,DEU
2023-05-29,29,35,1,31,DEU
2023-06-05,30,35,1,31,DEU
2023-06-12,28,35,1,30,DEU
2023-06-19,29,35,1,33,DEU
2023-06-26,27,35,1,32,DEU
2023-07-03,27,35,1,28,DEU
2023-07-10,27,34,1,31,DEU
2023-07-17,27,34,1,29,DEU
2023-07-24,27,34,1,28,DEU
2023-07-31,28,34,1,29,DEU
2023-08-07,29,35,1,31,DEU
2023-08-14,28,35,1,32,DEU
2023-08-21,28,36,1,31,DEU
2023-08-28,28,37,1,32,DEU
2023-09-04,28,36,1,30,DEU
2023-09-11,29,36,1,31,DEU
2023-09-18,30,35,1,32,DEU
2023-09-25,28,35,1,31,DEU
2023-10-02,30,35,1,33,DEU
2023-10-09,29,40,1,31,DEU
2023-10-16,30,36,1,31,DEU
2023-10-23,27,32,1,31,DEU
2023-10-30,31,38,1,33,DEU
2023-11-06,30,38,1,33,DEU
2023-11-13,30,35,1,31,DEU
2023-11-20,28,33,1,31,DEU
2023-11-27,28,35,1,35,DEU
2023-12-04,33,35,1,36,DEU
2023-12-11,29,33,1,34,DEU
2023-12-18,25,28,1,32,DEU
2023-12-25,29,37,1,31,DEU
2019-12-23,15,4,7,17,DOM
2019-12-30,21,6,7,18,DOM
2020-01-06,19,5,6,14,DOM
2020-01-13,19,7,5,19,DOM
2020-01-20,21,8,6,25,DOM
2020-01-27,20,8,8,30,DOM
2020-02-03,20,6,8,22,DOM
2020-02-10,20,7,7,19,DOM
2020-02-17,19,6,7,28,DOM
2020-02-24,24,6,8,35,DOM
2020-03-02,22,7,7,44,DOM
2020-03-09,22,7,12,100,DOM
2020-03-16,42,7,13,73,DOM
2020-03-23,27,10,10,49,DOM
2020-03-30,20,6,11,40,DOM
2020-04-06,22,7,11,37,DOM
2020-04-13,21,6,10,33,DOM
2020-04-20,19,5,9,30,DOM
2020-04-27,19,5,8,30,DOM
2020-05-04,19,5,8,30,DOM
2020-05-11,21,5,8,28,DOM
2020-05-18,21,5,7,27,DOM
2020-05-25,21,5,8,26,DOM
2020-06-01,20,5,7,28,DOM
2020-06-08,20,5,8,31,DOM
2020-06-15,19,5,8,33,DOM
2020-06-22,20,6,8,35,DOM
2020-06-29,22,6,8,39,DOM
2020-07-06,21,6,8,42,DOM
2020-07-13,21,6,7,38,DOM
2020-07-20,25,6,7,29,DOM
2020-07-27,21,6,7,27,DOM
2020-08-03,19,6,6,24,DOM
2020-08-10,26,5,6,21,DOM
2020-08-17,19,5,6,19,DOM
2020-08-24,18,5,7,20,DOM
2020-08-31,19,5,7,20,DOM
2020-09-07,17,5,7,20,DOM
2020-09-14,17,5,7,19,DOM
2020-09-21,19,5,6,18,DOM
2020-09-28,18,6,6,20,DOM
2020-10-05,18,5,6,19,DOM
2020-10-12,18,5,6,20,DOM
2020-10-19,18,5,6,19,DOM
2020-10-26,16,5,6,19,DOM
2020-11-02,16,6,6,20,DOM
2020-11-09,16,6,6,22,DOM
2020-11-16,17,5,7,23,DOM
2020-11-23,18,5,6,24,DOM
2020-11-30,17,6,6,24,DOM
2020-12-07,20,5,7,23,DOM
2020-12-14,14,4,7,22,DOM
2020-12-21,15,4,8,26,DOM
2020-12-28,19,5,8,27,DOM
2021-01-04,21,6,7,27,DOM
2021-01-11,19,5,7,25,DOM
2021-01-18,18,6,7,23,DOM
2021-01-25,19,5,7,22,DOM
2021-02-01,19,6,7,21,DOM
2021-02-08,18,6,6,20,DOM
2021-02-15,19,6,6,19,DOM
2021-02-22,22,6,6,19,DOM
2021-03-01,19,6,6,19,DOM
2021-03-08,19,6,7,18,DOM
2021-03-15,18,7,7,19,DOM
2021-03-22,16,6,7,19,DOM
2021-03-29,17,6,7,20,DOM
2021-04-05,15,6,7,24,DOM
2021-04-12,15,6,7,21,DOM
2021-04-19,15,6,7,20,DOM
2021-04-26,16,6,7,21,DOM
2021-05-03,16,6,8,20,DOM
2021-05-10,16,6,7,21,DOM
2021-05-17,15,6,7,22,DOM
2021-05-24,16,6,7,22,DOM
2021-05-31,16,6,7,22,DOM
2021-06-07,16,6,7,22,DOM
2021-06-14,16,6,7,20,DOM
2021-06-21,16,5,7,19,DOM
2021-06-28,16,6,6,21,DOM
2021-07-05,16,6,7,19,DOM
2021-07-12,14,5,7,19,DOM
2021-07-19,15,5,7,22,DOM
2021-07-26,15,6,7,20,DOM
2021-08-02,14,5,7,19,DOM
2021-08-09,20,5,7,19,DOM
2021-08-16,15,6,7,19,DOM
2021-08-23,13,5,7,18,DOM
2021-08-30,14,5,7,17,DOM
2021-09-06,14,6,7,19,DOM
2021-09-13,13,5,7,18,DOM
2021-09-20,14,5,6,18,DOM
2021-09-27,14,6,7,18,DOM
2021-10-04,16,5,6,20,DOM
2021-10-11,13,6,7,20,DOM
2021-10-18,12,5,7,21,DOM
2021-10-25,12,5,7,20,DOM
2021-11-01,13,6,6,20,DOM
2021-11-08,12,5,6,21,DOM
2021-11-15,11,5,6,20,DOM
2021-11-22,10,5,6,21,DOM
2021-11-29,9,5,6,18,DOM
2021-12-06,8,4,6,17,DOM
2021-12-13,8,4,8,22,DOM
2021-12-20,8,5,10,37,DOM
2021-12-27,10,5,10,37,DOM
2022-01-03,9,5,7,25,DOM
2022-01-10,10,6,7,21,DOM
2022-01-17,11,6,6,19,DOM
2022-01-24,11,6,7,19,DOM
2022-01-31,12,6,6,18,DOM
2022-02-07,12,6,7,19,DOM
2022-02-14,11,6,6,19,DOM
2022-02-21,12,6,6,19,DOM
2022-02-28,12,6,7,20,DOM
2022-03-07,12,6,7,22,DOM
2022-03-14,12,7,7,21,DOM
2022-03-21,11,7,7,21,DOM
2022-03-28,12,6,6,20,DOM
2022-04-04,9,5,7,20,DOM
2022-04-11,11,6,7,21,DOM
2022-04-18,10,6,7,19,DOM
2022-04-25,11,6,7,21,DOM
2022-05-02,11,6,6,19,DOM
2022-05-09,10,6,6,21,DOM
2022-05-16,10,5,7,21,DOM
2022-05-23,10,6,7,20,DOM
2022-05-30,10,5,7,21,DOM
2022-06-06,10,5,7,21,DOM
2022-06-13,11,6,7,21,DOM
2022-06-20,11,6,7,20,DOM
2022-06-27,11,5,7,23,DOM
2022-07-04,10,6,7,22,DOM
2022-07-11,12,6,7,22,DOM
2022-07-18,13,6,7,22,DOM
2022-07-25,12,6,7,21,DOM
2022-08-01,11,6,7,22,DOM
2022-08-08,15,5,7,20,DOM
2022-08-15,11,6,7,21,DOM
2022-08-22,11,5,7,19,DOM
2022-08-29,12,5,7,20,DOM
2022-09-05,11,6,7,20,DOM
2022-09-12,9,5,7,18,DOM
2022-09-19,11,6,7,19,DOM
2022-09-26,12,6,7,21,DOM
2022-10-03,10,6,7,21,DOM
2022-10-10,11,5,6,23,DOM
2022-10-17,12,5,6,23,DOM
2022-10-24,10,6,6,19,DOM
2022-10-31,12,5,6,22,DOM
2022-11-07,11,5,6,22,DOM
2022-11-14,11,5,6,21,DOM
2022-11-21,11,6,6,21,DOM
2022-11-28,10,5,6,19,DOM
2022-12-05,10,6,6,19,DOM
2022-12-12,8,5,6,17,DOM
2022-12-19,8,7,7,18,DOM
2022-12-26,10,8,7,20,DOM
2023-01-02,10,8,6,20,DOM
2023-01-09,11,9,7,20,DOM
2023-01-16,12,10,7,21,DOM
2023-01-23,12,9,7,21,DOM
2023-01-30,12,10,7,21,DOM
2023-02-06,11,9,6,22,DOM
2023-02-13,12,10,7,22,DOM
2023-02-20,13,9,7,22,DOM
2023-02-27,15,10,10,23,DOM
2023-03-06,14,10,11,23,DOM
2023-03-13,16,10,10,22,DOM
2023-03-20,16,9,10,22,DOM
2023-03-27,12,8,13,20,DOM
2023-04-03,15,10,12,21,DOM
2023-04-10,15,10,11,21,DOM
2023-04-17,14,9,11,20,DOM
2023-04-24,13,9,12,20,DOM
2023-05-01,14,10,13,22,DOM
2023-05-08,19,9,13,20,DOM
2023-05-15,17,9,12,20,DOM
2023-05-22,16,9,14,20,DOM
2023-05-29,15,9,13,22,DOM
2023-06-05,17,9,14,22,DOM
2023-06-12,16,10,14,22,DOM
2023-06-19,15,10,14,22,DOM
2023-06-26,15,10,13,21,DOM
2023-07-03,14,10,13,20,DOM
2023-07-10,15,9,13,19,DOM
2023-07-17,15,10,13,20,DOM
2023-07-24,14,9,12,20,DOM
2023-07-31,15,10,12,21,DOM
2023-08-07,17,10,12,19,DOM
2023-08-14,12,8,12,18,DOM
2023-08-21,12,10,12,20,DOM
2023-08-28,12,10,12,25,DOM
2023-09-04,13,10,12,24,DOM
2023-09-11,13,10,12,25,DOM
2023-09-18,14,10,13,25,DOM
2023-09-25,14,11,12,25,DOM
2023-10-02,13,10,12,24,DOM
2023-10-09,14,10,12,26,DOM
2023-10-16,14,10,11,24,DOM
2023-10-23,12,9,11,25,DOM
2023-10-30,14,9,12,24,DOM
2023-11-06,13,9,12,24,DOM
2023-11-13,14,9,11,22,DOM
2023-11-20,13,9,9,23,DOM
2023-11-27,13,8,9,21,DOM
2023-12-04,11,8,9,20,DOM
2023-12-11,8,6,7,15,DOM
2023-12-18,7,6,8,19,DOM
2023-12-25,9,7,8,19,DOM
2019-12-23,16,11,24,18,ITA
2019-12-30,19,13,22,18,ITA
2020-01-06,20,15,17,19,ITA
2020-01-13,19,16,18,23,ITA
2020-01-20,20,17,17,39,ITA
2020-01-27,19,16,18,23,ITA
2020-02-03,19,14,17,21,ITA
2020-02-10,19,16,18,38,ITA
2020-02-17,20,18,22,56,ITA
2020-02-24,21,20,18,47,ITA
2020-03-02,25,23,31,75,ITA
2020-03-09,29,23,30,49,ITA
2020-03-16,25,18,28,34,ITA
2020-03-23,20,17,26,26,ITA
2020-03-30,18,14,27,22,ITA
2020-04-06,17,14,25,21,ITA
2020-04-13,18,13,25,19,ITA
2020-04-20,15,12,24,20,ITA
2020-04-27,16,13,20,20,ITA
2020-05-04,16,12,18,19,ITA
2020-05-11,16,13,18,19,ITA
2020-05-18,16,12,16,18,ITA
2020-05-25,15,12,18,17,ITA
2020-06-01,15,15,16,18,ITA
2020-06-08,16,14,16,18,ITA
2020-06-15,16,13,17,17,ITA
2020-06-22,16,14,18,19,ITA
2020-06-29,16,13,17,20,ITA
2020-07-06,18,13,18,19,ITA
2020-07-13,18,13,17,18,ITA
2020-07-20,19,13,20,19,ITA
2020-07-27,18,12,20,20,ITA
2020-08-03,17,12,27,22,ITA
2020-08-10,20,12,26,25,ITA
2020-08-17,21,13,21,27,ITA
2020-08-24,23,14,19,25,ITA
2020-08-31,24,14,19,24,ITA
2020-09-07,22,14,19,23,ITA
2020-09-14,22,12,17,22,ITA
2020-09-21,23,13,18,23,ITA
2020-09-28,25,13,19,26,ITA
2020-10-05,24,13,21,29,ITA
2020-10-12,25,13,22,34,ITA
2020-10-19,24,14,23,36,ITA
2020-10-26,22,14,20,32,ITA
2020-11-02,24,14,22,32,ITA
2020-11-09,23,13,22,30,ITA
2020-11-16,20,11,19,24,ITA
2020-11-23,20,11,18,22,ITA
2020-11-30,17,9,21,22,ITA
2020-12-07,18,10,18,21,ITA
2020-12-14,17,9,28,24,ITA
2020-12-21,19,9,28,26,ITA
2020-12-28,22,11,22,25,ITA
2021-01-04,22,11,19,23,ITA
2021-01-11,21,12,18,22,ITA
2021-01-18,22,11,18,23,ITA
2021-01-25,23,11,20,25,ITA
2021-02-01,22,11,20,24,ITA
2021-02-08,22,12,20,27,ITA
2021-02-15,25,11,22,27,ITA
2021-02-22,24,11,21,28,ITA
2021-03-01,23,11,21,29,ITA
2021-03-08,23,11,22,27,ITA
2021-03-15,24,12,20,25,ITA
2021-03-22,23,11,24,25,ITA
2021-03-29,20,12,25,26,ITA
2021-04-05,19,12,20,25,ITA
2021-04-12,18,12,21,24,ITA
2021-04-19,18,12,26,24,ITA
2021-04-26,18,12,23,24,ITA
2021-05-03,18,12,21,24,ITA
2021-05-10,19,13,21,23,ITA
2021-05-17,18,12,23,23,ITA
2021-05-24,17,12,29,22,ITA
2021-05-31,18,12,24,26,ITA
2021-06-07,17,12,24,25,ITA
2021-06-14,17,12,23,23,ITA
2021-06-21,17,12,24,22,ITA
2021-06-28,16,13,24,25,ITA
2021-07-05,16,12,25,25,ITA
2021-07-12,19,14,31,29,ITA
2021-07-19,21,13,32,27,ITA
2021-07-26,17,13,35,26,ITA
2021-08-02,16,12,40,27,ITA
2021-08-09,16,12,38,27,ITA
2021-08-16,16,12,31,27,ITA
2021-08-23,18,12,30,24,ITA
2021-08-30,18,13,30,23,ITA
2021-09-06,20,13,31,22,ITA
2021-09-13,21,13,31,22,ITA
2021-09-20,21,13,30,23,ITA
2021-09-27,20,12,30,21,ITA
2021-10-04,20,13,41,22,ITA
2021-10-11,16,13,35,21,ITA
2021-10-18,11,12,30,22,ITA
2021-10-25,11,12,34,22,ITA
2021-11-01,12,13,28,24,ITA
2021-11-08,11,13,29,26,ITA
2021-11-15,11,12,29,23,ITA
2021-11-22,11,12,29,24,ITA
2021-11-29,11,11,36,24,ITA
2021-12-06,12,11,34,26,ITA
2021-12-13,12,11,73,37,ITA
2021-12-20,13,12,100,56,ITA
2021-12-27,18,14,89,49,ITA
2022-01-03,18,15,62,39,ITA
2022-01-10,17,13,50,33,ITA
2022-01-17,15,13,44,30,ITA
2022-01-24,14,12,32,28,ITA
2022-01-31,13,13,26,27,ITA
2022-02-07,13,13,22,26,ITA
2022-02-14,11,12,21,22,ITA
2022-02-21,12,13,22,23,ITA
2022-02-28,12,17,24,24,ITA
2022-03-07,12,14,25,31,ITA
2022-03-14,12,16,27,33,ITA
2022-03-21,13,13,25,31,ITA
2022-03-28,13,14,25,30,ITA
2022-04-04,11,12,27,29,ITA
2022-04-11,11,12,36,31,ITA
2022-04-18,12,12,30,27,ITA
2022-04-25,12,13,22,26,ITA
2022-05-02,11,12,23,28,ITA
2022-05-09,10,12,23,28,ITA
2022-05-16,11,12,22,28,ITA
2022-05-23,10,12,27,26,ITA
2022-05-30,11,13,23,27,ITA
2022-06-06,11,13,23,27,ITA
2022-06-13,11,13,27,32,ITA
2022-06-20,12,13,28,32,ITA
2022-06-27,10,13,35,34,ITA
2022-07-04,8,13,34,35,ITA
2022-07-11,11,14,31,33,ITA
2022-07-18,11,13,30,32,ITA
2022-07-25,10,12,29,31,ITA
2022-08-01,7,11,29,30,ITA
2022-08-08,8,10,35,28,ITA
2022-08-15,8,12,24,29,ITA
2022-08-22,11,12,20,25,ITA
2022-08-29,11,13,20,23,ITA
2022-09-05,12,12,20,24,ITA
2022-09-12,12,12,22,23,ITA
2022-09-19,12,13,22,23,ITA
2022-09-26,14,13,24,25,ITA
2022-10-03,12,13,24,26,ITA
2022-10-10,13,13,24,27,ITA
2022-10-17,14,13,23,27,ITA
2022-10-24,11,13,26,26,ITA
2022-10-31,13,12,20,25,ITA
2022-11-07,15,13,23,26,ITA
2022-11-14,14,11,22,24,ITA
2022-11-21,14,11,23,26,ITA
2022-11-28,14,10,30,27,ITA
2022-12-05,14,16,24,29,ITA
2022-12-12,13,18,24,28,ITA
2022-12-19,14,19,34,30,ITA
2022-12-26,15,21,28,30,ITA
2023-01-02,18,25,21,30,ITA
2023-01-09,17,23,19,25,ITA
2023-01-16,16,24,18,27,ITA
2023-01-23,16,24,20,26,ITA
2023-01-30,15,21,18,23,ITA
2023-02-06,14,24,19,27,ITA
2023-02-13,15,25,20,29,ITA
2023-02-20,15,25,20,27,ITA
2023-02-27,17,25,22,29,ITA
2023-03-06,17,24,22,28,ITA
2023-03-13,18,26,23,31,ITA
2023-03-20,19,25,24,29,ITA
2023-03-27,17,24,22,27,ITA
2023-04-03,16,23,27,27,ITA
2023-04-10,18,25,23,26,ITA
2023-04-17,15,23,28,27,ITA
2023-04-24,16,23,27,26,ITA
2023-05-01,17,24,22,26,ITA
2023-05-08,16,23,21,25,ITA
2023-05-15,17,25,23,28,ITA
2023-05-22,16,22,29,26,ITA
2023-05-29,17,25,24,25,ITA
2023-06-05,16,24,23,26,ITA
2023-06-12,17,24,24,25,ITA
2023-06-19,18,23,25,28,ITA
2023-06-26,17,24,24,25,ITA
2023-07-03,17,23,24,24,ITA
2023-07-10,16,23,24,22,ITA
2023-07-17,16,21,24,22,ITA
2023-07-24,15,21,24,24,ITA
2023-07-31,15,21,26,24,ITA
2023-08-07,13,17,34,25,ITA
2023-08-14,16,21,26,24,ITA
2023-08-21,16,19,21,24,ITA
2023-08-28,20,24,23,25,ITA
2023-09-04,19,25,22,25,ITA
2023-09-11,19,24,21,25,ITA
2023-09-18,21,25,22,24,ITA
2023-09-25,22,25,23,26,ITA
2023-10-02,20,26,23,27,ITA
2023-10-09,20,28,23,24,ITA
2023-10-16,19,25,22,24,ITA
2023-10-23,18,21,25,23,ITA
2023-10-30,20,23,22,24,ITA
2023-11-06,22,24,22,25,ITA
2023-11-13,19,23,23,25,ITA
2023-11-20,20,22,23,25,ITA
2023-11-27,19,23,29,25,ITA
2023-12-04,19,23,27,28,ITA
2023-12-11,19,21,28,27,ITA
2023-12-18,15,18,51,31,ITA
2023-12-25,18,19,37,27,ITA
2019-12-23,21,8,14,25,MEX
2019-12-30,26,10,12,25,MEX
2020-01-06,27,11,11,27,MEX
2020-01-13,24,10,10,41,MEX
2020-01-20,25,11,10,38,MEX
2020-01-27,25,12,10,33,MEX
2020-02-03,25,10,10,30,MEX
2020-02-10,26,10,12,29,MEX
2020-02-17,25,11,13,43,MEX
2020-02-24,26,11,11,42,MEX
2020-03-02,27,11,12,56,MEX
2020-03-09,28,13,14,100,MEX
2020-03-16,29,13,11,73,MEX
2020-03-23,29,13,10,58,MEX
2020-03-30,29,13,12,53,MEX
2020-04-06,28,15,12,49,MEX
2020-04-13,28,13,9,42,MEX
2020-04-20,25,15,12,45,MEX
2020-04-27,24,16,12,44,MEX
2020-05-04,25,13,9,44,MEX
2020-05-11,25,11,11,48,MEX
2020-05-18,24,11,11,48,MEX
2020-05-25,23,10,11,44,MEX
2020-06-01,25,11,11,51,MEX
2020-06-08,25,12,12,50,MEX
2020-06-15,23,11,11,49,MEX
2020-06-22,23,12,13,54,MEX
2020-06-29,26,12,15,61,MEX
2020-07-06,26,13,14,62,MEX
2020-07-13,26,13,13,55,MEX
2020-07-20,26,12,13,48,MEX
2020-07-27,26,11,12,49,MEX
2020-08-03,25,10,11,44,MEX
2020-08-10,24,10,11,41,MEX
2020-08-17,22,9,10,37,MEX
2020-08-24,23,9,10,38,MEX
2020-08-31,23,9,10,36,MEX
2020-09-07,21,9,9,35,MEX
2020-09-14,23,9,9,35,MEX
2020-09-21,23,9,10,34,MEX
2020-09-28,24,9,10,36,MEX
2020-10-05,24,9,10,35,MEX
2020-10-12,47,10,10,41,MEX
2020-10-19,23,9,10,39,MEX
2020-10-26,20,9,9,37,MEX
2020-11-02,22,9,11,39,MEX
2020-11-09,21,9,11,38,MEX
2020-11-16,22,10,10,39,MEX
2020-11-23,22,10,11,36,MEX
2020-11-30,22,10,11,37,MEX
2020-12-07,22,11,13,41,MEX
2020-12-14,20,11,15,47,MEX
2020-12-21,21,12,15,49,MEX
2020-12-28,28,13,24,51,MEX
2021-01-04,26,13,26,47,MEX
2021-01-11,24,12,25,48,MEX
2021-01-18,25,11,24,44,MEX
2021-01-25,24,11,22,40,MEX
2021-02-01,25,10,20,36,MEX
2021-02-08,21,9,18,33,MEX
2021-02-15,23,10,17,34,MEX
2021-02-22,23,9,17,34,MEX
2021-03-01,22,9,17,32,MEX
2021-03-08,21,9,11,34,MEX
2021-03-15,23,9,8,35,MEX
2021-03-22,21,9,9,35,MEX
2021-03-29,19,10,9,36,MEX
2021-04-05,17,10,11,37,MEX
2021-04-12,18,9,14,36,MEX
2021-04-19,18,9,13,31,MEX
2021-04-26,17,9,14,31,MEX
2021-05-03,17,9,9,30,MEX
2021-05-10,18,9,9,32,MEX
2021-05-17,17,9,11,33,MEX
2021-05-24,18,9,13,32,MEX
2021-05-31,18,9,9,34,MEX
2021-06-07,19,9,9,33,MEX
2021-06-14,18,9,9,34,MEX
2021-06-21,18,9,11,35,MEX
2021-06-28,18,9,18,40,MEX
2021-07-05,19,10,10,46,MEX
2021-07-12,18,11,9,49,MEX
2021-07-19,19,11,10,52,MEX
2021-07-26,20,11,10,53,MEX
2021-08-02,22,11,10,55,MEX
2021-08-09,22,10,10,50,MEX
2021-08-16,21,10,10,45,MEX
2021-08-23,18,9,16,37,MEX
2021-08-30,19,10,16,36,MEX
2021-09-06,18,9,15,34,MEX
2021-09-13,19,9,12,34,MEX
2021-09-20,19,9,12,31,MEX
2021-09-27,19,9,12,31,MEX
2021-10-04,21,9,8,32,MEX
2021-10-11,33,9,6,31,MEX
2021-10-18,17,8,5,30,MEX
2021-10-25,13,8,6,30,MEX
2021-11-01,13,9,6,29,MEX
2021-11-08,13,8,6,30,MEX
2021-11-15,13,9,6,30,MEX
2021-11-22,12,8,6,36,MEX
2021-11-29,12,8,6,31,MEX
2021-12-06,11,8,6,30,MEX
2021-12-13,11,7,7,35,MEX
2021-12-20,12,7,8,44,MEX
2021-12-27,14,9,9,62,MEX
2022-01-03,15,10,14,78,MEX
2022-01-10,13,9,14,61,MEX
2022-01-17,13,9,23,47,MEX
2022-01-24,13,9,23,43,MEX
2022-01-31,13,9,9,37,MEX
2022-02-07,14,9,7,34,MEX
2022-02-14,14,10,7,34,MEX
2022-02-21,14,9,8,33,MEX
2022-02-28,14,10,8,34,MEX
2022-03-07,14,10,8,32,MEX
2022-03-14,14,10,8,33,MEX
2022-03-21,15,10,8,36,MEX
2022-03-28,15,10,9,36,MEX
2022-04-04,12,9,10,34,MEX
2022-04-11,13,10,10,34,MEX
2022-04-18,14,9,8,33,MEX
2022-04-25,14,9,10,33,MEX
2022-05-02,13,9,10,35,MEX
2022-05-09,15,9,10,39,MEX
2022-05-16,15,9,9,37,MEX
2022-05-23,14,9,9,37,MEX
2022-05-30,14,10,10,37,MEX
2022-06-06,14,9,11,37,MEX
2022-06-13,14,10,11,38,MEX
2022-06-20,14,10,11,44,MEX
2022-06-27,14,10,15,47,MEX
2022-07-04,15,10,17,49,MEX
2022-07-11,16,10,15,46,MEX
2022-07-18,16,10,15,45,MEX
2022-07-25,16,10,15,40,MEX
2022-08-01,14,10,14,38,MEX
2022-08-08,16,10,16,35,MEX
2022-08-15,15,10,15,36,MEX
2022-08-22,15,10,13,34,MEX
2022-08-29,15,9,12,32,MEX
2022-09-05,14,8,13,31,MEX
2022-09-12,15,10,15,33,MEX
2022-09-19,16,10,7,33,MEX
2022-09-26,17,10,13,34,MEX
2022-10-03,16,10,17,34,MEX
2022-10-10,21,10,11,33,MEX
2022-10-17,29,9,8,32,MEX
2022-10-24,13,9,10,32,MEX
2022-10-31,16,10,18,37,MEX
2022-11-07,16,9,23,35,MEX
2022-11-14,13,8,23,33,MEX
2022-11-21,14,8,27,36,MEX
2022-11-28,13,8,20,36,MEX
2022-12-05,13,12,13,35,MEX
2022-12-12,13,15,15,34,MEX
2022-12-19,14,15,13,35,MEX
2022-12-26,15,18,15,35,MEX
2023-01-02,15,19,29,35,MEX
2023-01-09,17,17,13,34,MEX
2023-01-16,17,20,13,33,MEX
2023-01-23,17,19,30,32,MEX
2023-01-30,17,17,26,33,MEX
2023-02-06,15,18,21,32,MEX
2023-02-13,16,19,18,34,MEX
2023-02-20,17,20,18,35,MEX
2023-02-27,17,20,13,37,MEX
2023-03-06,17,20,10,34,MEX
2023-03-13,17,18,11,37,MEX
2023-03-20,18,19,10,35,MEX
2023-03-27,15,18,12,34,MEX
2023-04-03,17,20,18,36,MEX
2023-04-10,18,20,11,35,MEX
2023-04-17,19,20,10,37,MEX
2023-04-24,17,19,10,37,MEX
2023-05-01,17,18,10,36,MEX
2023-05-08,20,20,14,36,MEX
2023-05-15,21,19,15,38,MEX
2023-05-22,19,20,13,35,MEX
2023-05-29,19,20,12,36,MEX
2023-06-05,18,20,13,40,MEX
2023-06-12,18,20,14,39,MEX
2023-06-19,17,21,11,37,MEX
2023-06-26,16,20,9,35,MEX
2023-07-03,16,19,8,32,MEX
2023-07-10,17,20,21,35,MEX
2023-07-17,17,20,22,33,MEX
2023-07-24,16,20,20,34,MEX
2023-07-31,18,22,22,35,MEX
2023-08-07,18,20,21,33,MEX
2023-08-14,16,20,19,32,MEX
2023-08-21,16,19,19,33,MEX
2023-08-28,17,19,20,33,MEX
2023-09-04,17,19,16,33,MEX
2023-09-11,17,19,7,34,MEX
2023-09-18,17,20,7,34,MEX
2023-09-25,17,19,7,32,MEX
2023-10-02,17,19,7,32,MEX
2023-10-09,20,22,7,33,MEX
2023-10-16,34,20,7,31,MEX
2023-10-23,15,18,7,29,MEX
2023-10-30,17,20,8,33,MEX
2023-11-06,16,19,7,31,MEX
2023-11-13,15,17,7,30,MEX
2023-11-20,16,18,7,32,MEX
2023-11-27,15,18,7,31,MEX
2023-12-04,13,17,6,30,MEX
2023-12-11,12,17,7,32,MEX
2023-12-18,12,16,6,31,MEX
2023-12-25,14,17,6,31,MEX
2019-12-23,16,9,5,23,PAN
2019-12-30,18,10,6,21,PAN
2020-01-06,20,11,5,20,PAN
2020-01-13,20,13,6,26,PAN
2020-01-20,21,14,6,29,PAN
2020-01-27,18,15,5,28,PAN
