date,tavg,tmin,tmax,prcp,wdir,wspd,pres
2019-12-30,19.450377212449233,13.011834073833331,26.319135144558693,2.226111313933508,194.4311692322497,9.722816585174762,1016.1097360691971
2020-01-06,19.083391539222095,11.511171983101368,26.336976489794996,1.7572086212703346,119.68048024536527,11.313644855028432,1014.2481407582383
2020-01-13,20.0136235355406,14.086101277819447,26.512647208212663,1.8242704678799428,70.50032601031631,12.548238527086411,1012.8547727116446
2020-01-20,19.412923884104938,14.504581559704844,25.3246121863661,2.9916296194456646,218.7936424149726,9.854209187892064,1015.7186089667055
2020-01-27,19.66923493413666,13.603087055355246,25.94847682296836,2.7804969987034442,143.06209207045816,10.089568129433575,1015.4571010874932
2020-02-03,19.25823000000584,11.332153028980182,27.07809643943125,2.5150289483549346,158.4573776248301,9.93358918108797,1014.7849235502474
2020-02-10,20.10572581352064,13.412684433711139,26.937426962042654,8.745862476689693,61.43260517173498,11.776558318988668,1013.3767712227235
2020-02-17,19.93934583968913,14.48125748828932,26.45468129473209,6.054798814081104,153.1591536240101,11.356418594836823,1013.8597992562818
2020-02-24,19.92995451610798,14.86116512548223,26.019846964989615,8.855485026517796,185.90103944496082,10.395030893609702,1015.9016513838793
2020-03-02,20.33824191681291,14.087790661596726,27.282547226400016,3.1123011994482312,157.26453423337503,10.613678064568289,1014.7206063503445
2020-03-09,20.448371792773354,16.00495979057958,25.845879657032075,2.767224224202007,135.22149022290168,11.075754539949108,1015.2425253750862
2020-03-16,19.654588557622183,14.060956847140782,26.07143269092356,2.3884759337740564,191.23827999600994,11.219636075582732,1016.2117062586879
2020-03-23,20.003079818233836,14.529673131076137,25.878470478352636,1.866561049136342,180.78149758847002,10.676054856140182,1014.5491388980148
2020-03-30,20.31031988242209,15.607636723797924,25.801951130329,4.628406964224856,82.95758374118499,10.251907490588696,1013.9574892838972
2020-04-06,20.56757499206727,15.800335055628803,25.8745479746687,3.028124483385647,54.72069007438427,10.745448995235938,1014.8039521392822
2020-04-13,19.56457152568218,14.11298100464334,25.60809579902661,2.2409455676883874,158.25656619755742,9.985719600294349,1016.4993545019266
2020-04-20,19.83315338215693,14.608703394452196,25.966335067950645,4.637721662332193,121.42978617569686,8.996265743435353,1015.6429534588782
2020-04-27,20.283689699038664,15.006702072006595,25.65211907193595,2.294778585520698,60.876399011600064,10.006302044662016,1015.2355336805392
2020-05-04,20.999081936510077,15.773527050813072,25.548885483912585,2.211875850454354,62.74191409844495,10.270327040694612,1014.284738355317
2020-05-11,20.475638078607968,15.435180995265144,26.00410499617487,2.7298831635807903,128.84176515491347,8.831454525110976,1015.0752465847606
2020-05-18,20.745719815206183,15.443365008396848,25.686873050720997,2.301189060355074,94.22008030442375,9.845479057985234,1014.9515662224364
2020-05-25,19.703518077566798,15.200609817017076,24.75669439002661,4.341489107313143,172.33873137191745,8.455852299716508,1015.5110994916316
2020-06-01,19.681632316569623,15.089342168843375,24.842919602221315,4.443224750282494,53.93557270522405,8.199124879293437,1015.8648501670565
2020-06-08,19.483123723030406,14.615381707263694,25.242416972854414,4.3518927599602115,149.85884159820006,8.19018514143961,1015.5150690309405
2020-06-15,19.47479873460784,14.532145182738011,24.74347936280544,9.607573974338903,91.96536243107535,8.903902030861854,1014.6712658249943
2020-06-22,19.94674122356988,15.03520526598225,25.663170653863467,2.8156900696350506,55.441236879035706,9.709576545591892,1013.393216916182
2020-06-29,19.211437479579967,14.128154171268948,24.652090916154936,5.377202262799075,113.13489982983049,8.95473395130942,1013.8287510391689
2020-07-06,19.12810007367747,14.635140776738412,24.465933596374157,4.486324734508968,102.72691851274044,8.712352848765766,1015.1258983991287
2020-07-13,19.88760081896155,14.653336769157814,25.1123974571372,3.973730345518476,59.063530301287074,10.171960039234921,1014.0399389709803
2020-07-20,18.899470714149466,14.345086700845226,24.201898686430262,6.536991561394435,126.75918187884751,8.951428160028756,1014.898138485146
2020-07-27,19.906450512106293,14.299200646215251,25.380063131036852,7.486513534057531,70.3643090669646,9.999247330202147,1014.4627634142872
2020-08-03,20.21510321446616,14.878913449003708,25.218936708448858,1.9813494222428643,90.85088671642791,11.334226631363862,1014.234339986761
2020-08-10,20.045092871351756,15.141006478892427,25.339110548834586,3.5291602361509753,95.72261282199536,9.822755316197762,1013.7502249844295
2020-08-17,18.9600831170105,14.430298502893598,24.560599480744617,7.003239671039587,158.09013842996782,8.069284235286089,1014.4024011233406
2020-08-24,19.33211814439928,13.936920693811022,25.333568728586318,5.21138392836719,137.80842503062445,9.194137798848535,1014.7235943701592
2020-08-31,19.468095643042897,14.213601313525771,25.42082126932208,6.6145774473990455,126.05536383065882,8.68114084358955,1014.198412331546
2020-09-07,18.93242920990738,13.022767302512921,25.212056590263494,3.1119740452513627,182.55928249444202,8.665321132126422,1014.276884008969
2020-09-14,18.990953133769864,14.150876448516822,24.87352108073254,17.161337944107306,152.94756991797811,8.039830302387042,1014.9954194829461
2020-09-21,19.224434865127375,13.864325569867106,25.268481258204012,2.2051936611426037,87.64495018721139,9.022438768323685,1014.9650628891908
2020-09-28,18.660228774426994,13.699660026320776,24.17230331242045,5.058723071146618,117.07942478017037,9.158119559611748,1013.3695301577123
2020-10-05,18.29968437175046,13.205027442985982,24.449209725983586,5.86001110658438,98.83519814475935,8.726811061116223,1014.9161322952242
2020-10-12,18.95529670886305,13.276350551932314,24.863138808363384,5.7950644310675115,72.46949386884232,8.837206313979316,1013.2454249406331
2020-10-19,18.82990950129994,14.362403113969862,24.023511841599394,5.730117755550643,164.32298250687978,8.48791356877563,1014.1047151314335
2020-10-26,18.59605260035698,14.699830729511346,24.27333946523607,5.665171080033775,243.6538147851663,8.010475281949393,1014.4304525198171
2020-11-02,18.452806704260134,13.915363921295398,24.131118353391315,5.600224404516907,241.63031192620704,8.327830924561233,1014.251946891537
2020-11-09,18.2688249444552,14.86075967635318,23.90213488732499,5.535277729000039,268.9946008895725,7.587221672379424,1015.3722769385201
2020-11-16,18.12112272963201,14.409459969889529,23.57339524384398,5.470331053483171,220.25070568905105,7.102145361600521,1014.7082022501547
2020-11-23,18.559441183034156,14.43185734607122,24.38671425388141,5.4053843779663024,170.4187254316394,8.008526473834223,1014.161036147866
2020-11-30,18.692866279232753,14.28690692525576,24.074313847647538,5.340437702449434,136.5514030251307,8.286048084336196,1017.2579521825568
2020-12-07,18.3120572019985,12.81485293750323,24.273340644368368,5.275491026932566,168.98699596321416,8.28863930387702,1019.5392357500448
2020-12-14,18.720829075043337,13.557221921860702,24.447208392383846,5.210544351415699,82.65975526074169,9.253278172503219,1018.6232616571617
2020-12-21,18.401164424514086,13.84916231743968,24.194519514229075,5.14559767589883,152.2838078510367,8.892182605979425,1018.5278787885601
2020-12-28,18.39567915617796,14.090416928635946,24.150941586356623,4.997061536250224,165.28822863423335,8.950577509373913,1019.0647789726916
2021-01-04,17.858395903933936,13.116793243092312,23.330464368479333,4.246487361875535,133.4472930556025,8.392675368239855,1019.1140251583081
2021-01-11,18.369826842654984,12.683811215579242,24.88788236781986,4.03252599656157,157.9209206322541,8.859732613765654,1018.4574236705249
2021-01-18,18.028212021183702,12.265724177347346,24.81166850104384,3.791038190722987,132.32630906869,9.179373524270991,1018.284027434276
2021-01-25,18.540830365438207,12.364451516693688,25.09891100886074,3.5363398750434487,92.02210792450329,10.464871267121314,1017.776883878692
2021-02-01,19.26843024553466,13.45849136422318,25.373166846078437,4.921885648254374,80.51464030447812,9.993739149274068,1018.5753622689045
2021-02-08,18.908998559207202,14.463506778246085,24.652074745024798,3.2782650884425664,150.31650032485135,9.050962101874775,1018.6828811361149
2021-02-15,18.601583102226904,13.918650814782666,23.777277612082116,3.233644388951265,208.73061123978025,9.928645915586966,1019.7017769769103
2021-02-22,18.910932536774187,14.727336182223345,23.862764729740224,3.6500501367075664,88.61416205231554,10.138197408298373,1017.9779134618223
2021-03-01,18.14175851907007,14.493271677415992,23.121577490124643,3.3684023006426513,133.1971760482112,8.894680921416878,1018.7448259779911
2021-03-08,18.064333477979908,14.499138216130701,23.168542655763527,3.1749636060755377,174.74013975321512,9.27967719754538,1020.0682477219342
2021-03-15,17.666652980185162,13.462463689017765,23.590980435276645,3.5700109850952138,229.69221419324384,8.388841166587024,1018.307118539805
2021-03-22,18.269181149384025,14.113906827233686,24.166827840541178,3.493683781350625,144.81090220012064,8.768477838866751,1017.5005004619777
2021-03-29,19.382331556696275,15.340563330907917,24.10131012288719,3.4862170584623415,71.86134043113253,10.683866092217867,1012.4235147838705
2021-04-05,18.71603327214502,14.851181608429275,23.926963212095384,4.24212736064241,102.68911675756465,8.846302599113033,1016.8799145463709
2021-04-12,19.085732763248593,14.670825885219987,24.29043546739879,3.9739088525532154,112.694986485667,9.545615113535534,1018.6540567246186
2021-04-19,19.02738001887508,14.031996124179454,25.15048075443762,3.1695672328461972,154.19398029050808,9.079480983106258,1019.2378773462772
2021-04-26,18.180876929277794,14.809088460724926,23.030308619178065,2.704300464677324,197.32916064702428,7.870264768235087,1020.1559856488362
2021-05-03,18.421719577344096,14.833133261129431,23.86334115665722,2.4507190411789934,185.26555283316048,8.23788283184962,1020.7984067710315
2021-05-10,19.491449338002074,15.211398509794352,24.874451066083754,3.4559522350555363,56.06736314352878,9.946443909899589,1019.1108374076235
2021-05-17,19.466377850187335,14.939667160037049,24.743506770577614,3.4646656538703517,63.393860294590844,9.462338793991972,1019.603503344513
