city,state,country,Latitude,Longitude,idx_city
nocaima,cundinamarca,colombia,5.0697674,-74.3775222,COLOMBIA_CUNDINAMARCA_NOCAIMA
el carmen,norte santander,colombia,8.1685107,-72.8110286,COLOMBIA_NORTE SANTANDER_EL CARMEN
landazuri,santander,colombia,6.2205334,-73.8113754,COLOMBIA_SANTANDER_LANDAZURI
velez,santander,colombia,6.1354127,-73.83420956395206,COLOMBIA_SANTANDER_VELEZ
planadas,tolima,colombia,3.09803075,-75.85652204809352,COLOMBIA_TOLIMA_PLANADAS
ginebra,valle,colombia,3.7237049,-76.2687988,COLOMBIA_VALLE_GINEBRA
piojo,atlantico,colombia,10.7483504,-75.1081639,COLOMBIA_ATLANTICO_PIOJO
tamara,casanare,colombia,5.8296003,-72.1639754,COLOMBIA_CASANARE_TAMARA
el carmen de atrato,choco,colombia,5.838906550000001,-76.2079696572246,COLOMBIA_CHOCO_EL CARMEN DE ATRATO
jerusalen,cundinamarca,colombia,4.5623901,-74.6942067,COLOMBIA_CUNDINAMARCA_JERUSALEN
yacopi,cundinamarca,colombia,5.4587905,-74.3376099,COLOMBIA_CUNDINAMARCA_YACOPI
circasia,quindio,colombia,4.6075667,-75.66670665407705,COLOMBIA_QUINDIO_CIRCASIA
la virginia,risaralda,colombia,4.8995993,-75.8825661,COLOMBIA_RISARALDA_LA VIRGINIA
el aguila,valle,colombia,4.9381541,-76.0602974961269,COLOMBIA_VALLE_EL AGUILA
cocorna,antioquia,colombia,6.0580111,-75.1859102,COLOMBIA_ANTIOQUIA_COCORNA
murindo,antioquia,colombia,6.9782419,-76.8192432,COLOMBIA_ANTIOQUIA_MURINDO
mahates,bolivar,colombia,10.234262,-75.186894,COLOMBIA_BOLIVAR_MAHATES
monterrey,casanare,colombia,4.8762611,-72.8968843,COLOMBIA_CASANARE_MONTERREY
el tambo,cauca,colombia,2.4511923,-76.8117409,COLOMBIA_CAUCA_EL TAMBO
villarica,cauca,colombia,3.1774707,-76.4556428749692,COLOMBIA_CAUCA_VILLARICA
subachoque,cundinamarca,colombia,4.658450634959204,-74.25027577066686,COLOMBIA_CUNDINAMARCA_SUBACHOQUE
elias,huila,colombia,2.0136193,-75.9392336,COLOMBIA_HUILA_ELIAS
apia,risaralda,colombia,5.1065543,-75.9425022,COLOMBIA_RISARALDA_APIA
sevilla,valle,colombia,4.2645071,-75.934396,COLOMBIA_VALLE_SEVILLA
sonson,antioquia,colombia,5.7106659,-75.3103532,COLOMBIA_ANTIOQUIA_SONSON
calamar,bolivar,colombia,10.2526122,-74.9146691,COLOMBIA_BOLIVAR_CALAMAR
hato corozal,casanare,colombia,6.0567773,-71.61494007417981,COLOMBIA_CASANARE_HATO COROZAL
beltran,cundinamarca,colombia,4.71536665,-74.78012662603953,COLOMBIA_CUNDINAMARCA_BELTRAN
guayabetal,cundinamarca,colombia,4.2163422,-73.8153965,COLOMBIA_CUNDINAMARCA_GUAYABETAL
sutatausa,cundinamarca,colombia,5.23773375,-73.8549403620673,COLOMBIA_CUNDINAMARCA_SUTATAUSA
palestina,huila,colombia,1.7229505,-76.1311882,COLOMBIA_HUILA_PALESTINA
san zenon,magdalena,colombia,9.3550021,-74.27631933969545,COLOMBIA_MAGDALENA_SAN ZENON
tenerife,magdalena,colombia,9.9003487,-74.8589973,COLOMBIA_MAGDALENA_TENERIFE
bucarasica,norte santander,colombia,8.0394871,-72.8669475,COLOMBIA_NORTE SANTANDER_BUCARASICA
exterior_ecuador,exterior,ecuador,-1.3397668,-79.3666965,ECUADOR_EXTERIOR_EXTERIOR_ECUADOR
exterior_mexico,exterior,mexico,23.6585116,-102.0077097,MÉXICO_EXTERIOR_EXTERIOR_MÉXICO
exterior_panama,exterior,panama,8.559559,-81.1308434,PANAMÁ_EXTERIOR_EXTERIOR_PANAMA
dabeiba,antioquia,colombia,7.0015209,-76.2666243,COLOMBIA_ANTIOQUIA_DABEIBA
turbana,bolivar,colombia,10.233116,-75.448718562246,COLOMBIA_BOLIVAR_TURBANA
garagoa,boyaca,colombia,5.0822246,-73.3643092,COLOMBIA_BOYACA_GARAGOA
quipama,boyaca,colombia,5.52297,-74.1812499,COLOMBIA_BOYACA_QUIPAMA
mani,casanare,colombia,4.72308665,-72.22813701461214,COLOMBIA_CASANARE_MANI
la gloria,cesar,colombia,8.6182682,-73.8013876,COLOMBIA_CESAR_LA GLORIA
ubaque,cundinamarca,colombia,4.501443,-73.9710295,COLOMBIA_CUNDINAMARCA_UBAQUE
tesalia,huila,colombia,2.4855806,-75.7273303,COLOMBIA_HUILA_TESALIA
quinchia,risaralda,colombia,5.32616335,-75.72186840046231,COLOMBIA_RISARALDA_QUINCHIA
betulia,santander,colombia,6.9006397,-73.2835591,COLOMBIA_SANTANDER_BETULIA
enciso,santander,colombia,6.6498446,-72.68173548149151,COLOMBIA_SANTANDER_ENCISO
palmar,santander,colombia,6.538635,-73.2916928,COLOMBIA_SANTANDER_PALMAR
santa helena del opon,santander,colombia,6.3387975,-73.616366,COLOMBIA_SANTANDER_SANTA HELENA DEL OPON
ambalema,tolima,colombia,4.7835866,-74.7643927,COLOMBIA_TOLIMA_AMBALEMA
exterior_kenya,exterior,kenya,1.4419683,38.4313975,KENYA_EXTERIOR_EXTERIOR_KENYA
exterior_peru,exterior,peru,-6.8699697,-75.0458515,PERÚ_EXTERIOR_EXTERIOR_PERU
chinchina,caldas,colombia,4.9830232,-75.6054129,COLOMBIA_CALDAS_CHINCHINA
capitanejo,santander,colombia,6.5149284000000005,-72.67433876240807,COLOMBIA_SANTANDER_CAPITANEJO
los santos,santander,colombia,6.8196383,-73.09437586724192,COLOMBIA_SANTANDER_LOS SANTOS
suaita,santander,colombia,6.1257536,-73.36271466241944,COLOMBIA_SANTANDER_SUAITA
guateque,boyaca,colombia,5.0226102,-73.49199017070515,COLOMBIA_BOYACA_GUATEQUE
pajarito,boyaca,colombia,5.37354545,-72.67528897729841,COLOMBIA_BOYACA_PAJARITO
inza,cauca,colombia,2.5500211,-76.0643978,COLOMBIA_CAUCA_INZA
tena,cundinamarca,colombia,4.646580200000001,-74.40078036307561,COLOMBIA_CUNDINAMARCA_TENA
saladoblanco,huila,colombia,1.993142,-76.0450355,COLOMBIA_HUILA_SALADOBLANCO
sabanas de san angel,magdalena,colombia,10.13217985,-74.25339987168041,COLOMBIA_MAGDALENA_SABANAS DE SAN ANGEL
paramo,santander,colombia,6.416541,-73.1693988,COLOMBIA_SANTANDER_PARAMO
pacoa cd,vaupes,colombia,0.0221732,-71.0041288,COLOMBIA_VAUPES_PACOA (CD)
puerto rondon,arauca,colombia,6.2777051,-71.0999647,COLOMBIA_ARAUCA_PUERTO RONDON
talaigua nuevo,bolivar,colombia,9.3032374,-74.5654949,COLOMBIA_BOLIVAR_TALAIGUA NUEVO
chinavita,boyaca,colombia,5.2062439000000005,-73.33495822266192,COLOMBIA_BOYACA_CHINAVITA
quebradanegra,cundinamarca,colombia,5.117231,-74.4793643,COLOMBIA_CUNDINAMARCA_QUEBRADANEGRA
tarqui,huila,colombia,2.1136893,-75.8251742,COLOMBIA_HUILA_TARQUI
cerro san antonio,magdalena,colombia,10.3269546,-74.8690124,COLOMBIA_MAGDALENA_CERRO SAN ANTONIO
bochalema,norte santander,colombia,7.61236,-72.6471433,COLOMBIA_NORTE SANTANDER_BOCHALEMA
cucutilla,norte santander,colombia,7.539501,-72.77276,COLOMBIA_NORTE SANTANDER_CUCUTILLA
coromoro,santander,colombia,6.24050595,-72.99173070370512,COLOMBIA_SANTANDER_COROMORO
malaga,santander,colombia,6.699661,-72.7324563,COLOMBIA_SANTANDER_MALAGA
villanueva,santander,colombia,6.6712394,-73.1753984,COLOMBIA_SANTANDER_VILLANUEVA
valle de san juan,tolima,colombia,4.2003577,-75.1180693,COLOMBIA_TOLIMA_VALLE DE SAN JUAN
taraira,vaupes,colombia,-0.5630161,-69.6340579,COLOMBIA_VAUPES_TARAIRA
la pintada,antioquia,colombia,5.7466446,-75.6054273,COLOMBIA_ANTIOQUIA_LA PINTADA
santa barbara,antioquia,colombia,5.8743766,-75.5679573,COLOMBIA_ANTIOQUIA_SANTA BARBARA
morales,bolivar,colombia,8.2763913,-73.8680272,COLOMBIA_BOLIVAR_MORALES
manzanares,caldas,colombia,5.253198,-75.1544544,COLOMBIA_CALDAS_MANZANARES
agrado,huila,colombia,2.2632959,-75.71500368269609,COLOMBIA_HUILA_AGRADO
francisco pizarro salahonda,narino,colombia,2.0865197,-78.59791203549253,COLOMBIA_NARIÑO_FRANCISCO PIZARRO (SALAHONDA)
arboledas,norte santander,colombia,7.6427256,-72.7993408,COLOMBIA_NORTE SANTANDER_ARBOLEDAS
venecia,antioquia,colombia,5.9635386,-75.7339175,COLOMBIA_ANTIOQUIA_VENECIA
san lorenzo,narino,colombia,1.5031548,-77.2153366,COLOMBIA_NARIÑO_SAN LORENZO
curiti,santander,colombia,6.61280515,-73.01687869333793,COLOMBIA_SANTANDER_CURITI
suan,atlantico,colombia,10.30473315,-74.91403463227351,COLOMBIA_ATLANTICO_SUAN
margarita,bolivar,colombia,9.0574428,-74.22089490793826,COLOMBIA_BOLIVAR_MARGARITA
la calera,cundinamarca,colombia,4.7068245,-73.93208461102986,COLOMBIA_CUNDINAMARCA_LA CALERA
pandi,cundinamarca,colombia,4.192251,-74.4860101,COLOMBIA_CUNDINAMARCA_PANDI
sibate,cundinamarca,colombia,4.46600575,-74.26272399106114,COLOMBIA_CUNDINAMARCA_SIBATE
pijino del carmen pijino,magdalena,colombia,9.3304217,-74.4535166,COLOMBIA_MAGDALENA_PIJIÑO DEL CARMEN (PIJIÑO)
la tola,narino,colombia,2.3995791,-78.1882925,COLOMBIA_NARIÑO_LA TOLA
quimbaya,quindio,colombia,4.6231176,-75.7637346,COLOMBIA_QUINDIO_QUIMBAYA
zetaquira,boyaca,colombia,5.2821538,-73.16696532729358,COLOMBIA_BOYACA_ZETAQUIRA
yaguara,huila,colombia,2.6628774,-75.516008,COLOMBIA_HUILA_YAGUARA
confines,santander,colombia,6.3559746,-73.2409632,COLOMBIA_SANTANDER_CONFINES
salamina,magdalena,colombia,10.4902585,-74.7937782,COLOMBIA_MAGDALENA_SALAMINA
el rosario,narino,colombia,1.7432036,-77.3350718,COLOMBIA_NARIÑO_EL ROSARIO
convencion,norte santander,colombia,8.4662543,-73.3362193,COLOMBIA_NORTE SANTANDER_CONVENCION
caicedonia,valle,colombia,4.5694397,-75.7472772,COLOMBIA_VALLE_CAICEDONIA
yotoco,valle,colombia,3.89766105,-76.387873049896,COLOMBIA_VALLE_YOTOCO
exterior_cuba,exterior,cuba,23.0131338,-80.8328748,CUBA_EXTERIOR_EXTERIOR_CUBA
exterior_guatemala,exterior,guatemala,15.5855545,-90.345759,GUATEMALA_EXTERIOR_EXTERIOR_GUATEMALA
carmen de viboral,antioquia,colombia,6.0833063,-75.3353501,COLOMBIA_ANTIOQUIA_CARMEN DE VIBORAL
la estrella,antioquia,colombia,6.1576781,-75.6433878,COLOMBIA_ANTIOQUIA_LA ESTRELLA
cicuco,bolivar,colombia,9.2778539,-74.643809,COLOMBIA_BOLIVAR_CICUCO
muzo,boyaca,colombia,5.5321291,-74.1027796,COLOMBIA_BOYACA_MUZO
cachira,norte santander,colombia,7.5608050854113475,-73.44688259796105,COLOMBIA_NORTE SANTANDER_CACHIRA
matanza,santander,colombia,7.3230808,-73.0155679,COLOMBIA_SANTANDER_MATANZA
san jose de miranda,santander,colombia,6.62526745,-72.7366986177611,COLOMBIA_SANTANDER_SAN JOSE DE MIRANDA
canasgordas,antioquia,colombia,6.7519854,-76.0261638,COLOMBIA_ANTIOQUIA_CAÑASGORDAS
santa rosa de osos,antioquia,colombia,6.6453171,-75.4614576,COLOMBIA_ANTIOQUIA_SANTA ROSA DE OSOS
sandona,narino,colombia,1.2863843,-77.4710722,COLOMBIA_NARIÑO_SANDONA
hacari,norte santander,colombia,8.3208498,-73.1453266,COLOMBIA_NORTE SANTANDER_HACARI
mistrato,risaralda,colombia,5.4065243,-75.96360048247402,COLOMBIA_RISARALDA_MISTRATO
providencia,san andres,colombia,12.58276015,-81.6913289,COLOMBIA_SAN ANDRES_PROVIDENCIA
contratacion,santander,colombia,6.290737,-73.4745564,COLOMBIA_SANTANDER_CONTRATACION
toro,valle,colombia,4.608925,-76.0824045,COLOMBIA_VALLE_TORO
anori,antioquia,colombia,7.0736127,-75.1466433,COLOMBIA_ANTIOQUIA_ANORI
frontino,antioquia,colombia,6.7721761,-76.1311575,COLOMBIA_ANTIOQUIA_FRONTINO
cantagallo,bolivar,colombia,7.3780007,-73.9150265,COLOMBIA_BOLIVAR_CANTAGALLO
balboa,cauca,colombia,2.042096,-77.2157842,COLOMBIA_CAUCA_BALBOA
bolivar,cauca,colombia,1.87332785,-76.99193235090075,COLOMBIA_CAUCA_BOLIVAR
alto baudo pie de pato,choco,colombia,5.66597705,-77.07963299910071,COLOMBIA_CHOCO_ALTO BAUDO (PIE DE PATO)
la argentina,huila,colombia,2.1985723,-75.9791154,COLOMBIA_HUILA_LA ARGENTINA
algarrobo,magdalena,colombia,10.1914131,-74.0618168,COLOMBIA_MAGDALENA_ALGARROBO
teorama,norte santander,colombia,8.75869095,-73.16088772522986,COLOMBIA_NORTE SANTANDER_TEORAMA
paipa,boyaca,colombia,5.7812701,-73.1176532,COLOMBIA_BOYACA_PAIPA
narino,cundinamarca,colombia,4.3981229,-74.8279301,COLOMBIA_CUNDINAMARCA_NARIÑO
mogotes,santander,colombia,6.50244055,-72.97679199973126,COLOMBIA_SANTANDER_MOGOTES
la victoria,valle,colombia,4.5232502,-76.0357835,COLOMBIA_VALLE_LA VICTORIA
exterior_italia,exterior,italia,42.6384261,12.674297,ITALIA_EXTERIOR_EXTERIOR_ITALIA
san jacinto,bolivar,colombia,9.8296174,-75.1218628,COLOMBIA_BOLIVAR_SAN JACINTO
aguadas,caldas,colombia,5.613113,-75.4575902,COLOMBIA_CALDAS_AGUADAS
villamaria,caldas,colombia,5.0449697,-75.5151258,COLOMBIA_CALDAS_VILLAMARIA
san calixto,norte santander,colombia,8.4028985,-73.2075592,COLOMBIA_NORTE SANTANDER_SAN CALIXTO
san francisco,antioquia,colombia,5.87400175,-74.9643254236523,COLOMBIA_ANTIOQUIA_SAN FRANCISCO
uramita,antioquia,colombia,6.8993072,-76.1742258,COLOMBIA_ANTIOQUIA_URAMITA
tado,choco,colombia,5.2639656,-76.5587372,COLOMBIA_CHOCO_TADO
choconta,cundinamarca,colombia,5.1161523,-73.68647071183462,COLOMBIA_CUNDINAMARCA_CHOCONTA
puebloviejo,magdalena,colombia,10.83305295,-74.3679709249293,COLOMBIA_MAGDALENA_PUEBLOVIEJO
ansermanuevo,valle,colombia,4.7957054,-75.9937832,COLOMBIA_VALLE_ANSERMANUEVO
maceo,antioquia,colombia,6.5535012,-74.7877474,COLOMBIA_ANTIOQUIA_MACEO
chima,santander,colombia,6.3443969,-73.3727428,COLOMBIA_SANTANDER_CHIMA
guadalupe,santander,colombia,6.2468169,-73.4181815,COLOMBIA_SANTANDER_GUADALUPE
costa rica,exterior,costa rica,10.2735633,-84.0739102,COSTA RICA_EXTERIOR_COSTA RICA
sucre,cauca,colombia,2.0382339,-76.9249937,COLOMBIA_CAUCA_SUCRE
cordoba,quindio,colombia,4.3900715,-75.6858247,COLOMBIA_QUINDIO_CORDOBA
guatica,risaralda,colombia,5.3157895,-75.7994422,COLOMBIA_RISARALDA_GUATICA
santa rosa de cabal,risaralda,colombia,4.8650708,-75.6211554,COLOMBIA_RISARALDA_SANTA ROSA DE CABAL
el penon,santander,colombia,6.08553175,-73.93364854994327,COLOMBIA_SANTANDER_EL PEÑON
puerto parra,santander,colombia,6.70128855,-73.9774782111397,COLOMBIA_SANTANDER_PUERTO PARRA
san andres,santander,colombia,6.8100668,-72.8506351,COLOMBIA_SANTANDER_SAN ANDRES
amaga,antioquia,colombia,6.0406977,-75.7030694,COLOMBIA_ANTIOQUIA_AMAGA
briceno,antioquia,colombia,7.12021975,-75.58269735773685,COLOMBIA_ANTIOQUIA_BRICENO
el espino,boyaca,colombia,6.4825581,-72.4952026,COLOMBIA_BOYACA_EL ESPINO
firavitoba,boyaca,colombia,5.6748886,-73.01757112474615,COLOMBIA_BOYACA_FIRAVITOBA
san jose de pare,boyaca,colombia,6.0004695,-73.53632793256998,COLOMBIA_BOYACA_SAN JOSE DE PARE
puli,cundinamarca,colombia,4.6809255,-74.7135542,COLOMBIA_CUNDINAMARCA_PULI
murillo,tolima,colombia,4.8248173,-75.2349544,COLOMBIA_TOLIMA_MURILLO
la cumbre,valle,colombia,3.6505888,-76.569897,COLOMBIA_VALLE_LA CUMBRE
exterior_argentina,exterior,argentina,-34.9964963,-64.9672817,ARGENTINA_EXTERIOR_EXTERIOR_ARGENTINA
la chorrera cd,amazonas,colombia,-1.4420148,-72.7889364,COLOMBIA_AMAZONAS_LA CHORRERA (CD)
san cristobal,bolivar,colombia,10.374308,-75.07634048476797,COLOMBIA_BOLIVAR_SAN CRISTOBAL
neira,caldas,colombia,5.1917458,-75.5195161896838,COLOMBIA_CALDAS_NEIRA
anolaima,cundinamarca,colombia,4.7616096,-74.4649986,COLOMBIA_CUNDINAMARCA_ANOLAIMA
gramalote,norte santander,colombia,7.8317742,-72.4721455,COLOMBIA_NORTE SANTANDER_GRAMALOTE
concepcion,santander,colombia,6.7682934,-72.694484,COLOMBIA_SANTANDER_CONCEPCION
sucre,santander,colombia,6.015965,-74.012109978448,COLOMBIA_SANTANDER_SUCRE
amalfi,antioquia,colombia,6.9070097,-75.0735908,COLOMBIA_ANTIOQUIA_AMALFI
betania,antioquia,colombia,5.7451779,-75.9768362,COLOMBIA_ANTIOQUIA_BETANIA
zipaquira,cundinamarca,colombia,5.0234748,-74.0039818,COLOMBIA_CUNDINAMARCA_ZIPAQUIRA
baraya,huila,colombia,3.0892735,-74.94483496007308,COLOMBIA_HUILA_BARAYA
pasto,narino,colombia,1.2140275,-77.2785096,COLOMBIA_NARIÑO_PASTO
la playa,norte santander,colombia,7.5908134,-73.0263263,COLOMBIA_NORTE SANTANDER_LA PLAYA
cisneros,antioquia,colombia,6.5382418,-75.0871316,COLOMBIA_ANTIOQUIA_CISNEROS
tunja,boyaca,colombia,5.5324313,-73.3616014,COLOMBIA_BOYACA_TUNJA
arbelaez,cundinamarca,colombia,4.2727954,-74.4159802,COLOMBIA_CUNDINAMARCA_ARBELAEZ
villahermosa,tolima,colombia,4.9765885,-75.1666117,COLOMBIA_TOLIMA_VILLAHERMOSA
bolivar,antioquia,colombia,6.140076834268387,-75.26636164397519,COLOMBIA_ANTIOQUIA_BOLIVAR
piendamo,cauca,colombia,2.6404294,-76.5325746,COLOMBIA_CAUCA_PIENDAMO
concordia,magdalena,colombia,10.2588096,-74.8341063,COLOMBIA_MAGDALENA_CONCORDIA
chitaga,norte santander,colombia,7.1381899,-72.6647954,COLOMBIA_NORTE SANTANDER_CHITAGA
san jose de la montana,antioquia,colombia,6.81614395,-75.6753094098452,COLOMBIA_ANTIOQUIA_SAN JOSE DE LA MONTANA
chiquinquira,boyaca,colombia,5.6182733,-73.8167476,COLOMBIA_BOYACA_CHIQUINQUIRA
san mateo,boyaca,colombia,6.41672195,-72.57682123606187,COLOMBIA_BOYACA_SAN MATEO
marquetalia,caldas,colombia,5.2966038,-75.0546064,COLOMBIA_CALDAS_MARQUETALIA
samana,caldas,colombia,5.4127804,-74.992031,COLOMBIA_CALDAS_SAMANA
villapinzon,cundinamarca,colombia,5.2215207,-73.58989,COLOMBIA_CUNDINAMARCA_VILLAPINZON
la jagua del pilar,guajira,colombia,10.5102023,-73.0709956,COLOMBIA_GUAJIRA_LA JAGUA DEL PILAR
nataga,huila,colombia,2.5769586,-75.7951200743144,COLOMBIA_HUILA_NATAGA
samaniego,narino,colombia,1.3385009,-77.5929381,COLOMBIA_NARIÑO_SAMANIEGO
salgar,antioquia,colombia,5.9631358,-75.9791386,COLOMBIA_ANTIOQUIA_SALGAR
san antonio de tequendama,cundinamarca,colombia,4.61201155,-74.34647519728304,COLOMBIA_CUNDINAMARCA_SAN ANTONIO DE TEQUENDAMA
california,santander,colombia,7.3480915,-72.9459294,COLOMBIA_SANTANDER_CALIFORNIA
simacota,santander,colombia,6.682480549999999,-73.79169247714768,COLOMBIA_SANTANDER_SIMACOTA
guatape,antioquia,colombia,6.2342179,-75.1617452,COLOMBIA_ANTIOQUIA_GUATAPE
rosas,cauca,colombia,2.2621018,-76.7392875,COLOMBIA_CAUCA_ROSAS
cerrito,santander,colombia,6.8435992,-72.6939627,COLOMBIA_SANTANDER_CERRITO
exterior_estados unidos,exterior,estados unidos de america,39.7837304,-100.445882,ESTADOS UNIDOS DE AMÉRICA_EXTERIOR_EXTERIOR_ESTADOS UNIDOS
santa maria,huila,colombia,2.9374927,-75.5867503,COLOMBIA_HUILA_SANTA MARIA
tona,santander,colombia,7.2020629,-72.9663733,COLOMBIA_SANTANDER_TONA
bolivar,valle,colombia,4.3372359,-76.1847682,COLOMBIA_VALLE_BOLIVAR
honduras,exterior,honduras,15.2572432,-86.0755145,HONDURAS_EXTERIOR_HONDURAS
exterior_india,exterior,india,22.3511148,78.6677428,INDIA_EXTERIOR_EXTERIOR_INDIA
san roque,antioquia,colombia,6.4851146,-75.0195044,COLOMBIA_ANTIOQUIA_SAN ROQUE
fomeque,cundinamarca,colombia,4.4871105,-73.8935278,COLOMBIA_CUNDINAMARCA_FOMEQUE
zipacon,cundinamarca,colombia,4.7527665,-74.37956884963012,COLOMBIA_CUNDINAMARCA_ZIPACON
cajamarca,tolima,colombia,4.4419656,-75.4268205,COLOMBIA_TOLIMA_CAJAMARCA
mosquera,cundinamarca,colombia,4.7002001,-74.2385058,COLOMBIA_CUNDINAMARCA_MOSQUERA
pamplonita,norte santander,colombia,7.437016,-72.6380198,COLOMBIA_NORTE SANTANDER_PAMPLONITA
finlandia,exterior,finlandia,63.2467777,25.9209164,FINLANDIA_EXTERIOR_FINLANDIA
jurado,choco,colombia,7.1031695,-77.7623252,COLOMBIA_CHOCO_JURADO
altamira,huila,colombia,2.0823259,-75.775479410223,COLOMBIA_HUILA_ALTAMIRA
mallama piedrancha,narino,colombia,1.140854,-77.8645961,COLOMBIA_NARIÑO_MALLAMA (PIEDRANCHA)
ocamonte,santander,colombia,6.3407198,-73.1220259,COLOMBIA_SANTANDER_OCAMONTE
girardota,antioquia,colombia,6.3773809,-75.4459762,COLOMBIA_ANTIOQUIA_GIRARDOTA
caruru,vaupes,colombia,1.5370737,-70.2054609,COLOMBIA_VAUPES_CARURU
curacao,exterior,curacao,12.1176488,-68.9309263,CURACAO_EXTERIOR_CURACAO
san jose del palmar,choco,colombia,4.8950096,-76.2350277,COLOMBIA_CHOCO_SAN JOSE DEL PALMAR
chia,cundinamarca,colombia,4.8660334,-74.0306281,COLOMBIA_CUNDINAMARCA_CHIA
balboa,risaralda,colombia,4.9233884,-75.93617852899459,COLOMBIA_RISARALDA_BALBOA
olaya,antioquia,colombia,6.6281792,-75.8123079,COLOMBIA_ANTIOQUIA_OLAYA
la union,narino,colombia,1.5989976,-77.1305999,COLOMBIA_NARIÑO_LA UNION
pamplona,norte santander,colombia,7.3763807,-72.6482628,COLOMBIA_NORTE SANTANDER_PAMPLONA
molagavita,santander,colombia,6.63611175,-72.82142609018902,COLOMBIA_SANTANDER_MOLAGAVITA
zapatoca,santander,colombia,6.8166596,-73.2686529,COLOMBIA_SANTANDER_ZAPATOCA
exterior_bahamas,exterior,bahamas,24.7736546,-78.0000547,BAHAMAS_EXTERIOR_EXTERIOR_BAHAMAS
palestina,caldas,colombia,5.0203683,-75.6223394,COLOMBIA_CALDAS_PALESTINA
cajibio,cauca,colombia,2.6231693,-76.5693504,COLOMBIA_CAUCA_CAJIBIO
florencia,cauca,colombia,1.6830289,-77.0726877,COLOMBIA_CAUCA_FLORENCIA
jambalo,cauca,colombia,2.7776822,-76.3243788,COLOMBIA_CAUCA_JAMBALO
la sierra,cauca,colombia,2.1763552,-76.7634852,COLOMBIA_CAUCA_LA SIERRA
oporapa,huila,colombia,2.0235756,-75.995126,COLOMBIA_HUILA_OPORAPA
toledo,norte santander,colombia,7.310534,-72.4837963,COLOMBIA_NORTE SANTANDER_TOLEDO
guapota,santander,colombia,6.3083058,-73.3212326,COLOMBIA_SANTANDER_GUAPOTA
jordan,santander,colombia,6.712707050000001,-73.09245379163566,COLOMBIA_SANTANDER_JORDAN
rionegro,antioquia,colombia,6.1536166,-75.3741691,COLOMBIA_ANTIOQUIA_RIONEGRO
covarachia,boyaca,colombia,6.511988049999999,-72.73190454278291,COLOMBIA_BOYACA_COVARACHIA
pauna,boyaca,colombia,5.69296165,-73.99311972509602,COLOMBIA_BOYACA_PAUNA
macheta,cundinamarca,colombia,5.07970085,-73.61133596656904,COLOMBIA_CUNDINAMARCA_MACHETA
manta,cundinamarca,colombia,4.99466305,-73.55093635740954,COLOMBIA_CUNDINAMARCA_MANTA
villarica,tolima,colombia,3.884724115715153,-74.56954924248242,COLOMBIA_TOLIMA_VILLARICA
sopetran,antioquia,colombia,6.5009582,-75.7424979,COLOMBIA_ANTIOQUIA_SOPETRAN
silvia,cauca,colombia,2.6115436,-76.378424,COLOMBIA_CAUCA_SILVIA
galan,santander,colombia,6.6379098,-73.2874531,COLOMBIA_SANTANDER_GALAN
san miguel,santander,colombia,6.5759286,-72.6455489,COLOMBIA_SANTANDER_SAN MIGUEL
teruel,huila,colombia,2.7416333,-75.5683448,COLOMBIA_HUILA_TERUEL
buenavista,quindio,colombia,4.3599482,-75.7387226,COLOMBIA_QUINDIO_BUENAVISTA
belen de umbria,risaralda,colombia,5.2009093,-75.8689928,COLOMBIA_RISARALDA_BELEN DE UMBRIA
exterior_comoras,exterior,comoras,-12.2045176,44.2832964,COMORAS_EXTERIOR_EXTERIOR_COMORAS 
exterior_haiti,exterior,haiti,19.1399952,-72.3570972,HAITÍ_EXTERIOR_EXTERIOR_HAITÍ
