city,state,country,Latitude,Longitude,idx_city
san jose de ure,cordoba,colombia,7.7869539,-75.5336319,COLOMBIA_CORDOBA_SAN JOSE DE URE
san pelayo,cordoba,colombia,8.9920713,-75.90462715586233,COLOMBIA_CORDOBA_SAN PELAYO
el colegio,cundinamarca,colombia,4.5802618,-74.442374,COLOMBIA_CUNDINAMARCA_EL COLEGIO
facatativa,cundinamarca,colombia,4.8097276,-74.3541838,COLOMBIA_CUNDINAMARCA_FACATATIVA
guaduas,cundinamarca,colombia,5.0674669,-74.5950774,COLOMBIA_CUNDINAMARCA_GUADUAS
puerto salgar,cundinamarca,colombia,5.4636898,-74.6501244,COLOMBIA_CUNDINAMARCA_PUERTO SALGAR
tenjo,cundinamarca,colombia,4.827453650000001,-74.15298508858267,COLOMBIA_CUNDINAMARCA_TENJO
barrancas,guajira,colombia,10.9541684,-72.7888637,COLOMBIA_GUAJIRA_BARRANCAS
distraccion,guajira,colombia,10.9118556,-72.9451253818429,COLOMBIA_GUAJIRA_DISTRACCION
aipe,huila,colombia,3.2223559,-75.239962,COLOMBIA_HUILA_AIPE
garzon,huila,colombia,2.1960126,-75.6274845,COLOMBIA_HUILA_GARZON
aracataca,magdalena,colombia,10.5906011,-74.1876803,COLOMBIA_MAGDALENA_ARACATACA
guamal,magdalena,colombia,9.144026,-74.2236605,COLOMBIA_MAGDALENA_GUAMAL
zapayan,magdalena,colombia,10.13681375,-74.68730059864467,COLOMBIA_MAGDALENA_ZAPAYAN
zona bananera,magdalena,colombia,10.79680915,-74.1807898427695,COLOMBIA_MAGDALENA_ZONA BANANERA
cabuyaro,meta,colombia,4.3129278,-72.92879921654097,COLOMBIA_META_CABUYARO
cumaral,meta,colombia,4.2711674,-73.4877694,COLOMBIA_META_CUMARAL
fuente de oro,meta,colombia,3.3929567,-73.59736043513638,COLOMBIA_META_FUENTE DE ORO
guamal,meta,colombia,3.8772676,-73.770142,COLOMBIA_META_GUAMAL
puerto lopez,meta,colombia,4.0891674,-72.96059024775572,COLOMBIA_META_PUERTO LOPEZ
restrepo,meta,colombia,4.2597265,-73.5654839,COLOMBIA_META_RESTREPO
vistahermosa,meta,colombia,3.11607085,-73.74460658467147,COLOMBIA_META_VISTAHERMOSA
leiva,narino,colombia,1.9356061,-77.3068188,COLOMBIA_NARIÑO_LEIVA
mosquera,narino,colombia,2.5073167,-78.4532072,COLOMBIA_NARIÑO_MOSQUERA
ricaurte,narino,colombia,1.213249,-77.9945007,COLOMBIA_NARIÑO_RICAURTE
chinacota,norte santander,colombia,7.6084113,-72.6002682,COLOMBIA_NORTE SANTANDER_CHINACOTA
san cayetano,norte santander,colombia,7.83335325,-72.61018047055015,COLOMBIA_NORTE SANTANDER_SAN CAYETANO
sardinata,norte santander,colombia,8.084097,-72.8000665,COLOMBIA_NORTE SANTANDER_SARDINATA
barichara,santander,colombia,6.6357156,-73.2234417,COLOMBIA_SANTANDER_BARICHARA
puente nacional,santander,colombia,5.8770962,-73.6791063,COLOMBIA_SANTANDER_PUENTE NACIONAL
chalan,sucre,colombia,9.5423971,-75.3129471,COLOMBIA_SUCRE_CHALAN
el roble,sucre,colombia,9.1037704,-75.1952621,COLOMBIA_SUCRE_EL ROBLE
palmito,sucre,colombia,9.3318248,-75.5422877,COLOMBIA_SUCRE_PALMITO
san benito abad,sucre,colombia,8.9293556,-75.0269099,COLOMBIA_SUCRE_SAN BENITO ABAD
san onofre,sucre,colombia,9.7386264,-75.5234228,COLOMBIA_SUCRE_SAN ONOFRE
carmen de apicala,tolima,colombia,4.1474415,-74.7205105,COLOMBIA_TOLIMA_CARMEN DE APICALA
dolores,tolima,colombia,3.6275684,-74.80978514797033,COLOMBIA_TOLIMA_DOLORES
rovira,tolima,colombia,4.1929158,-75.3690963837852,COLOMBIA_TOLIMA_ROVIRA
bugalagrande,valle,colombia,4.2138883,-76.1571129,COLOMBIA_VALLE_BUGALAGRANDE
florida,valle,colombia,3.3004741,-76.18970606941791,COLOMBIA_VALLE_FLORIDA
jamundi,valle,colombia,3.2618357,-76.5407975,COLOMBIA_VALLE_JAMUNDI
tulua,valle,colombia,4.0856667,-76.1972779,COLOMBIA_VALLE_TULUA
zarzal,valle,colombia,4.393943,-76.0706472,COLOMBIA_VALLE_ZARZAL
exterior_republica dominicana,exterior,republica dominicana,19.0974031,-70.3028026,REPÚBLICA DOMINICANA_EXTERIOR_EXTERIOR_REPÚBLICA DOMINICANA
buritica,antioquia,colombia,6.719853,-75.9068707,COLOMBIA_ANTIOQUIA_BURITICA
san juan de uraba,antioquia,colombia,8.7609887,-76.5283566,COLOMBIA_ANTIOQUIA_SAN JUAN DE URABA
taraza,antioquia,colombia,7.5804751,-75.3998498,COLOMBIA_ANTIOQUIA_TARAZA
yondo casabe,antioquia,colombia,7.0044426,-73.9113922,COLOMBIA_ANTIOQUIA_YONDO (CASABE)
ponedera,atlantico,colombia,10.6396006,-74.7501675,COLOMBIA_ATLANTICO_PONEDERA
santa rosa,bolivar,colombia,9.2830285,-74.7498834,COLOMBIA_BOLIVAR_SANTA ROSA
tiquisio puerto rico,bolivar,colombia,8.5560603,-74.2631684,COLOMBIA_BOLIVAR_TIQUISIO (PUERTO RICO)
victoria,caldas,colombia,5.3167944,-74.9120079,COLOMBIA_CALDAS_VICTORIA
albania,caqueta,colombia,1.3290058,-75.8786065,COLOMBIA_CAQUETA_ALBANIA
cartagena del chaira,caqueta,colombia,1.3345179,-74.8414067,COLOMBIA_CAQUETA_CARTAGENA DEL CHAIRA
san jose del fragua,caqueta,colombia,1.3314207,-75.9727503,COLOMBIA_CAQUETA_SAN JOSE DEL FRAGUA
gamarra,cesar,colombia,8.32013985,-73.71478502643384,COLOMBIA_CESAR_GAMARRA
pelaya,cesar,colombia,8.6857187,-73.6690054,COLOMBIA_CESAR_PELAYA
la apartada,cordoba,colombia,8.0484697,-75.333651,COLOMBIA_CORDOBA_LA APARTADA
san carlos,cordoba,colombia,8.7961712,-75.6996344,COLOMBIA_CORDOBA_SAN CARLOS
caqueza,cundinamarca,colombia,4.4057096,-73.9459215,COLOMBIA_CUNDINAMARCA_CAQUEZA
guayabal de siquima,cundinamarca,colombia,4.8782654,-74.4675635,COLOMBIA_CUNDINAMARCA_GUAYABAL DE SIQUIMA
silvania,cundinamarca,colombia,4.4039016,-74.3889251,COLOMBIA_CUNDINAMARCA_SILVANIA
puerto inirida,guainia,colombia,3.8650368,-67.9259848,COLOMBIA_GUAINIA_PUERTO INIRIDA
isnos san jose de isnos,huila,colombia,1.9519380837697669,-76.28590048908521,COLOMBIA_HUILA_ISNOS (SAN JOSE DE ISNOS)
la plata,huila,colombia,2.3894154,-75.8926236,COLOMBIA_HUILA_LA PLATA
rivera,huila,colombia,2.7776396,-75.2572183,COLOMBIA_HUILA_RIVERA
san juan de arama,meta,colombia,3.3712076,-73.8721934,COLOMBIA_META_SAN JUAN DE ARAMA
el tambo,narino,colombia,1.4081573,-77.3918509,COLOMBIA_NARIÑO_EL TAMBO
policarpa,narino,colombia,1.6284964,-77.4598774,COLOMBIA_NARIÑO_POLICARPA
el zulia,norte santander,colombia,8.09548865,-72.64637754651707,COLOMBIA_NORTE SANTANDER_EL ZULIA
santiago,norte santander,colombia,7.8644479,-72.7165562,COLOMBIA_NORTE SANTANDER_SANTIAGO
puerto asis,putumayo,colombia,0.4979751,-76.4951418,COLOMBIA_PUTUMAYO_PUERTO ASIS
salento,quindio,colombia,4.6373012,-75.569799,COLOMBIA_QUINDIO_SALENTO
socorro,santander,colombia,6.470518,-73.2623187,COLOMBIA_SANTANDER_SOCORRO
buenavista,sucre,colombia,9.3196186,-74.9745867,COLOMBIA_SUCRE_BUENAVISTA
covenas,sucre,colombia,9.4017581,-75.6787017,COLOMBIA_SUCRE_COVEÑAS
galeras nueva granada,sucre,colombia,9.160911,-75.0479142,COLOMBIA_SUCRE_GALERAS (NUEVA GRANADA)
guaranda,sucre,colombia,8.392952950000002,-74.80011745100063,COLOMBIA_SUCRE_GUARANDA
alvarado,tolima,colombia,4.567169,-74.9538251,COLOMBIA_TOLIMA_ALVARADO
coello,tolima,colombia,4.2880723,-74.8981694,COLOMBIA_TOLIMA_COELLO
falan,tolima,colombia,5.1240227,-74.9516185,COLOMBIA_TOLIMA_FALAN
saldana,tolima,colombia,3.9292831,-75.0148462,COLOMBIA_TOLIMA_SALDAÑA
alcala,valle,colombia,4.6748944,-75.781669,COLOMBIA_VALLE_ALCALA
guacari,valle,colombia,3.7630235,-76.3344854,COLOMBIA_VALLE_GUACARI
restrepo,valle,colombia,3.822009,-76.5222535,COLOMBIA_VALLE_RESTREPO
riofrio,valle,colombia,4.1071481,-76.38394225662913,COLOMBIA_VALLE_RIOFRIO
cumaribo,vichada,colombia,4.4471495,-69.7975845,COLOMBIA_VICHADA_CUMARIBO
exterior_venezuela,exterior,venezuela,8.0018709,-66.1109318,VENEZUELA_EXTERIOR_EXTERIOR_VENEZUELA
arboletes,antioquia,colombia,8.8528266,-76.4273168,COLOMBIA_ANTIOQUIA_ARBOLETES
sabaneta,antioquia,colombia,6.1515344,-75.6153715,COLOMBIA_ANTIOQUIA_SABANETA
usiacuri,atlantico,colombia,10.7423787,-74.9778586,COLOMBIA_ATLANTICO_USIACURI
barranco de loba,bolivar,colombia,8.944353,-74.1058201,COLOMBIA_BOLIVAR_BARRANCO DE LOBA
mompos,bolivar,colombia,9.2426345,-74.4262293,COLOMBIA_BOLIVAR_MOMPOS
santa catalina,bolivar,colombia,10.6523887,-75.2698898239459,COLOMBIA_BOLIVAR_SANTA CATALINA
soata,boyaca,colombia,6.3218894,-72.70097148679578,COLOMBIA_BOYACA_SOATA
el paujil,caqueta,colombia,1.5716432,-75.3269578,COLOMBIA_CAQUETA_EL PAUJIL
medio san juan,choco,colombia,4.81262305,-76.83608432189774,COLOMBIA_CHOCO_MEDIO SAN JUAN
nimaima,cundinamarca,colombia,5.125392,-74.3853502,COLOMBIA_CUNDINAMARCA_NIMAIMA
sasaima,cundinamarca,colombia,4.9645773,-74.4331151,COLOMBIA_CUNDINAMARCA_SASAIMA
algeciras,huila,colombia,2.5046806000000004,-75.30394808020054,COLOMBIA_HUILA_ALGECIRAS
iquira,huila,colombia,2.6499277,-75.6352082,COLOMBIA_HUILA_IQUIRA
paicol,huila,colombia,2.4487125,-75.7747485,COLOMBIA_HUILA_PAICOL
pital,huila,colombia,2.25746925,-75.8339699166117,COLOMBIA_HUILA_PITAL
pitalito,huila,colombia,1.8171632,-76.10213621847218,COLOMBIA_HUILA_PITALITO
san agustin,huila,colombia,1.92730775,-76.44928406980904,COLOMBIA_HUILA_SAN AGUSTIN
timana,huila,colombia,1.95016885,-75.92657973750607,COLOMBIA_HUILA_TIMANA
villavieja,huila,colombia,3.2195402,-75.2190257,COLOMBIA_HUILA_VILLAVIEJA
ariguani el dificil,magdalena,colombia,9.8005467,-74.05995463102235,COLOMBIA_MAGDALENA_ARIGUANI (EL DIFICIL)
cienaga,magdalena,colombia,11.0062433,-74.241022,COLOMBIA_MAGDALENA_CIENAGA
santa barbara de pinto,magdalena,colombia,9.4316572,-74.70475,COLOMBIA_MAGDALENA_SANTA BARBARA DE PINTO
roberto payan san jose,narino,colombia,1.86934395,-78.36942926413147,COLOMBIA_NARIÑO_ROBERTO PAYAN (SAN JOSE)
el playon,santander,colombia,7.52300075,-73.19786585908766,COLOMBIA_SANTANDER_EL PLAYON
oiba,santander,colombia,6.23148355,-73.27403107175154,COLOMBIA_SANTANDER_OIBA
puerto wilches,santander,colombia,7.3480175,-73.8979783,COLOMBIA_SANTANDER_PUERTO WILCHES
sabana de torres,santander,colombia,7.3939416,-73.4998859,COLOMBIA_SANTANDER_SABANA DE TORRES
fresno,tolima,colombia,5.1516594,-75.0366354,COLOMBIA_TOLIMA_FRESNO
san luis,tolima,colombia,4.1341381,-75.0946957,COLOMBIA_TOLIMA_SAN LUIS
suarez,tolima,colombia,4.0484889,-74.833034,COLOMBIA_TOLIMA_SUAREZ
venadillo,tolima,colombia,4.7190884,-74.929669,COLOMBIA_TOLIMA_VENADILLO
darien,valle,colombia,3.9318186,-76.4842408,COLOMBIA_VALLE_DARIEN
liborina,antioquia,colombia,6.6781311,-75.8112309,COLOMBIA_ANTIOQUIA_LIBORINA
cordoba,bolivar,colombia,9.5868727,-74.8270428,COLOMBIA_BOLIVAR_CORDOBA
san estanislao,bolivar,colombia,10.3992064,-75.1506023,COLOMBIA_BOLIVAR_SAN ESTANISLAO
san fernando,bolivar,colombia,9.1078595,-74.37981056379536,COLOMBIA_BOLIVAR_SAN FERNANDO
norcasia,caldas,colombia,5.5758643,-74.8881645,COLOMBIA_CALDAS_NORCASIA
el doncello,caqueta,colombia,1.6815919,-75.2844565,COLOMBIA_CAQUETA_EL DONCELLO
solita,caqueta,colombia,0.8767264,-75.6190438,COLOMBIA_CAQUETA_SOLITA
valparaiso,caqueta,colombia,1.1961248,-75.7059684,COLOMBIA_CAQUETA_VALPARAISO
san alberto,cesar,colombia,7.7611095,-73.3932831,COLOMBIA_CESAR_SAN ALBERTO
bagado,choco,colombia,5.4116935,-76.4159671,COLOMBIA_CHOCO_BAGADO
carmen del darien,choco,colombia,7.04047905,-76.92059500224477,COLOMBIA_CHOCO_CARMEN DEL DARIEN
unguia,choco,colombia,8.0412373,-77.0933751,COLOMBIA_CHOCO_UNGUIA
buenavista,cordoba,colombia,8.19029515,-75.45194933214269,COLOMBIA_CORDOBA_BUENAVISTA
chima,cordoba,colombia,9.1496167,-75.629046,COLOMBIA_CORDOBA_CHIMA
cajica,cundinamarca,colombia,4.8935958,-74.03487354424354,COLOMBIA_CUNDINAMARCA_CAJICA
vergara,cundinamarca,colombia,5.1183756,-74.3451863,COLOMBIA_CUNDINAMARCA_VERGARA
san sebastian de buenavista,magdalena,colombia,9.2397583,-74.3515536,COLOMBIA_MAGDALENA_SAN SEBASTIAN DE BUENAVISTA
tibu,norte santander,colombia,8.6371362,-72.7344612,COLOMBIA_NORTE SANTANDER_TIBU
puerto caicedo,putumayo,colombia,0.6841941,-76.6044095,COLOMBIA_PUTUMAYO_PUERTO CAICEDO
puerto guzman,putumayo,colombia,0.9648984,-76.407834,COLOMBIA_PUTUMAYO_PUERTO GUZMAN
santuario,risaralda,colombia,5.0732065,-75.9624682,COLOMBIA_RISARALDA_SANTUARIO
sucre,sucre,colombia,8.8119729,-74.7209745,COLOMBIA_SUCRE_SUCRE
trujillo,valle,colombia,4.2123039,-76.3188928,COLOMBIA_VALLE_TRUJILLO
puerto narino,amazonas,colombia,-3.779943,-70.3639773,COLOMBIA_AMAZONAS_PUERTO NARIÑO
bello,antioquia,colombia,6.334997,-75.5582665,COLOMBIA_ANTIOQUIA_BELLO
caldas,antioquia,colombia,6.0918609,-75.6356917,COLOMBIA_ANTIOQUIA_CALDAS
puerto triunfo,antioquia,colombia,5.8689335,-74.6407965,COLOMBIA_ANTIOQUIA_PUERTO TRIUNFO
san luis,antioquia,colombia,6.0428128,-74.9944061,COLOMBIA_ANTIOQUIA_SAN LUIS
vegachi,antioquia,colombia,6.861337150000001,-74.72346438150106,COLOMBIA_ANTIOQUIA_VEGACHI
yali,antioquia,colombia,6.675426,-74.84226,COLOMBIA_ANTIOQUIA_YALI
candelaria,atlantico,colombia,10.4596531,-74.8803211,COLOMBIA_ATLANTICO_CANDELARIA
luruaco,atlantico,colombia,10.6104147,-75.1427518,COLOMBIA_ATLANTICO_LURUACO
tubara,atlantico,colombia,10.8740849,-74.9779428,COLOMBIA_ATLANTICO_TUBARA
san jacinto del cauca,bolivar,colombia,8.2525295,-74.7177669,COLOMBIA_BOLIVAR_SAN JACINTO DEL CAUCA
san pablo,bolivar,colombia,7.4772487,-73.9234783,COLOMBIA_BOLIVAR_SAN PABLO
chitaraque,boyaca,colombia,6.0279763,-73.4469335,COLOMBIA_BOYACA_CHITARAQUE
orocue,casanare,colombia,4.789484,-71.3406351,COLOMBIA_CASANARE_OROCUE
pore,casanare,colombia,5.727473,-71.9928398,COLOMBIA_CASANARE_PORE
caldono,cauca,colombia,2.796326,-76.4836526,COLOMBIA_CAUCA_CALDONO
rio de oro,cesar,colombia,8.2924446,-73.385798,COLOMBIA_CESAR_RIO DE ORO
tamalameque,cesar,colombia,8.8568265,-73.8157539,COLOMBIA_CESAR_TAMALAMEQUE
canton de san pablo managru,choco,colombia,5.3350691,-76.7272132,COLOMBIA_CHOCO_CANTON DE SAN PABLO (MANAGRU)
rio iro,choco,colombia,5.17985665,-76.44284478933093,COLOMBIA_CHOCO_RIO IRO
canalete,cordoba,colombia,8.7128498,-76.25202529573784,COLOMBIA_CORDOBA_CANALETE
funza,cundinamarca,colombia,4.7177471,-74.2031547,COLOMBIA_CUNDINAMARCA_FUNZA
la vega,cundinamarca,colombia,4.9997123,-74.3395223,COLOMBIA_CUNDINAMARCA_LA VEGA
tocancipa,cundinamarca,colombia,4.97370995,-73.92117979871541,COLOMBIA_CUNDINAMARCA_TOCANCIPA
tello,huila,colombia,3.067211,-75.1392845,COLOMBIA_HUILA_TELLO
barranca de upia,meta,colombia,4.5707393,-72.963415,COLOMBIA_META_BARRANCA DE UPIA
ipiales,narino,colombia,0.8236934,-77.6349296,COLOMBIA_NARIÑO_IPIALES
dosquebradas,risaralda,colombia,4.8339551,-75.6713013,COLOMBIA_RISARALDA_DOSQUEBRADAS
barbosa,santander,colombia,5.9326035,-73.6124368,COLOMBIA_SANTANDER_BARBOSA
el carmen de chucuri,santander,colombia,6.6986924,-73.5115695,COLOMBIA_SANTANDER_EL CARMEN DE CHUCURI
san vicente de chucuri,santander,colombia,6.92877925,-73.52075434629629,COLOMBIA_SANTANDER_SAN VICENTE DE CHUCURI
cartago,valle,colombia,4.71065925,-75.93238750220385,COLOMBIA_VALLE_CARTAGO
obando,valle,colombia,4.5746578,-75.9721783,COLOMBIA_VALLE_OBANDO
pradera,valle,colombia,3.4196687,-76.2424378,COLOMBIA_VALLE_PRADERA
peque,antioquia,colombia,7.0216424,-75.9095164,COLOMBIA_ANTIOQUIA_PEQUE
arauquita,arauca,colombia,6.7915761,-71.30011620944455,COLOMBIA_ARAUCA_ARAUQUITA
pinillos,bolivar,colombia,8.86475765,-74.40505554778633,COLOMBIA_BOLIVAR_PINILLOS
simiti,bolivar,colombia,7.9551827,-73.9449234,COLOMBIA_BOLIVAR_SIMITI
cubara,boyaca,colombia,7.0020076,-72.1089218,COLOMBIA_BOYACA_CUBARA
timbio,cauca,colombia,2.3528374,-76.683012,COLOMBIA_CAUCA_TIMBIO
chimichagua,cesar,colombia,9.2576662,-73.8126883,COLOMBIA_CESAR_CHIMICHAGUA
bojaya bellavista,choco,colombia,6.4417196,-77.05457212780672,COLOMBIA_CHOCO_BOJAYA (BELLAVISTA)
la mesa,cundinamarca,colombia,4.6321316,-74.4629388,COLOMBIA_CUNDINAMARCA_LA MESA
ubala,cundinamarca,colombia,4.745638,-73.5329786,COLOMBIA_CUNDINAMARCA_UBALA
utica,cundinamarca,colombia,5.1879202,-74.4814775,COLOMBIA_CUNDINAMARCA_UTICA
magui payan,narino,colombia,1.90674685,-77.98972696567078,COLOMBIA_NARIÑO_MAGUI (PAYAN)
la tebaida,quindio,colombia,4.4512175,-75.7887314,COLOMBIA_QUINDIO_LA TEBAIDA
pueblo rico,risaralda,colombia,5.2215828,-76.0302092,COLOMBIA_RISARALDA_PUEBLO RICO
pinchote,santander,colombia,6.5322505,-73.1732298,COLOMBIA_SANTANDER_PINCHOTE
caimito,sucre,colombia,8.790591,-75.1163176,COLOMBIA_SUCRE_CAIMITO
palocabildo,tolima,colombia,5.1219918,-75.0222273,COLOMBIA_TOLIMA_PALOCABILDO
piedras,tolima,colombia,4.5429776,-74.8788788,COLOMBIA_TOLIMA_PIEDRAS
rioblanco,tolima,colombia,3.5310723,-75.6452086,COLOMBIA_TOLIMA_RIOBLANCO
andalucia,valle,colombia,4.1694199,-76.1670623,COLOMBIA_VALLE_ANDALUCIA
la union,valle,colombia,4.607643088488091,-75.72044954114138,COLOMBIA_VALLE_LA UNION
vijes,valle,colombia,3.7003997,-76.4428876,COLOMBIA_VALLE_VIJES
exterior_bolivia,exterior,bolivia,-17.0568696,-64.9912286,BOLIVIA_EXTERIOR_EXTERIOR_BOLIVIA
yolombo,antioquia,colombia,6.5981185,-75.0108088,COLOMBIA_ANTIOQUIA_YOLOMBO
zaragoza,antioquia,colombia,7.4925154,-74.8682314,COLOMBIA_ANTIOQUIA_ZARAGOZA
cravo norte,arauca,colombia,6.2991553,-70.20646,COLOMBIA_ARAUCA_CRAVO NORTE
altos del rosario,bolivar,colombia,8.7920971,-74.1639876,COLOMBIA_BOLIVAR_ALTOS DEL ROSARIO
corinto,cauca,colombia,3.14393065,-76.20024889711436,COLOMBIA_CAUCA_CORINTO
bahia solano mutis,choco,colombia,6.2245644,-77.4034389,COLOMBIA_CHOCO_BAHIA SOLANO (MUTIS)
certegui,choco,colombia,5.3719043,-76.6085751,COLOMBIA_CHOCO_CERTEGUI
momil,cordoba,colombia,9.2377862,-75.6763936,COLOMBIA_CORDOBA_MOMIL
la pena,cundinamarca,colombia,5.1976554,-74.3941494,COLOMBIA_CUNDINAMARCA_LA PEÑA
supata,cundinamarca,colombia,5.0468531,-74.2715021,COLOMBIA_CUNDINAMARCA_SUPATA
el pinon,magdalena,colombia,10.4042864,-74.8243075,COLOMBIA_MAGDALENA_EL PIÑON
la macarena,meta,colombia,2.1833828,-73.7857879,COLOMBIA_META_LA MACARENA
durania,norte santander,colombia,7.7141729,-72.6566936,COLOMBIA_NORTE SANTANDER_DURANIA
aratoca,santander,colombia,6.6945729,-73.0187027,COLOMBIA_SANTANDER_ARATOCA
rionegro,santander,colombia,7.4792888,-73.38270064117279,COLOMBIA_SANTANDER_RIONEGRO
coloso ricaurte,sucre,colombia,9.4941082,-75.3530874,COLOMBIA_SUCRE_COLOSO (RICAURTE)
anzoategui,tolima,colombia,4.6311631,-75.094827,COLOMBIA_TOLIMA_ANZOATEGUI
icononzo,tolima,colombia,4.1776149,-74.5330517,COLOMBIA_TOLIMA_ICONONZO
roldanillo,valle,colombia,4.4091166,-76.1543744,COLOMBIA_VALLE_ROLDANILLO
puerto carreno,vichada,colombia,6.1909225,-67.4841891,COLOMBIA_VICHADA_PUERTO CARREÑO
arenal,bolivar,colombia,8.4593685,-73.9429805,COLOMBIA_BOLIVAR_ARENAL
san pablo de borbur,boyaca,colombia,5.6577541,-74.0625068,COLOMBIA_BOYACA_SAN PABLO DE BORBUR
nunchia,casanare,colombia,5.5316493,-72.08983102384414,COLOMBIA_CASANARE_NUNCHIA
morales,cauca,colombia,2.8438981,-76.84888196874124,COLOMBIA_CAUCA_MORALES
el paso,cesar,colombia,9.6589481,-73.7504695,COLOMBIA_CESAR_EL PASO
sipi,choco,colombia,4.5649239,-76.52090577847483,COLOMBIA_CHOCO_SIPI
cienaga de oro,cordoba,colombia,8.8746769,-75.6210036,COLOMBIA_CORDOBA_CIENAGA DE ORO
caparrapi,cundinamarca,colombia,5.3461338,-74.4916464,COLOMBIA_CUNDINAMARCA_CAPARRAPI
el molino,guajira,colombia,10.6284107,-72.87309324366868,COLOMBIA_GUAJIRA_EL MOLINO
acevedo,huila,colombia,1.8070452,-75.888501,COLOMBIA_HUILA_ACEVEDO
montenegro,quindio,colombia,4.5664176,-75.7507081,COLOMBIA_QUINDIO_MONTENEGRO
cunday,tolima,colombia,3.96594345,-74.72676148715544,COLOMBIA_TOLIMA_CUNDAY
la primavera,vichada,colombia,5.5511075,-69.61626306881838,COLOMBIA_VICHADA_LA PRIMAVERA
guachene,cauca,colombia,3.1323331,-76.3916018,COLOMBIA_CAUCA_GUACHENÈ
timbiqui,cauca,colombia,2.7705138,-77.6643122,COLOMBIA_CAUCA_TIMBIQUI
gonzalez,cesar,colombia,8.3912927,-73.3815389,COLOMBIA_CESAR_GONZALEZ
san martin,cesar,colombia,8.0019296,-73.5121466,COLOMBIA_CESAR_SAN MARTIN
guataqui,cundinamarca,colombia,4.5181995,-74.7899996,COLOMBIA_CUNDINAMARCA_GUATAQUI
viota,cundinamarca,colombia,4.4388882,-74.5233576,COLOMBIA_CUNDINAMARCA_VIOTA
chivolo,magdalena,colombia,10.0269357,-74.6208028,COLOMBIA_MAGDALENA_CHIVOLO
el dorado,meta,colombia,3.7393505,-73.8350537,COLOMBIA_META_EL DORADO
la esperanza,norte santander,colombia,2.9931252,-76.4498155,COLOMBIA_NORTE SANTANDER_LA ESPERANZA
puerto santander,norte santander,colombia,8.3546568,-72.4145867,COLOMBIA_NORTE SANTANDER_PUERTO SANTANDER
calarca,quindio,colombia,4.5305516,-75.6406048,COLOMBIA_QUINDIO_CALARCA
la union,sucre,colombia,8.851812,-75.2804647,COLOMBIA_SUCRE_LA UNION
san antonio,tolima,colombia,3.971341,-75.51451613072902,COLOMBIA_TOLIMA_SAN ANTONIO
la pedrera cd,amazonas,colombia,-1.3183166,-69.5863801,COLOMBIA_AMAZONAS_LA PEDRERA (CD)
ebejico,antioquia,colombia,6.3265312,-75.7685045,COLOMBIA_ANTIOQUIA_EBEJICO
la ceja,antioquia,colombia,5.98430825,-75.44752287622777,COLOMBIA_ANTIOQUIA_LA CEJA
san jeronimo,antioquia,colombia,6.4427228,-75.727937,COLOMBIA_ANTIOQUIA_SAN JERONIMO
hatillo de loba,bolivar,colombia,8.9566235,-74.0770262,COLOMBIA_BOLIVAR_HATILLO DE LOBA
campohermoso,boyaca,colombia,4.998398699999999,-73.12033660522744,COLOMBIA_BOYACA_CAMPOHERMOSO
manizales,caldas,colombia,5.0743694,-75.50811667440546,COLOMBIA_CALDAS_MANIZALES
popayan,cauca,colombia,2.4422295,-76.6072368,COLOMBIA_CAUCA_POPAYAN
atrato,choco,colombia,5.54747405,-76.64208722719327,COLOMBIA_CHOCO_ATRATO
la celia,risaralda,colombia,5.00335,-76.0031995,COLOMBIA_RISARALDA_LA CELIA
charala,santander,colombia,6.2881742,-73.148289,COLOMBIA_SANTANDER_CHARALA
barbosa,antioquia,colombia,6.4370185,-75.3313779,COLOMBIA_ANTIOQUIA_BARBOSA
san rafael,antioquia,colombia,6.2954934,-75.0280123,COLOMBIA_ANTIOQUIA_SAN RAFAEL
campo de la cruz,atlantico,colombia,10.41639435,-74.85603351926324,COLOMBIA_ATLANTICO_CAMPO DE LA CRUZ
aguazul,casanare,colombia,5.1708408,-72.550846,COLOMBIA_CASANARE_AGUAZUL
novita,choco,colombia,4.84297795,-76.64453348254622,COLOMBIA_CHOCO_NOVITA
nuqui,choco,colombia,5.707435,-77.2710963,COLOMBIA_CHOCO_NUQUI
san francisco,cundinamarca,colombia,4.953252,-74.26457303919443,COLOMBIA_CUNDINAMARCA_SAN FRANCISCO
el tarra,norte santander,colombia,8.6145368,-73.0330358,COLOMBIA_NORTE SANTANDER_EL TARRA
ataco,tolima,colombia,3.5912171,-75.3819459,COLOMBIA_TOLIMA_ATACO
tarapaca cd,amazonas,colombia,-2.8913184,-69.7416015,COLOMBIA_AMAZONAS_TARAPACA (CD)
anza,antioquia,colombia,6.3034529,-75.8540836,COLOMBIA_ANTIOQUIA_ANZA
ituango,antioquia,colombia,7.1723319,-75.7640925,COLOMBIA_ANTIOQUIA_ITUANGO
el penon,bolivar,colombia,8.989372,-73.9477652,COLOMBIA_BOLIVAR_EL PEÑON
paez,cauca,colombia,2.92296655,-76.4640462290593,COLOMBIA_CAUCA_PAEZ
cachipay,cundinamarca,colombia,4.728267649999999,-74.46097767305267,COLOMBIA_CUNDINAMARCA_CACHIPAY
la palma,cundinamarca,colombia,5.3606208,-74.3905123,COLOMBIA_CUNDINAMARCA_LA PALMA
