city,state,country,Latitude,Longitude,idx_city,status,nearest_city
vistahermosa,meta,colombia,3.11607085,-73.74460658467147,COLOMBIA_META_VISTAHERMOSA,empty,COLOMBIA_META_CASTILLA LA NUEVA
leiva,narino,colombia,1.9356061,-77.3068188,COLOMBIA_NARIÑO_LEIVA,empty,COLOMBIA_NARIÑO_POLICARPA
mosquera,narino,colombia,2.5073167,-78.4532072,COLOMBIA_NARIÑO_MOSQUERA,empty,COLOMBIA_NARIÑO_EL CHARCO
ricaurte,narino,colombia,1.213249,-77.9945007,COLOMBIA_NARIÑO_RICAURTE,empty,COLOMBIA_NARIÑO_SANDONA
sardinata,norte santander,colombia,8.084097,-72.8000665,COLOMBIA_NORTE SANTANDER_SARDINATA,empty,COLOMBIA_NORTE SANTANDER_EL ZULIA
barichara,santander,colombia,6.6357156,-73.2234417,COLOMBIA_SANTANDER_BARICHARA,empty,COLOMBIA_SANTANDER_ZAPATOCA
puente nacional,santander,colombia,5.8770962,-73.6791063,COLOMBIA_SANTANDER_PUENTE NACIONAL,empty,COLOMBIA_CUNDINAMARCA_ZIPAQUIRA
san benito abad,sucre,colombia,8.9293556,-75.0269099,COLOMBIA_SUCRE_SAN BENITO ABAD,empty,COLOMBIA_SUCRE_GALERAS (NUEVA GRANADA)
san onofre,sucre,colombia,9.7386264,-75.5234228,COLOMBIA_SUCRE_SAN ONOFRE,empty,COLOMBIA_SUCRE_CHALAN
dolores,tolima,colombia,3.6275684,-74.80978514797033,COLOMBIA_TOLIMA_DOLORES,empty,COLOMBIA_TOLIMA_SUAREZ
rovira,tolima,colombia,4.1929158,-75.3690963837852,COLOMBIA_TOLIMA_ROVIRA,empty,COLOMBIA_TOLIMA_VALLE DE SAN JUAN
bugalagrande,valle,colombia,4.2138883,-76.1571129,COLOMBIA_VALLE_BUGALAGRANDE,empty,COLOMBIA_VALLE_LA VICTORIA
florida,valle,colombia,3.3004741,-76.18970606941791,COLOMBIA_VALLE_FLORIDA,empty,COLOMBIA_VALLE_PRADERA
jamundi,valle,colombia,3.2618357,-76.5407975,COLOMBIA_VALLE_JAMUNDI,empty,COLOMBIA_VALLE_CALI
tulua,valle,colombia,4.0856667,-76.1972779,COLOMBIA_VALLE_TULUA,empty,COLOMBIA_VALLE_GUACARI
zarzal,valle,colombia,4.393943,-76.0706472,COLOMBIA_VALLE_ZARZAL,empty,COLOMBIA_VALLE_LA VICTORIA
buritica,antioquia,colombia,6.719853,-75.9068707,COLOMBIA_ANTIOQUIA_BURITICA,empty,COLOMBIA_ANTIOQUIA_SAN JERONIMO
san juan de uraba,antioquia,colombia,8.7609887,-76.5283566,COLOMBIA_ANTIOQUIA_SAN JUAN DE URABA,empty,COLOMBIA_CORDOBA_MONTERIA
taraza,antioquia,colombia,7.5804751,-75.3998498,COLOMBIA_ANTIOQUIA_TARAZA,empty,COLOMBIA_ANTIOQUIA_SAN JERONIMO
santa rosa,bolivar,colombia,9.2830285,-74.7498834,COLOMBIA_BOLIVAR_SANTA ROSA,empty,COLOMBIA_SUCRE_BUENAVISTA
tiquisio puerto rico,bolivar,colombia,8.5560603,-74.2631684,COLOMBIA_BOLIVAR_TIQUISIO (PUERTO RICO),empty,COLOMBIA_SUCRE_GALERAS (NUEVA GRANADA)
albania,caqueta,colombia,1.3290058,-75.8786065,COLOMBIA_CAQUETA_ALBANIA,empty,COLOMBIA_CAQUETA_MORELIA
cartagena del chaira,caqueta,colombia,1.3345179,-74.8414067,COLOMBIA_CAQUETA_CARTAGENA DEL CHAIRA,empty,COLOMBIA_CAQUETA_EL PAUJIL
san jose del fragua,caqueta,colombia,1.3314207,-75.9727503,COLOMBIA_CAQUETA_SAN JOSE DEL FRAGUA,empty,COLOMBIA_CAQUETA_MORELIA
gamarra,cesar,colombia,8.32013985,-73.71478502643384,COLOMBIA_CESAR_GAMARRA,empty,COLOMBIA_NORTE SANTANDER_EL ZULIA
pelaya,cesar,colombia,8.6857187,-73.6690054,COLOMBIA_CESAR_PELAYA,empty,COLOMBIA_NORTE SANTANDER_EL ZULIA
la apartada,cordoba,colombia,8.0484697,-75.333651,COLOMBIA_CORDOBA_LA APARTADA,empty,COLOMBIA_CORDOBA_SAN CARLOS
caqueza,cundinamarca,colombia,4.4057096,-73.9459215,COLOMBIA_CUNDINAMARCA_CAQUEZA,empty,COLOMBIA_CUNDINAMARCA_UBAQUE
guayabal de siquima,cundinamarca,colombia,4.8782654,-74.4675635,COLOMBIA_CUNDINAMARCA_GUAYABAL DE SIQUIMA,empty,COLOMBIA_CUNDINAMARCA_FACATATIVA
silvania,cundinamarca,colombia,4.4039016,-74.3889251,COLOMBIA_CUNDINAMARCA_SILVANIA,empty,COLOMBIA_CUNDINAMARCA_SIBATE
isnos san jose de isnos,huila,colombia,1.9519380837697669,-76.28590048908521,COLOMBIA_HUILA_ISNOS (SAN JOSE DE ISNOS),empty,COLOMBIA_CAUCA_ROSAS
la plata,huila,colombia,2.3894154,-75.8926236,COLOMBIA_HUILA_LA PLATA,empty,COLOMBIA_CAUCA_SILVIA
san juan de arama,meta,colombia,3.3712076,-73.8721934,COLOMBIA_META_SAN JUAN DE ARAMA,empty,COLOMBIA_META_CASTILLA LA NUEVA
socorro,santander,colombia,6.470518,-73.2623187,COLOMBIA_SANTANDER_SOCORRO,empty,COLOMBIA_SANTANDER_ZAPATOCA
covenas,sucre,colombia,9.4017581,-75.6787017,COLOMBIA_SUCRE_COVEÑAS,empty,COLOMBIA_SUCRE_PALMITO
guaranda,sucre,colombia,8.392952950000002,-74.80011745100063,COLOMBIA_SUCRE_GUARANDA,empty,COLOMBIA_SUCRE_GALERAS (NUEVA GRANADA)
saldana,tolima,colombia,3.9292831,-75.0148462,COLOMBIA_TOLIMA_SALDAÑA,empty,COLOMBIA_TOLIMA_GUAMO
riofrio,valle,colombia,4.1071481,-76.38394225662913,COLOMBIA_VALLE_RIOFRIO,empty,COLOMBIA_VALLE_RESTREPO
cumaribo,vichada,colombia,4.4471495,-69.7975845,COLOMBIA_VICHADA_CUMARIBO,empty,COLOMBIA_GUAINIA_PUERTO INIRIDA
arboletes,antioquia,colombia,8.8528266,-76.4273168,COLOMBIA_ANTIOQUIA_ARBOLETES,empty,COLOMBIA_CORDOBA_SAN PELAYO
barranco de loba,bolivar,colombia,8.944353,-74.1058201,COLOMBIA_BOLIVAR_BARRANCO DE LOBA,empty,COLOMBIA_SUCRE_BUENAVISTA
mompos,bolivar,colombia,9.2426345,-74.4262293,COLOMBIA_BOLIVAR_MOMPOS,empty,COLOMBIA_SUCRE_BUENAVISTA
santa catalina,bolivar,colombia,10.6523887,-75.2698898239459,COLOMBIA_BOLIVAR_SANTA CATALINA,empty,COLOMBIA_BOLIVAR_CLEMENCIA
soata,boyaca,colombia,6.3218894,-72.70097148679578,COLOMBIA_BOYACA_SOATA,empty,COLOMBIA_SANTANDER_LOS SANTOS
medio san juan,choco,colombia,4.81262305,-76.83608432189774,COLOMBIA_CHOCO_MEDIO SAN JUAN,empty,COLOMBIA_CHOCO_SAN JOSE DEL PALMAR
nimaima,cundinamarca,colombia,5.125392,-74.3853502,COLOMBIA_CUNDINAMARCA_NIMAIMA,empty,COLOMBIA_CUNDINAMARCA_SUPATA
sasaima,cundinamarca,colombia,4.9645773,-74.4331151,COLOMBIA_CUNDINAMARCA_SASAIMA,empty,COLOMBIA_CUNDINAMARCA_SAN FRANCISCO
algeciras,huila,colombia,2.5046806000000004,-75.30394808020054,COLOMBIA_HUILA_ALGECIRAS,empty,COLOMBIA_HUILA_CAMPOALEGRE
iquira,huila,colombia,2.6499277,-75.6352082,COLOMBIA_HUILA_IQUIRA,empty,COLOMBIA_HUILA_SANTA MARIA
paicol,huila,colombia,2.4487125,-75.7747485,COLOMBIA_HUILA_PAICOL,empty,COLOMBIA_HUILA_CAMPOALEGRE
pital,huila,colombia,2.25746925,-75.8339699166117,COLOMBIA_HUILA_PITAL,empty,COLOMBIA_CAUCA_SILVIA
pitalito,huila,colombia,1.8171632,-76.10213621847218,COLOMBIA_HUILA_PITALITO,empty,COLOMBIA_CAQUETA_MORELIA
san agustin,huila,colombia,1.92730775,-76.44928406980904,COLOMBIA_HUILA_SAN AGUSTIN,empty,COLOMBIA_CAUCA_ROSAS
timana,huila,colombia,1.95016885,-75.92657973750607,COLOMBIA_HUILA_TIMANA,empty,COLOMBIA_CAQUETA_FLORENCIA
ariguani el dificil,magdalena,colombia,9.8005467,-74.05995463102235,COLOMBIA_MAGDALENA_ARIGUANI (EL DIFICIL),empty,COLOMBIA_CESAR_SAN DIEGO
santa barbara de pinto,magdalena,colombia,9.4316572,-74.70475,COLOMBIA_MAGDALENA_SANTA BARBARA DE PINTO,empty,COLOMBIA_SUCRE_BUENAVISTA
roberto payan san jose,narino,colombia,1.86934395,-78.36942926413147,COLOMBIA_NARIÑO_ROBERTO PAYAN (SAN JOSE),empty,COLOMBIA_NARIÑO_FRANCISCO PIZARRO (SALAHONDA)
el playon,santander,colombia,7.52300075,-73.19786585908766,COLOMBIA_SANTANDER_EL PLAYON,empty,COLOMBIA_SANTANDER_MATANZA
oiba,santander,colombia,6.23148355,-73.27403107175154,COLOMBIA_SANTANDER_OIBA,empty,COLOMBIA_SANTANDER_ZAPATOCA
puerto wilches,santander,colombia,7.3480175,-73.8979783,COLOMBIA_SANTANDER_PUERTO WILCHES,empty,COLOMBIA_SANTANDER_BARRANCABERMEJA
sabana de torres,santander,colombia,7.3939416,-73.4998859,COLOMBIA_SANTANDER_SABANA DE TORRES,empty,COLOMBIA_SANTANDER_LEBRIJA
venadillo,tolima,colombia,4.7190884,-74.929669,COLOMBIA_TOLIMA_VENADILLO,empty,COLOMBIA_TOLIMA_ALVARADO
darien,valle,colombia,3.9318186,-76.4842408,COLOMBIA_VALLE_DARIEN,empty,COLOMBIA_VALLE_RESTREPO
liborina,antioquia,colombia,6.6781311,-75.8112309,COLOMBIA_ANTIOQUIA_LIBORINA,empty,COLOMBIA_ANTIOQUIA_SAN JERONIMO
cordoba,bolivar,colombia,9.5868727,-74.8270428,COLOMBIA_BOLIVAR_CORDOBA,empty,COLOMBIA_SUCRE_SAN PEDRO
san estanislao,bolivar,colombia,10.3992064,-75.1506023,COLOMBIA_BOLIVAR_SAN ESTANISLAO,empty,COLOMBIA_BOLIVAR_VILLANUEVA
san fernando,bolivar,colombia,9.1078595,-74.37981056379536,COLOMBIA_BOLIVAR_SAN FERNANDO,empty,COLOMBIA_SUCRE_BUENAVISTA
norcasia,caldas,colombia,5.5758643,-74.8881645,COLOMBIA_CALDAS_NORCASIA,empty,COLOMBIA_CALDAS_SAMANA
solita,caqueta,colombia,0.8767264,-75.6190438,COLOMBIA_CAQUETA_SOLITA,empty,COLOMBIA_CAQUETA_MILAN
valparaiso,caqueta,colombia,1.1961248,-75.7059684,COLOMBIA_CAQUETA_VALPARAISO,empty,COLOMBIA_CAQUETA_MILAN
san alberto,cesar,colombia,7.7611095,-73.3932831,COLOMBIA_CESAR_SAN ALBERTO,empty,COLOMBIA_SANTANDER_MATANZA
bagado,choco,colombia,5.4116935,-76.4159671,COLOMBIA_CHOCO_BAGADO,empty,COLOMBIA_CHOCO_LLORO
carmen del darien,choco,colombia,7.04047905,-76.92059500224477,COLOMBIA_CHOCO_CARMEN DEL DARIEN,empty,COLOMBIA_ANTIOQUIA_CHIGORODO
unguia,choco,colombia,8.0412373,-77.0933751,COLOMBIA_CHOCO_UNGUIA,empty,COLOMBIA_ANTIOQUIA_TURBO
buenavista,cordoba,colombia,8.19029515,-75.45194933214269,COLOMBIA_CORDOBA_BUENAVISTA,empty,COLOMBIA_CORDOBA_SAN CARLOS
chima,cordoba,colombia,9.1496167,-75.629046,COLOMBIA_CORDOBA_CHIMA,empty,COLOMBIA_CORDOBA_TUCHIN
vergara,cundinamarca,colombia,5.1183756,-74.3451863,COLOMBIA_CUNDINAMARCA_VERGARA,empty,COLOMBIA_CUNDINAMARCA_SUPATA
san sebastian de buenavista,magdalena,colombia,9.2397583,-74.3515536,COLOMBIA_MAGDALENA_SAN SEBASTIAN DE BUENAVISTA,empty,COLOMBIA_SUCRE_BUENAVISTA
tibu,norte santander,colombia,8.6371362,-72.7344612,COLOMBIA_NORTE SANTANDER_TIBU,empty,COLOMBIA_NORTE SANTANDER_PUERTO SANTANDER
puerto guzman,putumayo,colombia,0.9648984,-76.407834,COLOMBIA_PUTUMAYO_PUERTO GUZMAN,empty,COLOMBIA_PUTUMAYO_PUERTO CAICEDO
santuario,risaralda,colombia,5.0732065,-75.9624682,COLOMBIA_RISARALDA_SANTUARIO,empty,COLOMBIA_RISARALDA_LA CELIA
sucre,sucre,colombia,8.8119729,-74.7209745,COLOMBIA_SUCRE_SUCRE,empty,COLOMBIA_SUCRE_GALERAS (NUEVA GRANADA)
trujillo,valle,colombia,4.2123039,-76.3188928,COLOMBIA_VALLE_TRUJILLO,empty,COLOMBIA_VALLE_LA VICTORIA
puerto narino,amazonas,colombia,-3.779943,-70.3639773,COLOMBIA_AMAZONAS_PUERTO NARIÑO,empty,COLOMBIA_AMAZONAS_LETICIA
puerto triunfo,antioquia,colombia,5.8689335,-74.6407965,COLOMBIA_ANTIOQUIA_PUERTO TRIUNFO,empty,COLOMBIA_ANTIOQUIA_COCORNA
san luis,antioquia,colombia,6.0428128,-74.9944061,COLOMBIA_ANTIOQUIA_SAN LUIS,empty,COLOMBIA_ANTIOQUIA_COCORNA
vegachi,antioquia,colombia,6.861337150000001,-74.72346438150106,COLOMBIA_ANTIOQUIA_VEGACHI,empty,COLOMBIA_ANTIOQUIA_GUATAPE
yali,antioquia,colombia,6.675426,-74.84226,COLOMBIA_ANTIOQUIA_YALI,empty,COLOMBIA_ANTIOQUIA_GUATAPE
candelaria,atlantico,colombia,10.4596531,-74.8803211,COLOMBIA_ATLANTICO_CANDELARIA,empty,COLOMBIA_ATLANTICO_SABANALARGA
luruaco,atlantico,colombia,10.6104147,-75.1427518,COLOMBIA_ATLANTICO_LURUACO,empty,COLOMBIA_BOLIVAR_CLEMENCIA
san jacinto del cauca,bolivar,colombia,8.2525295,-74.7177669,COLOMBIA_BOLIVAR_SAN JACINTO DEL CAUCA,empty,COLOMBIA_SUCRE_GALERAS (NUEVA GRANADA)
san pablo,bolivar,colombia,7.4772487,-73.9234783,COLOMBIA_BOLIVAR_SAN PABLO,empty,COLOMBIA_SANTANDER_BARRANCABERMEJA
chitaraque,boyaca,colombia,6.0279763,-73.4469335,COLOMBIA_BOYACA_CHITARAQUE,empty,COLOMBIA_SANTANDER_ZAPATOCA
orocue,casanare,colombia,4.789484,-71.3406351,COLOMBIA_CASANARE_OROCUE,empty,COLOMBIA_ARAUCA_TAME
pore,casanare,colombia,5.727473,-71.9928398,COLOMBIA_CASANARE_PORE,empty,COLOMBIA_ARAUCA_TAME
caldono,cauca,colombia,2.796326,-76.4836526,COLOMBIA_CAUCA_CALDONO,empty,COLOMBIA_CAUCA_PIENDAMO
rio de oro,cesar,colombia,8.2924446,-73.385798,COLOMBIA_CESAR_RIO DE ORO,empty,COLOMBIA_NORTE SANTANDER_EL ZULIA
tamalameque,cesar,colombia,8.8568265,-73.8157539,COLOMBIA_CESAR_TAMALAMEQUE,empty,COLOMBIA_SUCRE_BUENAVISTA
canton de san pablo managru,choco,colombia,5.3350691,-76.7272132,COLOMBIA_CHOCO_CANTON DE SAN PABLO (MANAGRU),empty,COLOMBIA_CHOCO_ATRATO
rio iro,choco,colombia,5.17985665,-76.44284478933093,COLOMBIA_CHOCO_RIO IRO,empty,COLOMBIA_CHOCO_SAN JOSE DEL PALMAR
canalete,cordoba,colombia,8.7128498,-76.25202529573784,COLOMBIA_CORDOBA_CANALETE,empty,COLOMBIA_CORDOBA_MONTERIA
la vega,cundinamarca,colombia,4.9997123,-74.3395223,COLOMBIA_CUNDINAMARCA_LA VEGA,empty,COLOMBIA_CUNDINAMARCA_SUPATA
barranca de upia,meta,colombia,4.5707393,-72.963415,COLOMBIA_META_BARRANCA DE UPIA,empty,COLOMBIA_META_CUMARAL
barbosa,santander,colombia,5.9326035,-73.6124368,COLOMBIA_SANTANDER_BARBOSA,empty,COLOMBIA_SANTANDER_ZAPATOCA
el carmen de chucuri,santander,colombia,6.6986924,-73.5115695,COLOMBIA_SANTANDER_EL CARMEN DE CHUCURI,empty,COLOMBIA_SANTANDER_SAN VICENTE DE CHUCURI
peque,antioquia,colombia,7.0216424,-75.9095164,COLOMBIA_ANTIOQUIA_PEQUE,empty,COLOMBIA_ANTIOQUIA_SAN JERONIMO
arauquita,arauca,colombia,6.7915761,-71.30011620944455,COLOMBIA_ARAUCA_ARAUQUITA,empty,COLOMBIA_ARAUCA_FORTUL
pinillos,bolivar,colombia,8.86475765,-74.40505554778633,COLOMBIA_BOLIVAR_PINILLOS,empty,COLOMBIA_SUCRE_GALERAS (NUEVA GRANADA)
simiti,bolivar,colombia,7.9551827,-73.9449234,COLOMBIA_BOLIVAR_SIMITI,empty,COLOMBIA_SANTANDER_BARRANCABERMEJA
chimichagua,cesar,colombia,9.2576662,-73.8126883,COLOMBIA_CESAR_CHIMICHAGUA,empty,COLOMBIA_SUCRE_BUENAVISTA
bojaya bellavista,choco,colombia,6.4417196,-77.05457212780672,COLOMBIA_CHOCO_BOJAYA (BELLAVISTA),empty,COLOMBIA_CHOCO_BAHIA SOLANO (MUTIS)
la mesa,cundinamarca,colombia,4.6321316,-74.4629388,COLOMBIA_CUNDINAMARCA_LA MESA,empty,COLOMBIA_CUNDINAMARCA_TENA
ubala,cundinamarca,colombia,4.745638,-73.5329786,COLOMBIA_CUNDINAMARCA_UBALA,empty,COLOMBIA_CUNDINAMARCA_LA CALERA
utica,cundinamarca,colombia,5.1879202,-74.4814775,COLOMBIA_CUNDINAMARCA_UTICA,empty,COLOMBIA_CUNDINAMARCA_SUPATA
magui payan,narino,colombia,1.90674685,-77.98972696567078,COLOMBIA_NARIÑO_MAGUI (PAYAN),empty,COLOMBIA_NARIÑO_SANTA BARBARA (ISCUANDE)
pueblo rico,risaralda,colombia,5.2215828,-76.0302092,COLOMBIA_RISARALDA_PUEBLO RICO,empty,COLOMBIA_RISARALDA_LA CELIA
pinchote,santander,colombia,6.5322505,-73.1732298,COLOMBIA_SANTANDER_PINCHOTE,empty,COLOMBIA_SANTANDER_LOS SANTOS
caimito,sucre,colombia,8.790591,-75.1163176,COLOMBIA_SUCRE_CAIMITO,empty,COLOMBIA_SUCRE_EL ROBLE
rioblanco,tolima,colombia,3.5310723,-75.6452086,COLOMBIA_TOLIMA_RIOBLANCO,empty,COLOMBIA_HUILA_AIPE
andalucia,valle,colombia,4.1694199,-76.1670623,COLOMBIA_VALLE_ANDALUCIA,empty,COLOMBIA_VALLE_LA VICTORIA
yolombo,antioquia,colombia,6.5981185,-75.0108088,COLOMBIA_ANTIOQUIA_YOLOMBO,empty,COLOMBIA_ANTIOQUIA_GUATAPE
zaragoza,antioquia,colombia,7.4925154,-74.8682314,COLOMBIA_ANTIOQUIA_ZARAGOZA,empty,COLOMBIA_ANTIOQUIA_YONDO (CASABE)
cravo norte,arauca,colombia,6.2991553,-70.20646,COLOMBIA_ARAUCA_CRAVO NORTE,empty,COLOMBIA_ARAUCA_ARAUCA
altos del rosario,bolivar,colombia,8.7920971,-74.1639876,COLOMBIA_BOLIVAR_ALTOS DEL ROSARIO,empty,COLOMBIA_SUCRE_GALERAS (NUEVA GRANADA)
corinto,cauca,colombia,3.14393065,-76.20024889711436,COLOMBIA_CAUCA_CORINTO,empty,COLOMBIA_VALLE_PRADERA
certegui,choco,colombia,5.3719043,-76.6085751,COLOMBIA_CHOCO_CERTEGUI,empty,COLOMBIA_CHOCO_ATRATO
momil,cordoba,colombia,9.2377862,-75.6763936,COLOMBIA_CORDOBA_MOMIL,empty,COLOMBIA_CORDOBA_TUCHIN
la pena,cundinamarca,colombia,5.1976554,-74.3941494,COLOMBIA_CUNDINAMARCA_LA PEÑA,empty,COLOMBIA_CUNDINAMARCA_SUPATA
el pinon,magdalena,colombia,10.4042864,-74.8243075,COLOMBIA_MAGDALENA_EL PIÑON,empty,COLOMBIA_ATLANTICO_SABANALARGA
la macarena,meta,colombia,2.1833828,-73.7857879,COLOMBIA_META_LA MACARENA,empty,COLOMBIA_GUAVIARE_EL RETORNO
aratoca,santander,colombia,6.6945729,-73.0187027,COLOMBIA_SANTANDER_ARATOCA,empty,COLOMBIA_SANTANDER_LOS SANTOS
rionegro,santander,colombia,7.4792888,-73.38270064117279,COLOMBIA_SANTANDER_RIONEGRO,empty,COLOMBIA_SANTANDER_MATANZA
roldanillo,valle,colombia,4.4091166,-76.1543744,COLOMBIA_VALLE_ROLDANILLO,empty,COLOMBIA_VALLE_LA VICTORIA
arenal,bolivar,colombia,8.4593685,-73.9429805,COLOMBIA_BOLIVAR_ARENAL,empty,COLOMBIA_SUCRE_GALERAS (NUEVA GRANADA)
san pablo de borbur,boyaca,colombia,5.6577541,-74.0625068,COLOMBIA_BOYACA_SAN PABLO DE BORBUR,empty,COLOMBIA_CUNDINAMARCA_ZIPAQUIRA
nunchia,casanare,colombia,5.5316493,-72.08983102384414,COLOMBIA_CASANARE_NUNCHIA,empty,COLOMBIA_ARAUCA_TAME
morales,cauca,colombia,2.8438981,-76.84888196874124,COLOMBIA_CAUCA_MORALES,empty,COLOMBIA_CAUCA_CAJIBIO
el paso,cesar,colombia,9.6589481,-73.7504695,COLOMBIA_CESAR_EL PASO,empty,COLOMBIA_CESAR_SAN DIEGO
sipi,choco,colombia,4.5649239,-76.52090577847483,COLOMBIA_CHOCO_SIPI,empty,COLOMBIA_CHOCO_SAN JOSE DEL PALMAR
caparrapi,cundinamarca,colombia,5.3461338,-74.4916464,COLOMBIA_CUNDINAMARCA_CAPARRAPI,empty,COLOMBIA_TOLIMA_HONDA
el molino,guajira,colombia,10.6284107,-72.87309324366868,COLOMBIA_GUAJIRA_EL MOLINO,empty,COLOMBIA_GUAJIRA_VILLANUEVA
acevedo,huila,colombia,1.8070452,-75.888501,COLOMBIA_HUILA_ACEVEDO,empty,COLOMBIA_CAQUETA_FLORENCIA
cunday,tolima,colombia,3.96594345,-74.72676148715544,COLOMBIA_TOLIMA_CUNDAY,empty,COLOMBIA_TOLIMA_SUAREZ
la primavera,vichada,colombia,5.5511075,-69.61626306881838,COLOMBIA_VICHADA_LA PRIMAVERA,empty,COLOMBIA_ARAUCA_ARAUCA
guachene,cauca,colombia,3.1323331,-76.3916018,COLOMBIA_CAUCA_GUACHENÈ,empty,COLOMBIA_VALLE_CANDELARIA
gonzalez,cesar,colombia,8.3912927,-73.3815389,COLOMBIA_CESAR_GONZALEZ,empty,COLOMBIA_NORTE SANTANDER_EL ZULIA
san martin,cesar,colombia,8.0019296,-73.5121466,COLOMBIA_CESAR_SAN MARTIN,empty,COLOMBIA_NORTE SANTANDER_SANTIAGO
viota,cundinamarca,colombia,4.4388882,-74.5233576,COLOMBIA_CUNDINAMARCA_VIOTA,empty,COLOMBIA_CUNDINAMARCA_TOCAIMA
chivolo,magdalena,colombia,10.0269357,-74.6208028,COLOMBIA_MAGDALENA_CHIVOLO,empty,COLOMBIA_ATLANTICO_PONEDERA
el dorado,meta,colombia,3.7393505,-73.8350537,COLOMBIA_META_EL DORADO,empty,COLOMBIA_META_GUAMAL
la esperanza,norte santander,colombia,2.9931252,-76.4498155,COLOMBIA_NORTE SANTANDER_LA ESPERANZA,empty,COLOMBIA_CAUCA_PIENDAMO
la union,sucre,colombia,8.851812,-75.2804647,COLOMBIA_SUCRE_LA UNION,empty,COLOMBIA_SUCRE_EL ROBLE
san antonio,tolima,colombia,3.971341,-75.51451613072902,COLOMBIA_TOLIMA_SAN ANTONIO,empty,COLOMBIA_QUINDIO_BUENAVISTA
la pedrera cd,amazonas,colombia,-1.3183166,-69.5863801,COLOMBIA_AMAZONAS_LA PEDRERA (CD),empty,COLOMBIA_VAUPES_MITU
hatillo de loba,bolivar,colombia,8.9566235,-74.0770262,COLOMBIA_BOLIVAR_HATILLO DE LOBA,empty,COLOMBIA_SUCRE_BUENAVISTA
campohermoso,boyaca,colombia,4.998398699999999,-73.12033660522744,COLOMBIA_BOYACA_CAMPOHERMOSO,empty,COLOMBIA_CUNDINAMARCA_TOCANCIPA
charala,santander,colombia,6.2881742,-73.148289,COLOMBIA_SANTANDER_CHARALA,empty,COLOMBIA_SANTANDER_LOS SANTOS
barbosa,antioquia,colombia,6.4370185,-75.3313779,COLOMBIA_ANTIOQUIA_BARBOSA,empty,COLOMBIA_ANTIOQUIA_GIRARDOTA
san rafael,antioquia,colombia,6.2954934,-75.0280123,COLOMBIA_ANTIOQUIA_SAN RAFAEL,empty,COLOMBIA_ANTIOQUIA_GUATAPE
campo de la cruz,atlantico,colombia,10.41639435,-74.85603351926324,COLOMBIA_ATLANTICO_CAMPO DE LA CRUZ,empty,COLOMBIA_ATLANTICO_SABANALARGA
aguazul,casanare,colombia,5.1708408,-72.550846,COLOMBIA_CASANARE_AGUAZUL,empty,COLOMBIA_META_CUMARAL
novita,choco,colombia,4.84297795,-76.64453348254622,COLOMBIA_CHOCO_NOVITA,empty,COLOMBIA_CHOCO_SAN JOSE DEL PALMAR
nuqui,choco,colombia,5.707435,-77.2710963,COLOMBIA_CHOCO_NUQUI,empty,COLOMBIA_CHOCO_BAHIA SOLANO (MUTIS)
el tarra,norte santander,colombia,8.6145368,-73.0330358,COLOMBIA_NORTE SANTANDER_EL TARRA,empty,COLOMBIA_NORTE SANTANDER_EL ZULIA
ataco,tolima,colombia,3.5912171,-75.3819459,COLOMBIA_TOLIMA_ATACO,empty,COLOMBIA_HUILA_AIPE
tarapaca cd,amazonas,colombia,-2.8913184,-69.7416015,COLOMBIA_AMAZONAS_TARAPACA (CD),empty,COLOMBIA_AMAZONAS_LETICIA
ituango,antioquia,colombia,7.1723319,-75.7640925,COLOMBIA_ANTIOQUIA_ITUANGO,empty,COLOMBIA_ANTIOQUIA_SAN JERONIMO
el penon,bolivar,colombia,8.989372,-73.9477652,COLOMBIA_BOLIVAR_EL PEÑON,empty,COLOMBIA_SUCRE_BUENAVISTA
paez,cauca,colombia,2.92296655,-76.4640462290593,COLOMBIA_CAUCA_PAEZ,empty,COLOMBIA_CAUCA_PIENDAMO
la palma,cundinamarca,colombia,5.3606208,-74.3905123,COLOMBIA_CUNDINAMARCA_LA PALMA,empty,COLOMBIA_CUNDINAMARCA_SUPATA
nocaima,cundinamarca,colombia,5.0697674,-74.3775222,COLOMBIA_CUNDINAMARCA_NOCAIMA,empty,COLOMBIA_CUNDINAMARCA_SUPATA
el carmen,norte santander,colombia,8.1685107,-72.8110286,COLOMBIA_NORTE SANTANDER_EL CARMEN,empty,COLOMBIA_NORTE SANTANDER_EL ZULIA
landazuri,santander,colombia,6.2205334,-73.8113754,COLOMBIA_SANTANDER_LANDAZURI,empty,COLOMBIA_SANTANDER_SAN VICENTE DE CHUCURI
velez,santander,colombia,6.1354127,-73.83420956395206,COLOMBIA_SANTANDER_VELEZ,empty,COLOMBIA_SANTANDER_SAN VICENTE DE CHUCURI
planadas,tolima,colombia,3.09803075,-75.85652204809352,COLOMBIA_TOLIMA_PLANADAS,empty,COLOMBIA_HUILA_SANTA MARIA
piojo,atlantico,colombia,10.7483504,-75.1081639,COLOMBIA_ATLANTICO_PIOJO,empty,COLOMBIA_ATLANTICO_JUAN DE ACOSTA
tamara,casanare,colombia,5.8296003,-72.1639754,COLOMBIA_CASANARE_TAMARA,empty,COLOMBIA_ARAUCA_TAME
el carmen de atrato,choco,colombia,5.838906550000001,-76.2079696572246,COLOMBIA_CHOCO_EL CARMEN DE ATRATO,empty,COLOMBIA_CHOCO_LLORO
