idx_city,elevation
COLOMBIA_NARIÑO_MALLAMA (PIEDRANCHA),1807.0
COLOMBIA_SANTANDER_OCAMONTE,1404.0
COLOMBIA_VAUPES_CARURU,182.0
COLOMBIA_ANTIOQUIA_OLAYA,537.0
COLOMBIA_NORTE SANTANDER_PAMPLONA,2296.0
COLOMBIA_SANTANDER_MOLAGAVITA,2059.0
COLOMBIA_CALDAS_PALESTINA,1593.0
COLOMBIA_CAUCA_FLORENCIA,1584.0
COLOMBIA_CAUCA_JAMBALO,2320.0
COLOMBIA_CAUCA_LA SIERRA,1768.0
COLOMBIA_HUILA_OPORAPA,1382.0
COLOMBIA_NORTE SANTANDER_TOLEDO,1639.0
COLOMBIA_SANTANDER_GUAPOTA,1456.0
COLOMBIA_SANTANDER_JORDAN,888.0
COLOMBIA_BOYACA_COVARACHIA,2328.0
COLOMBIA_BOYACA_PAUNA,1155.0
COLOMBIA_CUNDINAMARCA_MACHETA,2073.0
COLOMBIA_CUNDINAMARCA_MANTA,1841.0
COLOMBIA_TOLIMA_VILLARICA,1688.0
COLOMBIA_ANTIOQUIA_SOPETRAN,754.0
COLOMBIA_SANTANDER_GALAN,936.0
COLOMBIA_SANTANDER_SAN MIGUEL,1918.0
COLOMBIA_HUILA_TERUEL,871.0
COLOMBIA_RISARALDA_BELEN DE UMBRIA,1490.0
ARUBA_EXTERIOR_EXTERIOR_ARUBA,36.0
COLOMBIA_AMAZONAS_LETICIA,81.0
COLOMBIA_ANTIOQUIA_APARTADO,29.0
COLOMBIA_ANTIOQUIA_CAREPA,10.0
COLOMBIA_ANTIOQUIA_CHIGORODO,46.0
COLOMBIA_ANTIOQUIA_COPACABANA,1421.0
COLOMBIA_ANTIOQUIA_ITAGUI,1567.0
COLOMBIA_ANTIOQUIA_MEDELLIN,1613.0
COLOMBIA_ANTIOQUIA_TURBO,5.0
COLOMBIA_ARAUCA_ARAUCA,133.0
COLOMBIA_ARAUCA_FORTUL,239.0
COLOMBIA_ARAUCA_SARAVENA,192.0
COLOMBIA_ATLANTICO_BARANOA,
COLOMBIA_ATLANTICO_BARRANQUILLA,
COLOMBIA_ATLANTICO_GALAPA,91.0
COLOMBIA_ATLANTICO_JUAN DE ACOSTA,47.0
COLOMBIA_ATLANTICO_MALAMBO,15.0
COLOMBIA_ATLANTICO_PALMAR DE VARELA,11.0
COLOMBIA_ATLANTICO_PUERTO COLOMBIA,14.0
COLOMBIA_ATLANTICO_SABANAGRANDE,17.0
COLOMBIA_ATLANTICO_SABANALARGA,98.0
COLOMBIA_ATLANTICO_SANTO TOMAS,10.0
COLOMBIA_ATLANTICO_SOLEDAD,25.0
COLOMBIA_BOLIVAR_ARJONA,62.0
COLOMBIA_BOLIVAR_CARTAGENA,6.0
COLOMBIA_BOLIVAR_CLEMENCIA,63.0
COLOMBIA_BOLIVAR_TURBACO,181.0
COLOMBIA_BOLIVAR_VILLANUEVA,102.0
COLOMBIA_CAQUETA_FLORENCIA,271.0
COLOMBIA_CAQUETA_LA MONTANITA,243.0
COLOMBIA_CAUCA_GUAPI,5.0
COLOMBIA_CESAR_MANAURE BALCON DEL CESAR,763.0
COLOMBIA_CESAR_SAN DIEGO,171.0
COLOMBIA_CESAR_VALLEDUPAR,171.0
COLOMBIA_CHOCO_LLORO,176.0
COLOMBIA_CHOCO_MEDIO ATRATO,36.0
COLOMBIA_CHOCO_QUIBDO,31.0
COLOMBIA_CORDOBA_CERETE,16.0
COLOMBIA_CORDOBA_CHINU,116.0
COLOMBIA_CORDOBA_COTORRA,11.0
COLOMBIA_CORDOBA_MONTERIA,19.0
COLOMBIA_CORDOBA_SAN ANDRES SOTAVENTO,109.0
COLOMBIA_CORDOBA_TUCHIN,49.0
COLOMBIA_CUNDINAMARCA_AGUA DE DIOS,393.0
COLOMBIA_CUNDINAMARCA_GIRARDOT,283.0
COLOMBIA_CUNDINAMARCA_NILO,335.0
COLOMBIA_CUNDINAMARCA_RICAURTE,285.0
COLOMBIA_CUNDINAMARCA_SOACHA,2561.0
COLOMBIA_CUNDINAMARCA_TOCAIMA,400.0
COLOMBIA_GUAJIRA_RIOHACHA,120.0
COLOMBIA_GUAJIRA_URUMITA,247.0
COLOMBIA_GUAJIRA_VILLANUEVA,230.0
COLOMBIA_GUAVIARE_EL RETORNO,201.0
COLOMBIA_GUAVIARE_SAN JOSE DEL GUAVIARE,187.0
COLOMBIA_HUILA_CAMPOALEGRE,534.0
COLOMBIA_HUILA_NEIVA,457.0
COLOMBIA_HUILA_PALERMO,553.0
COLOMBIA_MAGDALENA_SANTA MARTHA,628.0
COLOMBIA_META_ACACIAS,538.0
COLOMBIA_META_CASTILLA LA NUEVA,417.0
COLOMBIA_META_PUERTO CONCORDIA,220.0
COLOMBIA_META_VILLAVICENCIO,424.0
COLOMBIA_NARIÑO_EL CHARCO,0.0
COLOMBIA_NARIÑO_SANTA BARBARA (ISCUANDE),4.0
COLOMBIA_NARIÑO_TAMINANGO,1520.0
COLOMBIA_NARIÑO_TUMACO,5.0
COLOMBIA_NORTE SANTANDER_LOS PATIOS,402.0
COLOMBIA_NORTE SANTANDER_VILLA DEL ROSARIO,440.0
COLOMBIA_PUTUMAYO_SAN MIGUEL (LA DORADA),301.0
COLOMBIA_QUINDIO_ARMENIA,1479.0
COLOMBIA_RISARALDA_PEREIRA,1170.0
COLOMBIA_SAN ANDRES_SAN ANDRES,26.0
COLOMBIA_SANTANDER_BARRANCABERMEJA,82.0
COLOMBIA_SANTANDER_BUCARAMANGA,1215.0
COLOMBIA_SANTANDER_FLORIDABLANCA,928.0
COLOMBIA_SANTANDER_GIRON,688.0
COLOMBIA_SANTANDER_LEBRIJA,1016.0
COLOMBIA_SANTANDER_PIEDECUESTA,1004.0
COLOMBIA_SUCRE_COROZAL,157.0
COLOMBIA_SUCRE_LOS PALMITOS,182.0
COLOMBIA_SUCRE_MORROA,165.0
COLOMBIA_SUCRE_OVEJAS,259.0
COLOMBIA_SUCRE_SAMPUES,151.0
COLOMBIA_SUCRE_SAN JUAN DE BETULIA,146.0
COLOMBIA_SUCRE_SAN PEDRO,139.0
COLOMBIA_SUCRE_SINCE,138.0
COLOMBIA_SUCRE_SINCELEJO,214.0
COLOMBIA_SUCRE_TOLUVIEJO,71.0
COLOMBIA_TOLIMA_ARMERO (GUAYABAL),359.0
COLOMBIA_TOLIMA_ESPINAL,323.0
COLOMBIA_TOLIMA_FLANDES,285.0
COLOMBIA_TOLIMA_GUAMO,321.0
COLOMBIA_TOLIMA_HONDA,220.0
COLOMBIA_TOLIMA_IBAGUE,1180.0
COLOMBIA_TOLIMA_MARIQUITA,488.0
COLOMBIA_TOLIMA_MELGAR,322.0
COLOMBIA_VALLE_BUENAVENTURA,14.0
COLOMBIA_VALLE_CALI,1010.0
COLOMBIA_VALLE_CANDELARIA,982.0
COLOMBIA_VALLE_EL CERRITO,993.0
COLOMBIA_VALLE_PALMIRA,1007.0
COLOMBIA_VALLE_YUMBO,999.0
COLOMBIA_VAUPES_MITU,175.0
COLOMBIA_ANTIOQUIA_ANTIOQUIA,1483.0
COLOMBIA_ANTIOQUIA_ENVIGADO,1576.0
COLOMBIA_ARAUCA_TAME,314.0
COLOMBIA_CAQUETA_MILAN,220.0
COLOMBIA_CAQUETA_MORELIA,260.0
COLOMBIA_CESAR_ROBLES (LA PAZ),170.0
COLOMBIA_CORDOBA_SAN PELAYO,25.0
COLOMBIA_CUNDINAMARCA_FACATATIVA,2588.0
COLOMBIA_CUNDINAMARCA_TENJO,2567.0
COLOMBIA_HUILA_AIPE,399.0
COLOMBIA_META_CUMARAL,417.0
COLOMBIA_META_GUAMAL,523.0
COLOMBIA_META_RESTREPO,484.0
COLOMBIA_NORTE SANTANDER_CHINACOTA,1222.0
COLOMBIA_NORTE SANTANDER_SAN CAYETANO,424.0
COLOMBIA_SUCRE_CHALAN,284.0
COLOMBIA_SUCRE_EL ROBLE,95.0
COLOMBIA_SUCRE_PALMITO,35.0
COLOMBIA_TOLIMA_CARMEN DE APICALA,315.0
COLOMBIA_ANTIOQUIA_YONDO (CASABE),74.0
COLOMBIA_ATLANTICO_PONEDERA,12.0
COLOMBIA_CALDAS_VICTORIA,711.0
COLOMBIA_CORDOBA_SAN CARLOS,15.0
COLOMBIA_GUAINIA_PUERTO INIRIDA,98.0
COLOMBIA_HUILA_RIVERA,724.0
COLOMBIA_NARIÑO_EL TAMBO,2179.0
COLOMBIA_NARIÑO_POLICARPA,1047.0
COLOMBIA_NORTE SANTANDER_EL ZULIA,1095.0
COLOMBIA_NORTE SANTANDER_SANTIAGO,466.0
COLOMBIA_PUTUMAYO_PUERTO ASIS,257.0
COLOMBIA_QUINDIO_SALENTO,1992.0
COLOMBIA_SUCRE_BUENAVISTA,105.0
COLOMBIA_SUCRE_GALERAS (NUEVA GRANADA),93.0
COLOMBIA_TOLIMA_ALVARADO,415.0
COLOMBIA_TOLIMA_COELLO,299.0
COLOMBIA_TOLIMA_FALAN,971.0
COLOMBIA_VALLE_ALCALA,1226.0
COLOMBIA_VALLE_GUACARI,973.0
COLOMBIA_VALLE_RESTREPO,1403.0
COLOMBIA_ANTIOQUIA_SABANETA,1592.0
COLOMBIA_ATLANTICO_USIACURI,120.0
COLOMBIA_CAQUETA_EL PAUJIL,344.0
COLOMBIA_HUILA_VILLAVIEJA,385.0
COLOMBIA_MAGDALENA_CIENAGA,5.0
COLOMBIA_TOLIMA_FRESNO,1477.0
COLOMBIA_TOLIMA_SAN LUIS,483.0
COLOMBIA_TOLIMA_SUAREZ,293.0
COLOMBIA_CAQUETA_EL DONCELLO,365.0
COLOMBIA_CUNDINAMARCA_CAJICA,2556.0
COLOMBIA_PUTUMAYO_PUERTO CAICEDO,274.0
COLOMBIA_ANTIOQUIA_BELLO,1443.0
COLOMBIA_ANTIOQUIA_CALDAS,1750.0
COLOMBIA_ATLANTICO_TUBARA,241.0
COLOMBIA_CUNDINAMARCA_FUNZA,2546.0
COLOMBIA_CUNDINAMARCA_TOCANCIPA,2560.0
COLOMBIA_HUILA_TELLO,575.0
COLOMBIA_NARIÑO_IPIALES,2902.0
COLOMBIA_RISARALDA_DOSQUEBRADAS,1442.0
COLOMBIA_SANTANDER_SAN VICENTE DE CHUCURI,882.0
COLOMBIA_VALLE_CARTAGO,906.0
COLOMBIA_VALLE_OBANDO,942.0
COLOMBIA_VALLE_PRADERA,1062.0
COLOMBIA_BOYACA_CUBARA,359.0
COLOMBIA_CAUCA_TIMBIO,1784.0
COLOMBIA_QUINDIO_LA TEBAIDA,1195.0
COLOMBIA_TOLIMA_PALOCABILDO,1467.0
COLOMBIA_TOLIMA_PIEDRAS,393.0
COLOMBIA_VALLE_LA UNION,1457.0
COLOMBIA_VALLE_VIJES,974.0
COLOMBIA_CHOCO_BAHIA SOLANO (MUTIS),5.0
COLOMBIA_CUNDINAMARCA_SUPATA,1892.0
COLOMBIA_NORTE SANTANDER_DURANIA,958.0
COLOMBIA_SUCRE_COLOSO (RICAURTE),157.0
COLOMBIA_TOLIMA_ANZOATEGUI,1957.0
COLOMBIA_TOLIMA_ICONONZO,1286.0
COLOMBIA_VICHADA_PUERTO CARREÑO,56.0
COLOMBIA_CORDOBA_CIENAGA DE ORO,13.0
COLOMBIA_QUINDIO_MONTENEGRO,1281.0
COLOMBIA_CAUCA_TIMBIQUI,3.0
COLOMBIA_CUNDINAMARCA_GUATAQUI,254.0
COLOMBIA_NORTE SANTANDER_PUERTO SANTANDER,49.0
COLOMBIA_QUINDIO_CALARCA,1543.0
COLOMBIA_ANTIOQUIA_EBEJICO,1163.0
COLOMBIA_ANTIOQUIA_LA CEJA,2396.0
COLOMBIA_ANTIOQUIA_SAN JERONIMO,734.0
COLOMBIA_CALDAS_MANIZALES,2054.0
COLOMBIA_CAUCA_POPAYAN,1743.0
COLOMBIA_CHOCO_ATRATO,44.0
COLOMBIA_RISARALDA_LA CELIA,1387.0
COLOMBIA_CUNDINAMARCA_SAN FRANCISCO,2004.0
COLOMBIA_ANTIOQUIA_ANZA,649.0
COLOMBIA_CUNDINAMARCA_CACHIPAY,1409.0
COLOMBIA_VALLE_GINEBRA,1032.0
COLOMBIA_CUNDINAMARCA_JERUSALEN,300.0
COLOMBIA_QUINDIO_CIRCASIA,1677.0
COLOMBIA_RISARALDA_LA VIRGINIA,901.0
COLOMBIA_VALLE_EL AGUILA,1522.0
COLOMBIA_ANTIOQUIA_COCORNA,1281.0
COLOMBIA_CAUCA_EL TAMBO,1733.0
COLOMBIA_CUNDINAMARCA_SUBACHOQUE,2547.0
COLOMBIA_CUNDINAMARCA_GUAYABETAL,963.0
ECUADOR_EXTERIOR_EXTERIOR_ECUADOR,182.0
COLOMBIA_BOLIVAR_TURBANA,28.0
COLOMBIA_CUNDINAMARCA_UBAQUE,2542.0
COLOMBIA_SANTANDER_BETULIA,1835.0
COLOMBIA_SANTANDER_LOS SANTOS,1707.0
COLOMBIA_CUNDINAMARCA_TENA,1198.0
COLOMBIA_NORTE SANTANDER_BOCHALEMA,1063.0
COLOMBIA_TOLIMA_VALLE DE SAN JUAN,592.0
COLOMBIA_ANTIOQUIA_SANTA BARBARA,1809.0
COLOMBIA_CALDAS_MANZANARES,1848.0
COLOMBIA_NARIÑO_FRANCISCO PIZARRO (SALAHONDA),6.0
COLOMBIA_ANTIOQUIA_VENECIA,1332.0
COLOMBIA_NARIÑO_SAN LORENZO,2078.0
COLOMBIA_CUNDINAMARCA_LA CALERA,2791.0
COLOMBIA_CUNDINAMARCA_SIBATE,2690.0
COLOMBIA_QUINDIO_QUIMBAYA,1305.0
COLOMBIA_VALLE_CAICEDONIA,1302.0
GUATEMALA_EXTERIOR_EXTERIOR_GUATEMALA,886.0
COLOMBIA_ANTIOQUIA_CARMEN DE VIBORAL,2152.0
COLOMBIA_ANTIOQUIA_LA ESTRELLA,1754.0
COLOMBIA_SANTANDER_MATANZA,1577.0
COLOMBIA_NARIÑO_SANDONA,1811.0
COLOMBIA_SAN ANDRES_PROVIDENCIA,5.0
COLOMBIA_VALLE_TORO,958.0
COLOMBIA_CUNDINAMARCA_NARIÑO,263.0
COLOMBIA_VALLE_LA VICTORIA,919.0
COLOMBIA_CALDAS_VILLAMARIA,1890.0
COLOMBIA_VALLE_ANSERMANUEVO,964.0
COSTA RICA_EXTERIOR_COSTA RICA,1021.0
COLOMBIA_QUINDIO_CORDOBA,1520.0
COLOMBIA_ANTIOQUIA_AMAGA,1361.0
COLOMBIA_TOLIMA_MURILLO,3241.0
COLOMBIA_VALLE_LA CUMBRE,1564.0
COLOMBIA_CALDAS_NEIRA,1774.0
COLOMBIA_NORTE SANTANDER_GRAMALOTE,440.0
COLOMBIA_CUNDINAMARCA_ZIPAQUIRA,2612.0
COLOMBIA_NARIÑO_PASTO,2536.0
COLOMBIA_TOLIMA_VILLAHERMOSA,2517.0
COLOMBIA_ANTIOQUIA_BOLIVAR,2125.0
COLOMBIA_CAUCA_PIENDAMO,1873.0
COLOMBIA_CALDAS_MARQUETALIA,1550.0
COLOMBIA_CALDAS_SAMANA,1462.0
COLOMBIA_GUAJIRA_LA JAGUA DEL PILAR,202.0
COLOMBIA_CUNDINAMARCA_SAN ANTONIO DE TEQUENDAMA,1444.0
COLOMBIA_ANTIOQUIA_GUATAPE,1886.0
COLOMBIA_CAUCA_ROSAS,1718.0
ESTADOS UNIDOS DE AMÉRICA_EXTERIOR_EXTERIOR_ESTADOS UNIDOS,833.0
COLOMBIA_HUILA_SANTA MARIA,1380.0
COLOMBIA_SANTANDER_TONA,1950.0
INDIA_EXTERIOR_EXTERIOR_INDIA,955.0
COLOMBIA_CUNDINAMARCA_ZIPACON,2538.0
COLOMBIA_TOLIMA_CAJAMARCA,1809.0
COLOMBIA_CUNDINAMARCA_MOSQUERA,2550.0
FINLANDIA_EXTERIOR_FINLANDIA,0.0
COLOMBIA_ANTIOQUIA_GIRARDOTA,1405.0
CURACAO_EXTERIOR_CURACAO,0.0
COLOMBIA_CHOCO_SAN JOSE DEL PALMAR,1070.0
COLOMBIA_CUNDINAMARCA_CHIA,2553.0
COLOMBIA_RISARALDA_BALBOA,1168.0
COLOMBIA_NARIÑO_LA UNION,1772.0
COLOMBIA_SANTANDER_ZAPATOCA,1699.0
COLOMBIA_CAUCA_CAJIBIO,1828.0
COLOMBIA_ANTIOQUIA_RIONEGRO,2091.0
COLOMBIA_CAUCA_SILVIA,2495.0
COLOMBIA_QUINDIO_BUENAVISTA,1480.0
COMORAS_EXTERIOR_EXTERIOR_COMORAS ,258.0
