week,tavg,tmin,tmax,prcp,wdir,wspd,pres
2022-12-26,27.2,20.4,31.0,8.1,310.0,5.8,1012.9
2023-01-02,26.014285714285712,20.557142857142857,29.657142857142855,6.942857142857142,291.57142857142856,4.628571428571428,1013.6999999999999
2023-01-09,26.014285714285712,20.942857142857143,29.857142857142858,13.085714285714285,270.2857142857143,6.1571428571428575,1013.4
2023-01-16,26.657142857142855,21.042857142857144,30.285714285714285,3.8142857142857145,288.42857142857144,6.685714285714286,1013.1285714285715
2023-01-23,28.271428571428572,21.099999999999998,31.928571428571427,2.5,291.42857142857144,7.757142857142858,1012.3571428571429
2023-01-30,28.114285714285717,20.82857142857143,31.74285714285714,0.2571428571428572,195.42857142857142,8.242857142857144,1013.0428571428572
2023-02-06,28.514285714285712,21.057142857142857,31.74285714285714,1.2571428571428573,291.85714285714283,6.671428571428572,1011.9714285714286
2023-02-13,27.62857142857143,22.428571428571427,30.571428571428573,14.157142857142857,337.14285714285717,7.671428571428572,1011.6714285714286
2023-02-20,28.885714285714283,21.357142857142858,32.385714285714286,0.15714285714285717,299.7142857142857,7.971428571428571,1013.1142857142858
2023-02-27,27.0,22.52857142857143,30.271428571428572,11.071428571428571,232.57142857142858,6.571428571428571,1012.657142857143
2023-03-06,25.74285714285714,21.842857142857145,28.82857142857143,4.871428571428572,309.42857142857144,6.042857142857143,1012.5428571428572
2023-03-13,27.25714285714286,21.885714285714283,31.400000000000002,3.7571428571428567,316.7142857142857,6.514285714285714,1012.7857142857143
2023-03-20,27.542857142857144,22.47142857142857,30.657142857142855,0.2714285714285714,328.2857142857143,6.942857142857143,1012.3142857142857
2023-03-27,26.157142857142855,22.02857142857143,29.62857142857143,9.442857142857145,328.85714285714283,7.128571428571428,1013.0428571428572
2023-04-03,26.771428571428572,22.142857142857142,30.599999999999998,8.771428571428572,297.42857142857144,6.357142857142857,1011.7285714285715
2023-04-10,27.8,22.37142857142857,31.24285714285714,9.128571428571428,328.7142857142857,6.485714285714286,1011.6428571428571
2023-04-17,26.02857142857143,21.557142857142857,32.51428571428571,22.67142857142857,320.7142857142857,6.485714285714286,1011.4
2023-04-24,25.985714285714288,21.157142857142855,30.099999999999998,15.214285714285714,213.71428571428572,5.828571428571428,1013.6714285714286
2023-05-01,28.114285714285717,22.3,31.014285714285712,6.828571428571428,281.14285714285717,5.928571428571429,1012.8285714285714
2023-05-08,25.785714285714285,21.685714285714287,28.785714285714285,28.75714285714286,200.28571428571428,6.6000000000000005,1014.4428571428572
2023-05-15,26.928571428571427,22.114285714285717,30.12857142857143,16.985714285714288,292.85714285714283,4.942857142857143,1013.4285714285714
2023-05-22,26.67142857142857,21.62857142857143,30.214285714285715,18.228571428571428,131.71428571428572,4.885714285714286,1013.0285714285714
2023-05-29,27.442857142857143,21.428571428571427,31.400000000000002,9.928571428571429,286.14285714285717,5.2,1013.9285714285714
2023-06-05,26.400000000000002,21.557142857142857,29.614285714285717,22.071428571428573,216.71428571428572,6.285714285714286,1015.3571428571429
2023-06-12,25.357142857142858,20.442857142857143,28.114285714285717,21.614285714285717,209.85714285714286,5.728571428571429,1015.7571428571429
2023-06-19,26.0,21.314285714285713,29.614285714285717,17.342857142857145,324.57142857142856,5.314285714285715,1014.4428571428572
2023-06-26,26.142857142857142,21.071428571428573,30.0,23.428571428571427,214.85714285714286,5.7,1014.7142857142857
2023-07-03,25.62857142857143,21.8,28.8,14.957142857142857,237.28571428571428,5.914285714285714,1014.6428571428571
2023-07-10,26.457142857142856,21.5,29.957142857142856,15.714285714285714,280.57142857142856,5.671428571428572,1013.8285714285714
2023-07-17,26.099999999999998,21.02857142857143,29.728571428571428,14.271428571428572,269.42857142857144,6.557142857142857,1016.6857142857143
2023-07-24,25.52857142857143,21.414285714285715,29.357142857142858,12.87142857142857,315.57142857142856,5.514285714285714,1015.5142857142857
2023-07-31,26.228571428571428,21.314285714285713,29.714285714285715,13.514285714285716,315.57142857142856,5.1000000000000005,1016.3857142857142
2023-08-07,27.142857142857142,21.228571428571428,31.385714285714283,6.914285714285714,323.7142857142857,5.8428571428571425,1015.0
2023-08-14,27.599999999999998,21.657142857142855,32.17142857142857,11.242857142857144,135.57142857142858,5.328571428571428,1012.0
2023-08-21,28.414285714285715,21.814285714285713,32.77142857142857,19.442857142857143,235.28571428571428,6.3428571428571425,1011.9714285714286
2023-08-28,28.714285714285715,21.285714285714285,33.285714285714285,9.885714285714286,246.14285714285714,5.485714285714286,1013.7142857142857
2023-09-04,27.82857142857143,21.042857142857144,31.928571428571427,16.442857142857143,283.0,6.085714285714286,1013.5857142857143
2023-09-11,28.24285714285714,21.599999999999998,32.142857142857146,10.342857142857143,329.0,5.828571428571428,1013.0
2023-09-18,27.37142857142857,20.82857142857143,32.17142857142857,6.414285714285714,328.7142857142857,5.714285714285714,1012.6714285714286
