week,tavg,tmin,tmax,prcp,wdir,wspd,pres
2022-12-26,26.7,21.9,33.2,5.1,5.0,5.3,1011.3
2023-01-02,25.071428571428573,21.314285714285713,30.7,8.642857142857142,190.71428571428572,4.714285714285714,1011.9285714285714
2023-01-09,24.3,21.17142857142857,29.271428571428572,11.928571428571429,107.57142857142857,5.285714285714286,1011.8571428571429
2023-01-16,24.52857142857143,20.857142857142858,30.071428571428573,10.542857142857143,140.42857142857142,5.857142857142857,1011.6285714285714
2023-01-23,25.714285714285715,20.5,32.0,2.814285714285714,208.0,7.285714285714286,1010.3714285714286
2023-01-30,27.17142857142857,21.457142857142856,34.17142857142857,0.24285714285714288,245.85714285714286,8.357142857142858,1010.4571428571428
2023-02-06,26.099999999999998,22.142857142857142,32.44285714285714,5.142857142857143,112.85714285714286,6.414285714285714,1010.3142857142857
2023-02-13,25.271428571428572,21.985714285714288,30.400000000000002,11.985714285714286,197.28571428571428,6.028571428571429,1009.9142857142857
2023-02-20,26.928571428571427,21.74285714285714,34.142857142857146,0.05714285714285715,167.57142857142858,6.942857142857143,1010.9714285714286
2023-02-27,24.642857142857142,22.17142857142857,28.557142857142857,15.9,164.0,5.142857142857143,1011.657142857143
2023-03-06,24.32857142857143,21.928571428571427,28.914285714285715,11.971428571428572,165.71428571428572,4.914285714285714,1011.3571428571429
2023-03-13,25.457142857142856,21.97142857142857,31.714285714285715,6.171428571428572,25.0,6.685714285714285,1011.4142857142857
2023-03-20,25.771428571428572,22.342857142857145,31.5,6.971428571428571,99.28571428571429,6.314285714285714,1010.5428571428572
2023-03-27,24.37142857142857,21.342857142857145,29.042857142857144,25.82857142857143,179.14285714285714,4.585714285714286,1012.2285714285715
2023-04-03,24.457142857142856,21.7,28.985714285714288,19.342857142857145,155.85714285714286,5.1000000000000005,1010.7428571428571
2023-04-10,24.885714285714283,21.642857142857142,30.17142857142857,10.62857142857143,109.85714285714286,5.242857142857143,1010.7142857142857
2023-04-17,24.942857142857143,22.24285714285714,30.042857142857144,14.771428571428572,203.57142857142858,4.742857142857143,1010.3714285714286
2023-04-24,24.771428571428572,21.47142857142857,30.142857142857142,8.785714285714286,70.28571428571429,5.257142857142857,1012.7285714285715
2023-05-01,24.7,21.557142857142857,29.957142857142856,12.742857142857144,193.42857142857142,4.814285714285715,1012.0857142857143
2023-05-08,24.057142857142857,21.900000000000002,27.857142857142858,16.928571428571427,198.0,5.485714285714286,1014.1428571428571
2023-05-15,25.657142857142855,22.0,30.928571428571427,11.942857142857141,143.0,5.7,1012.4857142857143
2023-05-22,24.814285714285713,21.914285714285715,29.042857142857144,13.614285714285714,188.28571428571428,5.057142857142857,1012.0428571428572
2023-05-29,24.585714285714285,21.714285714285715,28.857142857142858,13.414285714285715,173.28571428571428,6.5,1013.6
2023-06-05,24.228571428571428,21.157142857142855,28.985714285714288,12.614285714285714,154.14285714285714,5.514285714285714,1014.4857142857143
2023-06-12,22.67142857142857,20.342857142857145,25.614285714285717,24.271428571428572,221.28571428571428,6.871428571428572,1015.8285714285714
2023-06-19,24.3,21.185714285714287,29.0,3.4857142857142853,203.57142857142858,6.957142857142857,1014.0571428571428
2023-06-26,23.8,20.885714285714283,28.62857142857143,11.828571428571427,155.42857142857142,6.700000000000001,1014.3285714285714
2023-07-03,24.728571428571428,21.557142857142857,29.67142857142857,11.057142857142859,148.85714285714286,6.0,1013.3571428571429
2023-07-10,24.014285714285712,20.685714285714287,29.071428571428573,16.614285714285717,110.42857142857143,6.728571428571429,1012.9428571428572
2023-07-17,23.114285714285717,20.642857142857142,27.657142857142855,14.757142857142856,198.57142857142858,6.942857142857143,1016.4142857142857
2023-07-24,24.385714285714283,21.2,29.37142857142857,11.085714285714285,114.57142857142857,6.114285714285714,1014.9142857142857
2023-07-31,24.142857142857142,20.785714285714285,28.428571428571427,5.971428571428571,16.142857142857142,8.514285714285714,1015.9714285714286
2023-08-07,25.314285714285713,21.071428571428573,31.285714285714285,9.914285714285715,72.28571428571429,6.5,1014.1999999999999
2023-08-14,25.32857142857143,21.357142857142858,31.142857142857142,13.5,112.85714285714286,6.371428571428572,1011.2571428571429
2023-08-21,25.74285714285714,21.7,31.585714285714285,6.928571428571429,31.428571428571427,8.014285714285714,1010.8857142857142
2023-08-28,26.599999999999998,22.099999999999998,33.285714285714285,9.257142857142856,83.57142857142857,7.428571428571429,1012.5285714285714
2023-09-04,25.599999999999998,21.97142857142857,31.0,5.214285714285714,26.857142857142858,7.085714285714286,1012.6428571428571
2023-09-11,25.985714285714288,21.599999999999998,32.142857142857146,8.542857142857143,111.85714285714286,7.128571428571428,1012.2571428571429
2023-09-18,25.342857142857145,21.485714285714288,30.67142857142857,5.814285714285715,31.571428571428573,6.557142857142857,1011.7571428571429
2023-09-25,26.442857142857143,22.47142857142857,33.42857142857143,11.014285714285714,25.285714285714285,6.757142857142858,1010.6285714285714
2023-10-02,27.571428571428573,23.02857142857143,34.42857142857143,4.957142857142857,27.714285714285715,7.114285714285714,1010.0285714285714
2023-10-09,25.557142857142857,22.142857142857142,30.542857142857144,8.157142857142857,68.14285714285714,6.3999999999999995,1011.9142857142857
2023-10-16,26.185714285714287,21.885714285714283,32.2,1.7285714285714284,33.142857142857146,7.242857142857142,1011.5857142857143
2023-10-23,26.385714285714283,22.52857142857143,33.18571428571429,8.042857142857143,115.57142857142857,6.1571428571428575,1008.9285714285714
2023-10-30,26.228571428571428,22.442857142857143,31.714285714285715,13.12857142857143,124.71428571428571,5.357142857142857,1009.4714285714286
2023-11-06,25.5,21.885714285714283,31.285714285714285,9.942857142857141,213.0,5.857142857142857,1010.9714285714286
2023-11-13,26.8,22.428571428571427,32.857142857142854,5.457142857142857,68.28571428571429,5.8428571428571425,1009.7142857142857
2023-11-20,25.585714285714285,22.25714285714286,30.7,12.6,137.14285714285714,5.171428571428572,1010.4428571428572
2023-11-27,25.771428571428572,21.5,32.142857142857146,4.1571428571428575,97.14285714285714,4.971428571428571,1011.0857142857143
2023-12-04,25.599999999999998,21.857142857142858,30.714285714285715,8.114285714285714,248.42857142857142,5.057142857142857,1011.0428571428572
2023-12-11,25.714285714285715,22.585714285714285,30.857142857142858,14.928571428571429,283.85714285714283,4.6571428571428575,1009.3571428571429
2023-12-18,25.857142857142858,22.771428571428572,31.285714285714285,15.428571428571429,118.85714285714286,4.685714285714285,1010.0285714285714
2023-12-25,24.942857142857143,22.271428571428572,29.3,20.485714285714288,104.57142857142857,4.257142857142857,1012.5714285714286
