week,tavg,tmin,tmax,prcp,wdir,wspd,pres
2022-12-26,28.5,23.2,32.0,0.0,78.0,15.2,1013.3
2023-01-02,27.928571428571427,22.2,31.0,0.5,86.57142857142857,12.671428571428573,1013.3142857142857
2023-01-09,27.557142857142857,23.114285714285717,30.12857142857143,0.14285714285714285,75.42857142857143,15.814285714285715,1012.657142857143
2023-01-16,28.67142857142857,22.2,32.24285714285714,0.05714285714285715,93.0,24.214285714285715,1012.2571428571429
2023-01-23,29.099999999999998,22.75714285714286,32.72857142857143,0.0,96.0,27.24285714285714,1011.8571428571429
2023-01-30,28.357142857142858,22.857142857142858,32.2,0.0,90.14285714285714,24.17142857142857,1012.9428571428572
2023-02-06,29.785714285714285,23.24285714285714,33.0,0.0,94.0,26.17142857142857,1011.1999999999999
2023-02-13,27.82857142857143,23.228571428571428,31.52857142857143,0.0,80.28571428571429,22.2,1011.9571428571428
2023-02-20,28.47142857142857,22.728571428571428,32.5,0.028571428571428574,87.14285714285714,24.82857142857143,1013.7428571428571
2023-02-27,28.24285714285714,24.157142857142855,31.557142857142857,0.07142857142857142,83.85714285714286,21.785714285714285,1010.7285714285715
2023-03-06,26.571428571428573,22.985714285714288,29.599999999999998,1.0142857142857142,70.57142857142857,16.514285714285712,1012.342857142857
2023-03-13,28.228571428571428,22.485714285714288,32.68571428571429,0.18571428571428572,77.0,19.271428571428572,1012.5428571428572
2023-03-20,29.3,22.957142857142856,33.58571428571428,0.0,89.0,24.157142857142855,1012.5428571428572
2023-03-27,29.099999999999998,24.771428571428572,32.857142857142854,0.0,85.14285714285714,24.985714285714288,1011.842857142857
2023-04-03,28.314285714285713,24.885714285714283,31.157142857142855,0.0,78.28571428571429,19.914285714285715,1010.2428571428571
2023-04-10,28.771428571428572,24.657142857142855,32.4,0.0,78.71428571428571,20.82857142857143,1010.1999999999999
2023-04-17,28.742857142857144,24.599999999999998,32.42857142857143,0.07142857142857142,52.0,16.314285714285713,1010.4571428571428
2023-04-24,29.2,24.900000000000002,31.957142857142856,0.0,69.85714285714286,15.599999999999998,1010.8857142857142
2023-05-01,31.74285714285714,26.071428571428573,36.01428571428571,0.028571428571428574,90.71428571428571,20.900000000000002,1008.7714285714285
2023-05-08,31.014285714285712,26.685714285714287,35.07142857142857,0.1142857142857143,87.14285714285714,18.585714285714285,1009.4857142857143
2023-05-15,29.37142857142857,26.12857142857143,32.17142857142857,6.128571428571428,73.0,14.642857142857142,1010.2285714285715
2023-05-22,29.25714285714286,24.185714285714287,31.857142857142858,9.357142857142858,147.0,10.557142857142859,1009.8000000000001
2023-05-29,29.928571428571427,25.014285714285712,31.900000000000002,0.08571428571428572,170.28571428571428,11.028571428571428,1009.6142857142858
2023-06-05,30.38571428571429,25.3,33.6,9.785714285714286,116.28571428571429,13.514285714285714,1010.8000000000001
2023-06-12,32.9,27.185714285714287,35.614285714285714,0.0,105.28571428571429,25.62857142857143,1009.5285714285714
