"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","FRSHTT"
"A0001704868","2020-01-01","41.01917","-89.38639","173.1","LACON MARSHALL CO AIRPORT, IL US","  33.8","19","  26.0","19","9999.9"," 0","987.6","19"," 10.0","19","  7.3","19"," 14.0"," 21.0","  46.8","*","  23.7","*"," 0.00","I","999.9","000000"
"A0001704868","2020-01-02","41.01917","-89.38639","173.1","LACON MARSHALL CO AIRPORT, IL US","  42.6","24","  30.9","24","9999.9"," 0","981.0","24"," 10.0","24"," 10.6","24"," 15.9"," 21.0","  50.0","*","  37.0","*"," 0.00","I","999.9","000000"
"A0001704868","2020-01-03","41.01917","-89.38639","173.1","LACON MARSHALL CO AIRPORT, IL US","  37.1","24","  33.9","24","9999.9"," 0","987.4","24","  9.9","24","  3.5","24","  8.9","999.9","  43.2","*","  33.1","*"," 0.00","I","999.9","000000"
"A0001704868","2020-01-04","41.01917","-89.38639","173.1","LACON MARSHALL CO AIRPORT, IL US","  31.4","24","  29.7","24","9999.9"," 0","994.2","24","  5.0","24","  3.6","24"," 14.0"," 21.0","  33.3","*","  27.1","*","99.99"," ","999.9","011000"
"A0001704868","2020-01-05","41.01917","-89.38639","173.1","LACON MARSHALL CO AIRPORT, IL US","  31.3","24","  25.5","24","9999.9"," 0","997.4","24","  9.9","24","  7.1","24"," 20.0"," 32.1","  46.4","*","  21.9","*"," 0.00","I","999.9","000000"
"A0001704868","2020-01-06","41.01917","-89.38639","173.1","LACON MARSHALL CO AIRPORT, IL US","  32.2","24","  24.1","24","9999.9"," 0","000.4","24"," 10.0","24","  4.8","24"," 13.0"," 19.0","  40.3","*","  23.9","*"," 0.00","I","999.9","000000"
"A0001704868","2020-01-07","41.01917","-89.38639","173.1","LACON MARSHALL CO AIRPORT, IL US","  29.8","24","  24.2","24","9999.9"," 0","996.9","24"," 10.0","24","  2.5","24"," 11.1"," 21.0","  39.4","*","  23.4","*"," 0.00","I","999.9","000000"
"A0001704868","2020-01-08","41.01917","-89.38639","173.1","LACON MARSHALL CO AIRPORT, IL US","  25.4","24","  13.4","24","9999.9"," 0","004.5","24"," 10.0","24","  7.6","24"," 15.9"," 22.0","  35.6","*","  15.8","*"," 0.00","I","999.9","000000"
"A0001704868","2020-01-09","41.01917","-89.38639","173.1","LACON MARSHALL CO AIRPORT, IL US","  36.0","24","  25.5","24","9999.9"," 0","998.0","24"," 10.0","24"," 12.5","24"," 22.9"," 35.9","  53.1","*","  22.8","*","99.99"," ","999.9","010000"
"A0001704868","2020-01-10","41.01917","-89.38639","173.1","LACON MARSHALL CO AIRPORT, IL US","  46.9","24","  45.0","24","9999.9"," 0","995.2","24","  4.9","24","  6.1","24"," 17.1"," 26.0","  51.4","*","  41.0","*","99.99"," ","999.9","110000"
"A0001704868","2020-01-11","41.01917","-89.38639","173.1","LACON MARSHALL CO AIRPORT, IL US","  35.1","24","  34.2","24","9999.9"," 0","990.3","24","  4.5","24","  9.1","24"," 15.0"," 22.9","  47.3","*","  27.5","*","99.99"," ","999.9","011000"
"A0001704868","2020-01-12","41.01917","-89.38639","173.1","LACON MARSHALL CO AIRPORT, IL US","  24.4","24","  20.5","24","9999.9"," 0","001.1","24","  9.1","24","  5.0","24"," 13.0"," 20.0","  28.4","*","  20.1","*","99.99"," ","999.9","001000"
"A0001704868","2020-01-13","41.01917","-89.38639","173.1","LACON MARSHALL CO AIRPORT, IL US","  31.4","24","  28.1","24","9999.9"," 0","003.4","24","  9.6","24","  6.4","24"," 12.0"," 17.1","  33.8","*","  28.4","*","99.99"," ","999.9","010000"
"A0001704868","2020-01-14","41.01917","-89.38639","173.1","LACON MARSHALL CO AIRPORT, IL US","  37.9","24","  34.4","24","9999.9"," 0","999.4","24","  8.2","24","  6.5","24"," 15.0"," 15.9","  45.9","*","  33.8","*"," 0.00","I","999.9","000000"
"A0001704868","2020-01-15","41.01917","-89.38639","173.1","LACON MARSHALL CO AIRPORT, IL US","  33.2","24","  32.6","24","9999.9"," 0","998.1","24","  3.6","24","  3.0","24"," 13.0"," 22.0","  39.2","*","  26.6","*","99.99"," ","999.9","110000"
"A0001704868","2020-01-16","41.01917","-89.38639","173.1","LACON MARSHALL CO AIRPORT, IL US","  20.4","24","  14.1","24","9999.9"," 0","013.4","24","  9.5","24"," 11.0","24"," 18.1"," 24.1","  33.1","*","  10.4","*"," 0.00","I","999.9","000000"
"A0001704868","2020-01-17","41.01917","-89.38639","173.1","LACON MARSHALL CO AIRPORT, IL US","  20.0","24","  14.5","24","9999.9"," 0","017.3","24","  8.4","24","  6.0","24"," 12.0"," 17.1","  26.6","*","  15.3","*","99.99"," ","999.9","001000"
"A0001704868","2020-01-18","41.01917","-89.38639","173.1","LACON MARSHALL CO AIRPORT, IL US","  28.8","24","  26.4","24","9999.9"," 0","993.4","24","  6.2","24"," 11.4","24"," 22.0"," 34.0","  35.8","*","  13.3","*","99.99"," ","999.9","011000"
"A0001704868","2020-01-19","41.01917","-89.38639","173.1","LACON MARSHALL CO AIRPORT, IL US","   5.7","24","  -1.5","24","9999.9"," 0","005.2","24","  9.3","24"," 11.9","24"," 17.1"," 28.0","  12.9","*","   0.9","*","99.99"," ","999.9","001000"
"A0001704868","2020-01-20","41.01917","-89.38639","173.1","LACON MARSHALL CO AIRPORT, IL US","  11.6","24","   6.7","24","9999.9"," 0","014.8","24"," 10.0","24","  5.1","24","  8.0","999.9","  21.9","*","   6.8","*"," 0.00","I","999.9","000000"
"A0001704868","2020-01-21","41.01917","-89.38639","173.1","LACON MARSHALL CO AIRPORT, IL US","  16.0","24","  11.7","24","9999.9"," 0","015.7","24","  9.5","24","  2.5","24","  9.9","999.9","  29.1","*","   5.7","*"," 0.00","I","999.9","000000"
"A0001704868","2020-01-22","41.01917","-89.38639","173.1","LACON MARSHALL CO AIRPORT, IL US","  26.7","24","  19.9","24","9999.9"," 0","004.0","24"," 10.0","24","  8.7","24"," 13.0"," 17.1","  32.9","*","  23.5","*"," 0.00","I","999.9","000000"
"A0001704868","2020-01-23","41.01917","-89.38639","173.1","LACON MARSHALL CO AIRPORT, IL US","  31.9","24","  28.8","24","9999.9"," 0","996.6","24","  6.6","24","  6.4","24"," 12.0"," 18.1","  33.4","*","  30.6","*","99.99"," ","999.9","011000"
"A0001704868","2020-01-24","41.01917","-89.38639","173.1","LACON MARSHALL CO AIRPORT, IL US","  33.2","24","  33.0","24","9999.9"," 0","990.7","24","  2.8","24","  4.5","24","  9.9","999.9","  35.2","*","  32.0","*","99.99"," ","999.9","111000"
"A0001704868","2020-01-25","41.01917","-89.38639","173.1","LACON MARSHALL CO AIRPORT, IL US","  32.2","24","  31.2","24","9999.9"," 0","991.0","24","  3.7","24","  6.0","24"," 12.0"," 20.0","  33.4","*","  31.6","*","99.99"," ","999.9","011000"
"A0001704868","2020-01-26","41.01917","-89.38639","173.1","LACON MARSHALL CO AIRPORT, IL US","  30.4","24","  26.5","24","9999.9"," 0","994.1","24","  9.9","24","  6.1","24","  8.9"," 14.0","  32.5","*","  26.6","*","99.99"," ","999.9","010000"
"A0001704868","2020-01-27","41.01917","-89.38639","173.1","LACON MARSHALL CO AIRPORT, IL US","  28.0","24","  25.8","24","9999.9"," 0","994.3","24","  5.9","24","  4.5","24","  7.0","999.9","  30.4","*","  25.2","*"," 0.00","I","999.9","000000"
"A0001704868","2020-01-28","41.01917","-89.38639","173.1","LACON MARSHALL CO AIRPORT, IL US","  28.6","24","  25.9","24","9999.9"," 0","998.6","24","  7.8","24","  2.2","24","  6.0","999.9","  29.3","*","  26.6","*","99.99"," ","999.9","010000"
"A0001704868","2020-01-29","41.01917","-89.38639","173.1","LACON MARSHALL CO AIRPORT, IL US","  28.0","24","  24.3","24","9999.9"," 0","000.6","24","  9.4","24","  0.4","24","  4.1","999.9","  30.9","*","  26.6","*"," 0.00","I","999.9","000000"
"A0001704868","2020-01-30","41.01917","-89.38639","173.1","LACON MARSHALL CO AIRPORT, IL US","  29.5","21","  26.0","21","9999.9"," 0","001.9","21","  5.3","21","  0.6","21","  2.9","999.9","  33.8","*","  28.2","*"," 0.00","I","999.9","000000"
"A0001704868","2020-01-31","41.01917","-89.38639","173.1","LACON MARSHALL CO AIRPORT, IL US","  32.7","24","  29.4","24","9999.9"," 0","000.0","24","  5.9","24","  2.0","24","  8.0","999.9","  38.1","*","  26.6","*","99.99"," ","999.9","010000"
"A0001704868","2020-02-01","41.01917","-89.38639","173.1","LACON MARSHALL CO AIRPORT, IL US","  33.7","24","  32.0","24","9999.9"," 0","995.1","24","  5.1","24","  4.4","24","  9.9"," 15.0","  35.4","*","  32.0","*","99.99"," ","999.9","011000"
"A0001704868","2020-02-02","41.01917","-89.38639","173.1","LACON MARSHALL CO AIRPORT, IL US","  41.5","24","  32.6","24","9999.9"," 0","984.9","24"," 10.0","24","  7.8","24"," 13.0"," 20.0","  55.9","*","  33.4","*"," 0.00","I","999.9","000000"
"A0001704868","2020-02-03","41.01917","-89.38639","173.1","LACON MARSHALL CO AIRPORT, IL US","  38.1","24","  33.3","24","9999.9"," 0","986.1","24"," 10.0","24","  2.5","24","  8.9","999.9","  47.5","*","  30.2","*"," 0.00","I","999.9","000000"
"A0001704868","2020-02-04","41.01917","-89.38639","173.1","LACON MARSHALL CO AIRPORT, IL US","  35.2","24","  29.7","24","9999.9"," 0","991.4","24","  9.9","24","  7.8","24"," 12.0"," 20.0","  41.0","*","  31.1","*"," 0.00","I","999.9","000000"
"A0001704868","2020-02-05","41.01917","-89.38639","173.1","LACON MARSHALL CO AIRPORT, IL US","  28.7","24","  19.7","24","9999.9"," 0","998.3","24","  8.6","24","  6.8","24"," 11.1"," 15.9","  31.1","*","  25.5","*","99.99"," ","999.9","001000"
"A0001704868","2020-02-06","41.01917","-89.38639","173.1","LACON MARSHALL CO AIRPORT, IL US","  26.4","24","  22.1","24","9999.9"," 0","986.3","24","  5.9","24","  6.1","24"," 11.1"," 15.9","  30.7","*","  24.4","*","99.99"," ","999.9","011000"
"A0001704868","2020-02-07","41.01917","-89.38639","173.1","LACON MARSHALL CO AIRPORT, IL US","  26.3","24","  15.9","24","9999.9"," 0","985.5","24"," 10.0","24","  2.0","24","  7.0","999.9","  35.6","*","  16.5","*"," 0.00","I","999.9","000000"
"A0001704868","2020-02-08","41.01917","-89.38639","173.1","LACON MARSHALL CO AIRPORT, IL US","  29.3","24","  25.3","24","9999.9"," 0","996.9","24","  7.8","24","  2.6","24","  8.9","999.9","  31.5","*","  26.6","*","99.99"," ","999.9","011000"
"A0001704868","2020-02-09","41.01917","-89.38639","173.1","LACON MARSHALL CO AIRPORT, IL US","  29.7","24","  25.4","24","9999.9"," 0","999.1","24","  9.0","24","  7.9","24"," 18.1"," 24.1","  36.0","*","  23.4","*","99.99"," ","999.9","010000"
"A0001704868","2020-02-10","41.01917","-89.38639","173.1","LACON MARSHALL CO AIRPORT, IL US","  31.2","24","  27.5","24","9999.9"," 0","998.1","24","  8.8","24","  5.6","24"," 14.0"," 15.0","  35.8","*","  24.8","*"," 0.00","I","999.9","000000"
