"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","FRSHTT"
"A0001603036","2020-01-01","37.58278","-109.48306","1787.7","BLANDING MUNICIPAL AIRPORT, UT US","  17.8","19","  14.0","19","9999.9"," 0","820.6","19","  9.6","19","  2.5","19","  7.0","999.9","  25.9","*","  10.2","*"," 0.00","I","999.9","000000"
"A0001603036","2020-01-02","37.58278","-109.48306","1787.7","BLANDING MUNICIPAL AIRPORT, UT US","  23.2","24","  18.6","24","9999.9"," 0","814.9","24","  9.2","24","  4.1","24"," 15.9"," 17.1","  38.7","*","  13.3","*"," 0.00","I","999.9","000000"
"A0001603036","2020-01-03","37.58278","-109.48306","1787.7","BLANDING MUNICIPAL AIRPORT, UT US","  24.6","24","  16.5","24","9999.9"," 0","824.4","24"," 10.0","24","  2.9","24","  8.9","999.9","  37.2","*","  15.3","*"," 0.00","I","999.9","000000"
"A0001603036","2020-01-04","37.58278","-109.48306","1787.7","BLANDING MUNICIPAL AIRPORT, UT US","  25.3","24","  19.7","24","9999.9"," 0","831.6","24"," 10.0","24","  2.3","24","  8.0","999.9","  34.9","*","  18.5","*"," 0.00","I","999.9","000000"
"A0001603036","2020-01-05","37.58278","-109.48306","1787.7","BLANDING MUNICIPAL AIRPORT, UT US","  27.0","24","  20.1","24","9999.9"," 0","830.9","24"," 10.0","24","  4.1","24","  8.9","999.9","  37.9","*","  18.7","*"," 0.00","I","999.9","000000"
"A0001603036","2020-01-06","37.58278","-109.48306","1787.7","BLANDING MUNICIPAL AIRPORT, UT US","  29.0","24","  15.8","24","9999.9"," 0","831.2","24"," 10.0","24","  3.8","24"," 13.0"," 18.1","  37.4","*","  19.9","*"," 0.00","I","999.9","000000"
"A0001603036","2020-01-07","37.58278","-109.48306","1787.7","BLANDING MUNICIPAL AIRPORT, UT US","  24.4","24","  15.2","24","9999.9"," 0","833.0","24"," 10.0","24","  3.4","24","  8.0","999.9","  35.8","*","  16.5","*"," 0.00","I","999.9","000000"
"A0001603036","2020-01-08","37.58278","-109.48306","1787.7","BLANDING MUNICIPAL AIRPORT, UT US","  27.9","24","  17.1","24","9999.9"," 0","822.4","24"," 10.0","24","  3.2","24","  8.9","999.9","  39.9","*","  19.8","*"," 0.00","I","999.9","000000"
"A0001603036","2020-01-09","37.58278","-109.48306","1787.7","BLANDING MUNICIPAL AIRPORT, UT US","  26.8","24","  19.1","24","9999.9"," 0","816.3","24"," 10.0","24","  2.9","24","  8.0","999.9","  33.1","*","  18.9","*"," 0.00","I","999.9","000000"
"A0001603036","2020-01-10","37.58278","-109.48306","1787.7","BLANDING MUNICIPAL AIRPORT, UT US","  24.1","24","  16.3","24","9999.9"," 0","819.4","24"," 10.0","24","  7.5","24"," 20.0"," 26.0","  32.2","*","  15.6","*"," 0.00","I","999.9","000000"
