idx_city,week,count,Latitude,Longitude,tavg,tmin,tmax,prcp,wdir,wspd,pres,elevation
COLOMBIA_AMAZONAS_LETICIA,2023-01-02,7.0,-4.2129211,-69.9425963,25.228571428571428,22.985714285714288,29.17142857142857,8.528571428571428,56.0,4.8,1010.9857142857144,81.0
COLOMBIA_AMAZONAS_LETICIA,2023-01-09,11.0,-4.2129211,-69.9425963,25.0,22.32857142857143,29.042857142857144,12.12857142857143,207.8571428571429,4.228571428571429,1010.9571428571428,81.0
COLOMBIA_AMAZONAS_LETICIA,2023-01-16,5.0,-4.2129211,-69.9425963,24.942857142857143,22.25714285714286,28.714285714285715,12.971428571428572,118.85714285714286,3.8,1010.8142857142856,81.0
COLOMBIA_AMAZONAS_LETICIA,2023-01-23,8.0,-4.2129211,-69.9425963,25.65714285714285,22.77142857142857,30.47142857142857,12.671428571428573,200.8571428571429,4.2,1009.657142857143,81.0
COLOMBIA_AMAZONAS_LETICIA,2023-01-30,17.0,-4.2129211,-69.9425963,24.87142857142857,22.32857142857143,29.228571428571428,16.728571428571428,111.71428571428572,4.028571428571429,1010.8571428571428,81.0
COLOMBIA_AMAZONAS_LETICIA,2023-02-06,16.0,-4.2129211,-69.9425963,25.214285714285715,22.52857142857143,29.685714285714287,17.02857142857143,107.71428571428572,3.1142857142857143,1009.842857142857,81.0
COLOMBIA_AMAZONAS_LETICIA,2023-02-13,27.0,-4.2129211,-69.9425963,25.27142857142857,22.485714285714288,30.228571428571428,14.1,159.71428571428572,3.442857142857143,1009.0857142857144,81.0
COLOMBIA_AMAZONAS_LETICIA,2023-02-20,22.0,-4.2129211,-69.9425963,25.52857142857143,22.97142857142857,30.4,8.157142857142857,189.57142857142856,4.2,1011.0428571428572,81.0
COLOMBIA_AMAZONAS_LETICIA,2023-02-27,21.0,-4.2129211,-69.9425963,25.9,23.3,30.714285714285715,16.257142857142856,117.42857142857144,3.8,1010.4571428571428,81.0
COLOMBIA_AMAZONAS_LETICIA,2023-03-06,20.0,-4.2129211,-69.9425963,25.62857142857143,23.485714285714288,29.61428571428572,18.685714285714287,215.57142857142856,4.514285714285714,1010.157142857143,81.0
COLOMBIA_AMAZONAS_LETICIA,2023-03-13,24.0,-4.2129211,-69.9425963,25.985714285714288,22.97142857142857,30.385714285714283,6.728571428571428,164.71428571428572,2.8999999999999995,1010.4571428571428,81.0
