date,country,new_cases,cases,co,no2,o3,pm10,pm25,so2,population
2020-01-27,Germany,10,36,0.1,8.775892857142857,20.715238095238096,10.201680672268907,23.809523809523807,1.4168367346938775,83634807
2020-02-03,Germany,4,88,0.1,12.55625,16.37047619047619,16.22689075630252,39.53968253968254,1.5514965986394558,83634807
2020-02-10,Germany,2,110,0.1,8.935714285714285,22.976190476190474,9.571428571428571,22.75,1.8331632653061225,83634807
2020-02-17,Germany,0,112,0.1,7.303511904761905,24.997823129251703,8.470588235294118,18.178571428571427,2.045952380952381,83634807
2020-02-24,Germany,101,315,0.1,7.85202380952381,24.055238095238092,8.556197478991596,19.634920634920633,1.4726757369614512,83634807
2020-03-02,Germany,785,3336,0.1,11.44375,20.33047619047619,11.268907563025211,31.539682539682538,1.1082766439909297,83634807
2020-03-09,Germany,3936,18066,0.1,8.53125,22.079115646258504,8.983193277310924,20.603174603174605,1.4916383219954648,83634807
2020-03-16,Germany,13772,81594,0.1,11.416964285714286,19.315238095238097,17.05829831932773,44.682539682539684,1.6089852607709751,83634807
2020-03-23,Germany,33937,261587,0.1,7.258928571428571,29.42095238095238,24.18487394957983,56.84126984126984,1.9372448979591836,83634807
2020-03-30,Germany,39167,517287,0.1,9.772321428571429,25.441224489795918,16.26890756302521,39.476190476190474,1.3827380952380952,83634807
2020-04-06,Germany,28765,757708,0.1,10.299107142857142,28.794897959183675,21.11764705882353,48.83694083694083,1.2982142857142858,83634807
2020-04-13,Germany,19418,917314,0.1,8.426785714285714,27.335238095238093,19.83193277310924,40.298701298701296,1.2456632653061224,83634807
2020-04-20,Germany,14278,1035865,0.1,6.7491071428571425,34.50095238095238,18.41176470588235,35.45454545454545,1.0760714285714286,83634807
2020-04-27,Germany,8321,1113247,0.1,7.294642857142857,25.96666666666667,11.764705882352942,25.25974025974026,0.9994047619047619,83634807
2020-05-04,Germany,6722,1163002,0.1,10.125892857142857,27.957142857142856,14.521008403361346,35.97402597402597,1.0803571428571428,83634807
2020-05-11,Germany,5137,1204907,0.1,7.396428571428571,26.947619047619046,11.697478991596638,27.181818181818183,1.1320578231292517,83634807
2020-05-18,Germany,3926,1236009,0.1,8.199107142857143,29.567619047619047,14.722689075630251,32.07792207792208,1.2186224489795918,83634807
2020-05-25,Germany,3201,1259789,0.1,6.529464285714285,28.33238095238095,11.184873949579833,22.142857142857142,0.9671428571428571,83634807
2020-06-01,Germany,2497,1279905,0.1,6.826785714285714,27.398095238095237,11.899159663865547,24.064935064935064,0.944047619047619,83634807
2020-06-08,Germany,2290,1296978,0.1,6.978571428571429,24.631428571428568,12.675420168067228,34.324675324675326,0.8896428571428572,83634807
2020-06-15,Germany,3553,1315739,0.1,7.534489795918367,25.890136054421767,12.125,28.070129870129872,0.9517857142857142,83634807
2020-06-22,Germany,3677,1344047,0.1,6.941904761904762,31.414285714285715,13.857142857142858,30.623376623376625,1.0601190476190474,83634807
2020-06-29,Germany,2836,1366078,0.1,6.145833333333334,22.114285714285717,9.88970588235294,18.544155844155846,1.2693027210884353,83634807
2020-07-06,Germany,2469,1384160,0.1,6.654464285714285,22.076190476190476,10.3781512605042,18.165120593692023,1.1546768707482993,83634807
2020-07-13,Germany,2770,1402113,0.1,8.663392857142858,25.46857142857143,12.73109243697479,29.75324675324675,0.8426020408163265,83634807
2020-07-20,Germany,3695,1424751,0.1,8.075892857142858,26.875238095238096,13.781512605042016,24.441558441558442,0.9272108843537415,83634807
2020-07-27,Germany,4624,1454849,0.1,8.633928571428571,28.428571428571427,15.033613445378153,27.272727272727273,0.9385204081632653,83634807
2020-08-03,Germany,5998,1492213,0.1,9.686607142857143,31.4047619047619,17.3109243697479,37.467532467532465,0.8621598639455782,83634807
2020-08-10,Germany,7562,1539797,0.1,8.891964285714286,32.97047619047619,20.915966386554622,49.18181818181818,0.8369897959183674,83634807
2020-08-17,Germany,9411,1599947,0.1,8.785238095238096,24.89387755102041,11.957983193277311,24.051948051948052,1.0008673469387757,83634807
2020-08-24,Germany,8907,1665057,0.1,7.781607142857142,20.566488095238096,10.368697478991596,19.90909090909091,0.8459183673469388,83634807
2020-08-31,Germany,8214,1723602,0.1,9.141071428571427,19.29642857142857,10.899159663865547,23.844155844155843,0.9557823129251701,83634807
2020-09-07,Germany,9443,1786695,0.1,11.576785714285714,17.369642857142857,14.991596638655462,30.974025974025974,0.8581632653061224,83634807
2020-09-14,Germany,11987,1860895,0.1,12.063392857142857,23.576785714285712,20.2436974789916,42.18181818181818,0.9548469387755103,83634807
2020-09-21,Germany,12725,1947585,0.1,11.418511904761905,20.409285714285716,15.91596638655462,32.688311688311686,1.0573979591836735,83634807
2020-09-28,Germany,15097,2044284,0.1,9.411607142857141,12.852678571428571,12.218487394957984,30.12987012987013,0.9346938775510204,83634807
2020-10-05,Germany,23627,2177012,0.1,7.889285714285714,15.49375,8.084033613445376,15.88682745825603,1.2479591836734694,83634807
2020-10-12,Germany,39110,2397510,0.1,9.644642857142857,10.704464285714286,11.361344537815127,31.5974025974026,1.1497448979591838,83634807
2020-10-19,Germany,67207,2762754,0.1,11.411607142857141,11.71517857142857,17.571428571428573,38.35064935064935,0.9173469387755102,83634807
2020-10-26,Germany,103749,3383770,0.1,8.341071428571428,15.271428571428572,9.689075630252102,20.64935064935065,0.8131802721088436,83634807
2020-11-02,Germany,125575,4200664,0.1,11.058928571428572,9.932142857142859,16.176470588235293,37.311688311688314,1.030357142857143,83634807
2020-11-09,Germany,131998,5107462,0.1,11.834821428571429,5.896488095238095,20.84873949579832,53.7922077922078,1.2012755102040817,83634807
2020-11-16,Germany,127766,6006657,0.1,10.964285714285714,14.748214285714285,13.016806722689077,30.779220779220775,0.9613945578231292,83634807
2020-11-23,Germany,124431,6893911,0.1,12.966964285714285,5.709821428571429,19.428571428571427,55.727272727272734,1.2168367346938775,83634807
2020-11-30,Germany,128623,7767991,0.1,13.188392857142857,6.0125,19.781512605042018,57.61038961038961,1.2130102040816326,83634807
2020-12-07,Germany,149393,8735401,0.1,12.201785714285714,5.427678571428571,19.873949579831933,58.532467532467535,1.1641156462585034,83634807
2020-12-14,Germany,173293,9879172,0.1,13.015178571428573,4.892857142857143,15.294117647058824,44.493506493506494,1.1724999999999999,83634807
2020-12-21,Germany,146849,11037943,0.1,7.528571428571428,16.035714285714285,8.260504201680673,21.90909090909091,0.7992346938775511,83634807
2020-12-28,Germany,124808,11964236,0.1,9.700892857142858,11.014285714285714,13.528811524609845,33.98571428571429,1.0286224489795919,83634807
2021-01-04,Germany,142861,12873603,0.1,9.948145604395604,6.654464285714285,13.2890756302521,44.82467532467532,0.945765306122449,83622610
2021-01-11,Germany,124991,13840978,0.1,10.855357142857143,13.904464285714285,13.882352941176473,39.8051948051948,1.114455782312925,83622610
2021-01-18,Germany,101418,14612966,0.1,10.645535714285714,18.825,10.714285714285714,26.703339517625235,1.0327380952380953,83622610
2021-01-25,Germany,81427,15244229,0.1,10.529395604395603,16.283104395604393,11.219047619047618,34.39448051948052,1.0623809523809524,83622610
2021-02-01,Germany,67647,15764160,0.1,10.834065934065935,13.825274725274726,14.695238095238096,41.94642857142857,1.4542857142857142,83622610
2021-02-08,Germany,50551,16173799,0.1,13.063736263736264,19.74285714285714,18.142857142857142,52.69642857142857,1.352142857142857,83622610
2021-02-15,Germany,51998,16527996,0.1,13.805494505494506,15.359615384615383,18.449299719887954,44.4025974025974,1.5187755102040816,83622610
2021-02-22,Germany,55777,16904710,0.1,13.758241758241757,13.047321428571427,34.924369747899156,62.45454545454545,1.3067857142857144,83622610
2021-03-01,Germany,57846,17304834,0.1,13.82967032967033,14.343869047619048,22.142857142857142,53.23376623376623,1.1101190476190477,83622610
2021-03-08,Germany,69063,17739657,0.1,9.035164835164835,22.616964285714285,14.689075630252102,36.870129870129865,1.5761904761904761,83622610
2021-03-15,Germany,90271,18299259,0.1,8.73076923076923,23.258035714285715,10.420168067226891,28.324675324675322,0.8706632653061225,83622610
2021-03-22,Germany,112885,19008017,0.1,11.925274725274724,22.311607142857145,20.689075630252102,49.33766233766234,1.03171768707483,83622610
2021-03-29,Germany,112985,19829778,0.1,12.386813186813187,24.615178571428572,20.26890756302521,44.45454545454545,1.1647959183673469,83622610
2021-04-05,Germany,112882,20570945,0.1,7.342857142857143,26.412499999999998,12.798319327731093,31.66233766233766,1.0808673469387755,83622610
2021-04-12,Germany,143994,21515906,0.1,9.416483516483515,26.04642857142857,11.336134453781513,28.69119769119769,1.193469387755102,83622610
2021-04-19,Germany,145156,22524225,0.1,9.685714285714285,26.533035714285713,17.831932773109244,44.642857142857146,1.0221938775510204,83622610
2021-04-26,Germany,129404,23498377,0.1,7.8,31.033035714285713,17.11764705882353,45.01190476190476,1.0654761904761905,83622610
2021-05-03,Germany,103507,24304541,0.1,6.835164835164835,29.202678571428574,9.470588235294118,24.166666666666664,1.0594387755102042,83622610
2021-05-10,Germany,73105,24930024,0.1,6.456043956043956,24.792857142857144,9.478991596638656,22.916666666666668,0.8336054421768707,83622610
2021-05-17,Germany,55524,25368753,0.1,6.323076923076924,26.773214285714285,7.697478991596639,17.25,0.8113945578231292,83622610
2021-05-24,Germany,30190,25648172,0.1,5.953846153846153,26.771428571428572,8.0,19.333333333333336,0.6996428571428571,83622610
2021-05-31,Germany,21219,25838260,0.1,7.806593406593406,30.69107142857143,14.705882352941176,35.20920745920746,0.9,83622610
2021-06-07,Germany,14602,25959261,0.1,7.997802197802199,29.568749999999998,16.991596638655462,45.417582417582416,0.9989795918367347,83622610
2021-06-14,Germany,7012,26030311,0.1,8.428571428571429,36.23303571428571,20.42016806722689,42.56410256410256,0.871938775510204,83622610
2021-06-21,Germany,4729,26072175,0.1,6.548351648351648,25.48577380952381,13.912289915966387,36.76648351648351,0.8429761904761904,83622610
2021-06-28,Germany,2972,26100482,0.1,6.689010989010989,24.557142857142857,12.865546218487395,33.29670329670329,0.8292517006802722,83622610
2021-07-05,Germany,4786,26132160,0.1,6.823076923076924,19.251785714285713,11.563025210084033,26.780219780219785,0.869982993197279,83622610
2021-07-12,Germany,7313,26177975,0.1,6.184615384615385,20.21517857142857,13.983193277310923,33.86813186813187,0.9221938775510204,83622610
2021-07-19,Germany,10811,26248529,0.1,7.621978021978022,26.285714285714285,17.302521008403364,42.065934065934066,0.9291666666666666,83622610
2021-07-26,Germany,14173,26341032,0.1,6.383516483516483,24.681250000000002,11.81512605042017,26.252747252747252,0.8790816326530612,83622610
2021-08-02,Germany,17668,26457714,0.1,6.601098901098901,19.59017857142857,9.117647058823529,20.0,0.875765306122449,83622610
2021-08-09,Germany,26208,26622789,0.1,9.19120879120879,21.833928571428572,15.193277310924369,33.07692307692308,0.9323979591836735,83622610
2021-08-16,Germany,42414,26888505,0.1,6.36043956043956,20.31607142857143,11.23529411764706,26.98901098901099,1.0489285714285714,83622610
2021-08-23,Germany,60773,27281933,0.1,5.815384615384615,18.448214285714283,9.285714285714286,21.329670329670332,0.9410714285714287,83622610
2021-08-30,Germany,70525,27759510,0.1,8.231868131868131,18.955357142857142,15.470588235294118,42.54945054945055,0.960204081632653,83622610
2021-09-06,Germany,74728,28281542,0.1,10.636263736263738,21.051785714285717,18.008403361344538,46.23076923076923,0.9817857142857144,83622610
2021-09-13,Germany,66797,28767048,0.1,8.765934065934065,17.089285714285715,13.151260504201682,32.61538461538462,0.8954931972789115,83622610
2021-09-20,Germany,55515,29173183,0.1,9.656043956043955,16.232142857142858,14.369747899159664,35.37362637362637,0.9864795918367347,83622610
2021-09-27,Germany,56226,29558680,0.1,8.854945054945054,17.229910714285715,11.483981092436975,26.53846153846154,1.3611394557823129,83622610
2021-10-04,Germany,56188,29952108,0.1,9.619780219780221,13.369642857142859,14.260504201680673,37.047619047619044,1.2291836734693877,83622610
2021-10-11,Germany,60351,30367111,0.1,10.72087912087912,10.870535714285714,14.34453781512605,36.642857142857146,1.2780952380952382,83622610
2021-10-18,Germany,83122,30893640,0.1,9.249450549450549,14.830357142857142,13.050420168067225,33.36904761904761,1.4595238095238094,83622610
2021-10-25,Germany,121840,31674160,0.1,11.657142857142857,9.987499999999999,17.316176470588236,47.23717948717949,1.4820238095238096,83622610
2021-11-01,Germany,150368,32664480,0.1,10.152747252747252,12.758035714285715,12.092436974789917,33.67032967032967,1.1096938775510206,83622610
2021-11-08,Germany,233402,34153898,0.1,13.561538461538461,5.211607142857143,19.51260504201681,52.26373626373627,1.214030612244898,83622610
2021-11-15,Germany,305401,36192344,0.1,9.687912087912087,9.270535714285714,16.680672268907564,48.494505494505496,0.9951530612244898,83622610
2021-11-22,Germany,401879,38838557,0.1,12.093406593406595,9.36875,15.042016806722687,43.747252747252745,0.9482142857142858,83622610
2021-11-29,Germany,401390,41663760,0.1,8.41978021978022,17.19464285714286,8.714285714285714,24.043956043956047,0.9892857142857144,83622610
2021-12-06,Germany,371960,44332394,0.1,12.797802197802199,9.817857142857141,15.848739495798318,45.2967032967033,1.2423469387755102,83622610
2021-12-13,Germany,297855,46542297,0.1,11.865934065934066,9.525892857142859,15.042016806722687,41.96703296703297,0.957908163265306,83622610
2021-12-20,Germany,202261,48215925,0.1,13.21098901098901,9.08125,15.759453781512605,44.67032967032968,1.361734693877551,83622610
2021-12-27,Germany,185546,49534798,0.1,8.414285714285715,13.178571428571429,11.133333333333335,33.34175824175824,1.9044217687074831,83622610
2022-01-03,Germany,308813,51260555,0.1,8.462806424344887,14.065315934065934,11.74169360051713,34.471005917159765,1.8222645211930928,83771555
2022-01-10,Germany,417456,54028464,0.1,8.511327134404057,14.95206043956044,12.350053867700929,35.60025359256129,1.7401072736787024,83771555
2022-01-17,Germany,625095,57963523,0.1,8.55984784446323,15.838804945054946,12.958414134884725,36.72950126796281,1.657950026164312,83771555
2022-01-24,Germany,968533,64178598,0.1,8.6083685545224,16.72554945054945,13.566774402068521,37.85874894336433,1.5757927786499217,83771555
2022-01-31,Germany,1242523,72417893,0.1,8.656889264581572,17.612293956043956,14.17513466925232,38.987996618765855,1.4936355311355314,83771555
2022-02-07,Germany,1338110,81725639,0.1,8.705409974640745,18.49903846153846,14.783494936436115,40.11724429416738,1.4114782836211408,83771555
2022-02-14,Germany,1246277,90605692,0.1,8.753930684699915,19.385782967032966,15.391855203619912,41.24649196956889,1.3293210361067505,83771555
2022-02-21,Germany,1143023,98757140,0.1,8.802451394759087,20.27252747252747,16.00021547080371,42.37573964497042,1.24716378859236,83771555
2022-02-28,Germany,1082878,106375916,0.1,8.85097210481826,21.159271978021977,16.608575737987508,43.50498732037194,1.1650065410779697,83771555
2022-03-07,Germany,1275768,114758700,0.1,8.89949281487743,22.046016483516482,17.216936005171302,44.63423499577347,1.0828492935635794,83771555
2022-03-14,Germany,1530328,125215655,0.1,8.948013524936602,22.93276098901099,17.8252962723551,45.763482671174984,1.0006920460491888,83771555
2022-03-21,Germany,1605042,136320499,0.1,8.996534234995773,23.819505494505496,18.433656539538894,46.892730346576506,0.9185347985347986,83771555
2022-03-28,Germany,1464011,146890144,0.1,9.045054945054945,24.70625,19.042016806722692,48.02197802197803,0.8363775510204082,83771555
